,SCNM1 (79005)
ACH-000811,-0.3664117528629712
ACH-000817,-0.5610333101665873
ACH-000819,-0.38201577968040695
ACH-000820,-0.5273879692746227
ACH-000821,-0.5125117492668821
ACH-000822,-0.5398635844987206
ACH-000823,-0.3256919112217479
ACH-000824,-0.3446362897806385
ACH-000827,-0.25122009306448595
ACH-000829,-0.2135842051494396
ACH-000831,-0.3725221056261879
ACH-000832,-0.5675730716867118
ACH-000833,-0.35768627633250605
ACH-000834,-0.466309233398848
ACH-000835,-0.3445514486346936
ACH-000836,-0.4182416372038002
ACH-000837,-0.2281411916989081
ACH-000838,-0.5355228849824388
ACH-000839,-0.14797891461300844
ACH-000840,-0.28909342123528364
ACH-000841,-0.35961692202922074
ACH-000843,-0.2530596130332479
ACH-000846,-0.42577352107998495
ACH-000847,-0.24279490869340925
ACH-000848,-0.3751446673178681
ACH-000849,-0.3501159941426949
ACH-000851,-0.17849439200697906
ACH-000855,-0.3840422539951297
ACH-000856,-0.15588664891676907
ACH-000858,-0.27996087171933753
ACH-000859,-0.4225118155116676
ACH-000861,-0.2921760093405505
ACH-000862,-0.2423070878148572
ACH-000865,-0.3062177828247306
ACH-000866,-0.23499547561866285
ACH-000867,-0.4941202932458617
ACH-000869,-0.43382129038495626
ACH-000872,-0.2244797170698621
ACH-000873,-0.3479849123195351
ACH-000876,-0.3695159684661585
ACH-000878,-0.4920089501857903
ACH-000880,-0.2801906061132965
ACH-000881,-0.2210922513421528
ACH-000882,-0.30104674007699883
ACH-000884,-0.16352964197715536
ACH-000885,-0.16740518019612635
ACH-000887,-0.3103534204568297
ACH-000889,-0.381757090496872
ACH-000896,-0.4420465909297854
ACH-000898,-0.2332521453982389
ACH-000900,-0.5859501670239583
ACH-000901,-0.21356860750951653
ACH-000905,-0.3676859330940696
ACH-000906,-0.1771149388470247
ACH-000907,-0.392551489320464
ACH-000910,-0.3356124317758209
ACH-000911,-0.2271614076429668
ACH-000912,-0.8291287999929862
ACH-000913,-0.4147699621344769
ACH-000915,-0.3495150605119176
ACH-000916,-0.13512725530677835
ACH-000917,-0.4255634836212885
ACH-000920,-0.0895002712535182
ACH-000921,-0.539403673206941
ACH-000924,-0.4047075725094648
ACH-000926,-0.21936330661771736
ACH-000928,-0.3814164427380306
ACH-000929,-0.5473662250244601
ACH-000932,-0.3149621968957539
ACH-000935,-0.4056775084644947
ACH-000936,-0.4295915515713918
ACH-000937,-0.3173756885012848
ACH-000938,-0.20851702416552945
ACH-000939,-0.7435876834296604
ACH-000941,-0.27450952662481465
ACH-000943,-0.5160764149552587
ACH-000946,-0.21117039026363785
ACH-000947,-0.3713174638906188
ACH-000948,-0.4190993285193759
ACH-000950,-0.13703596652052402
ACH-000953,-0.5141269142069312
ACH-000954,-0.4344288677612068
ACH-000957,-0.6492554555352182
ACH-000958,0.04457357505475302
ACH-000960,-0.14112243163849028
ACH-000963,-0.44040347794084944
ACH-000968,-0.37024638545150573
ACH-000969,-0.4740844225871863
ACH-000972,-0.3196583233110781
ACH-000973,-0.472991595221654
ACH-000974,-0.2924494682234348
ACH-000978,-0.81917649550127
ACH-000984,-0.30990312139063525
ACH-000986,-0.5853634464111617
ACH-000988,-0.2448273542356585
ACH-000993,-0.3752379088102226
ACH-000994,-0.7530777191545135
ACH-000996,-0.6447704612906122
ACH-001001,-0.3694639495486457
ACH-001020,-0.3132904201893855
ACH-001028,-0.27323070027385365
ACH-001031,-0.4493836219114501
ACH-001038,-0.29590524152729764
ACH-001048,-0.2894045048479773
ACH-001050,-0.3874466175311279
ACH-001053,-0.3528492223761246
ACH-001054,-0.3964004352987123
ACH-001061,-0.3585826622701101
ACH-001067,-0.4404649160818427
ACH-001075,-0.36866348109184494
ACH-001096,-0.42342011863768064
ACH-001111,-0.5229679668751173
ACH-001119,-0.3860929919895277
ACH-001128,-0.4369445500041513
ACH-001134,-0.3349841695660545
ACH-001151,-0.2812016233972284
ACH-001163,-0.525727485373771
ACH-001164,-0.5368630577157587
ACH-001183,-0.3129489965942897
ACH-001192,-0.3380063242490087
ACH-001193,-0.5807080405506514
ACH-001196,-0.632784015080157
ACH-001197,-0.4493431288077399
ACH-001205,-0.3039155383886953
ACH-001211,-0.4224760754474319
ACH-001212,-0.06269448985727426
ACH-001228,-0.2015155026247556
ACH-001232,-0.3703989520316958
ACH-001239,-0.42376852873883203
ACH-001270,-0.4834758398557842
ACH-001274,-0.5417773114065162
ACH-001275,-0.39928193935320144
ACH-001277,-0.17805121881871253
ACH-001278,-0.2397903119331286
ACH-001280,-0.27000461445464785
ACH-001283,-0.23288834790288496
ACH-001289,-0.4505883230247164
ACH-001300,-0.24054923527724945
ACH-001301,-0.16121231710363354
ACH-001302,-0.4050909623036871
ACH-001306,-0.35853695739830593
ACH-001318,-0.3770542844743621
ACH-001322,-0.4621358999247462
ACH-001328,-0.3122318011252632
ACH-001332,-0.4593851164128744
ACH-001336,-0.3861696783098044
ACH-001346,-0.2374547378887697
ACH-001353,-0.4303832320101051
ACH-001354,-0.23355854513676425
ACH-001367,-0.34081774973479523
ACH-001368,-0.2959444598004316
ACH-001374,-0.6238349831659731
ACH-001377,-0.4622615575924421
ACH-001380,-0.3769313270946373
ACH-001391,-0.2381570374718091
ACH-001408,-0.4887957811006882
ACH-001430,-0.3774411638810359
ACH-001431,-0.2279079612117623
ACH-001450,-0.2643100308147889
ACH-001496,-0.22496755754709807
ACH-001500,-0.5285700189212669
ACH-001523,-0.5612329124158641
ACH-001532,-0.2664705626886824
ACH-001550,-0.2453040688884462
ACH-001552,-0.14891314777131412
ACH-001554,-0.500716983144873
ACH-001654,-0.3164368696024316
ACH-001735,-0.3406463244827682
ACH-001736,-0.2725380594835975
ACH-001737,0.028819134472188288
ACH-001740,-0.3323466946654252
ACH-001745,-0.2355765313334354
ACH-001765,-0.4188301314359242
