,SMAGP (57228)
ACH-000647,-0.3927535092202658
ACH-000648,-0.3077845846612809
ACH-000649,-0.2934267763981051
ACH-000651,-0.44484599146210935
ACH-000652,-0.2887286316312121
ACH-000653,-0.3684596847320718
ACH-000657,-0.40847152006707343
ACH-000658,-0.4027536209325608
ACH-000661,-0.3262625604930412
ACH-000662,-0.4660428756949007
ACH-000663,-0.4023984219947991
ACH-000665,-0.3800241165168176
ACH-000671,-0.21869846254138486
ACH-000672,-0.3307368574485523
ACH-000673,-0.3965764243100322
ACH-000676,-0.398863139583118
ACH-000677,-0.3398975430168585
ACH-000681,-0.3589288384400466
ACH-000683,-0.409887470765734
ACH-000684,-0.2944508225606039
ACH-000688,-0.3942120044772845
ACH-000693,-0.2885148801971322
ACH-000694,-0.3477642527173205
ACH-000695,-0.268931872279844
ACH-000696,-0.4270207200102021
ACH-000697,-0.15557427233467916
ACH-000699,-0.3300854395975894
ACH-000701,-0.4513017297585246
ACH-000706,-0.2085058163033739
ACH-000711,-0.4800915356653834
ACH-000713,-0.30109531598757433
ACH-000714,-0.3002505688777122
ACH-000718,-0.5617157047397225
ACH-000720,-0.20886809748362573
ACH-000721,-0.3001528677775083
ACH-000724,-0.31965748176491904
ACH-000725,-0.29360814537714536
ACH-000732,-0.15770007903825542
ACH-000734,-0.2626026108315806
ACH-000735,-0.3057052478273889
ACH-000736,-0.4408044190581139
ACH-000738,-0.3600373974545867
ACH-000746,-0.2425418875813881
ACH-000747,-0.31831890054484685
ACH-000748,-0.414913381558758
ACH-000753,-0.3210460990726595
ACH-000756,-0.5079441579854016
ACH-000757,-0.5122585554597344
ACH-000758,-0.3392434044316305
ACH-000760,-0.3537531960891227
ACH-000762,-0.1783664159794271
ACH-000763,-0.3399444533053545
ACH-000764,-0.5159171008591584
ACH-000765,-0.40155564959231577
ACH-000766,-0.3765087151913178
ACH-000767,-0.3698452088367304
ACH-000768,-0.3113877374528465
ACH-000769,-0.24163872612601936
ACH-000770,-0.3859330660688251
ACH-000771,-0.4338535666807073
ACH-000773,-0.3860609380170349
ACH-000776,-0.33227464465569784
ACH-000777,-0.3083692013399261
ACH-000778,-0.29129287401607523
ACH-000781,-0.33838678689710744
ACH-000782,-0.3311182878982625
ACH-000783,-0.5723807484847175
ACH-000784,-0.3416904572540111
ACH-000785,-0.455991855118186
ACH-000787,-0.3528089299570933
ACH-000788,-0.3232763158386344
ACH-000791,-0.3278052769984421
ACH-000792,-0.4349469363609509
ACH-000794,-0.3344409436057213
ACH-000796,-0.3339235422344385
ACH-000798,-0.3785949819725316
ACH-000799,-0.325667266502379
ACH-000800,-0.30089561300860834
ACH-000802,-0.19574429934141271
ACH-000804,-0.2890731449249607
ACH-000805,-0.502791488582658
ACH-000809,-0.3092829597251387
ACH-000810,-0.2498895076386401
ACH-000811,-0.28770770202728396
ACH-000817,-0.4150390853035205
ACH-000819,-0.3061546744245836
ACH-000820,-0.33074048319682225
ACH-000821,-0.4591432182410207
ACH-000822,-0.4326111862945707
ACH-000823,-0.3471917128211631
ACH-000824,-0.4216830270209132
ACH-000827,-0.3997671906594111
ACH-000829,-0.3698925348297489
ACH-000831,-0.4204942083594897
ACH-000832,-0.3567208860837252
ACH-000833,-0.2729776648687669
ACH-000834,-0.3595780685250598
ACH-000835,-0.3199811465969677
ACH-000836,-0.2928888661729884
ACH-000837,-0.3412549690444062
ACH-000838,-0.3533305201726422
ACH-000839,-0.3433987350017708
ACH-000840,-0.3804907434460701
ACH-000841,-0.5657431334763372
ACH-000843,-0.18373153358188687
ACH-000846,-0.5047246839603077
ACH-000847,-0.4551142462455975
ACH-000848,-0.3104072383614692
ACH-000849,-0.3268914129540001
ACH-000851,-0.3925266122710232
ACH-000855,-0.3701164850204326
ACH-000856,-0.3386472065414985
ACH-000858,-0.2567174268847242
ACH-000859,-0.4124508366470848
ACH-000861,-0.4419054383572395
ACH-000862,-0.4361974894919679
ACH-000865,-0.3230368236728905
ACH-000866,-0.3014011885023804
ACH-000867,-0.2739945380821729
ACH-000869,-0.38489284653569816
ACH-000872,-0.15207673071435304
ACH-000873,-0.43745265267608174
ACH-000876,-0.4197209041857561
ACH-000878,-0.3749782333796782
ACH-000880,-0.2035612285997517
ACH-000881,-0.3058711314376105
ACH-000882,-0.2937586131492968
ACH-000884,-0.32688487263036864
ACH-000885,-0.3897921316875012
ACH-000887,-0.3956330011083825
ACH-000889,-0.3527310344296485
ACH-000896,-0.233364405058391
ACH-000898,-0.3980557681574329
ACH-000900,-0.4697855685710943
ACH-000901,-0.3720978610841305
ACH-000905,-0.2980967469631096
ACH-000906,-0.40542880643538864
ACH-000907,-0.3076242273353417
ACH-000910,-0.4055945419031959
ACH-000911,-0.3301090597389329
ACH-000912,-0.4489317390636101
ACH-000913,-0.3474139095750545
ACH-000915,-0.3866942505297398
ACH-000916,-0.6273333351372377
ACH-000917,-0.4522670285526505
ACH-000920,-0.39478999651819496
ACH-000921,-0.2452709942144755
ACH-000924,-0.2989684122051476
ACH-000926,-0.36895765720115614
ACH-000928,-0.4365386855110004
ACH-000929,-0.4252607328435993
ACH-000932,-0.3491772733719664
ACH-000935,-0.2406359310448997
ACH-000936,-0.391792229662056
ACH-000937,-0.4084104578289482
ACH-000938,-0.16064849274940685
ACH-000939,-0.19106575195636086
ACH-000941,-0.2626136774743521
ACH-000943,-0.3703963842202597
ACH-000946,-0.2816632165895427
ACH-000947,-0.2837567510488244
ACH-000948,-0.3683119879960273
ACH-000950,-0.40710206058768295
ACH-000953,-0.43418595474322585
ACH-000954,-0.16688497378554146
ACH-000957,-0.3686437304538728
ACH-000958,-0.28718125495378183
ACH-000960,-0.3121514954714092
ACH-000963,-0.3815518036504869
ACH-000968,-0.2886458141162951
ACH-000969,-0.355412960629711
ACH-000972,-0.33128788893950234
ACH-000973,-0.4887900076348786
ACH-000974,-0.4140843101387777
ACH-000978,-0.3292683683195543
ACH-000984,-0.3233220109648741
ACH-000986,-0.3291318511149943
ACH-000988,-0.3357739930154208
ACH-000993,-0.3894687526735568
ACH-000994,-0.494440928054226
ACH-000996,-0.24735869699733765
ACH-001001,-0.4518634736141831
ACH-001020,-0.17439383513465978
ACH-001028,-0.28591192459237563
ACH-001031,-0.3143333540323429
ACH-001038,-0.4520921238891714
ACH-001048,-0.3256887507617772
ACH-001050,-0.4689603022137567
ACH-001053,-0.27229843392704045
ACH-001054,-0.3680166488682157
ACH-001061,-0.3707076844883873
ACH-001067,-0.2242140883267467
ACH-001075,-0.31791257626974606
ACH-001096,-0.2339579488066488
ACH-001111,-0.3803494919286681
ACH-001119,-0.3804356932522977
ACH-001128,-0.3217283608630494
ACH-001134,-0.2944523670290902
ACH-001151,-0.40594448198919214
ACH-001163,-0.3216892932935329
ACH-001164,-0.23484046572595
ACH-001183,-0.3362421413482441
ACH-001192,-0.5057725523926037
ACH-001193,-0.35000529672853353
ACH-001196,-0.2727878893431707
ACH-001197,-0.28736911805983584
ACH-001205,-0.4596949908539365
ACH-001211,-0.3681048464784115
ACH-001212,-0.2299736430931449
ACH-001228,-0.4580347499659157
ACH-001232,-0.44381779732919097
ACH-001239,-0.3356906020010085
ACH-001270,-0.12568668733649152
ACH-001274,-0.2748111672392217
ACH-001275,-0.4940480295505886
ACH-001277,-0.3414094374057594
ACH-001278,-0.3618480657059831
ACH-001280,-0.3867534246943068
ACH-001283,-0.3540155556533912
ACH-001289,-0.3170368017933113
ACH-001300,-0.4134922861128131
ACH-001301,-0.2647880672373744
ACH-001302,-0.34758331565149664
ACH-001306,-0.2276702947222189
ACH-001318,-0.32027059749349296
ACH-001322,-0.3565307593728353
ACH-001328,-0.2793222062732855
ACH-001332,-0.3763679696537641
ACH-001336,-0.3989957739761584
ACH-001346,-0.2952807769906319
ACH-001353,-0.4090370568326406
ACH-001354,-0.4787928231179844
ACH-001367,-0.4378338889289567
ACH-001368,-0.4141833441159004
ACH-001374,-0.4682036143506669
ACH-001377,-0.3554703358492888
ACH-001380,-0.3906411915432536
ACH-001391,-0.4050668007279113
ACH-001408,-0.3503040001992592
ACH-001430,-0.7798473149899527
ACH-001431,-0.4058754615558591
ACH-001450,-0.30549267253912593
ACH-001496,-0.37454690371451776
ACH-001500,-0.2259177282699328
ACH-001523,-0.4507037901247225
ACH-001532,-0.3696530736195889
ACH-001550,-0.4238412842433059
ACH-001552,-0.3577295558656756
ACH-001554,-0.4128480662300814
ACH-001654,-0.3796374684143585
ACH-001735,-0.2747646528463245
ACH-001736,-0.3010862686144155
ACH-001737,-0.3058947524158924
ACH-001740,-0.5067050631113413
ACH-001745,-0.4711907407040718
ACH-001765,-0.3621066630214315
