,POLR2E (5434)
ACH-000004,-1.4336268078092946
ACH-000005,-1.2455108545200162
ACH-000007,-1.0907946136721027
ACH-000009,-1.2082043832938039
ACH-000011,-1.0113705008383138
ACH-000012,-1.2733568545151974
ACH-000013,-1.2000526603932158
ACH-000014,-1.354871921892148
ACH-000015,-1.2279002695168266
ACH-000017,-1.3496234835093663
ACH-000018,-1.252741794318537
ACH-000019,-1.163964567181676
ACH-000021,-1.3791547073206634
ACH-000022,-1.1619171948310936
ACH-000025,-1.1573795135881668
ACH-000028,-1.2338572142947728
ACH-000030,-1.3282301627390656
ACH-000035,-1.4928114564232968
ACH-000036,-1.2353977269743048
ACH-000037,-1.2012696370422151
ACH-000039,-1.0988450133021008
ACH-000040,-1.0619640936688883
ACH-000041,-1.2464496563214196
ACH-000042,-1.2372939722485328
ACH-000045,-1.10197620398832
ACH-000047,-1.244428311851106
ACH-000052,-1.103695781719089
ACH-000053,-1.3541941863286584
ACH-000054,-1.136179888303529
ACH-000055,-1.1591729916574784
ACH-000060,-1.3549324919670744
ACH-000067,-1.2834457860336657
ACH-000070,-1.3173897703489266
ACH-000075,-1.106179404166093
ACH-000078,-1.2180890753542766
ACH-000082,-1.1153798142785454
ACH-000085,-1.2568618462302328
ACH-000086,-1.1762691577985138
ACH-000087,-0.9641120242626362
ACH-000092,-1.3480655355366666
ACH-000095,-1.2945389719593874
ACH-000097,-1.378882625604374
ACH-000098,-1.511992673035689
ACH-000099,-1.2564586987478448
ACH-000108,-1.5543977972828296
ACH-000113,-1.3190588049511398
ACH-000116,-1.253396041827169
ACH-000118,-1.0734889636993985
ACH-000120,-1.2957819947046736
ACH-000123,-1.2866563669350466
ACH-000127,-1.3420912568787118
ACH-000128,-1.2404836214606587
ACH-000132,-1.5362315683897037
ACH-000133,-1.1046800585436898
ACH-000137,-1.392234937112487
ACH-000138,-1.1829907917150282
ACH-000142,-1.1818020777033649
ACH-000143,-1.2590323219375965
ACH-000146,-1.6425532560207363
ACH-000148,-1.0547566322390702
ACH-000150,-1.2970302823495758
ACH-000152,-1.2796237922961788
ACH-000153,-1.1207099381277474
ACH-000159,-1.3710922487657573
ACH-000160,-0.8018164564904683
ACH-000163,-1.200328485983876
ACH-000167,-1.7273537908918266
ACH-000168,-1.3870748550184622
ACH-000169,-1.2338056470494785
ACH-000178,-1.3293312526286192
ACH-000183,-1.4242452189529142
ACH-000188,-1.1699347289145774
ACH-000189,-1.3373970244709896
ACH-000190,-0.8285498218567288
ACH-000198,-1.2777459838811291
ACH-000203,-1.424836260378184
ACH-000204,-1.1498053162415085
ACH-000206,-1.5869162432763049
ACH-000207,-1.0827873333771163
ACH-000208,-1.2985545391229385
ACH-000210,-1.2184439925332686
ACH-000211,-1.1154022968515092
ACH-000215,-1.3144182937688766
ACH-000221,-1.625213380881108
ACH-000222,-1.2135421639930228
ACH-000223,-1.5182664671927304
ACH-000226,-1.037798511056685
ACH-000227,-1.2105181427555842
ACH-000228,-1.3106828559843189
ACH-000231,-1.3671641348282495
ACH-000232,-1.3978313099867703
ACH-000233,-1.2462051791182118
ACH-000234,-1.3184393079324677
ACH-000235,-1.323278405301359
ACH-000237,-1.2017472874252315
ACH-000238,-1.1375001743351705
ACH-000242,-1.297942251027576
ACH-000243,-1.2484984062030648
ACH-000244,-1.1370959401229517
ACH-000246,-1.1302459838210592
ACH-000248,-1.202513646936898
ACH-000250,-1.2278750236042493
ACH-000251,-1.5995333382625536
ACH-000252,-1.1266403545691177
ACH-000253,-1.4192053961782387
ACH-000255,-1.117090325465362
ACH-000256,-1.136184192642504
ACH-000257,-1.5762151267590392
ACH-000258,-1.4430095247430406
ACH-000259,-1.3224344258342662
ACH-000260,-1.1851907174659542
ACH-000261,-1.2394540069581028
ACH-000262,-1.1718457959389992
ACH-000263,-1.3178905731458106
ACH-000264,-1.4573193539648572
ACH-000265,-1.1719777756253986
ACH-000266,-1.3068088692445128
ACH-000272,-1.333623998615182
ACH-000274,-1.3235509999988255
ACH-000277,-1.1040142645124325
ACH-000278,-1.2307034198039422
ACH-000279,-1.014576461926776
ACH-000280,-1.4498527601119078
ACH-000281,-1.4256183989295
ACH-000288,-1.22680458148745
ACH-000291,-1.2925688848202246
ACH-000293,-1.1628527560796005
ACH-000294,-1.4976291325646782
ACH-000295,-1.2483599061115258
ACH-000296,-1.3329185203547953
ACH-000302,-1.3598246828327225
ACH-000304,-1.1289251107214822
ACH-000307,-1.3353527200854536
ACH-000308,-1.5412550488364911
ACH-000310,-1.1696615196195617
ACH-000311,-1.235029769169309
ACH-000312,-1.2470560167481877
ACH-000315,-1.396458973345073
ACH-000316,-1.2182985625694605
ACH-000317,-1.2088594994456936
ACH-000318,-1.257390805813744
ACH-000319,-1.368094153552171
ACH-000320,-1.3530615978638385
ACH-000322,-1.0001272056709622
ACH-000323,-1.2732342690581806
ACH-000324,-1.3373983721932692
ACH-000329,-1.134521580644407
ACH-000330,-1.0375852199586368
ACH-000331,-1.2105054719591926
ACH-000332,-1.2671522132699322
ACH-000334,-1.2743185927790572
ACH-000335,-0.9248414805744828
ACH-000336,-1.2928136693302366
ACH-000337,-1.1370778863145734
ACH-000338,-1.4500334132554973
ACH-000339,-1.2586439118825667
ACH-000341,-1.2433743097258592
ACH-000348,-1.3056579943013669
ACH-000350,-1.123791647029742
ACH-000352,-1.3071750568569296
ACH-000356,-1.2604513729066489
ACH-000361,-1.2365491309812324
ACH-000362,-1.2363779660218217
ACH-000363,-1.2934310416934678
ACH-000364,-1.2487533152004957
ACH-000365,-1.2056306435049986
ACH-000366,-1.2905106493051566
ACH-000368,-1.2142856819209569
ACH-000374,-1.3367816387762124
ACH-000375,-1.0223324887458936
ACH-000376,-1.0648070738878297
ACH-000381,-1.2250614003511369
ACH-000383,-1.3389872902186024
ACH-000387,-1.429597226948094
ACH-000389,-1.3491699507791752
ACH-000390,-1.3258542408467555
ACH-000393,-1.231368664997217
ACH-000395,-1.3582911199764791
ACH-000396,-1.5381531765735186
ACH-000397,-0.955464024599792
ACH-000401,-1.3112626018064204
ACH-000402,-1.365770346068968
ACH-000403,-1.4302678333932717
ACH-000404,-1.4407382775003983
ACH-000406,-1.3388075064549485
ACH-000407,-1.216875314750775
ACH-000408,-0.9568643010573118
ACH-000410,-1.1770236556755906
ACH-000411,-1.2231722733071309
ACH-000414,-1.3532345292277332
ACH-000415,-1.1848612681409778
ACH-000416,-1.3047711062259573
ACH-000420,-1.2352915662541184
ACH-000421,-1.1570318016852907
ACH-000424,-1.3436972639800686
ACH-000425,-1.4370780735963875
ACH-000426,-1.6277547130647505
ACH-000427,-1.2850660942735053
ACH-000433,-1.2161672095304523
ACH-000435,-1.3262499159768502
ACH-000436,-1.4296681127270383
ACH-000444,-1.2334510396029683
ACH-000445,-1.1687505208723763
ACH-000448,-1.2362246246837352
ACH-000450,-1.4470450885146322
ACH-000452,-1.2819033236860304
ACH-000454,-1.0414392630576457
ACH-000458,-1.1941968063904105
ACH-000459,-1.4030634280223635
ACH-000460,-1.2657499836896775
ACH-000461,-1.269968401463188
ACH-000463,-1.2010269230758772
ACH-000464,-1.0843710422575945
ACH-000466,-1.4504450186854467
ACH-000467,-1.111230357097544
ACH-000468,-1.4481262744139494
ACH-000469,-1.2104883722611883
ACH-000470,-1.4744996503749699
ACH-000471,-1.4673718676304168
ACH-000472,-1.1797180699761876
ACH-000473,-1.2206182985488114
ACH-000475,-1.3720074306525176
ACH-000476,-1.1463951334527127
ACH-000477,-1.7024121894083877
ACH-000479,-1.261446755588782
ACH-000480,-1.1803692946371989
ACH-000481,-1.401550248336536
ACH-000483,-1.2182270787537397
ACH-000484,-1.387716196939072
ACH-000485,-1.1748472597990065
ACH-000486,-1.1549589195418366
ACH-000487,-1.5644758370940457
ACH-000488,-1.3282411294291434
ACH-000490,-1.0969401076857372
ACH-000491,-1.2565814404010274
ACH-000495,-1.2853404716382355
ACH-000496,-1.2527878247869275
ACH-000499,-1.112721506865833
ACH-000500,-1.5843525324366827
ACH-000502,-1.3973257478545718
ACH-000503,-1.0880882047410436
ACH-000505,-1.1859864057120066
ACH-000507,-1.5345187503026612
ACH-000510,-1.164876328375717
ACH-000511,-1.0364752778453048
ACH-000512,-1.4126005276908855
ACH-000516,-1.2799150064123639
ACH-000517,-1.3478313577244785
ACH-000518,-1.386571874568653
ACH-000520,-1.3340737073258264
ACH-000521,-1.215033408735145
ACH-000522,-1.4619540397997772
ACH-000524,-1.2351026144657138
ACH-000527,-1.1643209165194732
ACH-000528,-1.011103407975506
ACH-000537,-1.33820064962232
ACH-000541,-1.233430910889585
ACH-000542,-1.1626491860626722
ACH-000544,-1.1097989857515524
ACH-000545,-1.1638379718491176
ACH-000547,-1.283794046577356
ACH-000548,-1.1340828816300728
ACH-000549,-1.2197156258418052
ACH-000550,-1.316802355757797
ACH-000552,-1.1981113396064764
ACH-000556,-1.196025986300577
ACH-000557,-1.6055579132115143
ACH-000569,-1.2457039838774755
ACH-000570,-1.2251552222288848
ACH-000571,-1.3395953725664975
ACH-000573,-1.4885466272816708
ACH-000576,-1.0968945896910258
ACH-000579,-1.2559475487879537
ACH-000580,-1.4063495581046477
ACH-000584,-1.5198002043892824
ACH-000585,-1.1806619845234692
ACH-000588,-1.1807218858140691
ACH-000589,-1.2023711331960627
ACH-000591,-1.1791530138382431
ACH-000593,-1.2821915162646569
ACH-000600,-1.1587137232993592
ACH-000601,-1.21874523948669
ACH-000605,-1.1830050981127889
ACH-000606,-1.0769080642458404
ACH-000608,-1.4937726081245577
ACH-000614,-1.0935681749304305
ACH-000616,-0.969261283733908
ACH-000618,-1.1478217827618205
ACH-000619,-1.3480664512970204
ACH-000620,-1.4145334830321732
ACH-000621,-1.4584587377997602
ACH-000622,-1.3228499619379133
ACH-000623,-1.253485372332342
ACH-000624,-1.2741283677288937
ACH-000627,-1.1805609212916273
ACH-000630,-1.201151855560455
ACH-000631,-1.4310750310947167
ACH-000632,-1.3863398495499617
ACH-000633,-1.5396672866245935
ACH-000637,-1.1606696771381162
ACH-000638,-1.2925886322190856
ACH-000646,-1.2896905767814608
ACH-000647,-1.2969361678139109
ACH-000648,-1.3417292259416618
ACH-000649,-1.217063311535706
ACH-000651,-1.3958513829844652
ACH-000652,-1.1759874317983008
ACH-000653,-1.4623298057020515
ACH-000657,-1.3085563916599563
ACH-000658,-1.2019496838064392
ACH-000661,-1.5994654054663504
ACH-000662,-1.273623236384906
ACH-000663,-1.0330556252123293
ACH-000665,-1.2030922147773984
ACH-000671,-1.206697899579693
ACH-000672,-1.10605808532113
ACH-000673,-1.044978541004653
ACH-000676,-1.4574804294032668
ACH-000677,-0.908602981691376
ACH-000681,-1.3949913016252542
ACH-000683,-1.1289935381311722
ACH-000684,-1.1532747639883565
ACH-000688,-1.6373720410147319
ACH-000693,-1.1612815275791997
ACH-000694,-1.0366994896342707
ACH-000695,-1.1999401501966518
ACH-000696,-1.2673746991329415
ACH-000697,-1.2993065935616546
ACH-000699,-1.4377469216128465
ACH-000701,-1.4070647344615914
ACH-000706,-1.2349705482707432
ACH-000711,-1.3747592984946122
ACH-000713,-1.374924070223163
ACH-000714,-1.3534287823935631
ACH-000718,-1.2599285355317271
ACH-000720,-1.298781349719003
ACH-000721,-1.414885633476188
ACH-000724,-1.1331535202606622
ACH-000725,-1.3826306067546072
ACH-000732,-1.0964456671904852
ACH-000734,-1.3516291659407325
ACH-000735,-1.2145083623874429
ACH-000736,-1.3547352681889981
ACH-000738,-1.2443644576583528
ACH-000746,-1.2871970067802745
ACH-000747,-1.1989566727115204
ACH-000748,-1.1522994215424511
ACH-000753,-1.1255302454729788
ACH-000756,-1.1923888409908072
ACH-000757,-1.2274603224972198
ACH-000758,-1.4209163770674638
ACH-000760,-1.2159864694219609
ACH-000762,-1.150812343495262
ACH-000763,-1.3267898807367549
ACH-000764,-1.3000240617109875
ACH-000765,-1.5796098907433844
ACH-000766,-1.2797458358205105
ACH-000767,-1.3818703592743828
ACH-000768,-1.1830924457430958
ACH-000769,-1.2432420787278369
ACH-000770,-1.1732156327265029
ACH-000771,-1.0744536162830072
ACH-000773,-1.2861699499992991
ACH-000776,-1.1925281668841972
ACH-000777,-1.199015459940828
ACH-000778,-1.1139405025768898
ACH-000781,-1.5110331972976407
ACH-000782,-1.2048011249029509
ACH-000783,-1.1116928089456608
ACH-000784,-1.1682910354535634
ACH-000785,-1.7808586973349858
ACH-000787,-1.1832776097820523
ACH-000788,-1.7225174701634496
ACH-000791,-1.3225857434424346
ACH-000792,-1.1260473954568204
ACH-000794,-1.0882281425703069
ACH-000796,-1.4323929288980586
ACH-000798,-1.2180307338233665
ACH-000799,-1.2750201665829368
ACH-000800,-1.2723324043174251
ACH-000802,-1.2487642236086092
ACH-000804,-1.2344098431135269
ACH-000805,-1.080366162094455
ACH-000809,-1.3106735216492262
ACH-000810,-1.2931307931972675
ACH-000811,-1.2248225189618496
ACH-000817,-1.237564288617114
ACH-000819,-1.3034229251757945
ACH-000820,-1.305457031963399
ACH-000821,-1.5186860254356014
ACH-000822,-1.5186820255850588
ACH-000823,-1.0584179067959134
ACH-000824,-1.1306119593305577
ACH-000827,-1.2045453940502595
ACH-000829,-1.2790021800026794
ACH-000831,-1.2286065334639673
ACH-000832,-1.231400187258532
ACH-000833,-1.1201055553435713
ACH-000834,-1.1507508336136774
ACH-000835,-1.1321137500823757
ACH-000836,-0.9390233083934596
ACH-000837,-1.2837914373342456
ACH-000838,-1.1461985503438592
ACH-000839,-1.1080079103421188
ACH-000840,-1.409240220100784
ACH-000841,-1.113385225384705
ACH-000843,-1.053840226327647
ACH-000846,-1.0019142439250743
ACH-000847,-1.0725611083946454
ACH-000848,-1.2070912970463457
ACH-000849,-1.4721879956207231
ACH-000851,-1.2892565437471055
ACH-000855,-1.0776867223578628
ACH-000856,-1.1351733525291348
ACH-000858,-1.0728437961961672
ACH-000859,-1.4220854161449064
ACH-000861,-1.1722334152531604
ACH-000862,-1.170196028997578
ACH-000865,-1.2464401368496
ACH-000866,-1.3843768623452462
ACH-000867,-1.3351851770964538
ACH-000869,-1.3055147609316995
ACH-000872,-1.2670162406201997
ACH-000873,-1.327455066287646
ACH-000876,-1.5214064622530763
ACH-000878,-1.177319991030023
ACH-000880,-1.241665909509578
ACH-000881,-1.260626371397012
ACH-000882,-1.3493421412235365
ACH-000884,-1.1330536896730563
ACH-000885,-1.1505947124486682
ACH-000887,-1.2669289480569206
ACH-000889,-1.193503773733248
ACH-000896,-1.29315680416602
ACH-000898,-1.1564339509376529
ACH-000900,-1.3429506563260063
ACH-000901,-1.2176967541330537
ACH-000905,-1.2450810629041202
ACH-000906,-1.3489127195890664
ACH-000907,-1.2810044238451896
ACH-000910,-1.2820087924832602
ACH-000911,-1.1577394218070958
ACH-000912,-1.2057785731078896
ACH-000913,-1.190042592883369
ACH-000915,-1.2066363980293848
ACH-000916,-1.6307461405238175
ACH-000917,-1.3793134762367585
ACH-000920,-1.2514546624091425
ACH-000921,-1.2276472313002016
ACH-000924,-1.183315464740809
ACH-000926,-1.1098651189811717
ACH-000928,-1.2824761466240668
ACH-000929,-1.1246311850402615
ACH-000932,-1.3686998169025701
ACH-000935,-1.3024445209307027
ACH-000936,-1.1798346412735727
ACH-000937,-1.1321996160619108
ACH-000938,-1.2126907235524882
ACH-000939,-1.0155395922671402
ACH-000941,-1.2477895019170755
ACH-000943,-1.1314290808686212
ACH-000946,-1.1180614239167452
ACH-000947,-1.4024315154537104
ACH-000948,-1.0833867686773335
ACH-000950,-1.339299962377009
ACH-000953,-1.2027966007219808
ACH-000954,-1.228685763981366
ACH-000957,-1.2984792487172798
ACH-000958,-1.424415206549989
ACH-000960,-1.1774493665900152
ACH-000963,-1.0724493789808296
ACH-000968,-1.4016046631340653
ACH-000969,-1.377222312838693
ACH-000972,-1.4656518467976298
ACH-000973,-1.2575029719229822
ACH-000974,-1.2747237049943272
ACH-000978,-1.2355159734591188
ACH-000984,-1.3904237308604162
ACH-000986,-1.134734119993083
ACH-000988,-1.5298770016774892
ACH-000993,-1.2719491039828368
ACH-000994,-1.299846607314067
ACH-000996,-1.1503810257738878
ACH-001001,-1.2106618150832211
ACH-001020,-1.3200038149926472
ACH-001028,-1.3734482510940584
ACH-001031,-1.3554629150550086
ACH-001038,-1.185677512966914
ACH-001048,-1.2923336910519727
ACH-001050,-1.1721660394049207
ACH-001053,-1.1666886277344126
ACH-001054,-1.161627745449224
ACH-001061,-1.1514500681730813
ACH-001067,-1.4090522860012038
ACH-001075,-1.1995008575086337
ACH-001096,-1.4645115618392668
ACH-001111,-1.3472388942199782
ACH-001119,-1.1944733447756974
ACH-001128,-0.7993470851700485
ACH-001134,-1.1600632929753356
ACH-001151,-1.4040089565044327
ACH-001163,-1.3962102160957692
ACH-001164,-1.1015576976540562
ACH-001183,-1.2588426590568107
ACH-001192,-1.1362483591377996
ACH-001193,-1.130782412843075
ACH-001196,-1.1624185085069625
ACH-001197,-1.2342216859352653
ACH-001205,-1.1870056256396275
ACH-001211,-1.1829499245561508
ACH-001212,-1.3394997867608662
ACH-001228,-1.0885717533072208
ACH-001232,-1.2703372380460118
ACH-001239,-1.2677635234290086
ACH-001270,-1.2203491472032255
ACH-001274,-1.1960503932620756
ACH-001275,-1.4671494292486682
ACH-001277,-1.3442841489580073
ACH-001278,-1.4492677289271252
ACH-001280,-1.0763812174593752
ACH-001283,-1.3871742902924016
ACH-001289,-1.234498635560148
ACH-001300,-1.2123834118241537
ACH-001301,-1.3577584074445823
ACH-001302,-1.3715159781556494
ACH-001306,-1.1044516517750345
ACH-001318,-1.3929734639327889
ACH-001322,-1.2623866766722174
ACH-001328,-1.1346349014854524
ACH-001332,-1.2372880602856584
ACH-001336,-1.3059321330792164
ACH-001346,-1.1802579123593573
ACH-001353,-1.3111626179601026
ACH-001354,-1.1945710878300964
ACH-001367,-1.3793381095339943
ACH-001368,-1.5355893299362375
ACH-001374,-1.4356520477639525
ACH-001377,-1.203051394864008
ACH-001380,-1.2062388327380418
ACH-001391,-1.1264077808374375
ACH-001408,-1.289518460359138
ACH-001430,-1.2951434794031251
ACH-001431,-1.1167173133639114
ACH-001450,-0.9925962745099282
ACH-001496,-1.107449181152793
ACH-001500,-1.213125042746112
ACH-001523,-0.9685224842275628
ACH-001532,-1.2848625994081502
ACH-001550,-0.8592818386752581
ACH-001552,-1.5172323183377563
ACH-001554,-1.3195962283248257
ACH-001654,-1.3261932192664263
ACH-001735,-1.3321169856723278
ACH-001736,-1.3674455357769104
ACH-001737,-1.4143388132267134
ACH-001740,-1.4193885083282207
ACH-001745,-1.3751542200287157
ACH-001765,-1.2025109105942942
