,SDAD1 (55153)
ACH-000232,-0.3045874970200564
ACH-000233,-0.4090088461275066
ACH-000234,-0.5592867804187861
ACH-000235,-0.5044313652149698
ACH-000237,-0.6076347501181439
ACH-000238,-0.5994173053789833
ACH-000242,-0.3856965129950264
ACH-000243,-0.5556985903720225
ACH-000244,-0.4233696307606245
ACH-000246,-0.5324022654446873
ACH-000248,-0.5034888390748168
ACH-000250,-0.4216536987421276
ACH-000251,-0.4736051034173158
ACH-000252,-0.7618258699222249
ACH-000253,-0.6701675306272771
ACH-000255,-0.4786188274300492
ACH-000256,-0.6116120918648699
ACH-000257,-0.5985589441338361
ACH-000258,-0.44581473366314384
ACH-000259,-0.4399891349948685
ACH-000260,-0.4534894613479306
ACH-000261,-0.4761447915916931
ACH-000262,-0.4594373403239795
ACH-000263,-0.4367124178154328
ACH-000264,-0.6153151448783645
ACH-000265,-0.5611391633180198
ACH-000266,-0.5501030201808583
ACH-000272,-0.6156478838813508
ACH-000274,-0.5094524627076118
ACH-000277,-0.6280362346935201
ACH-000278,-0.5500055210533374
ACH-000279,-0.6739706461587529
ACH-000280,-0.6501136497148909
ACH-000281,-0.5682565474571399
ACH-000288,-0.4943804469240834
ACH-000291,-0.5673319883918436
ACH-000293,-0.5932146748922505
ACH-000294,-0.4025246729774387
ACH-000295,-0.4584199995790026
ACH-000296,-0.4923411147747527
ACH-000302,-0.5700839369675744
ACH-000304,-0.33920849025645355
ACH-000307,-0.6109874605014628
ACH-000308,-0.521226300377029
ACH-000310,-0.4901553598093509
ACH-000311,-0.6918902733549112
ACH-000312,-0.5047099901217968
ACH-000315,-0.7520740408697886
ACH-000316,-0.5416459769337119
ACH-000317,-0.6873220725884523
ACH-000318,-0.5203844826710341
ACH-000319,-0.5715801427538939
ACH-000320,-0.4690975447006518
ACH-000322,-0.6046025836822471
ACH-000323,-0.8227779118792061
ACH-000324,-0.6322785570466007
ACH-000329,-0.3925407874040359
ACH-000330,-0.4314769966383923
ACH-000331,-0.5698801872367182
ACH-000332,-0.5440881007572045
ACH-000334,-0.5711305538104311
ACH-000335,-0.6056908859137866
ACH-000336,-0.7237394064684018
ACH-000337,-0.9302695891638896
ACH-000338,-0.6954517479330145
ACH-000339,-0.5723680859436856
ACH-000341,-0.4939203645526014
ACH-000348,-0.5126023099905848
ACH-000350,-0.38061852813559616
ACH-000352,-0.5468945275264877
ACH-000356,-0.5645929668162069
ACH-000361,-0.6768006868502044
ACH-000362,-0.4804808771724289
ACH-000363,-0.4450391548495796
ACH-000364,-0.591430330922838
ACH-000365,-0.6435552692901034
ACH-000366,-0.36462625610352817
ACH-000368,-0.453419847592783
ACH-000374,-0.6315013958581762
ACH-000375,-0.5166238566995348
ACH-000376,-0.4627993442130701
ACH-000381,-0.5270736753793505
ACH-000383,-0.5297366849986354
ACH-000387,-0.6412118833066738
ACH-000389,-0.33353630182999017
ACH-000390,-0.4763973476193654
ACH-000393,-0.56974841763005
ACH-000395,-0.5132260003604754
ACH-000396,-0.8882520611064488
ACH-000397,-0.6395751549740563
ACH-000401,-0.6593047075239967
ACH-000402,0.3546750483258645
ACH-000403,-0.6199668810604291
ACH-000404,-0.5412090701141801
ACH-000406,-0.498748553282269
ACH-000407,-0.3999084711929887
ACH-000408,-0.495890896621972
ACH-000410,-0.4201920480347802
ACH-000411,-0.5074062978673685
ACH-000414,-0.4369515261186007
ACH-000415,-0.5424837279870498
ACH-000416,-0.4927757759488942
ACH-000420,-0.7462586759174138
ACH-000421,-0.5409267328821096
ACH-000424,-0.5990749318124776
ACH-000425,-0.8010631672166137
ACH-000426,-0.4623486300853391
ACH-000427,-0.6428250180707166
ACH-000433,-0.7839683890150398
ACH-000435,-0.1998777924368792
ACH-000436,-0.2798055992813996
ACH-000444,-0.7035402639686865
ACH-000445,-0.6385505641295316
ACH-000448,-0.3834262854497719
ACH-000450,-0.5753429826451204
ACH-000452,-0.6121013143852483
ACH-000454,-0.6757069851138575
ACH-000458,-0.6051716193066858
ACH-000459,-0.31091170409944363
ACH-000460,-0.6263939431015465
ACH-000461,-0.2154554578569509
ACH-000463,-0.4231458052772447
ACH-000464,-0.5402381199687342
ACH-000466,-0.4122041385914699
ACH-000467,-0.6748791661261327
ACH-000468,-0.5640591029530019
ACH-000469,-0.6850152797191079
ACH-000470,-0.6560059793858734
ACH-000471,-0.5549046616926603
ACH-000472,-0.5793627678606341
ACH-000473,-0.5860255949788225
ACH-000475,-0.6131750119308531
ACH-000476,-0.4884096734445108
ACH-000477,-0.3774074984603121
ACH-000479,-0.4858999924157225
ACH-000480,-0.3741396434769245
ACH-000481,-0.5584410999708065
ACH-000483,-0.4125005364146861
ACH-000484,-0.470365403213231
ACH-000485,-0.5230347906594157
ACH-000486,-0.452841746186977
ACH-000487,-0.4730713417433563
ACH-000488,-0.6857405373248737
ACH-000490,-0.853803003435308
ACH-000491,-0.2863729599247611
ACH-000495,-0.6023451362899834
ACH-000496,-0.4866649773025117
ACH-000499,-0.38065295726389103
ACH-000500,-0.6837609624484899
ACH-000502,-0.4349770161224507
ACH-000503,-0.6307616928700782
ACH-000505,-0.6523379709837424
ACH-000507,-0.28161512128842603
ACH-000510,-0.6936072832706864
ACH-000511,-0.7715880540735156
ACH-000512,-0.3796985148867004
ACH-000516,-0.4862854606384646
ACH-000517,-0.5285007985308142
ACH-000518,-0.5302124389730581
ACH-000520,-0.679254321814231
ACH-000521,-0.5521687589422335
ACH-000522,-0.43218031205643626
ACH-000524,-0.6096070146055118
ACH-000527,-0.6687102016609889
ACH-000528,-0.6100252068356468
ACH-000537,-0.4709503341680814
ACH-000541,-0.4046905966087305
ACH-000542,-0.699501760021534
ACH-000544,-0.6840369798954146
ACH-000545,-0.4924279183674163
ACH-000547,-0.6767321299469254
ACH-000548,-0.4561764362253691
ACH-000549,-0.6382806543531416
ACH-000550,-0.5291217843057806
ACH-000552,-0.4442798024976381
ACH-000556,-0.6356081450320651
ACH-000557,-0.2612352469001485
ACH-000569,-0.4185603440453216
ACH-000570,-0.5230259216914065
ACH-000571,-0.3986231800553843
ACH-000573,-0.5766262832689545
ACH-000576,-0.5437030290569157
ACH-000579,-0.5912401300965869
ACH-000580,-0.342502975784424
ACH-000584,-0.4571455717189776
ACH-000585,-0.4843066372648927
ACH-000588,-0.4844476641615135
ACH-000589,-0.7423603417751798
ACH-000591,-0.35138775220344204
ACH-000593,-0.4944775493174578
ACH-000600,-0.5598660485963043
ACH-000601,-0.634962683421326
ACH-000605,-0.5554211662816598
ACH-000606,-0.6533022969265705
ACH-000608,-0.4341227371520153
ACH-000614,-0.6000379140441605
ACH-000616,-0.6318056366804157
ACH-000618,-0.631699397387709
ACH-000619,-0.5653665155066414
ACH-000620,-0.6067746507026417
ACH-000621,-0.5041438974248011
ACH-000622,-0.559486257746461
ACH-000623,-0.44938305607002704
ACH-000624,-0.6174288469675383
ACH-000627,-0.4451579722201989
ACH-000630,-0.4245343752998568
ACH-000631,-0.6635517323724436
ACH-000632,-0.44853035315796425
ACH-000633,-0.3834639919027521
ACH-000637,-0.5207501524276529
ACH-000638,-0.4217525683950611
ACH-000646,-0.3992430444292749
ACH-000647,-0.5551306018569631
ACH-000648,-0.7545870861755702
ACH-000649,-0.5722749436173339
ACH-000651,-0.5999705177376997
ACH-000652,-0.6059694116986021
ACH-000653,-0.4785805124279172
ACH-000657,-0.5019518107858791
ACH-000658,-0.4077365697633423
ACH-000661,-0.4270428686162148
ACH-000662,-0.5695578737513114
ACH-000663,-0.3980423795193466
ACH-000665,-0.4169774485064357
ACH-000671,-0.4743686119846489
ACH-000672,-0.3548971104059281
ACH-000673,-0.5105856382030549
ACH-000676,-0.8052375487960952
ACH-000677,-0.5724320166913947
ACH-000681,-0.6472260220867357
ACH-000683,-0.6926043449744784
ACH-000684,-0.5709483376344809
ACH-000688,-0.6563465382155909
ACH-000693,-0.5839250510433438
ACH-000694,-0.5771454358701886
ACH-000695,-0.6306868047450109
ACH-000696,-0.6647527854326584
ACH-000697,-0.4576218284198171
ACH-000699,-0.5338358858364713
ACH-000701,-0.453384954795952
ACH-000706,-0.6499938422425711
ACH-000711,-0.4976683850668674
ACH-000713,-0.6551254613030846
ACH-000714,-0.37333607277491465
ACH-000718,-0.476519186524369
ACH-000720,-0.6031591960384414
ACH-000721,-0.5595391370075314
ACH-000724,-0.3268880334400746
ACH-000725,-0.4105671255526073
ACH-000732,-0.4474103774350876
ACH-000734,-0.5975936415794256
ACH-000735,-0.663922489387276
ACH-000736,-0.6334173409308214
ACH-000738,-0.5915058538389176
ACH-000746,-0.2386973547691264
ACH-000747,-0.5351367567649574
ACH-000748,-0.5769740271487082
ACH-000753,-0.5071407883525915
ACH-000756,-0.5402840210358989
ACH-000757,-0.4621656458998642
ACH-000758,-0.3952506982948855
ACH-000760,-0.7602176068459429
ACH-000762,-0.6650882972283152
ACH-000763,-0.41321635980785215
ACH-000764,-0.8125281998725548
ACH-000765,-0.4526093195011669
ACH-000766,-0.4378248964123073
ACH-000767,-0.4659303563581739
ACH-000768,-0.4589677523311372
ACH-000769,-0.366319984091582
ACH-000770,-0.29765135629535683
ACH-000771,-0.5940901854230023
ACH-000773,-0.7510821980900747
ACH-000776,-0.5908606305756678
ACH-000777,-0.5867230566378473
ACH-000778,-0.5145538254341339
ACH-000781,-0.573359191871651
ACH-000782,-0.5608214316086377
ACH-000783,-0.3154221268828952
ACH-000784,-0.4567420182252958
ACH-000785,-0.5512356999216257
ACH-000787,-0.6458946591724802
ACH-000788,-0.5597440628280684
ACH-000791,-0.4957898295426733
ACH-000792,-0.6003109234640484
ACH-000794,-0.5989033657176279
ACH-000796,-0.601640923772545
ACH-000798,-0.8545465471868664
ACH-000799,-0.759546610702542
ACH-000800,-0.505415541730664
ACH-000802,-0.5866689068838463
ACH-000804,-0.5248647092037528
ACH-000805,-0.4786568577966116
ACH-000809,-0.5350008517668264
ACH-000810,-0.3104669721255299
ACH-000811,-0.4720464379769517
ACH-000817,-0.7057533709311448
ACH-000819,-0.4572892594717518
ACH-000820,-0.815809373209413
ACH-000821,-0.3343885787448799
ACH-000822,-0.3977918841057159
ACH-000823,-0.4659982057559562
ACH-000824,-0.4847650163383936
ACH-000827,-0.6546803482876541
ACH-000829,-0.3869556455149136
ACH-000831,-0.4430705266260472
ACH-000832,-0.7705453553752045
ACH-000833,-0.2098839937586791
ACH-000834,-0.6308061823237163
ACH-000835,-0.5006520065663537
ACH-000836,-0.7472524519132266
ACH-000837,-0.6002613372687533
ACH-000838,-0.4472994764143981
ACH-000839,-0.7548468681821404
ACH-000840,-0.3834821009393746
ACH-000841,-0.4986630856433588
ACH-000843,-0.6609718176347434
ACH-000846,-0.5080284807506504
ACH-000847,-0.5635972501693147
ACH-000848,-0.5620320122999227
ACH-000849,-0.5293127553683161
ACH-000851,-0.43075673485267946
ACH-000855,-0.7987436830682704
ACH-000856,-0.4639246172210303
ACH-000858,-0.5629104369448993
ACH-000859,-0.5362314606197192
ACH-000861,-0.3875901791298451
ACH-000862,-0.4172946105398873
ACH-000865,-0.5454362410528585
ACH-000866,-0.2885898343301719
ACH-000867,-0.521675331602086
ACH-000869,-0.5876077699447491
ACH-000872,-0.480209059250161
ACH-000873,-0.736550298624315
ACH-000876,-0.4071299750012919
ACH-000878,-0.5748339030911082
ACH-000880,-0.7168954982797404
ACH-000881,-0.5817337178623361
ACH-000882,-0.4997024759313709
ACH-000884,-0.6166558321849938
ACH-000885,-0.5186956174253353
ACH-000887,-0.6721045363877074
ACH-000889,-0.33771188391150003
ACH-000896,-0.4279179476218297
ACH-000898,-0.4272992696880487
ACH-000900,-0.5188746547260209
ACH-000901,-0.647189352444302
ACH-000905,-0.4907341570998944
ACH-000906,-0.6828141987199497
ACH-000907,-0.5406275407428489
ACH-000910,-0.5269832084549906
ACH-000911,-0.5870607843853408
ACH-000912,-0.3591853020870921
ACH-000913,-0.5313801621579144
ACH-000915,-0.6628594225337046
ACH-000916,-0.2808769508142919
ACH-000917,-0.5841109605370987
ACH-000920,-0.5290431646716175
ACH-000921,-0.5259136704904759
ACH-000924,-0.5557642884317435
ACH-000926,-0.4773792772592113
ACH-000928,-0.5873735908679125
ACH-000929,-0.6038191941749844
ACH-000932,-0.5221616677025868
ACH-000935,-0.7584912522089018
ACH-000936,-0.4438133562294575
ACH-000937,-0.4715043682087712
ACH-000938,-0.4601379350634168
ACH-000939,-0.4677650529223068
ACH-000941,-0.6880979577931513
ACH-000943,-0.5194086421718015
ACH-000946,-0.4599919791614194
ACH-000947,-0.5887793392957212
ACH-000948,-0.6804676000773683
ACH-000950,-0.6816602968683073
ACH-000953,-0.2187210798216569
ACH-000954,-0.4090467682898383
ACH-000957,-0.5577221728655746
ACH-000958,-0.6872466482672741
ACH-000960,-0.5885198164297211
ACH-000963,-0.5105530256990132
ACH-000968,-0.4839112752089729
ACH-000969,-0.6735655017071962
ACH-000972,-1.1338261482717693
ACH-000973,-0.4807175935162546
ACH-000974,-0.5196496974300916
ACH-000978,-0.6438753469872589
ACH-000984,-0.6908941334368072
ACH-000986,-0.4654182020717306
ACH-000988,-0.42133173463415613
ACH-000993,-0.6304840702750263
ACH-000994,-0.3666315548120173
ACH-000996,-0.5232773223004297
ACH-001001,-0.486909209930589
ACH-001020,-0.44538250661414586
ACH-001028,-0.5384696525104155
ACH-001031,-0.5303617836150412
ACH-001038,-0.5296624704263013
ACH-001048,-0.572184732968037
ACH-001050,-0.4117642197246501
ACH-001053,-0.4220343979047895
ACH-001054,-0.7261713547002889
ACH-001061,-0.572032608333915
ACH-001067,-0.5062859049792602
ACH-001075,-0.3619891105074471
ACH-001096,-0.4919723984166561
ACH-001111,-0.6657097847560343
ACH-001119,-0.4471211303580444
ACH-001128,-0.668635285592649
ACH-001134,-0.848918212950601
ACH-001151,-0.5686770252963166
ACH-001163,-0.5539717972593519
ACH-001164,-0.3043580043876101
ACH-001183,-0.6069531936446072
ACH-001192,-0.602033496858042
ACH-001193,-0.6616979941016375
ACH-001196,-0.5824405456251663
ACH-001197,-0.5663356862037259
ACH-001205,-0.43697347074103343
ACH-001211,-0.5642585961858679
ACH-001212,-0.6637265546997044
ACH-001228,-0.4656580818155703
ACH-001232,-0.5427332028540341
ACH-001239,-0.6109534154359656
ACH-001270,-0.3444648730101081
ACH-001274,-0.5902507004681911
ACH-001275,-0.5098076063722661
ACH-001277,-0.3695627444974136
ACH-001278,-0.578972475101078
ACH-001280,-0.4650810515197631
ACH-001283,-0.4359881274452368
ACH-001289,-0.5751700126940443
ACH-001300,-0.6793217277233895
ACH-001301,-0.3429786353784591
ACH-001302,-0.5667338117061429
ACH-001306,-0.5803357965311884
ACH-001318,-0.3671729212328052
ACH-001322,-0.5319897479704309
ACH-001328,-0.5944720599211258
ACH-001332,-0.7615115660730679
ACH-001336,-0.6176882883841804
ACH-001346,-0.6436997101729943
ACH-001353,-0.6356371446638659
ACH-001354,-0.4566116084011962
ACH-001367,-0.7860705199197647
ACH-001368,-0.5071709217818011
ACH-001374,-0.4675327286010982
ACH-001377,-0.4919238506490714
ACH-001380,-0.6347534812526663
ACH-001391,-0.6029376744879302
ACH-001408,-0.5028634565838548
ACH-001430,-0.5254084558916973
ACH-001431,-0.32627496578980675
ACH-001450,-0.1938394541656612
ACH-001496,-0.5449171230495486
ACH-001500,-0.7652117789439958
ACH-001523,-0.6474092502083402
ACH-001532,-0.5793228011463238
ACH-001550,-0.39997731982373935
ACH-001552,-0.4268821962999679
ACH-001554,-0.5404676483192259
ACH-001654,-0.4551216942038494
ACH-001735,-0.3988992415074201
ACH-001736,-0.4052165271953765
ACH-001737,-0.4768431898623682
ACH-001740,-0.3406698564050507
ACH-001745,-0.4277984139014072
ACH-001765,-0.30159185293118945
