,CDCA7L (55536)
ACH-000004,-0.027423585132620543
ACH-000005,-0.15874929785206468
ACH-000007,-0.17442676799292986
ACH-000009,-0.05794998184178959
ACH-000011,-0.033418189707572384
ACH-000012,-0.14524927053716186
ACH-000013,-0.0446426160853424
ACH-000014,0.19195425422504506
ACH-000015,-0.10743510035682144
ACH-000017,-0.05906449781982138
ACH-000018,-0.03339165040183405
ACH-000019,-0.03930986057280884
ACH-000021,-0.03971051681423768
ACH-000022,-0.10817281484104722
ACH-000025,-0.0340037751576585
ACH-000028,-0.026716637411394524
ACH-000030,-0.09795300134602226
ACH-000035,-0.19842870235042048
ACH-000036,-0.06270858876612664
ACH-000037,-0.11222866467120628
ACH-000039,0.004512064744769939
ACH-000040,-0.08735065748424388
ACH-000041,0.012227521968880856
ACH-000042,-0.10691613983870568
ACH-000045,-0.02951316683797303
ACH-000047,-0.19005282160923892
ACH-000052,0.05024577197052884
ACH-000053,-0.20372168592312695
ACH-000054,-0.09337182315468544
ACH-000055,-0.25112037388715697
ACH-000060,-0.06396135873342504
ACH-000067,-0.17010826366566045
ACH-000070,-0.028920215901452582
ACH-000075,-0.08530794433100501
ACH-000078,-0.07295619041558059
ACH-000082,-0.18768301161076856
ACH-000085,-0.30433828232928645
ACH-000086,-0.032111359708376495
ACH-000087,0.1805782539332917
ACH-000092,0.0837949770589829
ACH-000095,-0.010639053661136705
ACH-000097,-0.07539812194062126
ACH-000098,-0.14884175398416094
ACH-000099,-0.08202918201458323
ACH-000108,-0.12780333683948375
ACH-000113,0.11448217067975368
ACH-000116,-0.09013141877341448
ACH-000118,-0.057300342223926215
ACH-000120,-0.025121133836249643
ACH-000123,-0.1385657034761367
ACH-000127,-0.09323382470566484
ACH-000128,-0.21021772122976248
ACH-000132,0.07710671207117624
ACH-000133,0.18803033173614028
ACH-000137,-0.009656323126705994
ACH-000138,-0.059133978908216735
ACH-000142,-0.061829905983368835
ACH-000143,-0.20203412299729429
ACH-000146,-0.09429574419487276
ACH-000148,-0.11908849603204574
ACH-000150,-0.3437985018523462
ACH-000152,-0.1950584631713751
ACH-000153,-0.2117700801604532
ACH-000159,-0.008191182193419693
ACH-000160,-0.04759838622770814
ACH-000163,-0.0336097970642936
ACH-000167,0.2083098732765085
ACH-000168,-0.09613244980369356
ACH-000169,0.009883114823378194
ACH-000178,-0.1092169073298704
ACH-000183,0.06309810942987383
ACH-000188,-0.10011061852658354
ACH-000189,-0.14220915163921174
ACH-000190,-0.3473081596101854
ACH-000198,-0.10096486938235784
ACH-000203,-0.3759155134865616
ACH-000204,0.03668985507240509
ACH-000206,-0.07823440909611155
ACH-000207,-0.1726130916002989
ACH-000208,-0.1522859596254202
ACH-000210,-0.0838824890849243
ACH-000211,-0.08927223000524524
ACH-000215,-0.06420884336308058
ACH-000221,-0.07674002916491195
ACH-000222,0.06976790763657811
ACH-000223,-0.09772477009010616
ACH-000226,-0.05965258466856005
ACH-000227,0.02792695330611701
ACH-000228,-0.23749894894420964
ACH-000231,-0.1657158634755788
ACH-000232,-0.022097665963427347
ACH-000233,-0.01914404017916028
ACH-000234,-0.19295584555757644
ACH-000235,-0.08765916047237601
ACH-000237,-0.0543128397468034
ACH-000238,-0.14792423092679133
ACH-000242,0.1598173083548617
ACH-000243,-0.055798507422694515
ACH-000244,-0.15957098391626634
ACH-000246,-0.16810290302711406
ACH-000248,-0.14575488246294696
ACH-000250,-0.09538870047954867
ACH-000251,0.035332696438065664
ACH-000252,-0.08377717854028614
ACH-000253,-0.11052451717840824
ACH-000255,-0.09441966918314956
ACH-000256,-0.004974700494055729
ACH-000257,-0.11910825190332608
ACH-000258,-0.22162180566065645
ACH-000259,-0.07168095674300162
ACH-000260,-0.023690464582793527
ACH-000261,-0.039757327298337114
ACH-000262,0.030952602921017525
ACH-000263,-0.13330379962296418
ACH-000264,-0.049641979211586085
ACH-000265,-0.17367057355957036
ACH-000266,-0.14750926902689526
ACH-000272,-0.09377537258067374
ACH-000274,0.11933009776915934
ACH-000277,-0.10606094597158387
ACH-000278,-0.07568688427686633
ACH-000279,-0.10703775489722094
ACH-000280,-0.031819625366559044
ACH-000281,-0.08214240612521577
ACH-000288,-0.0027458770060452588
ACH-000291,-0.152841305376251
ACH-000293,-0.15573889654144898
ACH-000294,-0.2835523845391633
ACH-000295,-0.18682608246433188
ACH-000296,-0.03370047708962319
ACH-000302,-0.001858643223344629
ACH-000304,0.16511341828598736
ACH-000307,0.05019894574270683
ACH-000308,-0.0685206943481679
ACH-000310,0.02347808650433403
ACH-000311,-0.2535359881123592
ACH-000312,-0.053758632300530865
ACH-000315,-0.1830215720925356
ACH-000316,-0.15314360225625456
ACH-000317,0.02263105722450863
ACH-000318,0.048250652623595375
ACH-000319,0.04779493494178278
ACH-000320,-0.25408848292413644
ACH-000322,-0.08854249143918178
ACH-000323,-0.03572931910563678
ACH-000324,-0.08100953634044004
ACH-000329,-0.15593632098163812
ACH-000330,0.002917499399652191
ACH-000331,-0.15749942704749426
ACH-000332,-0.052673819005014604
ACH-000334,-0.0853220250205372
ACH-000335,0.15382772186066998
ACH-000336,-0.10527071250081904
ACH-000337,-0.07785278568426103
ACH-000338,-0.3706965450719508
ACH-000339,-0.0806365660048347
ACH-000341,-0.08262199231456044
ACH-000348,-0.10862937379072944
ACH-000350,0.006667297074454278
ACH-000352,0.05919460670858195
ACH-000356,-0.09537059726632496
ACH-000361,-0.23363905477977864
ACH-000362,-0.0683503521940739
ACH-000363,-0.0490082332119144
ACH-000364,-0.15098271073850014
ACH-000365,-0.10743943283404098
ACH-000366,-0.01740157997293809
ACH-000368,-0.026080660063897608
ACH-000374,-0.061351130737572236
ACH-000375,-0.027633282062121928
ACH-000376,-0.2294147629345955
ACH-000381,-0.11988382334252508
ACH-000383,-0.1812156242776375
ACH-000387,-0.09982034210952603
ACH-000389,-0.18874015033562155
ACH-000390,0.03692090854327223
ACH-000393,-0.1438367390981857
ACH-000395,-0.07582628227022345
ACH-000396,-0.2615175551449563
ACH-000397,-0.11615748090648065
ACH-000401,0.13341917024111827
ACH-000402,-0.04918497614876127
ACH-000403,-0.1506226773403563
ACH-000404,-0.21711760955445852
ACH-000406,-0.15748677730164445
ACH-000407,0.09825180010019408
ACH-000408,-0.1952227012224068
ACH-000410,-0.06558865760043839
ACH-000411,-0.12479205393873324
ACH-000414,-0.13847435500852912
ACH-000415,-0.1457384833759618
ACH-000416,-0.2221447780078893
ACH-000420,-0.07015097029268158
ACH-000421,-0.06507600496468967
ACH-000424,-0.11656035541101215
ACH-000425,-0.09318520353717567
ACH-000426,-0.043382201286048964
ACH-000427,-0.06619674239070003
ACH-000433,-0.0013309747308012526
ACH-000435,-0.10858610954641157
ACH-000436,-0.2874531489597945
ACH-000444,-0.09020569445600124
ACH-000445,-0.07346592384449671
ACH-000448,-0.08679780613577764
ACH-000450,-0.07506653364024969
ACH-000452,-0.14805659138508714
ACH-000454,-0.2387987010443803
ACH-000458,0.09285044708994188
ACH-000459,0.010976195718363805
ACH-000460,-0.1570384045929928
ACH-000461,-0.0995679782822076
ACH-000463,-0.186351051908669
ACH-000464,-0.10605559041744617
ACH-000466,0.05604862044442598
ACH-000467,-0.09503006120296244
ACH-000468,-0.03893502807944575
ACH-000469,-0.23797843526252724
ACH-000470,-0.1407685661176464
ACH-000471,-0.1134758650635738
ACH-000472,-0.05985933894163253
ACH-000473,-0.013465337845122393
ACH-000475,-0.16022548845801174
ACH-000476,-0.2793824772112369
ACH-000477,-0.08777949239356468
ACH-000479,0.139398802377024
ACH-000480,-0.09134561469435984
ACH-000481,-0.10477734848304657
ACH-000483,0.006877578343778936
ACH-000484,-0.041171567150243706
ACH-000485,-0.18050824660919135
ACH-000486,-0.02030397022607449
ACH-000487,-0.07879534751013137
ACH-000488,-0.008738223368556052
ACH-000490,-0.14097912088079045
ACH-000491,-0.09153828903847404
ACH-000495,-0.07274487659203298
ACH-000496,-0.03253945124663516
ACH-000499,0.14225374148407488
ACH-000500,-0.3651039086017685
ACH-000502,-0.1393890215709645
ACH-000503,0.011190501944928995
ACH-000505,-0.06352282944506435
ACH-000507,-0.10939123802185152
ACH-000510,-0.027626456852772197
ACH-000511,-0.08945866834349772
ACH-000512,0.008253904851461545
ACH-000516,0.01814524405410684
ACH-000517,-0.06282878010846768
ACH-000518,-0.16625043261476807
ACH-000520,0.08099130292213942
ACH-000521,0.034279214220928736
ACH-000522,-0.06962486908382295
ACH-000524,-0.09481683256937044
ACH-000527,-0.1339892447431827
ACH-000528,-0.04819523579217321
ACH-000537,-0.06082001450180589
ACH-000541,0.040213168064148416
ACH-000542,-0.1710899457421046
ACH-000544,-0.2136551414009802
ACH-000545,-0.047104253241358016
ACH-000547,0.0781405600626095
ACH-000548,-0.1001100627155475
ACH-000549,-0.03566544165374611
ACH-000550,-0.12580886957041276
ACH-000552,-0.021783363635947284
ACH-000556,-0.11902570706947402
ACH-000557,-0.01655033609682309
ACH-000569,-0.042184820055367014
ACH-000570,-0.10016048589381564
ACH-000571,-0.10978137138602144
ACH-000573,-0.10667730578236513
ACH-000576,0.034880900415555416
ACH-000579,-0.11519365432631673
ACH-000580,-0.10246536601829316
ACH-000584,-0.07483434560304364
ACH-000585,-0.13461700306100505
ACH-000588,-0.13466326720204874
ACH-000589,-0.04985875928969218
ACH-000591,-0.11478512566267772
ACH-000593,-0.09863827550816906
ACH-000600,0.05846138880087672
ACH-000601,-0.026195543599528488
ACH-000605,0.03000754898886753
ACH-000606,-0.06018080121726579
ACH-000608,-0.03312653651744653
ACH-000614,-0.03344068328831372
ACH-000616,-0.08401247239056467
ACH-000618,-0.11307144678870105
ACH-000619,-0.08261052491701765
ACH-000620,-0.1085426230528211
ACH-000621,-0.16691058959400468
ACH-000622,-0.06111146952548425
ACH-000623,0.05726290598543314
ACH-000624,-0.0731915741641311
ACH-000627,-0.07162061666843365
ACH-000630,-0.01671416507340983
ACH-000631,-0.05796303750032523
ACH-000632,-0.107499001404756
ACH-000633,-0.06473070431001045
ACH-000637,0.005033252744650329
ACH-000638,0.14047662913684228
ACH-000646,-0.03714295858546894
ACH-000647,-0.08247884300097362
