,REV3L (5980)
ACH-000288,-0.5174801465527521
ACH-000291,-0.4509264419164945
ACH-000293,-0.6484122643003776
ACH-000294,-0.23864660040515084
ACH-000295,-0.620578761730066
ACH-000296,-0.5974559368585182
ACH-000302,-0.4918715749764111
ACH-000304,-0.6361786148194553
ACH-000307,-0.5738798685732596
ACH-000308,-0.6129644885081159
ACH-000310,-0.5394120753242703
ACH-000311,-0.469612199934924
ACH-000312,-0.5013940034666056
ACH-000315,-0.4852261695282079
ACH-000316,-0.5915717340624668
ACH-000317,-0.5949165840649225
ACH-000318,-0.6506620991951038
ACH-000319,-0.8213627882704196
ACH-000320,-0.39940624199213537
ACH-000322,-0.5729132600708677
ACH-000323,-0.6041110691531808
ACH-000324,-0.6474480069279348
ACH-000329,-0.4947129458348201
ACH-000330,-0.6161143954776309
ACH-000331,-0.9254191520598803
ACH-000332,-0.3484761104310711
ACH-000334,-0.43682324047076376
ACH-000335,-0.477382888359197
ACH-000336,-0.5703571310044877
ACH-000337,-0.32879486991189244
ACH-000338,-0.4089454586494827
ACH-000339,-0.7140668113724887
ACH-000341,-0.677654505204556
ACH-000348,-0.6503126618303569
ACH-000350,-0.8243994705385522
ACH-000352,-0.6081076821686452
ACH-000356,-0.8537936850184452
ACH-000361,-0.8138975372164178
ACH-000362,-0.495239073484735
ACH-000363,-0.7788425787699859
ACH-000364,-0.6879538108429395
ACH-000365,-0.5697092344398339
ACH-000366,-0.5550580576393557
ACH-000368,-0.9575771787146335
ACH-000374,-0.5412861936919602
ACH-000375,-0.5391506420953533
ACH-000376,-0.6079143121386331
ACH-000381,-0.6062304764304406
ACH-000383,-0.3850113943100524
ACH-000387,-0.7626688887434803
ACH-000389,-0.5259428732782412
ACH-000390,-0.5871395359755139
ACH-000393,-0.6069012915612653
ACH-000395,-0.4332647023007071
ACH-000396,-0.4900023391410751
ACH-000397,-0.6955824495859145
ACH-000401,-0.5703359018815651
ACH-000402,-0.3245460521688497
ACH-000403,-0.5052698022645226
ACH-000404,-0.5680804075485124
ACH-000406,-0.5220659064994992
ACH-000407,-0.7585637177383551
ACH-000408,-0.5374458400105535
ACH-000410,-0.6671058286824674
ACH-000411,-0.6021904925267447
ACH-000414,-0.7293223639114678
ACH-000415,-0.9255459571144248
ACH-000416,-0.6892288625522254
ACH-000420,-0.8111019373901096
ACH-000421,-0.7317932269432824
ACH-000424,-0.5348773229298811
ACH-000425,-0.5377048636100039
ACH-000426,-0.7465929554730747
ACH-000427,-0.4510148602833936
ACH-000433,-0.5342567544129231
ACH-000435,-0.6522454936775032
ACH-000436,-0.8577501007528667
ACH-000444,-0.8178995038879877
ACH-000445,-0.5664803140766352
ACH-000448,-0.5845032754006406
ACH-000450,-0.4434214637170685
ACH-000452,-0.5207096143337286
ACH-000454,-0.485400047568372
ACH-000458,-0.7894922103050424
ACH-000459,-0.3739803794730971
ACH-000460,-0.6921613015566415
ACH-000461,-0.4536108933704125
ACH-000463,-0.7528433877022563
ACH-000464,-0.3837470771459342
ACH-000466,-0.5394737074198296
ACH-000467,-0.5586987506093444
ACH-000468,-0.4651195402073999
ACH-000469,-0.5108787388608874
ACH-000470,-0.7082538940623457
ACH-000471,-0.4686275934113757
ACH-000472,-0.6147264528474208
ACH-000473,-0.4440804944831247
ACH-000475,-0.6596433722406815
ACH-000476,-0.6574577251389858
ACH-000477,-0.5950071055164847
ACH-000479,-0.84693155860572
ACH-000480,-0.5973882576871687
ACH-000481,-0.5352335002192663
ACH-000483,-0.4969925970495122
ACH-000484,-0.5758420558033495
ACH-000485,-0.6549642263471854
ACH-000486,-0.4627967254961624
ACH-000487,-0.5324848402780468
ACH-000488,-0.5306705549757974
ACH-000490,-0.7243877853374003
ACH-000491,-0.5494276698822455
ACH-000495,-0.519602362024101
ACH-000496,-0.571136766192896
ACH-000499,-0.549169998136092
ACH-000500,-0.5941905536196895
ACH-000502,-0.5486386068401405
ACH-000503,-0.5518222121659679
ACH-000505,-0.5627851246939103
ACH-000507,-0.6742265696019399
ACH-000510,-0.3357758012716948
ACH-000511,-0.5940234225472824
ACH-000512,-0.4333068757232788
ACH-000516,-0.7470160525402697
ACH-000517,-0.6241038488492755
ACH-000518,-0.6254489537591134
ACH-000520,-0.6966721670970594
ACH-000521,-0.5702299033242862
ACH-000522,-0.5089441807667191
ACH-000524,-0.4940305434396886
ACH-000527,-0.5675331328841509
ACH-000528,-0.840503633004553
ACH-000537,-0.7404098418392792
ACH-000541,-0.3802039854657556
ACH-000542,-0.4387162735711493
ACH-000544,-0.5970853149298929
ACH-000545,-0.6091077334135667
ACH-000547,-0.5204093625244705
ACH-000548,-0.7235365197420179
ACH-000549,-0.6168443438979522
ACH-000550,-0.6876684449603202
ACH-000552,-0.3667900442031327
ACH-000556,-0.5720224196188111
ACH-000557,-0.5098970215263678
ACH-000569,-0.4143936743066953
ACH-000570,-0.571589535790884
ACH-000571,-0.3525650598557753
ACH-000573,-0.7658278786114955
ACH-000576,-0.7590457868952549
ACH-000579,-0.4015441552191616
ACH-000580,-0.5793899459974265
ACH-000584,-0.8273596657088766
ACH-000585,-0.6703012277301331
ACH-000588,-0.5199230249114165
ACH-000589,-0.5944409635269137
ACH-000591,-0.6015200665358047
ACH-000593,-0.4180186228609983
ACH-000600,-0.5430788687880669
ACH-000601,-0.5823433107488057
ACH-000605,-0.8019499713047471
ACH-000606,-0.6185475612505068
ACH-000608,-0.5477682490336059
ACH-000614,-0.4509528457083888
ACH-000616,-0.5479522554467466
ACH-000618,-0.8720993930257219
ACH-000619,-0.5367582861837545
ACH-000620,-0.5951169151888983
ACH-000621,-0.6326152824976826
ACH-000622,-0.7177940836492459
ACH-000623,-0.5065114825150021
ACH-000624,-0.5856961288245578
ACH-000627,-0.4940900524933769
ACH-000630,-0.4641018559354454
ACH-000631,-0.6582131576210518
ACH-000632,-0.7371803896398068
ACH-000633,-0.41111755358675656
ACH-000637,-0.8404390045180559
ACH-000638,-0.6348095066722377
ACH-000646,-0.5067067714249196
ACH-000647,-0.5642042675813277
ACH-000648,-0.3579739886860574
ACH-000649,-0.6074538659003104
ACH-000651,-0.6286121907345181
ACH-000652,-0.4398606103651724
ACH-000653,-0.5708631999138034
ACH-000657,-0.8165845614894905
ACH-000658,-0.5001914564633642
ACH-000661,-0.5388039787249328
ACH-000662,-0.3717404750135949
ACH-000663,-0.4166033717299847
ACH-000665,-0.6262233169285721
ACH-000671,-0.6444970903642482
ACH-000672,-0.7435552240087995
ACH-000673,-0.4859712690767593
ACH-000676,-0.5572160868587285
ACH-000677,-0.6470111065759652
ACH-000681,-0.6935789443781182
ACH-000683,-0.6654300076746904
ACH-000684,-0.3725977559283881
ACH-000688,-0.4720757384068899
ACH-000693,-0.7093913631502695
ACH-000694,-0.6995652106263754
ACH-000695,-1.1604673138148762
ACH-000696,-0.7418695026961859
ACH-000697,-0.6728093064916648
ACH-000699,-0.7777714488157799
ACH-000701,-0.6563996623630484
ACH-000706,-0.622515569936634
ACH-000711,-0.6625870649451072
ACH-000713,-0.6841069622423289
ACH-000714,-0.3962252148578004
ACH-000718,-0.5956651917470124
ACH-000720,-0.7463788393324647
ACH-000721,-0.5647586719463541
ACH-000724,-0.3952808820730498
ACH-000725,-1.0638952114017082
ACH-000732,-0.24015810543427585
ACH-000734,-0.4970635942778915
ACH-000735,-0.5485173125557927
ACH-000736,-0.6499622109322319
ACH-000738,-0.6210104039331641
ACH-000746,-0.6995631219707973
ACH-000747,-0.4679336071656746
ACH-000748,-0.7752797071722459
ACH-000753,-0.5177675252410999
ACH-000756,-0.6161338867441232
ACH-000757,-0.5655580005969424
ACH-000758,-0.4947689310507034
ACH-000760,-0.6963617060904066
ACH-000762,-0.5415812783610641
ACH-000763,-0.7059556167551473
ACH-000764,-0.4156211988106782
ACH-000765,-0.5564089119300677
ACH-000766,-0.3611735250122352
ACH-000767,-0.5878956059520436
ACH-000768,-0.7726119298518754
ACH-000769,-0.5197282423774219
ACH-000770,-0.6698632297018299
ACH-000771,-0.751662125168524
ACH-000773,-0.5154813268246484
ACH-000776,-0.4474613576040747
ACH-000777,-0.6945899036336428
ACH-000778,-0.6497058188903808
ACH-000781,-0.7861262434272362
ACH-000782,-0.6367723502536425
ACH-000783,-0.5932679007180441
ACH-000784,-0.6421157866988814
ACH-000785,-0.9796584809553508
ACH-000787,-0.790918340445859
ACH-000788,-0.6214978177851674
ACH-000791,-0.5757472873193171
ACH-000792,-0.7113677862095451
ACH-000794,-0.527204345212714
ACH-000796,-0.5867710478774072
ACH-000798,-0.3844157191377581
ACH-000799,-0.5222857034279161
ACH-000800,-0.9395084996973114
ACH-000802,-0.7642173871237283
ACH-000804,-0.3381358437229705
ACH-000805,-0.6904869186012655
ACH-000809,-0.4683579062964589
ACH-000810,-0.7500071171580579
ACH-000811,-0.4536602417424602
ACH-000817,-0.6506309090049782
ACH-000819,-0.7209441619843725
ACH-000820,-1.0286762766797095
ACH-000821,-0.5105957387685315
ACH-000822,-0.4429433725293726
ACH-000823,-0.5405402610448676
ACH-000824,-0.3494818573954733
ACH-000827,-0.6145835682969292
ACH-000829,-0.4714728254000674
ACH-000831,-0.5285375639377321
ACH-000832,-0.5713835325707185
ACH-000833,-0.38339223281002405
ACH-000834,-0.4364792494627816
ACH-000835,-0.5634260798079376
ACH-000836,-0.8104649411407601
ACH-000837,-0.7634768854963567
ACH-000838,-0.3986187431801962
ACH-000839,-0.39675074726431053
ACH-000840,-0.5536564884907127
ACH-000841,-0.6003552876407233
ACH-000843,-0.6110905566901403
ACH-000846,-0.41695501283182057
ACH-000847,-0.8803658375981059
ACH-000848,-0.8274564690361748
ACH-000849,-0.6202576411489524
ACH-000851,-0.6543275904439521
ACH-000855,-0.4468070198317662
ACH-000856,-0.6779230885561925
ACH-000858,-0.30705231896137425
ACH-000859,-0.35577422708583506
ACH-000861,-0.6964685215609193
ACH-000862,-0.6222282014891583
ACH-000865,-0.7164229246791978
ACH-000866,-0.6469499426205749
ACH-000867,-0.4565043774072479
ACH-000869,-0.6048321090128558
ACH-000872,-0.8630110016345864
ACH-000873,-0.6057977037758161
ACH-000876,-0.6780464522109402
ACH-000878,-0.18157584032134302
ACH-000880,-0.5085142055905701
ACH-000881,-0.6283644104646895
ACH-000882,-0.6889058208942065
ACH-000884,-0.6559753593560005
ACH-000885,-0.6604204892158476
ACH-000887,-0.5489436765830414
ACH-000889,-0.5228910632571464
ACH-000896,-0.6449583460545432
ACH-000898,-0.554168685284455
ACH-000900,-0.5520064009637811
ACH-000901,-0.6450160173756236
ACH-000905,-0.6548886719678348
ACH-000906,-0.6898238904125865
ACH-000907,-0.6809871127992285
ACH-000910,-0.5522087737160134
ACH-000911,-0.4479476636068971
ACH-000912,-0.9950793391107812
ACH-000913,-0.7306657740651927
ACH-000915,-0.3631746365119747
ACH-000916,-0.8935958049177084
ACH-000917,-0.5264701219585411
ACH-000920,-0.36043951238953015
ACH-000921,-0.6621106288068227
ACH-000924,-0.5961741392611624
ACH-000926,-0.3464850800851584
ACH-000928,-0.6224239296933458
ACH-000929,-0.6754413959420746
ACH-000932,-0.5596964657082741
ACH-000935,-0.5427484777370576
ACH-000936,-0.33609373633024203
ACH-000937,-0.4052640096614333
ACH-000938,-0.5946070728900954
ACH-000939,-0.800606964557413
ACH-000941,-0.4695644568827855
ACH-000943,-0.4852733237743127
ACH-000946,-0.6775101315024441
ACH-000947,-0.8896547283766971
ACH-000948,-0.5731297845585693
ACH-000950,-0.4220142935164751
ACH-000953,-0.3252662707842527
ACH-000954,-0.6565291472233922
ACH-000957,-0.8071622755899057
ACH-000958,-0.4067011884342634
ACH-000960,-0.718301323290496
ACH-000963,-0.2016937710718714
ACH-000968,-0.7981988423851435
ACH-000969,-0.6392174919833693
ACH-000972,-0.5623806968030869
ACH-000973,-0.6657685655869575
ACH-000974,-0.5389884460809846
ACH-000978,-0.6221125439778078
ACH-000984,-0.5621451517151943
ACH-000986,-0.6906684990145014
ACH-000988,-0.7925050877906696
ACH-000993,-0.8981841473904509
ACH-000994,-0.4745808318317433
ACH-000996,-0.7248438052807216
ACH-001001,-0.5712533986293415
ACH-001020,-0.5761664126463494
ACH-001028,-0.3790313722139377
ACH-001031,-0.6386634604120285
ACH-001038,-0.6913747006984625
ACH-001048,-0.6775788875119046
ACH-001050,-0.5092069147093655
ACH-001053,-0.5957590053617526
ACH-001054,-0.7467969924335907
ACH-001061,-0.4908094493336801
ACH-001067,-0.6403163116473778
ACH-001075,-0.6832172813779348
ACH-001096,-0.7290185129126386
ACH-001111,-0.5631316828307691
ACH-001119,-0.5828421957661443
ACH-001128,-0.4674709567936216
ACH-001134,-0.7657990765408647
ACH-001151,-0.6366212175307739
ACH-001163,-0.4929085620623395
ACH-001164,-0.6802128133405314
ACH-001183,-0.5216196479129096
ACH-001192,-0.6226563242346421
ACH-001193,-0.4542222547953681
ACH-001196,-0.7950139556929164
ACH-001197,-0.5232619774195293
ACH-001205,-0.7188692211327156
ACH-001211,-0.7675784537800494
ACH-001212,-0.4124367779259793
ACH-001228,-0.5465715304104796
ACH-001232,-0.6397102388275182
ACH-001239,-0.7159622164957521
ACH-001270,-0.6771124810200848
ACH-001274,-0.5846088432550186
ACH-001275,-0.6845743835321286
ACH-001277,-0.4035814533564492
ACH-001278,-0.5639525105405757
ACH-001280,-0.9351610660689192
ACH-001283,-0.6833957996325265
ACH-001289,-0.5670221605217178
ACH-001300,-0.6462335428904762
ACH-001301,-0.5381810739528395
ACH-001302,-0.5667141446254698
ACH-001306,-0.6218809006071715
ACH-001318,-0.7097614081779258
ACH-001322,-0.6109893009246453
ACH-001328,-0.5946612980689225
ACH-001332,-0.7551329166728041
ACH-001336,-0.9000117378295032
ACH-001346,-0.5159402974526024
ACH-001353,-0.5750238518907049
ACH-001354,-0.49596828391628495
ACH-001367,-0.40505459471867655
ACH-001368,-0.6279902895700237
ACH-001374,-0.6629840146023324
ACH-001377,-0.5315025085625499
ACH-001380,-0.6423663420163791
ACH-001391,-0.4652699646762917
ACH-001408,-0.5172778107549141
ACH-001430,-0.38204318262274417
ACH-001431,-0.8884545406966589
ACH-001450,-0.7750425050187714
ACH-001496,-0.6134087731443302
ACH-001500,-0.7166323713862041
ACH-001523,-0.6030291640382833
ACH-001532,-0.6805374446063945
ACH-001550,-0.7739947097626132
ACH-001552,-0.8355051931716518
ACH-001554,-0.6791399251569161
ACH-001654,-0.4060816778656745
ACH-001735,-0.4590212353143864
ACH-001736,-0.4750156639711567
ACH-001737,-0.6410622635658517
ACH-001740,-0.7582962602142904
ACH-001745,-0.9315795431442688
ACH-001765,-0.44172915653749184
