,REV3L (5980)
ACH-000004,-0.8181705590511534
ACH-000005,-0.850595852087329
ACH-000007,-0.8597956765864871
ACH-000009,-0.5029228085920612
ACH-000011,-0.4760375205589939
ACH-000012,-0.5307089817284918
ACH-000013,-0.545106843259072
ACH-000014,-0.6417896062956221
ACH-000015,-0.6157398007095436
ACH-000017,-0.4322782615015671
ACH-000018,-0.6083696478621684
ACH-000019,-0.3462784776807976
ACH-000021,-0.6301364089318052
ACH-000022,-0.4358441480213845
ACH-000025,-0.6798230435456568
ACH-000028,-0.6984719737426259
ACH-000030,-0.6342975517886208
ACH-000035,-0.8222310198142027
ACH-000036,-0.544782819453608
ACH-000037,-0.5093825500963793
ACH-000039,-0.3542171983539569
ACH-000040,-0.7017275475377892
ACH-000041,-0.6444846606801229
ACH-000042,-0.5809853109570428
ACH-000045,-0.5834375740656302
ACH-000047,-0.5629876567929569
ACH-000052,-0.5386500302866429
ACH-000053,-0.6718767260107019
ACH-000054,-0.6695269408163842
ACH-000055,-0.6781284751799763
ACH-000060,-0.5812695319867031
ACH-000067,-0.7893632936596702
ACH-000070,-0.5689062284327621
ACH-000075,-0.533688244264506
ACH-000078,-0.4065216694150112
ACH-000082,-0.5271580358568709
ACH-000085,-0.9551426156692054
ACH-000086,-0.4191899405844221
ACH-000087,-0.6290029719631324
ACH-000092,-0.5134675791547412
ACH-000095,-0.6351441266174661
ACH-000097,-0.724315897430889
ACH-000098,-0.5596207530152604
ACH-000099,-0.5560093512841497
ACH-000108,-0.477167768214608
ACH-000113,-0.44718322343972294
ACH-000116,-0.7479187946826183
ACH-000118,-0.558616068740011
ACH-000120,-0.6639987577053573
ACH-000123,-0.6003241092182778
ACH-000127,-0.6573946262827739
ACH-000128,-0.5478867138307458
ACH-000132,-0.9116484164660648
ACH-000133,-0.4770373555667227
ACH-000137,-0.7462202452270716
ACH-000138,-0.672262601953972
ACH-000142,-0.4782806966654702
ACH-000143,-0.6618788622956756
ACH-000146,-0.43490199398921175
ACH-000148,-0.8070842835776605
ACH-000150,-0.5582294668614253
ACH-000152,-0.4959424755693512
ACH-000153,-0.4532920133534618
ACH-000159,-0.6809825576668751
ACH-000160,-0.8049585814980608
ACH-000163,-0.7741575554222337
ACH-000167,-0.4966032483576305
ACH-000168,-0.627456397569944
ACH-000169,-0.6267787605320314
ACH-000178,-0.6760798816925556
ACH-000183,-0.7210776977241222
ACH-000188,-0.4143605180848157
ACH-000189,-0.5221192720235845
ACH-000190,-0.3704973798857469
ACH-000198,-0.436023442228322
ACH-000203,-0.9290304635030529
ACH-000204,-0.5545945705411853
ACH-000206,-0.3879553400228342
ACH-000207,-0.5813845143833941
ACH-000208,-0.5330274709987429
ACH-000210,-0.9503832658453609
ACH-000211,-0.6302513793917217
ACH-000215,-0.5236076253146946
ACH-000221,-0.6903092328718428
ACH-000222,-0.4572529407688605
ACH-000223,-0.7838914577091345
ACH-000226,-0.5758899688507049
ACH-000227,-0.6515322061138903
ACH-000228,-0.8076108690158823
ACH-000231,-0.4945917740811585
ACH-000232,-0.4801361335964005
ACH-000233,-0.6693473781904863
ACH-000234,-0.6050133495772064
ACH-000235,-0.6294050987170153
ACH-000237,-0.6728532234485092
ACH-000238,-0.5855745468330515
ACH-000242,-0.4774644066840389
ACH-000243,-0.5370143819227938
ACH-000244,-0.6969123371865377
ACH-000246,-0.5886841063697466
ACH-000248,-0.7616854509866606
ACH-000250,-0.3800622853488856
ACH-000251,-0.7135305701055642
ACH-000252,-0.4954258730156201
ACH-000253,-0.5062109270967975
ACH-000255,-0.6002302475092534
ACH-000256,-0.3554377892049968
ACH-000257,-0.657865702087239
ACH-000258,-0.4965343691652638
ACH-000259,-0.6319057413820045
ACH-000260,-0.8302247080522239
ACH-000261,-0.7001533734262959
ACH-000262,-0.4029620689767393
ACH-000263,-0.8174706828003141
ACH-000264,-0.4587431406870109
ACH-000265,-0.5251088014330394
ACH-000266,-0.5835838773734752
ACH-000272,-0.6094120076276363
ACH-000274,-0.5961600423211657
ACH-000277,-0.3374518375670583
ACH-000278,-0.7554193849757391
ACH-000279,-0.6460772343596406
ACH-000280,-0.8460119315048975
ACH-000281,-0.6994926874149713
