,MASTL (84930)
ACH-000376,-1.4323116323122398
ACH-000381,-1.4463309486172296
ACH-000383,-1.3302912713482469
ACH-000387,-1.5106146173072281
ACH-000389,-1.3846182663012505
ACH-000390,-1.4771581904150557
ACH-000393,-1.2069198275537905
ACH-000395,-1.3560810245891448
ACH-000396,-1.3129642304243476
ACH-000397,-1.575344934376793
ACH-000401,-1.4104100023202233
ACH-000402,-1.6166215375719033
ACH-000403,-1.5826866797376131
ACH-000404,-1.4042350084468058
ACH-000406,-1.6351670757341454
ACH-000407,-1.3789385203080329
ACH-000408,-1.3832502692861337
ACH-000410,-0.971193921179888
ACH-000411,-1.2712715575102678
ACH-000414,-1.4292859642390066
ACH-000415,-1.7802141170366963
ACH-000416,-1.4155120140955155
ACH-000420,-1.3498405796465132
ACH-000421,-1.1003808414767873
ACH-000424,-1.2194608238594538
ACH-000425,-1.3746267301774968
ACH-000426,-2.0223585313005112
ACH-000427,-1.2832764570787774
ACH-000433,-0.9598013612593648
ACH-000435,-1.2144340035062362
ACH-000436,-1.5755525318866228
ACH-000444,-1.2567485305883501
ACH-000445,-1.3752364338098724
ACH-000448,-1.250561570130111
ACH-000450,-1.5143196749589607
ACH-000452,-1.7137964760497673
ACH-000454,-1.1789815643604833
ACH-000458,-1.3979219748749323
ACH-000459,-1.3003329661878449
ACH-000460,-1.3686174338506971
ACH-000461,-1.130700172951319
ACH-000463,-1.2916342881522354
ACH-000464,-1.4311104125163796
ACH-000466,-0.8578282192591402
ACH-000467,-1.3870054988326008
ACH-000468,-1.3541485484302835
ACH-000469,-1.6282553922135534
ACH-000470,-1.282898305736394
ACH-000471,-1.4167337753347131
ACH-000472,-1.726887046806798
ACH-000473,-1.2240229202229285
ACH-000475,-0.7330836178592929
ACH-000476,-1.3483093492802547
ACH-000477,-1.5741775424221889
ACH-000479,-1.5551139656074555
ACH-000480,-1.1777667551490008
ACH-000481,-1.6916183189132858
ACH-000483,-0.9206057413895532
ACH-000484,-1.1682641655355994
ACH-000485,-1.4802553008021688
ACH-000486,-1.1389585644335296
ACH-000487,-1.5455170475866988
ACH-000488,-1.370802683527068
ACH-000490,-1.4433992052655709
ACH-000491,-1.1555183063267165
ACH-000495,-1.3340188695751138
ACH-000496,-1.4405630634370166
ACH-000499,-1.6334088831211648
ACH-000500,-1.6486204315182438
ACH-000502,-1.4898902410868748
ACH-000503,-1.4808789432979446
ACH-000505,-1.1868287474876618
ACH-000507,-1.4333229287455433
ACH-000510,-0.8168515665566848
ACH-000511,-1.3347611271379587
ACH-000512,-1.5032902400442272
ACH-000516,-1.2415433309433968
ACH-000517,-1.4076639525132504
ACH-000518,-1.2056139088659852
ACH-000520,-1.2615170836002765
ACH-000521,-1.196175136005004
ACH-000522,-1.4405452706800286
ACH-000524,-0.8088324584274124
ACH-000527,-0.7191973051894813
ACH-000528,-1.2310648966285986
ACH-000537,-1.0850504969048498
ACH-000541,-1.2736566647878054
ACH-000542,-1.3999383037444768
ACH-000544,-1.4728585479590317
ACH-000545,-1.3121878839829817
ACH-000547,-1.1407717649854898
ACH-000548,-1.4268491453534449
ACH-000549,-1.1828012692261938
ACH-000550,-1.2684593214000903
ACH-000552,-1.4936203417961764
ACH-000556,-1.4362128448911364
ACH-000557,-1.9580239121938876
ACH-000569,-1.1137939394025054
ACH-000570,-1.598511869219866
ACH-000571,-1.5773188435944427
ACH-000573,-1.3802871259555634
ACH-000576,-1.5123066394313862
ACH-000579,-1.3532201997148303
ACH-000580,-1.7216293087786625
ACH-000584,-1.3671348629585376
ACH-000585,-1.4664937759840486
ACH-000588,-1.6235640733454169
ACH-000589,-1.1352050842597188
ACH-000591,-1.4633123298287534
ACH-000593,-1.5008856428335282
ACH-000600,-1.0140119053290353
ACH-000601,-1.3095409020928808
ACH-000605,-1.4294249184716803
ACH-000606,-1.4143030003666943
ACH-000608,-1.5615609636729586
ACH-000614,-1.6695277791750216
ACH-000616,-1.2695201460264811
ACH-000618,-1.344269581547531
ACH-000619,-1.4285282941583173
ACH-000620,-1.3156267413882912
ACH-000621,-0.8618564244037671
ACH-000622,-1.4975268507472042
ACH-000623,-1.6262024642702275
ACH-000624,-1.5513421399047893
ACH-000627,-1.3139782232697124
ACH-000630,-1.1861705776429776
ACH-000631,-1.2150558305020605
ACH-000632,-1.4972804563418087
ACH-000633,-1.2354733683722354
ACH-000637,-1.276537772077856
ACH-000638,-1.2936510506010854
ACH-000646,-0.9417701161666941
ACH-000647,-1.5034149932062233
ACH-000648,-1.4178528809328819
ACH-000649,-1.3898089535388278
ACH-000651,-1.476765661177651
ACH-000652,-1.3191234534297955
ACH-000653,-1.5062318460243214
ACH-000657,-1.2709839111298962
ACH-000658,-1.5761938558106292
ACH-000661,-1.6491093961545464
ACH-000662,-0.8133420945176987
ACH-000663,-0.4909154999944325
ACH-000665,-1.4729253637065784
ACH-000671,-0.6538634249016609
ACH-000672,-1.320787009878556
ACH-000673,-1.539919035761764
ACH-000676,-1.4338074577149402
ACH-000677,-1.1310928140923115
ACH-000681,-1.211762678238847
ACH-000683,-1.537365046035051
ACH-000684,-1.3300288670085938
ACH-000688,-1.2341573467170135
ACH-000693,-1.3977637528609723
ACH-000694,-1.4161628086514586
ACH-000695,-1.6712021486411002
ACH-000696,-1.360168960193794
ACH-000697,-1.348639099151083
ACH-000699,-2.007467608272771
ACH-000701,-1.5286671936804366
ACH-000706,-1.3478668601308603
ACH-000711,-1.380545360033362
ACH-000713,-1.1894872834502173
ACH-000714,-1.4157137468264398
ACH-000718,-1.324536065451888
ACH-000720,-1.4355380130305686
ACH-000721,-1.5073552731956381
ACH-000724,-1.4223670217719535
ACH-000725,-0.5165148550823347
ACH-000732,-1.4266951849636818
ACH-000734,-1.364325099729602
ACH-000735,-1.5135181664109132
ACH-000736,-1.4490475360512718
ACH-000738,-1.260437668298146
ACH-000746,-1.3359747062910532
ACH-000747,-1.0478985136882402
ACH-000748,-1.3244294095133575
ACH-000753,-1.4916437824035127
ACH-000756,-1.5669583726216725
ACH-000757,-1.125186187703192
ACH-000758,-1.335030175649378
ACH-000760,-1.3426913719810472
ACH-000762,-1.4464926410391177
ACH-000763,-1.5931932401145097
ACH-000764,-1.1455627330520557
ACH-000765,-1.7637195256308449
ACH-000766,-1.38200007205878
ACH-000767,-1.157382946506616
ACH-000768,-1.3490629531469394
ACH-000769,-1.3961299651224417
ACH-000770,-1.5399802928195103
ACH-000771,-1.25122571101405
ACH-000773,-1.5004506560972977
ACH-000776,-1.2646213919019738
ACH-000777,-1.7103158083269991
ACH-000778,-1.802701092928673
ACH-000781,-1.6288810368122382
ACH-000782,-1.1471007966823572
ACH-000783,-1.5778174392603783
ACH-000784,-1.3442287009585092
ACH-000785,-1.44581831083091
ACH-000787,-1.5083932985304176
ACH-000788,-1.5666035881522171
ACH-000791,-1.3271921486149716
ACH-000792,-1.418366975840839
ACH-000794,-1.3873955868096808
ACH-000796,-1.5007924534905144
ACH-000798,-1.2063691678934687
ACH-000799,-1.4812181957798116
ACH-000800,-1.5184090965404753
ACH-000802,-1.6496339709695584
ACH-000804,-1.2342857142882548
ACH-000805,-1.2774776129920964
ACH-000809,-1.3744035506723715
ACH-000810,-1.613042970370688
ACH-000811,-1.5979577223458976
ACH-000817,-1.229399159936772
ACH-000819,-1.2776109156818218
ACH-000820,-1.2625296063439826
ACH-000821,-1.0219114852578597
ACH-000822,-1.3796860755214548
ACH-000823,-1.4623402075095595
ACH-000824,-1.7204892367698963
ACH-000827,-1.344447637734837
ACH-000829,-1.2513891115069729
ACH-000831,-0.5989546854483337
ACH-000832,-1.6839147274169055
ACH-000833,-0.9790219425226852
ACH-000834,-1.4626397400033473
ACH-000835,-1.4414671170599258
ACH-000836,-1.3342896524585937
ACH-000837,-1.1593090549107734
ACH-000838,-1.3840632149679053
ACH-000839,-1.1861130943962912
ACH-000840,-1.1861814243919744
ACH-000841,-1.3706960078451222
ACH-000843,-1.4501071059352448
ACH-000846,-1.1804922944506595
ACH-000847,-1.4161355403791689
ACH-000848,-1.2590254491759092
ACH-000849,-1.3091401753419358
ACH-000851,-1.4047219632503267
ACH-000855,-1.5197513090851051
ACH-000856,-1.4548102069216808
ACH-000858,-1.2573123564472901
ACH-000859,-1.4287544400535004
ACH-000861,-1.2299116969063424
ACH-000862,-1.6281502829515906
ACH-000865,-1.5008024849634551
ACH-000866,-1.4561973976795102
ACH-000867,-1.3915222832937708
ACH-000869,-1.4784320303254233
ACH-000872,-1.0505883695633969
ACH-000873,-1.5512728039660508
ACH-000876,-1.6340435348282116
ACH-000878,-1.5345029627810325
ACH-000880,-1.285066425669572
ACH-000881,-1.4149645260576953
ACH-000882,-1.4392966153482483
ACH-000884,-1.3722562664724682
ACH-000885,-1.1130711071027648
ACH-000887,-1.1043975839064657
ACH-000889,-1.650491457836965
ACH-000896,-1.5415623622408832
ACH-000898,-1.357361089652925
ACH-000900,-1.2638097827514625
ACH-000901,-0.8659954705890293
ACH-000905,-1.4455645120345166
ACH-000906,-1.4130734066809754
ACH-000907,-1.2694634356148995
ACH-000910,-1.3487423515386576
ACH-000911,-1.3445350043643196
ACH-000912,-1.3529430762060095
ACH-000913,-1.3042211852558954
ACH-000915,-1.2781515762844249
ACH-000916,-1.5062508401237171
ACH-000917,-1.0706438808857577
ACH-000920,-1.3853083183600094
ACH-000921,-1.0171400680543805
ACH-000924,-0.9699013556609978
ACH-000926,-1.4599020720811275
ACH-000928,-1.1275038126168389
ACH-000929,-1.07879898924941
ACH-000932,-1.2435002775244148
ACH-000935,-1.1545528118847213
ACH-000936,-1.4880168350207046
ACH-000937,-1.76239927884553
ACH-000938,-1.3641543764018589
ACH-000939,-1.4969500117531462
ACH-000941,-1.2147666410305935
ACH-000943,-1.5422224722984992
ACH-000946,-1.3342138864953708
ACH-000947,-1.2293744752211375
ACH-000948,-1.4569863771109175
ACH-000950,-1.5041718417316172
ACH-000953,-1.406143087654262
ACH-000954,-1.2507684366628449
ACH-000957,-1.134327588906383
ACH-000958,-1.314166113199735
ACH-000960,-1.424296627589058
ACH-000963,-1.4596799830057907
ACH-000968,-1.4082250333616546
ACH-000969,-1.4807909849138332
ACH-000972,-0.9137686704898856
ACH-000973,-1.3731892855051993
ACH-000974,-1.2100714552807434
ACH-000978,-1.6290345977968377
ACH-000984,-1.2928270475076984
ACH-000986,-1.3261379049843711
ACH-000988,-1.5564127551238085
ACH-000993,-1.1232548501965505
ACH-000994,-1.1233029827327223
ACH-000996,-1.2050279109294983
ACH-001001,-1.4304520673554568
ACH-001020,-1.2050995327430218
ACH-001028,-1.4986235810088564
ACH-001031,-1.4020675943178391
ACH-001038,-1.5955632643121815
ACH-001048,-1.4718181492170146
ACH-001050,-1.1818542026652163
ACH-001053,-1.1555410496803655
ACH-001054,-1.1551865409078266
ACH-001061,-1.3019946289076834
ACH-001067,-0.9308405640806808
ACH-001075,-1.3140847500139303
ACH-001096,-1.4305592376404646
ACH-001111,-1.3745037401326332
ACH-001119,-1.471731259289675
ACH-001128,-1.3422097520905851
ACH-001134,-1.194174347209153
ACH-001151,-0.601473064472679
ACH-001163,-1.4733388441235065
ACH-001164,-1.2760512179914667
ACH-001183,-1.4475515813648625
ACH-001192,-1.5658591617353714
ACH-001193,-1.4175576718867129
ACH-001196,-1.2128086968977747
ACH-001197,-1.5197781201594398
ACH-001205,-1.4240009268695597
ACH-001211,-1.164464882731487
ACH-001212,-1.0950612153576178
ACH-001228,-1.2030180076442474
ACH-001232,-1.3477677965548311
ACH-001239,-1.2529997488760616
ACH-001270,-1.398316927368147
ACH-001274,-1.0805122246455154
ACH-001275,-1.321056639765942
ACH-001277,-1.3053200763246244
ACH-001278,-1.1630014901671504
ACH-001280,-1.5646590816861408
ACH-001283,-1.4598565199568143
ACH-001289,-1.2105810355448994
ACH-001300,-1.652228211027126
ACH-001301,-1.2897702456656526
ACH-001302,-1.1656369042346661
ACH-001306,-1.254012641995338
ACH-001318,-1.2114883923229396
ACH-001322,-1.1836376224377156
ACH-001328,-1.1250073189808774
ACH-001332,-1.4454884443676703
ACH-001336,-1.3653128309628921
ACH-001346,-1.4047439961783377
ACH-001353,-1.4325246635040425
ACH-001354,-1.3437026414118869
ACH-001367,-1.4636819024508203
ACH-001368,-1.494285012667163
ACH-001374,-1.2006091720581715
ACH-001377,-1.3087465407736016
ACH-001380,-1.1989951943309969
ACH-001391,-1.4059356036580577
ACH-001408,-1.7447010683276576
ACH-001430,-1.4851268375037658
ACH-001431,-1.3277241448727528
ACH-001450,-1.2326389762956012
ACH-001496,-1.4435029950558442
ACH-001500,-1.291573604216729
ACH-001523,-1.6917424917095578
ACH-001532,-1.2208269626133983
ACH-001550,-1.176424050580552
ACH-001552,-1.3555580615317346
ACH-001554,-1.4265159400663294
ACH-001654,-1.6377356962005902
ACH-001735,-1.2607267404628812
ACH-001736,-1.490970787342763
ACH-001737,-1.7024411614718606
ACH-001740,-1.2890130704724387
ACH-001745,-1.1916373454474425
ACH-001765,-1.0486048143219626
