,OOEP (441161)
ACH-000004,-0.03119761934211332
ACH-000005,-0.009478529576793666
ACH-000007,0.23067929734648235
ACH-000009,0.05187601687786217
ACH-000011,-0.032699550805316016
ACH-000012,-0.04799942712876455
ACH-000013,-0.11369714574224013
ACH-000014,-0.0439594462271707
ACH-000015,-0.034700153112242116
ACH-000017,-0.015257363470205704
ACH-000018,-0.07972169690364432
ACH-000019,-0.20441426861054052
ACH-000021,-0.06648014693106906
ACH-000022,0.015402774304696816
ACH-000025,-0.08153885507576883
ACH-000028,-0.07422708458610555
ACH-000030,-0.014722664518448631
ACH-000035,0.01716816776762677
ACH-000036,-0.1074437127110025
ACH-000037,-0.03286811697620955
ACH-000039,0.007673482008783994
ACH-000040,0.0453208118290951
ACH-000041,-0.13745195277592526
ACH-000042,-0.04948452408620991
ACH-000045,-0.04129927588012527
ACH-000047,0.016183308206858732
ACH-000052,-0.2375044524117653
ACH-000053,-0.03750566001695931
ACH-000054,-0.06377389939058345
ACH-000055,-0.13868472498897494
ACH-000060,-0.05311388720654628
ACH-000067,-0.04024005061921201
ACH-000070,-0.09039275503287778
ACH-000075,-0.029709812498889755
ACH-000078,-0.14569818859874806
ACH-000082,-0.16649001194210375
ACH-000085,-0.11736550434899885
ACH-000086,-0.14099284856840005
ACH-000087,-0.19780051519519595
ACH-000092,-0.13519409285492714
ACH-000095,-0.1208393605439042
ACH-000097,-0.06332137591474073
ACH-000098,0.07763396453569106
ACH-000099,-0.01057584179539479
ACH-000108,0.08241966143285935
ACH-000113,-0.09181813379122852
ACH-000116,-0.08876315458847196
ACH-000118,-0.01659263720283822
ACH-000120,-0.11256484495162852
ACH-000123,-0.13354128837809062
ACH-000127,0.04178956095284876
ACH-000128,0.008154402005165862
ACH-000132,-0.06036994962064505
ACH-000133,-0.2121229861930403
ACH-000137,-0.08572668538340117
ACH-000138,-0.008973236258154944
ACH-000142,-0.12024230057934045
ACH-000143,0.1302554367720572
ACH-000146,-0.035887215807499165
ACH-000148,-0.08442100154691454
ACH-000150,-0.27431271111075056
ACH-000152,-0.037810506078153415
ACH-000153,-0.22334753798322612
ACH-000159,-0.05376643764694927
ACH-000160,-0.034425046904797064
ACH-000163,-0.20728418898038048
ACH-000167,0.0428638663564964
ACH-000168,-0.06563499028578586
ACH-000169,-0.02673316764742141
ACH-000178,0.01986960502863965
ACH-000183,0.05281087071058582
ACH-000188,-0.044806768425598865
ACH-000189,-0.2229206240214752
ACH-000190,0.017935258721882116
ACH-000198,-0.04291212889276681
ACH-000203,0.16488382272913826
ACH-000204,0.022336066532306968
ACH-000206,0.009289287821337866
ACH-000207,-0.07602825709921153
ACH-000208,-0.19212873331688154
ACH-000210,-0.18978917747594967
ACH-000211,-0.03831439932498446
ACH-000215,0.010807778686870106
ACH-000221,0.041443560819833164
ACH-000222,-0.029809915217528293
ACH-000223,-0.02314128691541705
ACH-000226,-0.1724367148299951
ACH-000227,-0.21301702726351185
ACH-000228,-0.07065114858268051
ACH-000231,-0.018281010980332968
ACH-000232,-0.03597081611945075
ACH-000233,-0.04278719427731153
ACH-000234,-0.18187850685962026
ACH-000235,-0.08294816539187623
ACH-000237,-0.039364002540997214
ACH-000238,-0.11806335173095672
ACH-000242,-0.08487542289145203
ACH-000243,0.01230069904559323
ACH-000244,-0.12496275643140915
ACH-000246,-0.01937627257559613
ACH-000248,-0.1670897837413042
ACH-000250,-0.07819973534203223
ACH-000251,-0.20268593467686588
ACH-000252,-0.05622358019820009
ACH-000253,-0.08382791149338037
ACH-000255,-0.22816141439704626
ACH-000256,-0.20715054812293016
ACH-000257,-0.1464956692445617
ACH-000258,-0.09283241789291527
ACH-000259,-0.012562999444079391
ACH-000260,0.018543344581855168
ACH-000261,0.008153859468796097
ACH-000262,-0.008270053008579158
ACH-000263,0.008212825576488638
ACH-000264,-0.05226128226867127
ACH-000265,0.047054564488319135
ACH-000266,-0.03784204981465738
ACH-000272,-0.05881913612125706
ACH-000274,-0.09868513114147767
ACH-000277,0.017641366642746646
ACH-000278,-0.19399713348851996
ACH-000279,-0.03035356506055976
ACH-000280,-0.0358905216175714
ACH-000281,0.12783335191954992
ACH-000288,-0.11466508196040888
ACH-000291,-0.022133386033924708
ACH-000293,-0.09528785693644952
ACH-000294,0.0260800141465886
ACH-000295,0.036436155604095216
ACH-000296,-0.12408346543195513
ACH-000302,-0.07381422679899488
ACH-000304,-0.13278236419283998
ACH-000307,-0.049093181088633656
ACH-000308,-0.06856208304287335
ACH-000310,-0.00363682665292754
ACH-000311,0.026834643609924
ACH-000312,-0.046476918899612654
ACH-000315,-0.09256072700754504
ACH-000316,0.019703806909523683
ACH-000317,-0.014615784971953776
ACH-000318,0.05725885329182082
ACH-000319,0.02862913983780206
ACH-000320,-0.04458715568634987
ACH-000322,-0.1730650658122265
ACH-000323,0.033613088268357
ACH-000324,-0.07215508017258022
ACH-000329,-0.019907846885960825
ACH-000330,-0.07122576845821761
ACH-000331,-0.10231117224335104
ACH-000332,-0.00014568674210473851
ACH-000334,0.009609600419502849
ACH-000335,-0.2680716983407639
ACH-000336,-0.03300693985375969
ACH-000337,-0.053504944904372784
ACH-000338,0.2806022716307428
ACH-000339,-0.06624045422315236
ACH-000341,-0.056140094065303764
ACH-000348,-0.02245171987363369
ACH-000350,-0.15386712311935954
ACH-000352,-0.14047270946804136
ACH-000356,0.011089107011197459
ACH-000361,0.08080911825689545
ACH-000362,0.048145639590202315
ACH-000363,0.002573639933105063
ACH-000364,-0.0026584925637459025
ACH-000365,0.09766979629593732
ACH-000366,-0.06993396365816365
ACH-000368,-0.10756587173010802
ACH-000374,-0.04514630881938972
ACH-000375,-0.1401047877197747
ACH-000376,-0.03238292693284516
ACH-000381,0.12284928286106353
ACH-000383,-0.013157542610896394
ACH-000387,-0.11691154726937805
ACH-000389,0.06396871784129124
ACH-000390,-0.11991365772349027
ACH-000393,-0.08759660457693201
ACH-000395,0.045400932159317016
ACH-000396,-0.15000741189894712
ACH-000397,-0.07053497668327155
ACH-000401,-0.036085992666391065
ACH-000402,-0.10396101279414152
ACH-000403,-0.10900645612354212
ACH-000404,-0.0194013623301317
ACH-000406,-0.03036679952980185
ACH-000407,-0.07544617767105895
ACH-000408,-0.10718270465789473
ACH-000410,-0.046214627317073764
ACH-000411,-0.07233851836505174
ACH-000414,-0.007633262783117357
ACH-000415,-0.12757776110331567
ACH-000416,-0.012696621076538676
ACH-000420,-0.028397135338351632
ACH-000421,-0.19995721860777746
ACH-000424,-0.021895179823505688
ACH-000425,0.019084597428696583
ACH-000426,-0.17044786076720547
ACH-000427,0.0873954973445256
ACH-000433,-0.003669344898027743
ACH-000435,-0.02285683103431889
ACH-000436,-0.2267591756756973
ACH-000444,0.01583239418343874
ACH-000445,-0.2915897660973845
ACH-000448,-0.06859383229526178
ACH-000450,0.11049359861425004
ACH-000452,-0.01749807793357679
ACH-000454,-0.1294594997390357
ACH-000458,0.022081120488387455
ACH-000459,-0.05553424020461988
ACH-000460,0.019961266726690918
ACH-000461,0.0354543070525789
ACH-000463,-0.0718594780261141
ACH-000464,0.07770559558122994
ACH-000466,-0.05567925614605775
ACH-000467,0.0056912030970418396
ACH-000468,0.006523095865128851
ACH-000469,-0.0714188240958306
ACH-000470,-0.08790725987931779
ACH-000471,0.02522681537985184
ACH-000472,-0.028427663637812968
ACH-000473,-0.013822199062666005
ACH-000475,-0.2128918872068757
ACH-000476,-0.009412417344806323
ACH-000477,-0.10252333408206117
ACH-000479,-0.17758501011229974
ACH-000480,-0.13005777692596196
ACH-000481,-0.08059582349735858
ACH-000483,-0.06938555389005027
ACH-000484,0.011745180243069413
ACH-000485,-0.06409627814232109
ACH-000486,-0.09184635877084413
ACH-000487,-0.06124796552422417
ACH-000488,-0.0637846373895302
ACH-000490,-0.11741650513920822
ACH-000491,-0.1347620499867775
ACH-000495,0.04320584292477687
ACH-000496,-0.17409986343903008
ACH-000499,-0.2443015787474925
ACH-000500,-0.01071100677784584
ACH-000502,-0.11048535508108724
ACH-000503,0.12271790259432135
ACH-000505,-0.06705849646629776
ACH-000507,-0.019019517528704285
ACH-000510,0.09221317183706416
ACH-000511,-0.08180425674262247
ACH-000512,-0.04018169436688132
ACH-000516,-0.1678440694288333
ACH-000517,-0.07065886650780236
ACH-000518,-0.12497863107378815
ACH-000520,-0.11952656604071342
ACH-000521,0.08938565134281183
ACH-000522,-0.049569688037315436
ACH-000524,-0.1418628743618401
ACH-000527,-0.03152592448031647
ACH-000528,-0.07504980263054202
ACH-000537,-0.1429828577675548
ACH-000541,0.015227752929317212
ACH-000542,-0.013056815608712555
ACH-000544,-0.12463260996348464
ACH-000545,-0.1431826839244854
ACH-000547,0.0050844821246409785
ACH-000548,0.002522152697997436
ACH-000549,0.04833724656025127
ACH-000550,-0.1371456618752129
ACH-000552,-0.1449005830900702
ACH-000556,-0.2626003144847437
ACH-000557,-0.04979197714661174
ACH-000569,-0.2413692756468784
ACH-000570,-0.10548940297352516
ACH-000571,-0.1600691807480358
ACH-000573,-0.06822454969389369
ACH-000576,0.025095323107946425
ACH-000579,0.13347476029356015
ACH-000580,0.07221447708053044
ACH-000584,-0.08869361102216296
ACH-000585,-0.1093381979794892
ACH-000588,-0.08545012834381811
ACH-000589,-0.03489526550231037
ACH-000591,0.03804860105665681
ACH-000593,-0.1202616348719754
