,EFNA4 (1945)
ACH-000004,-0.07058142641634425
ACH-000005,0.12065194894683448
ACH-000007,-0.00014675424828632848
ACH-000009,-0.24777557615466045
ACH-000011,-0.17246832159761796
ACH-000012,-0.17544747236832275
ACH-000013,-0.09038021224325764
ACH-000014,-0.12805673133873072
ACH-000015,-0.1358998390007803
ACH-000017,-0.010406915648648872
ACH-000018,-0.07403274320952215
ACH-000019,-0.09813752435657637
ACH-000021,-0.17458870132584275
ACH-000022,-0.07677696742744819
ACH-000025,-0.2339654266711728
ACH-000028,-0.18997397229012455
ACH-000030,-0.18284274481736615
ACH-000035,-0.17750925967304987
ACH-000036,-0.23197612740294746
ACH-000037,-0.3231307357573423
ACH-000039,-0.09733789672277496
ACH-000040,-0.07316025283025276
ACH-000041,0.001862480345140349
ACH-000042,-0.06897792523133846
ACH-000045,-0.16434676077831958
ACH-000047,-0.19139121072366688
ACH-000052,-0.11110663028302296
ACH-000053,-0.11613153997747858
ACH-000054,-0.16753852484213347
ACH-000055,-0.2285401696008379
ACH-000060,-0.0818823632377955
ACH-000067,-0.1141806909325342
ACH-000070,-0.1607259771767604
ACH-000075,-0.08819074782543719
ACH-000078,-0.2252036464343894
ACH-000082,-0.18218962146163395
ACH-000085,-0.07474324297980331
ACH-000086,-0.28284976649950777
ACH-000087,-0.007008544981652979
ACH-000092,-0.16494477420065962
ACH-000095,-0.19480031587558733
ACH-000097,-0.11142389217178766
ACH-000098,-0.19592733094375425
ACH-000099,-0.11106569671296257
ACH-000108,-0.1263589814524093
ACH-000113,-0.19040558568210067
ACH-000116,-0.141001582859845
ACH-000118,-0.07350326303605233
ACH-000120,-0.11954169706841228
ACH-000123,-0.1073986705161499
ACH-000127,-0.20476773910901244
ACH-000128,-0.2145792873225656
ACH-000132,-0.08588602851281063
ACH-000133,-0.1172143682273376
ACH-000137,-0.4198897127762928
ACH-000138,-0.20632139779569947
ACH-000142,-0.2992125805741293
ACH-000143,-0.2259081431655956
ACH-000146,-0.13296663223088045
ACH-000148,-0.1391516777349589
ACH-000150,-0.07401706537824966
ACH-000152,-0.08976301284239513
ACH-000153,-0.282408957869263
ACH-000159,-0.2010800778245756
ACH-000160,-0.038238598138589326
ACH-000163,-0.16465686470950552
ACH-000167,-0.007384484011352892
ACH-000168,-0.10157932402480696
ACH-000169,-0.1335995187968443
ACH-000178,-0.09594942013495142
ACH-000183,-0.2016900963720887
ACH-000188,-0.06885612369559405
ACH-000189,-0.11505865335979842
ACH-000190,-0.015298046839753582
ACH-000198,-0.11302507250475158
ACH-000203,-0.6925143065111276
ACH-000204,-0.3546923193597256
ACH-000206,-0.3917820232763465
ACH-000207,-0.01989499018495939
ACH-000208,-0.2662803854931753
ACH-000210,-0.237052172397518
ACH-000211,-0.14490694263174367
ACH-000215,-0.20301622919860773
ACH-000221,-0.12155929715886332
ACH-000222,-0.07326601406018436
ACH-000223,-0.11204818419645064
ACH-000226,-0.2329786704450848
ACH-000227,-0.10486494847777318
ACH-000228,-0.14601771662734814
ACH-000231,-0.15043016306674425
ACH-000232,-0.1762980848627592
ACH-000233,-0.25649844757683465
ACH-000234,-0.32404632016136714
ACH-000235,-0.20739080625610906
ACH-000237,-0.2182687225405706
ACH-000238,-0.02258397250275195
ACH-000242,-0.19805428972570432
ACH-000243,-0.23386918057582246
ACH-000244,-0.08487652675954796
ACH-000246,-0.1836132076962705
ACH-000248,-0.18720135482477976
ACH-000250,-0.13498299760062424
ACH-000251,-0.1908565624130514
ACH-000252,-0.21791441711874202
ACH-000253,-0.2760097513423604
ACH-000255,-0.1408493147696939
ACH-000256,-0.15338479804431182
ACH-000257,-0.00550926630768667
ACH-000258,-0.31515573155465004
ACH-000259,-0.2397839573990497
ACH-000260,-0.177889499938144
ACH-000261,-0.1183419403884656
ACH-000262,-0.16990055981785415
ACH-000263,-0.21616725016352648
ACH-000264,-0.14702968371780453
ACH-000265,-0.09071612749090792
ACH-000266,-0.21213493562222174
ACH-000272,-0.2434918323739411
ACH-000274,-0.07330351661741001
ACH-000277,-0.09326397044158563
ACH-000278,-0.14843507619088284
ACH-000279,-0.04992238447086843
ACH-000280,-0.09082144008145486
ACH-000281,-0.02742051093692697
ACH-000288,-0.2727410526066657
ACH-000291,-0.21557004746920544
ACH-000293,-0.11815286167425
ACH-000294,-0.1687853466110052
ACH-000295,-0.16682681447612255
ACH-000296,-0.14136303760515556
ACH-000302,-0.10169136271474513
ACH-000304,-0.10374251801406706
ACH-000307,-0.12068599260154067
ACH-000308,-0.2163132272063968
ACH-000310,-0.102321192818107
ACH-000311,-0.3929008986483284
ACH-000312,-0.1064142023293918
ACH-000315,-0.477045116738442
ACH-000316,-0.08790729984132323
ACH-000317,-0.0029264033816228325
ACH-000318,-0.21995696760534314
ACH-000319,-0.2146865569869476
ACH-000320,-0.27069336164000746
ACH-000322,-0.13551164938107213
ACH-000323,-0.2244570139119875
ACH-000324,-0.2912212823085807
ACH-000329,-0.1951607527362897
ACH-000330,0.09445790681029648
ACH-000331,-0.20678192251251049
ACH-000332,-0.19663342800390232
ACH-000334,0.01130540351204494
ACH-000335,-0.21527691452770992
ACH-000336,-0.12227308700518452
ACH-000337,-0.05103522603600585
ACH-000338,-0.2787350268918236
ACH-000339,-0.09779149165995037
ACH-000341,-0.3031456536296916
ACH-000348,-0.16377891811510326
ACH-000350,-0.09380664135608796
ACH-000352,-0.07476445614541033
ACH-000356,-0.2416270726208645
ACH-000361,-0.1811928072833552
ACH-000362,-0.05757749332082391
ACH-000363,-0.1822809702072837
ACH-000364,-0.17599510936257318
ACH-000365,-0.1175208875245084
ACH-000366,-0.1223862038592177
ACH-000368,-0.2669825723190566
ACH-000374,-0.020367551394579343
ACH-000375,-0.11827465391295885
ACH-000376,-0.19751041940857536
ACH-000381,-0.4468760254862728
ACH-000383,-0.18813133229815696
ACH-000387,-0.2121089027395225
ACH-000389,-0.11171568723963536
ACH-000390,-0.2279755481569244
ACH-000393,-0.03328372087488365
ACH-000395,-0.12362294725187775
ACH-000396,-0.2365883428701404
ACH-000397,-0.1891815574477148
ACH-000401,-0.17197621030075896
ACH-000402,-0.11679539723036934
ACH-000403,-0.13285765760556506
ACH-000404,-0.11505163209138113
ACH-000406,-0.10225145457476613
ACH-000407,-0.2668476400070252
ACH-000408,-0.09940915486371127
ACH-000410,-0.35883732808878216
ACH-000411,-0.2195886138385321
ACH-000414,-0.06372654722069619
ACH-000415,-0.0408335569124703
ACH-000416,-0.2216019701184186
ACH-000420,-0.18422439161652024
ACH-000421,-0.12718903713203833
ACH-000424,-0.1652474501262824
ACH-000425,-0.14909679998098047
ACH-000426,-0.0398378455412616
ACH-000427,-0.13705978352121456
ACH-000433,-0.2834519604147266
ACH-000435,-0.4194983677324684
ACH-000436,-0.36402005101196383
ACH-000444,-0.1364728934657586
ACH-000445,-0.011407926005526965
ACH-000448,-0.09341956982208856
ACH-000450,-0.3393867509802027
ACH-000452,-0.2537694242776512
ACH-000454,-0.3303415701444895
ACH-000458,-0.2383062494599989
ACH-000459,0.03087144885885072
ACH-000460,-0.07538108416558928
ACH-000461,-0.15158304033509784
ACH-000463,-0.21484644904015096
ACH-000464,0.007797477600174463
ACH-000466,-0.11964000491793607
ACH-000467,-0.09423052100883167
ACH-000468,-0.20159748142880102
ACH-000469,-0.08607721286596727
ACH-000470,-0.09263267390603083
ACH-000471,-0.26771588567384136
ACH-000472,-0.06040581731187964
ACH-000473,-0.15948570877344964
ACH-000475,-0.20150398531958816
ACH-000476,-0.13672252375314428
ACH-000477,-0.11088995012387537
ACH-000479,-0.0381796537721507
ACH-000480,-0.3198526022342643
ACH-000481,-0.1913827829538862
ACH-000483,-0.06587821157679204
ACH-000484,-0.18140727549770208
ACH-000485,-0.20633010717303946
ACH-000486,-0.04917337250630357
ACH-000487,-0.021489086795355054
ACH-000488,-0.1765829048248826
ACH-000490,-0.2061769080272266
ACH-000491,-0.11917182796045454
ACH-000495,-0.20105711157782105
ACH-000496,-0.12460593171694118
ACH-000499,0.07159367480580436
ACH-000500,-0.11011815839304588
ACH-000502,-0.14404662012510955
ACH-000503,-0.0991486277594502
ACH-000505,-0.22401567639038106
ACH-000507,-0.2401330226748697
ACH-000510,-0.2368843682106239
ACH-000511,-0.13018195683161504
ACH-000512,-0.31515347363618074
ACH-000516,-0.3035040083832366
ACH-000517,-0.26193119868304
ACH-000518,-0.2378637572799468
ACH-000520,-0.17432829583217851
ACH-000521,-0.16659706149126502
ACH-000522,-0.22117655346749854
ACH-000524,-0.14306086230975204
ACH-000527,-0.1996910277751973
ACH-000528,-0.11092834665409733
ACH-000537,-0.08379294229664389
ACH-000541,-0.11989515967779595
ACH-000542,-0.15994098099478793
ACH-000544,-0.14574215494775147
ACH-000545,-0.1133884344843874
ACH-000547,-0.2413681758414493
ACH-000548,-0.25602757516961017
ACH-000549,-0.1718434884867788
ACH-000550,-0.12648530659419385
ACH-000552,-0.2270335221339792
ACH-000556,-0.28221930553761226
ACH-000557,-0.09657329744077046
ACH-000569,-0.3299095325858508
ACH-000570,-0.034010288808021524
ACH-000571,-0.2720742704553249
ACH-000573,-0.1443057213517812
ACH-000576,-0.14027759958360356
ACH-000579,0.0492015820757508
ACH-000580,-0.3218281930100635
ACH-000584,-0.13946188118861644
ACH-000585,-0.1137787620700046
ACH-000588,-0.15142999673830945
ACH-000589,-0.07881362353174856
ACH-000591,0.04496204854945522
ACH-000593,-0.1967342549467113
ACH-000600,-0.1488326852540767
ACH-000601,-0.2282626776075705
ACH-000605,-0.14356727049595466
ACH-000606,-0.1484060184876001
ACH-000608,-0.12130173830393112
ACH-000614,0.0028897979155190754
ACH-000616,-0.23947024176744136
ACH-000618,-0.2016657679813048
ACH-000619,-0.010764289060595851
ACH-000620,-0.1418823864741986
ACH-000621,-0.12995387493868596
ACH-000622,-0.1830370955578124
ACH-000623,-0.1138856288710001
ACH-000624,-0.17468376755682785
ACH-000627,-0.14598872235447174
ACH-000630,-0.1581541011240842
ACH-000631,0.2677938074651584
ACH-000632,-0.027636565777842542
ACH-000633,-0.058007165745255586
ACH-000637,0.00931436945354257
ACH-000638,-0.1669737814414222
ACH-000646,-0.1758464385591562
ACH-000647,-0.2612152526012835
ACH-000648,-0.20925710390240093
ACH-000649,-0.08658074485261384
ACH-000651,-0.08917491778892357
ACH-000652,0.002194045755115282
ACH-000653,-0.3739892949769776
ACH-000657,-0.2667863414046541
ACH-000658,-0.2389923090570529
ACH-000661,-0.07964051861595553
ACH-000662,-0.3927688253217879
ACH-000663,-0.1348519677027211
ACH-000665,-0.12816774876970588
ACH-000671,-0.23168603283811498
ACH-000672,-0.2889668271813615
ACH-000673,-0.16718743718902185
ACH-000676,-0.1821827175667664
ACH-000677,-0.2322734892845401
ACH-000681,-0.08495256707948205
ACH-000683,-0.35044960817090204
ACH-000684,-0.23522784950124814
