,CST5 (1473)
ACH-000004,-0.011882241047720524
ACH-000005,-0.17325630604636189
ACH-000007,0.13699407071324513
ACH-000009,0.1734779905295582
ACH-000011,0.12906502133897144
ACH-000012,0.053719953528264267
ACH-000013,0.1506821902169612
ACH-000014,0.07106653692340019
ACH-000015,0.14903074443160536
ACH-000017,0.09771877664571113
ACH-000018,0.09299883698606114
ACH-000019,0.01350729111993578
ACH-000021,0.1573034605977048
ACH-000022,0.1392682294722601
ACH-000025,0.2361699379364965
ACH-000028,-0.03724472229704271
ACH-000030,0.14866982146116545
ACH-000035,-0.01802392498965644
ACH-000036,0.027578699635786474
ACH-000037,0.033442740985647056
ACH-000039,0.17536717974210395
ACH-000040,0.18098053438057102
ACH-000041,0.16544206644929949
ACH-000042,-0.01539554132984814
ACH-000045,0.08957687640452272
ACH-000047,0.0820352126802049
ACH-000052,-0.04939361733239892
ACH-000053,0.12483629207220424
ACH-000054,0.15157621106078087
ACH-000055,0.08910863501592403
ACH-000060,0.023145802007374882
ACH-000067,0.18365332736268264
ACH-000070,-0.01615739006026367
ACH-000075,0.1858863330339309
ACH-000078,0.2468352814341679
ACH-000082,0.05710397170908989
ACH-000085,0.08047097132908153
ACH-000086,0.17736394269637284
ACH-000087,0.03745933661284547
ACH-000092,0.1568836204763669
ACH-000095,0.07601879297444697
ACH-000097,0.01001307088295401
ACH-000098,0.12115342580657948
ACH-000099,0.09235149497876724
ACH-000108,-0.10575925938709002
ACH-000113,0.12240964221879405
ACH-000116,0.1285603176661604
ACH-000118,0.04612936338934412
ACH-000120,0.1072135062865867
ACH-000123,0.12810424192799605
ACH-000127,0.023524436377767983
ACH-000128,0.2191660678281191
ACH-000132,0.11005874342896876
ACH-000133,0.1009304083633528
ACH-000137,-0.0016499938154735314
ACH-000138,0.12024900549635215
ACH-000142,0.10206502796841203
ACH-000143,0.12799289768658226
ACH-000146,0.0006431786672265767
ACH-000148,0.008491660382370175
ACH-000150,0.040012119412135776
ACH-000152,0.049646765087545015
ACH-000153,0.018860375758798027
ACH-000159,0.16429190795962414
ACH-000160,-0.12939014374475044
ACH-000163,0.06866890417582328
ACH-000167,0.37623970269390494
ACH-000168,0.10170794141483444
ACH-000169,0.15417836338233296
ACH-000178,0.02528504313860136
ACH-000183,0.06954237696566111
ACH-000188,0.20410814160736496
ACH-000189,-0.10274676138239833
ACH-000190,0.059583592838033834
ACH-000198,0.12055466825576328
ACH-000203,0.3567735895413352
ACH-000204,0.12571408745566098
ACH-000206,0.1933976005766123
ACH-000207,0.13560745286443193
ACH-000208,0.5539389839760859
ACH-000210,0.18066043346304106
ACH-000211,0.08734621543765189
ACH-000215,0.07126455125696128
ACH-000221,0.11250939446849306
ACH-000222,-0.0036027411262769273
ACH-000223,0.11551451431151405
ACH-000226,0.06326329725874656
ACH-000227,0.10380156714748023
ACH-000228,0.05398720045986403
ACH-000231,0.0852571723228934
ACH-000232,0.074157861084908
ACH-000233,0.14701218142913364
ACH-000234,0.12857633369671634
ACH-000235,-0.002380332610493059
ACH-000237,0.09974383670421016
ACH-000238,0.14328501186901868
ACH-000242,-0.21216064725266012
ACH-000243,0.06758651968441261
ACH-000244,0.1071364630030336
ACH-000246,0.1396222791531435
ACH-000248,0.2218692732476603
ACH-000250,0.07305088135207015
ACH-000251,-0.10238043482773572
ACH-000252,0.020679574824651367
ACH-000253,0.1104780235560033
ACH-000255,0.1157951195879824
ACH-000256,0.08698426480290815
ACH-000257,0.03584922538299178
ACH-000258,0.03080842034140172
ACH-000259,0.016532937256216417
ACH-000260,0.07262634611384748
ACH-000261,0.059913345116571315
ACH-000262,0.18981594641423705
ACH-000263,0.14761932525301058
ACH-000264,0.0
ACH-000265,0.03363448237139953
ACH-000266,0.06575302765070519
ACH-000272,0.09861172390663414
ACH-000274,0.17045873368703593
ACH-000277,0.1222251943939613
ACH-000278,-0.054535737188405764
ACH-000279,0.11624636483273858
ACH-000280,0.06694070155097923
ACH-000281,0.0873103363931478
ACH-000288,0.11707375448403043
ACH-000291,0.0851315926287866
ACH-000293,0.13337979662065058
