,AOC3 (8639)
ACH-000004,0.012632859158405669
ACH-000005,-0.11176033127356877
ACH-000007,-0.03398637717522847
ACH-000009,-0.2975641396706217
ACH-000011,-0.07470384677372956
ACH-000012,-0.2930835275334593
ACH-000013,-0.2113143762997005
ACH-000014,-0.18953615479664146
ACH-000015,-0.28834334097414216
ACH-000017,-0.06477031743623546
ACH-000018,-0.16178888430548627
ACH-000019,-0.1129935350477119
ACH-000021,-0.10991776417154016
ACH-000022,-0.36565611540818815
ACH-000025,-0.22178289123841
ACH-000028,-0.0290519080947124
ACH-000030,-0.20748092441153165
ACH-000035,-0.4315059182705071
ACH-000036,-0.09788376976605404
ACH-000037,-0.09239792370252613
ACH-000039,0.0021634042812224423
ACH-000040,-0.03259307444006837
ACH-000041,-0.3359368228742323
ACH-000042,-0.11389116750880708
ACH-000045,-0.16135611164212385
ACH-000047,-0.35946435403540994
ACH-000052,-0.013859520803479098
ACH-000053,-0.15613705066545328
ACH-000054,-0.1990577331544875
ACH-000055,-0.2328233694328393
ACH-000060,-0.1339495527774199
ACH-000067,-0.2461710636791552
ACH-000070,-0.2741576912309415
ACH-000075,-0.20769406533536666
ACH-000078,-0.16365876668364124
ACH-000082,-0.16925914822656446
ACH-000085,-0.202518492704578
ACH-000086,-0.2703410043849874
ACH-000087,-0.17031273231094676
ACH-000092,-0.2085840683309014
ACH-000095,-0.2755981424851358
ACH-000097,-0.1148905550848437
ACH-000098,-0.2162568089049861
ACH-000099,-0.13793682721159725
ACH-000108,-0.17812719441202055
ACH-000113,-0.2785595197244563
ACH-000116,-0.2237352609901108
ACH-000118,-0.18215495123848896
ACH-000120,-0.2550500972299779
ACH-000123,-0.09207015128400046
ACH-000127,-0.057802150051206064
ACH-000128,-0.3119985313758165
ACH-000132,-0.3604748177180875
ACH-000133,-0.2411375975076067
ACH-000137,-0.10566312251101627
ACH-000138,-0.4813770106556027
ACH-000142,-0.3588782132559969
ACH-000143,-0.15425079550965948
ACH-000146,-0.15551395358547335
ACH-000148,-0.2705440040591626
ACH-000150,-0.19750255787555746
ACH-000152,-0.3364984063825701
ACH-000153,-0.3692557178493465
ACH-000159,-0.09316662704363644
ACH-000160,-0.18343140376335731
ACH-000163,-0.29851740375604685
ACH-000167,-0.18477363477737307
ACH-000168,-0.22491263504117925
ACH-000169,-0.1921789594313344
ACH-000178,-0.08656149243259129
ACH-000183,-0.17843097009729736
ACH-000188,-0.3365278182480047
ACH-000189,-0.17968813012656404
ACH-000190,-0.15952385126241653
ACH-000198,-0.25742468503786353
ACH-000203,-0.04373270251196184
ACH-000204,-0.1263698460618749
ACH-000206,-0.1185167023231662
ACH-000207,-0.22060925897337075
ACH-000208,-0.09767608310628373
ACH-000210,-0.2569820578296708
ACH-000211,-0.2607478475320795
ACH-000215,-0.1605414874220414
ACH-000221,-0.2767293271275311
ACH-000222,-0.3438380168077144
ACH-000223,-0.12395573381787432
ACH-000226,-0.184639515865924
ACH-000227,-0.11531623426034615
ACH-000228,-0.2644941471840378
ACH-000231,-0.1721770420577647
ACH-000232,-0.1548411864577785
ACH-000233,-0.10762984313556333
ACH-000234,-0.2287962340349832
ACH-000235,-0.2428930819001792
ACH-000237,-0.1711808583244694
ACH-000238,-0.3182209382243765
ACH-000242,-0.08847278189252998
ACH-000243,-0.3604608652457363
ACH-000244,-0.3175804418060838
ACH-000246,-0.1549711202350708
ACH-000248,-0.3438061966380805
ACH-000250,-0.16096495700443167
