,OLFML2B (25903)
ACH-000004,-0.2215708309315348
ACH-000005,0.21397375717416653
ACH-000007,-0.12267798565990765
ACH-000009,-0.21121269835549605
ACH-000011,-0.1507238213438983
ACH-000012,-0.1116451628715785
ACH-000013,-0.126981090964253
ACH-000014,-0.06123140384315785
ACH-000015,-0.04370814760436601
ACH-000017,-0.07957485939969637
ACH-000018,-0.1837047975849843
ACH-000019,-0.11174010727401627
ACH-000021,-0.12997833301590028
ACH-000022,-0.11795686649695356
ACH-000025,-0.0758370288958511
ACH-000028,-0.07083863727724148
ACH-000030,-0.09365603772442682
ACH-000035,-0.23241790036436444
ACH-000036,-0.21217182808703627
ACH-000037,-0.06178442006488431
ACH-000039,-0.35106166182829074
ACH-000040,-0.11103770574701767
ACH-000041,-0.31769544236906266
ACH-000042,-0.016962185043097662
ACH-000045,-0.030918821367950367
ACH-000047,-0.13602638835039468
ACH-000052,-0.031281338562370566
ACH-000053,-0.06494838573367494
ACH-000054,-0.011394399639465612
ACH-000055,-0.07611114746938244
ACH-000060,-0.14654743391256228
ACH-000067,4.875834889244958e-05
ACH-000070,-0.2746192439169519
ACH-000075,-0.3881862521141532
ACH-000078,0.007504758411351855
ACH-000082,-0.0971222386742868
ACH-000085,-0.032327224796707084
ACH-000086,-0.1494467530147385
ACH-000087,-0.15204341648717454
ACH-000092,-0.12647982368669522
ACH-000095,-0.09739157412650408
ACH-000097,-0.03272809028573012
ACH-000098,-0.08731679661339889
ACH-000099,-0.0518342722111565
ACH-000108,-0.1988967015920992
ACH-000113,-0.1542510743036511
ACH-000116,-0.10853496008824924
ACH-000118,-0.14319727530652665
ACH-000120,-0.05783330346375616
ACH-000123,-0.05343334659657145
ACH-000127,-0.0909612503960954
ACH-000128,-0.059245294356266284
ACH-000132,-0.08885280914447584
ACH-000133,-0.10549726620067357
ACH-000137,-0.10914817891053252
ACH-000138,-0.06496216249124942
ACH-000142,-0.20753037563764656
ACH-000143,0.02891454094204447
ACH-000146,0.006215784019909343
ACH-000148,-0.26166983006057576
ACH-000150,-0.00965270299004582
ACH-000152,0.02378871822241701
ACH-000153,-0.06284603006858777
ACH-000159,-0.11209229505386276
ACH-000160,-0.02058750702379869
ACH-000163,-0.197253506161624
ACH-000167,-0.0440123319190924
ACH-000168,0.030188755094625614
ACH-000169,-0.14584382347338845
ACH-000178,0.03947791665036884
ACH-000183,-0.12925512932465674
ACH-000188,-0.17115906282440702
ACH-000189,-0.2439278225230721
ACH-000190,-0.1393562725935196
ACH-000198,-0.14981390804004593
ACH-000203,0.4132429662574277
ACH-000204,-0.4254161849377031
ACH-000206,-0.17153628484202552
ACH-000207,0.009065912403178332
ACH-000208,-0.25000716375718657
ACH-000210,-0.19614676369732992
ACH-000211,-0.060111419956493425
ACH-000215,-0.11638442185478085
ACH-000221,-0.10374042849330582
ACH-000222,-0.11873025014071086
ACH-000223,-0.05434686933026661
ACH-000226,-0.09022327542910262
ACH-000227,-0.07663863454978391
ACH-000228,-0.1299136350490089
ACH-000231,-0.022169826329741685
ACH-000232,-0.1804194861820841
ACH-000233,-0.15896586952637204
ACH-000234,0.030593508348546117
ACH-000235,-0.17656535409026786
ACH-000237,-0.1393589109663361
ACH-000238,-0.10752848407663264
ACH-000242,-0.12736880760253838
ACH-000243,-0.0999485590653802
ACH-000244,-0.007916017124233938
ACH-000246,-0.07926033092696351
ACH-000248,-0.2358127943246788
ACH-000250,-0.1884694510116013
ACH-000251,-0.0554116802114414
ACH-000252,-0.12026051547434773
ACH-000253,-0.08163597810124049
ACH-000255,-0.11806823794698736
ACH-000256,-0.2588855425817947
ACH-000257,-0.19414869622983674
ACH-000258,-0.13855567865227486
ACH-000259,-0.15714622618663496
ACH-000260,0.032286443308896885
ACH-000261,-0.18319437668869046
ACH-000262,-0.07769675748725219
ACH-000263,0.0041903356089766685
ACH-000264,-0.13027804350615393
ACH-000265,-0.0028493435201365647
ACH-000266,-0.09999353107894868
ACH-000272,-0.151079409758043
ACH-000274,-0.004033779725751292
ACH-000277,-0.22681120058603485
ACH-000278,-0.05448162072989599
ACH-000279,-0.11502254650652115
ACH-000280,-0.08495422887885087
ACH-000281,-0.003950086310832561
ACH-000288,-0.18678901927024155
ACH-000291,-0.01169192152196441
ACH-000293,-0.10859145389467358
ACH-000294,-0.2218085866319704
ACH-000295,0.03862854197229333
ACH-000296,-0.2743504918125631
ACH-000302,-0.16149857412931945
ACH-000304,-0.13418968296612052
ACH-000307,-0.12861804810352506
ACH-000308,-0.10517747889830634
ACH-000310,-0.12416222301853368
ACH-000311,-0.214371198432502
ACH-000312,-0.13074378511665366
ACH-000315,0.040527392061748616
ACH-000316,-0.1099047010069793
ACH-000317,-0.0778937614895189
ACH-000318,-0.2563515747696675
ACH-000319,-0.2421723027302415
ACH-000320,-0.11792364889690578
ACH-000322,0.032226224926897466
ACH-000323,-0.10596756378944194
ACH-000324,-0.10764812838363262
ACH-000329,-0.15310817499688756
ACH-000330,-0.0485371452072754
ACH-000331,-0.12789483168695012
ACH-000332,-0.14417858596857278
ACH-000334,-0.040316099803507165
ACH-000335,-0.27695677077277353
ACH-000336,0.08783672052841973
ACH-000337,-0.052029198835246836
ACH-000338,0.1466095657743065
ACH-000339,-0.08455870115719451
ACH-000341,-0.1977737617614416
ACH-000348,-0.1529226451939064
ACH-000350,-0.31165853648920866
ACH-000352,-0.11093234170640948
ACH-000356,-0.33621879632420165
ACH-000361,-0.07299873608913238
ACH-000362,-0.2332502014294884
ACH-000363,-0.16563232024181154
ACH-000364,-0.06359230519154274
ACH-000365,-0.12488458869705235
ACH-000366,-0.2303934907485496
ACH-000368,-0.12179835896578055
ACH-000374,-0.17643942499293713
ACH-000375,-0.3561101715617373
ACH-000376,-0.06796959812893785
ACH-000381,-0.07484780012832297
ACH-000383,-0.12353370424613792
ACH-000387,-0.2462331527808159
ACH-000389,0.01759778032728641
ACH-000390,-0.34015629934087066
ACH-000393,-0.22881754189578904
ACH-000395,0.019481960305256084
ACH-000396,-0.04909746277634185
ACH-000397,-0.09301967919941212
ACH-000401,-0.2538356491299275
ACH-000402,-0.5023456710009586
ACH-000403,-0.15129631230314286
ACH-000404,-0.2374522881415318
ACH-000406,-0.10882659016690252
ACH-000407,-0.09333708383457144
ACH-000408,0.007787158610289255
ACH-000410,-0.1627859488688536
ACH-000411,-0.10779787899451886
ACH-000414,-0.029387622778924486
ACH-000415,-0.15991752598883746
ACH-000416,-0.12612820411776798
ACH-000420,0.029517117463234963
ACH-000421,-0.12010267082465655
ACH-000424,-0.2806394705811883
ACH-000425,-0.11137920483548573
ACH-000426,-0.2423929735562773
ACH-000427,0.007939435824130934
ACH-000433,-0.11389766954173584
ACH-000435,-0.08586159992381794
ACH-000436,-0.33625306001785493
ACH-000444,-0.2576672701643017
ACH-000445,-0.07824473652806611
ACH-000448,-0.13573779808179742
ACH-000450,-0.3070696845116126
ACH-000452,-0.1581846723763213
ACH-000454,-0.05738777403707593
ACH-000458,-0.11994438391535495
ACH-000459,-0.005118546183062585
ACH-000460,-0.05964846579567589
ACH-000461,-0.05003457308926309
ACH-000463,-0.3515454356461301
ACH-000464,-0.2040100319539316
ACH-000466,-0.10194043548644284
ACH-000467,-0.13248884819449053
ACH-000468,-0.08769976650256046
ACH-000469,-0.06776543121476644
ACH-000470,-0.16439906916130811
ACH-000471,-0.1015265475622783
ACH-000472,-0.09752085221278176
ACH-000473,-0.19884425963735305
ACH-000475,-0.13505476584294548
ACH-000476,-0.2556007614477219
ACH-000477,-0.19588509751807612
ACH-000479,-0.16466465700601507
ACH-000480,-0.0936590992960599
ACH-000481,-0.20286251092985927
ACH-000483,-0.04584351737078403
ACH-000484,-0.07904143786725512
ACH-000485,-0.1127131227646294
ACH-000486,-0.030041625406072713
ACH-000487,-0.0824590421243665
ACH-000488,-0.08192027367783364
ACH-000490,-0.1913746154977557
ACH-000491,-0.12302259210086774
ACH-000495,-0.3018508573921043
ACH-000496,-0.08623967449804024
ACH-000499,-0.16380342820096827
ACH-000500,-0.1847470673607185
ACH-000502,-0.16455525431052825
ACH-000503,-0.2882937574371009
ACH-000505,-0.20107487525413448
ACH-000507,-0.19013295866424768
ACH-000510,-0.25062540854579485
ACH-000511,-0.031913874257481385
ACH-000512,0.11549104016328485
ACH-000516,-0.08347480795736865
ACH-000517,-0.060204338404518075
ACH-000518,-0.2221113231347508
ACH-000520,-0.047440399520107424
ACH-000521,-0.06868185972623737
ACH-000522,-0.0983641760372779
ACH-000524,-0.0058463931222821714
ACH-000527,-0.0819557889523266
ACH-000528,-0.07144268714690755
ACH-000537,-0.0468021890427888
ACH-000541,-0.15375660202489844
ACH-000542,-0.1724485296878549
ACH-000544,-0.11061411445452593
ACH-000545,-0.2613865644175006
ACH-000547,-0.2961985068677137
ACH-000548,-0.248200904565566
ACH-000549,-0.16013743073101416
ACH-000550,-0.06985425044750257
ACH-000552,-0.1849933784498031
ACH-000556,-0.33667954535169
ACH-000557,-0.15444093836083422
ACH-000569,-0.10961206601724507
ACH-000570,-0.115867256585584
ACH-000571,-0.24941878619312746
ACH-000573,-0.06265156980625468
ACH-000576,-0.18050699909622706
ACH-000579,-0.09445598817469483
ACH-000580,-0.25382697262597986
ACH-000584,-0.16842033956518315
ACH-000585,-0.12075948780054008
ACH-000588,-0.16630191479438
ACH-000589,-0.1085575296536932
ACH-000591,-0.018637055075870757
ACH-000593,-0.17788472362736954
ACH-000600,-0.20169044776301007
ACH-000601,-0.12140751938774814
ACH-000605,-0.1845739212379938
ACH-000606,-0.1180144782187414
ACH-000608,-0.0772992064534343
ACH-000614,-0.17123251328070244
ACH-000616,-0.030997992216395345
ACH-000618,-0.054970187744439215
ACH-000619,-0.1377038375015741
ACH-000620,-0.11548076724965416
ACH-000621,-0.10043290301940497
ACH-000622,-0.08135647181029877
ACH-000623,-0.02766275520901071
ACH-000624,-0.07746572464411097
ACH-000627,-0.08383876676971337
ACH-000630,-0.0573796026786374
ACH-000631,-0.2451457003830144
ACH-000632,-0.04137644418172382
ACH-000633,-0.16501696260736576
ACH-000637,-0.12252478223440205
ACH-000638,-0.20163592067354294
ACH-000646,-0.14989552164744396
ACH-000647,-0.218315394915696
ACH-000648,-0.15674994116023475
ACH-000649,-0.014938362163196153
ACH-000651,-0.11641580722901775
ACH-000652,-0.057111075056323214
ACH-000653,-0.09322818732488708
ACH-000657,-0.10614973628220263
ACH-000658,-0.13539966250610572
ACH-000661,-0.1195345696682326
ACH-000662,0.1554065088392496
ACH-000663,-0.08086407939810074
ACH-000665,-0.06873801594248825
ACH-000671,-0.1220321360955948
ACH-000672,-0.13098592055810224
ACH-000673,-0.08632194780013469
ACH-000676,-0.1492760759183389
ACH-000677,-0.05067626534298884
ACH-000681,0.025020873840993656
ACH-000683,-0.35733385652675576
ACH-000684,-0.19873829059789985
ACH-000688,-0.17275418922518548
ACH-000693,-0.16871815680586974
ACH-000694,-0.06839503938273371
ACH-000695,-0.22828613988185575
ACH-000696,-0.0997792824065028
ACH-000697,-0.07471114928422029
ACH-000699,0.0026592630236949213
ACH-000701,-0.09525678410800442
ACH-000706,-0.1934209416218743
ACH-000711,-0.08616965137057632
ACH-000713,-0.18174219939236905
ACH-000714,-0.08193932939071231
ACH-000718,-0.10826133047300172
ACH-000720,0.007781223472425425
