,STK32C (282974)
ACH-000004,0.005742721888660429
ACH-000005,0.034746260993442295
ACH-000007,0.0116903638511097
ACH-000009,0.1098346317619662
ACH-000011,0.09796454458662213
ACH-000012,0.10131937594721033
ACH-000013,0.1278286043291999
ACH-000014,0.11724400147755812
ACH-000015,0.10999677264863783
ACH-000017,0.20172448233721185
ACH-000018,0.017848901964961594
ACH-000019,0.037566878559750674
ACH-000021,0.09631078217777253
ACH-000022,0.109127307615832
ACH-000025,0.14144713764056255
ACH-000028,0.18978600256679728
ACH-000030,0.10350990045303766
ACH-000035,0.12373436434286345
ACH-000036,0.0060224345853801394
ACH-000037,0.14229544613900127
ACH-000039,0.5442191627632073
ACH-000040,-0.0027375445189352127
ACH-000041,0.1031023053390116
ACH-000042,0.02858572158331828
ACH-000045,0.05881421283788366
ACH-000047,0.12893684293628874
ACH-000052,0.11223428879722493
ACH-000053,0.13110260113638594
ACH-000054,0.16660674623135238
ACH-000055,0.15131054443063113
ACH-000060,0.08387756622205267
ACH-000067,0.049489477604915164
ACH-000070,0.26873262207443765
ACH-000075,0.2441965661223481
ACH-000078,0.10507588620453716
ACH-000082,0.05171936833610826
ACH-000085,-0.09978918594063203
ACH-000086,0.10099446912111644
ACH-000087,0.06606832447982099
ACH-000092,0.09445403579894088
ACH-000095,0.19584172319939674
ACH-000097,0.04859400543033058
ACH-000098,0.07548891884818076
ACH-000099,0.14766131809163088
ACH-000108,0.06023509469233624
ACH-000113,0.11775117619250305
ACH-000116,0.09703025849013733
ACH-000118,-0.017584166198278798
ACH-000120,0.11173083469324456
ACH-000123,0.1822052805122265
ACH-000127,0.05078947001033729
ACH-000128,-0.046840012721286434
ACH-000132,0.10048638794336487
ACH-000133,-0.005696755791021516
ACH-000137,0.08811243718458517
ACH-000138,0.12741511320672122
ACH-000142,0.0727220940406006
ACH-000143,0.13313218271508193
ACH-000146,0.2116485060766206
ACH-000148,0.076338447903308
ACH-000150,0.0749060261299617
ACH-000152,0.1076661315650945
ACH-000153,0.26064030898041285
ACH-000159,0.10218193694224206
ACH-000160,0.02424597593040906
ACH-000163,0.057809229790303215
ACH-000167,-0.4413981881559774
ACH-000168,0.12336116302182824
ACH-000169,-0.008282069712202461
ACH-000178,0.17439708761986056
ACH-000183,0.12712915814974776
ACH-000188,0.05753584745718252
ACH-000189,-0.11708730359465895
ACH-000190,0.2873498199687789
ACH-000198,0.003653630505429497
ACH-000203,0.05051669654038976
ACH-000204,0.3124498143849397
ACH-000206,0.2331173524337649
ACH-000207,-0.039543437842945
ACH-000208,0.3690491859526365
ACH-000210,0.10509100505325243
ACH-000211,0.07492833224943526
ACH-000215,0.09096647748858472
ACH-000221,0.09921529804289436
ACH-000222,-0.2001461726939141
ACH-000223,0.10077380485416912
ACH-000226,0.15807290552920256
ACH-000227,0.04593789904865461
ACH-000228,-0.0177689675780104
ACH-000231,0.05857563829387565
ACH-000232,0.12635270903621393
ACH-000233,0.17836680710891056
ACH-000234,0.09849708575338363
ACH-000235,0.05802158832942349
ACH-000237,0.05948831403901444
ACH-000238,0.024063905222363544
ACH-000242,0.2240275622480936
ACH-000243,0.10856738676815496
ACH-000244,0.15748390792563696
ACH-000246,0.19622413050123452
ACH-000248,0.1759897295916544
ACH-000250,0.06957289409466241
ACH-000251,0.17968706525727882
ACH-000252,0.025028075152194733
ACH-000253,0.10160794951474453
ACH-000255,0.030392571847525595
ACH-000256,0.0383576504669504
ACH-000257,0.15903637434740767
ACH-000258,0.2320323615073881
ACH-000259,0.033120809602457016
ACH-000260,0.1980921430206792
ACH-000261,0.0933975869302691
ACH-000262,-0.19944651131890367
ACH-000263,0.2353706959838881
ACH-000264,0.10213859030448072
ACH-000265,0.18339970424081034
ACH-000266,0.05619524200523028
ACH-000272,0.14694450162198486
ACH-000274,0.09791170179692513
ACH-000277,-0.011225721843499344
ACH-000278,0.012591429506781913
ACH-000279,0.0640404887608055
ACH-000280,0.00777128221390821
ACH-000281,0.015266726085454888
ACH-000288,0.0008762358506643353
ACH-000291,0.1259010759350716
ACH-000293,0.10719155107144512
ACH-000294,0.11935058344866532
