,APAF1 (317)
ACH-000004,-0.09011490338618557
ACH-000005,0.09570865614101412
ACH-000007,-0.05159221571878926
ACH-000009,-0.114562983907812
ACH-000011,-0.045781266659146516
ACH-000012,0.04984981550247848
ACH-000013,-0.15130627634332158
ACH-000014,-0.11146858243902792
ACH-000015,0.006456315161194456
ACH-000017,-0.1230082525732204
ACH-000018,-0.04486732465843729
ACH-000019,0.0508570125203674
ACH-000021,-0.13694001766084632
ACH-000022,-0.1077300618164632
ACH-000025,-0.1438176843931414
ACH-000028,-0.035486485349533456
ACH-000030,0.004889090002211253
ACH-000035,-0.06462592816461755
ACH-000036,-0.013282279031567763
ACH-000037,0.00932162436812935
ACH-000039,0.32197072546506705
ACH-000040,-0.2142931049084426
ACH-000041,-0.29953810317389296
ACH-000042,-0.1467029817975729
ACH-000045,0.012923167388286605
ACH-000047,-0.05066689867658508
ACH-000052,0.05657761816769698
ACH-000053,-0.1363794773250596
ACH-000054,-0.013562538547550441
ACH-000055,-0.20362834484073192
ACH-000060,-0.042758410426315965
ACH-000067,-0.03946948199194336
ACH-000070,-0.036692954677225983
ACH-000075,0.059838149786889214
ACH-000078,0.07862073758390059
ACH-000082,-0.07524654735812596
ACH-000085,-0.024161830917609373
ACH-000086,-0.09088519252529444
ACH-000087,-0.39925489208396464
ACH-000092,-0.002129268350279939
ACH-000095,-0.03094044726482958
ACH-000097,-0.050260332257919024
ACH-000098,-0.054114209528430164
ACH-000099,0.09744927458160303
ACH-000108,-0.021319450367640075
ACH-000113,-0.07648175393667941
ACH-000116,0.06945689599404234
ACH-000118,-0.03754425726437794
ACH-000120,-0.04901983902436047
ACH-000123,-0.16131186403025702
ACH-000127,-0.022510681551747257
ACH-000128,-0.017615404945796647
ACH-000132,-0.003624031131593475
ACH-000133,-0.007495687972988661
ACH-000137,-0.1373990693283612
ACH-000138,-0.008479770985025559
ACH-000142,-0.0666994709922841
ACH-000143,0.1132997242407906
ACH-000146,-0.18076718821682092
ACH-000148,-0.04395277788963146
ACH-000150,0.04122557052600093
ACH-000152,-0.199725809109758
ACH-000153,0.030641491497841174
ACH-000159,-0.11100848583645323
ACH-000160,0.009182606532420586
ACH-000163,-0.15746122395258694
ACH-000167,-0.11201898872981572
ACH-000168,0.2224440721496724
ACH-000169,-0.1356313971596105
ACH-000178,-0.08798194482247983
ACH-000183,-0.2010081218557804
ACH-000188,-0.0562969053708613
ACH-000189,-0.0780987162469059
ACH-000190,-0.1923049402423497
ACH-000198,-0.07376874459960052
ACH-000203,-0.15471327640035595
ACH-000204,-0.2074150493167624
ACH-000206,-0.13946908436424008
ACH-000207,0.06029915444025374
ACH-000208,0.10849021173783048
ACH-000210,-0.2070050014548975
ACH-000211,-0.13413264292220414
ACH-000215,-0.06553122130712348
ACH-000221,-0.059179254888775124
ACH-000222,-0.038468687726254336
ACH-000223,-0.013499336138506594
ACH-000226,0.04607880171426085
ACH-000227,-0.054619899635274326
ACH-000228,-0.0984588020079972
ACH-000231,-0.029083674760722968
ACH-000232,-0.08444803303684216
ACH-000233,0.030022537522245568
ACH-000234,-0.17450353752602674
ACH-000235,-0.13091697428798524
ACH-000237,-0.10690586074822583
ACH-000238,-0.051352030215478336
ACH-000242,-0.11169485388255934
ACH-000243,-0.05348106084655852
ACH-000244,0.000565869221710831
ACH-000246,-0.054521284989278884
ACH-000248,-0.1669887866213506
ACH-000250,-0.06879183867597667
ACH-000251,-0.13299435456006914
ACH-000252,-0.12466907358917445
ACH-000253,-0.0016053899935090045
ACH-000255,0.07373442205594033
ACH-000256,-0.031293478854551464
ACH-000257,0.22542156810948566
ACH-000258,0.15371877701493286
ACH-000259,0.033480881449323506
ACH-000260,0.05053296448602348
ACH-000261,-0.052654557832267565
ACH-000262,-0.07539897954636214
ACH-000263,-0.28331757793895623
ACH-000264,-0.007895446283696208
ACH-000265,-0.037818410463526735
ACH-000266,-0.01797885337707467
ACH-000272,0.03547844616996428
