,TPST2 (8459)
ACH-000004,0.0036306437788544174
ACH-000005,-0.15228380602252442
ACH-000007,0.0018334977804196253
ACH-000009,0.021654090567619886
ACH-000011,0.030421376539370482
ACH-000012,-0.05169248263913705
ACH-000013,0.022883330534741564
ACH-000014,-0.07490687172370099
ACH-000015,-0.08067151747053625
ACH-000017,-0.08584322027918967
ACH-000018,0.06578914699669061
ACH-000019,0.12801392602320033
ACH-000021,-0.012969316354901646
ACH-000022,-0.18303271908656374
ACH-000025,-0.11005893452442858
ACH-000028,-0.1594027575750271
ACH-000030,-0.057245555455853386
ACH-000035,-0.17554186727162316
ACH-000036,-0.02099386138274681
ACH-000037,-0.10188654041750196
ACH-000039,0.0006753464891430343
ACH-000040,-0.046050764126402764
ACH-000041,-0.22730459375319226
ACH-000042,-0.34192915802450874
ACH-000045,0.1398002621629645
ACH-000047,-0.011122491290170051
ACH-000052,0.09801284422921676
ACH-000053,-0.0489358050340163
ACH-000054,-0.0491615393390873
ACH-000055,0.15390439957621002
ACH-000060,-0.05066405486070785
ACH-000067,-0.03240232023805445
ACH-000070,0.13521230635095335
ACH-000075,-0.039000383773909485
ACH-000078,-0.0945509633527939
ACH-000082,0.012225284075238235
ACH-000085,-0.16076204852933124
ACH-000086,0.14088417190286634
ACH-000087,-0.022900862666667892
ACH-000092,-0.01046238943043982
ACH-000095,-0.06748135534324746
ACH-000097,-0.09861372227839543
ACH-000098,-0.05465713871652327
ACH-000099,-0.0914980020682907
ACH-000108,0.033818342619511305
ACH-000113,0.018884237350979896
ACH-000116,0.020689398349825344
ACH-000118,-0.08921468295243119
ACH-000120,-0.19501103598967456
ACH-000123,-0.023091625406627552
ACH-000127,0.10064301028931734
ACH-000128,0.04318232059215248
ACH-000132,0.023026954779724787
ACH-000133,0.019432133141971897
ACH-000137,-0.06263767644876057
ACH-000138,0.1448291994754252
ACH-000142,-0.03707881526302328
ACH-000143,0.03257577746850135
ACH-000146,-0.07080652227708881
ACH-000148,0.06306845129762116
ACH-000150,0.04509856409564776
ACH-000152,-0.008743961217885902
ACH-000153,0.15531515413597666
ACH-000159,0.11986204133526362
ACH-000160,-0.08445360792263079
ACH-000163,0.07944213238467282
ACH-000167,0.22448780422584128
ACH-000168,0.044675363007820934
ACH-000169,-0.03880507566295373
ACH-000178,-0.0306837936245826
ACH-000183,-0.0600409516697185
ACH-000188,-0.03282915973590871
ACH-000189,-0.13655782837449845
ACH-000190,-0.056314733131262715
ACH-000198,0.0649852595257651
ACH-000203,-0.16659798600908246
ACH-000204,-0.049402363774411366
ACH-000206,0.00048427900914133147
ACH-000207,-0.09717305614163796
ACH-000208,0.013592175709843212
ACH-000210,-0.3470731340713068
ACH-000211,-0.05904180580451403
ACH-000215,0.034383547848919734
ACH-000221,-0.0648704689452529
ACH-000222,-0.036090028326869895
ACH-000223,0.03146493270441278
ACH-000226,0.06222423637589325
ACH-000227,-0.0863646828146296
ACH-000228,-0.10500788963433068
ACH-000231,-0.07326011044051453
ACH-000232,-0.050836533879639434
ACH-000233,0.009907739495720972
ACH-000234,0.08714238456458265
ACH-000235,0.006596031285676913
ACH-000237,0.04036561610158877
ACH-000238,0.0582829377236829
ACH-000242,-0.0945309017759108
ACH-000243,-0.03948147840458442
ACH-000244,0.08342956353035935
ACH-000246,0.041563355898536616
ACH-000248,0.020770535117558508
ACH-000250,0.11108282609771117
ACH-000251,0.02322932519837762
ACH-000252,-0.06101610333833495
ACH-000253,-0.01927191850063115
ACH-000255,-0.03343895087304617
ACH-000256,-0.13301303416852092
ACH-000257,0.15079715006681896
ACH-000258,0.0687129963424368
ACH-000259,0.062487134691636935
ACH-000260,-0.045702929834096635
ACH-000261,-0.04344974573852493
ACH-000262,0.024204401916918708
ACH-000263,-0.01699048175383504
ACH-000264,-0.07998490217821763
ACH-000265,-0.17575104976233905
ACH-000266,0.001118847542858681
ACH-000272,-0.009601787319608195
ACH-000274,-0.03124689468411133
ACH-000277,-0.011347487334605742
ACH-000278,-0.04834354204059633
ACH-000279,-0.07306952156611685
ACH-000280,-0.0605898621911271
ACH-000281,0.15627304310659645
ACH-000288,0.010738837004210643
ACH-000291,-0.28177546799258
ACH-000293,-0.16046041223639068
ACH-000294,-0.026738216730559792
ACH-000295,0.07257754651424687
ACH-000296,0.06307013930564853
ACH-000302,-0.0936841413341856
ACH-000304,-0.0023687046989528944
ACH-000307,-0.05452367594103742
ACH-000308,-0.0344063078813273
ACH-000310,0.06299141306814239
ACH-000311,-0.002320070390073797
ACH-000312,-0.11378245428351468
ACH-000315,0.06958599239636856
ACH-000316,0.02108412493229393
ACH-000317,0.041307124848090994
ACH-000318,0.028341756383375907
ACH-000319,-0.06136873610770805
ACH-000320,-0.022299830352488198
ACH-000322,-0.13298215530237606
ACH-000323,-0.17120518763954126
ACH-000324,-0.018360973925269367
ACH-000329,0.10118752993721324
ACH-000330,-0.01611129168220865
ACH-000331,0.11004292844204436
ACH-000332,-0.03669223133160447
ACH-000334,0.04669078063358207
ACH-000335,0.036680392057757465
ACH-000336,0.1211242828924989
ACH-000337,-0.3302688923160457
ACH-000338,-0.30861498184925684
ACH-000339,-0.005067712379987872
ACH-000341,0.1833145422922877
ACH-000348,-0.09228242087074028
ACH-000350,0.010367999232380371
ACH-000352,-0.12430156535465801
ACH-000356,-0.0767113773343119
ACH-000361,0.06816894199773894
ACH-000362,-0.006654405177974714
ACH-000363,-0.03187710549299329
ACH-000364,-0.10098850045377987
ACH-000365,-0.05592734312532123
ACH-000366,-0.06368069427073156
ACH-000368,-0.14460483699227553
ACH-000374,0.11349326216389842
ACH-000375,0.02486233300781829
ACH-000376,-0.2086516679529884
ACH-000381,-0.1141533786758069
ACH-000383,-0.023351081409942118
ACH-000387,0.0018750004472407773
ACH-000389,0.037915617949408266
ACH-000390,-0.019864337771722567
ACH-000393,-0.14186767347259208
ACH-000395,0.0025122833820488497
ACH-000396,0.0739220891190105
ACH-000397,-0.10227353865018284
ACH-000401,-0.023390784946538918
ACH-000402,-0.06825404159546722
