,ZNF354C (30832)
ACH-000004,0.20650515358610771
ACH-000005,0.045881728372156684
ACH-000007,-0.10342298329870857
ACH-000009,-0.004664978767943463
ACH-000011,0.021942861649087486
ACH-000012,0.1032323447021163
ACH-000013,0.01123348315971224
ACH-000014,0.18737221464527626
ACH-000015,0.013962415587629777
ACH-000017,0.046415569695333725
ACH-000018,0.14512998759531012
ACH-000019,0.20895715952860053
ACH-000021,0.010436044576378705
ACH-000022,0.09382908240583426
ACH-000025,0.10115035795146778
ACH-000028,0.0363441363218435
ACH-000030,0.11154919845141996
ACH-000035,-0.02084111486151237
ACH-000036,0.06326339208886726
ACH-000037,-0.08673198325038045
ACH-000039,0.0005542442592364592
ACH-000040,0.22155817212747747
ACH-000041,0.2268459947945691
ACH-000042,0.08946005016615315
ACH-000045,0.09417954535106993
ACH-000047,0.04121573290165927
ACH-000052,-0.011621524607877708
ACH-000053,0.19809278993878196
ACH-000054,0.14894197782288754
ACH-000055,-0.25924393831646914
ACH-000060,0.044804525697123836
ACH-000067,0.1359127172417622
ACH-000070,-0.08576988287854438
ACH-000075,-0.12045692441876517
ACH-000078,0.12017123338521014
ACH-000082,-0.004728780031023656
ACH-000085,0.11522680471104793
ACH-000086,0.05536766089481214
ACH-000087,0.16460708770254334
ACH-000092,0.09499596227517383
ACH-000095,-0.02935559123602898
ACH-000097,0.12570432781913995
ACH-000098,0.04683759644160857
ACH-000099,0.08325796086941642
ACH-000108,0.0807267755696316
ACH-000113,0.07060168836250978
ACH-000116,0.1669273349825223
ACH-000118,0.14145620824480135
ACH-000120,0.17952177628274216
ACH-000123,0.11908265256228345
ACH-000127,0.04752674545627199
ACH-000128,0.08252082217626096
ACH-000132,0.09901911101802033
ACH-000133,-0.011062943028133444
ACH-000137,-0.014077849006732382
ACH-000138,0.06761670065196106
ACH-000142,0.07196871315412105
ACH-000143,0.07492236990368363
ACH-000146,0.06529612496780618
ACH-000148,0.0740155527598192
ACH-000150,0.06741749263721297
ACH-000152,0.09232867498554054
ACH-000153,-0.16917461571740344
ACH-000159,0.11169710968388953
ACH-000160,-0.0064863171855293845
ACH-000163,0.06491460982608681
ACH-000167,-0.1838583599486552
ACH-000168,0.10229822241554712
ACH-000169,0.04334646414450458
ACH-000178,0.08738117215011627
ACH-000183,0.03299315208401729
ACH-000188,0.19155291139946354
ACH-000189,0.15256752828076714
ACH-000190,0.08143696448456665
ACH-000198,0.1401102628302194
ACH-000203,0.6031476658705498
ACH-000204,-0.28569510223744266
ACH-000206,0.2061010445731751
ACH-000207,0.1125625450860993
ACH-000208,-0.001938988730449802
ACH-000210,0.07254823330368143
ACH-000211,0.11088794566289577
ACH-000215,0.2020240288038925
ACH-000221,0.1198872570796174
ACH-000222,0.2351174336399496
ACH-000223,0.01493867127090458
ACH-000226,0.07643147138607573
ACH-000227,-0.13334944535574886
ACH-000228,0.0869848979728157
ACH-000231,0.1530728097361451
ACH-000232,-0.10581487250806106
ACH-000233,0.08410616626971469
ACH-000234,0.05142516659687473
ACH-000235,0.13894675546483706
ACH-000237,0.0679428786823214
ACH-000238,0.20823209278405927
ACH-000242,0.06343311861990138
ACH-000243,0.050105598167033416
ACH-000244,-0.03180228536411588
ACH-000246,-0.014873408205552613
ACH-000248,-0.16971594366600065
ACH-000250,0.0023976242779740037
ACH-000251,0.057147055228328573
ACH-000252,-0.06320734433485006
ACH-000253,0.1004404883941062
ACH-000255,0.18475971467670704
ACH-000256,0.05511741586261412
ACH-000257,-0.08939379627902115
ACH-000258,0.12148194495393368
ACH-000259,0.10232182034128698
ACH-000260,0.06592845273446947
ACH-000261,0.07908067980863573
ACH-000262,-0.056370051251635724
ACH-000263,0.14780313724342892
ACH-000264,0.14518354162747527
ACH-000265,0.030492824985140558
ACH-000266,0.09831477251020848
ACH-000272,-0.0017619426686334113
ACH-000274,0.10794496924556256
ACH-000277,0.05271786570227052
ACH-000278,0.2848351592809765
ACH-000279,0.06191971558933914
ACH-000280,0.18890247683918085
ACH-000281,0.09888936319794224
ACH-000288,0.0612971416543617
ACH-000291,0.09050897856977053
ACH-000293,0.015191493976057447
ACH-000294,-0.014141070501878924
ACH-000295,-0.21786399570240772
ACH-000296,0.10608827122949784
ACH-000302,0.1540318326925452
ACH-000304,0.11989175303283252
ACH-000307,0.10148898226764552
ACH-000308,0.11925765813738586
ACH-000310,0.04940139855589585
ACH-000311,0.25956138460587785
ACH-000312,0.1444969213024664
ACH-000315,0.09010778086239307
ACH-000316,0.20593946723215034
ACH-000317,-0.005968770485430956
ACH-000318,0.07544061877576927
ACH-000319,0.01188886913781088
ACH-000320,0.1783928686785812
ACH-000322,0.024753964051994384
ACH-000323,0.14827546731837085
ACH-000324,0.0018417399399025718
ACH-000329,-0.012230026784935736
ACH-000330,-0.0035288936704017467
ACH-000331,-0.007492058664404996
ACH-000332,0.0599213864840884
ACH-000334,-0.03674362683181162
ACH-000335,0.3523040143791165
ACH-000336,0.039590731707036975
ACH-000337,0.018730593516870096
ACH-000338,-0.1884640030491944
ACH-000339,0.12984184395029472
ACH-000341,0.276339396428773
ACH-000348,0.18591455216445896
ACH-000350,0.02388746984069757
ACH-000352,0.035175175767753426
ACH-000356,0.08587107372955882
ACH-000361,-0.0322901417211449
ACH-000362,0.0027046545645072685
ACH-000363,0.11397125676546635
ACH-000364,-0.06617649304053139
ACH-000365,0.08919205008262222
ACH-000366,0.10280936755913443
ACH-000368,0.0892761382009885
ACH-000374,-0.0037875816467306572
ACH-000375,0.08013684661667292
ACH-000376,0.15140705739495114
ACH-000381,0.09361842647203916
ACH-000383,0.18452315374161526
ACH-000387,0.015784302771743655
ACH-000389,0.35397752668631205
ACH-000390,0.07048556938147654
ACH-000393,0.17528653276706718
ACH-000395,0.0681743135132542
ACH-000396,0.06124960385527471
ACH-000397,-2.2445537636146665e-05
ACH-000401,0.08839781669149617
ACH-000402,0.4715328304802973
ACH-000403,0.14442358193340174
ACH-000404,0.20957971248003227
ACH-000406,0.1390602675158275
ACH-000407,0.1311400628386797
ACH-000408,0.20628532667626126
ACH-000410,0.3115622273833961
ACH-000411,-0.09247481358850453
ACH-000414,0.010582514445879062
ACH-000415,0.1461047431846326
ACH-000416,0.02895718301728033
ACH-000420,0.003088545750546463
ACH-000421,0.034458666125214525
ACH-000424,0.013706415754855792
ACH-000425,0.01980311065797851
ACH-000426,0.03485850552417959
ACH-000427,0.013408660527654036
ACH-000433,0.17520087520325847
ACH-000435,-0.040591864731697416
ACH-000436,0.016693940295397176
ACH-000444,-0.041758206336347865
ACH-000445,-0.09070565781203492
ACH-000448,0.1403228394470645
ACH-000450,0.02637236492280889
ACH-000452,-0.0035989055185473673
ACH-000454,0.001968905815444468
ACH-000458,0.12240638648847135
ACH-000459,0.07956615509638472
ACH-000460,0.01904485773455009
ACH-000461,0.06758085544278294
ACH-000463,0.00639580600780407
ACH-000464,0.32372776693192873
ACH-000466,0.02200747160180509
ACH-000467,0.14493773081575875
ACH-000468,0.10333418317242593
ACH-000469,0.21823027197049225
ACH-000470,-0.09316101159181288
ACH-000471,-0.06500738781840465
ACH-000472,0.1427747960164009
ACH-000473,0.17496813079229895
ACH-000475,0.11561772305575825
ACH-000476,0.014513817050879547
ACH-000477,0.05547534454043464
ACH-000479,0.3090153359066911
ACH-000480,0.10589583841373168
ACH-000481,0.12391273410221225
ACH-000483,-0.2834946129528225
ACH-000484,0.1967169292382605
