,TBCEL (219899)
ACH-000004,0.18896752527008392
ACH-000005,0.006600769188405651
ACH-000007,0.04637131726905625
ACH-000009,0.03915359293466533
ACH-000011,0.010132934631769373
ACH-000012,0.00888413704373677
ACH-000013,-0.005578245955257371
ACH-000014,-0.030749343113683717
ACH-000015,0.12626302104681586
ACH-000017,0.11050735263135927
ACH-000018,-0.08390387341216361
ACH-000019,-0.10467762331687806
ACH-000021,0.11300221377856574
ACH-000022,-0.011669733506992994
ACH-000025,0.17696480240922444
ACH-000028,0.0187026425803001
ACH-000030,-0.01569444038078384
ACH-000035,0.052893963501058634
ACH-000036,0.060447985917119626
ACH-000037,0.08967706635044705
ACH-000039,0.12759394905518218
ACH-000040,0.034508526420118715
ACH-000041,-0.07669603738140386
ACH-000042,0.13416887650812648
ACH-000045,0.056899780601575
ACH-000047,-0.10301688674577668
ACH-000052,-0.03312228140975849
ACH-000053,-0.012569263096157876
ACH-000054,-0.09140928139772307
ACH-000055,0.038814533406908366
ACH-000060,0.08875152547268036
ACH-000067,0.1182923474286134
ACH-000070,0.018840677641200662
ACH-000075,0.15097306974522434
ACH-000078,-0.04917084976342713
ACH-000082,0.07431113092097849
ACH-000085,-0.03444456293336203
ACH-000086,0.0009806947479940116
ACH-000087,-0.08208449690328967
ACH-000092,0.1853878322530769
ACH-000095,0.022083914273083555
ACH-000097,-0.04020206779476841
ACH-000098,0.03307521860229015
ACH-000099,-0.10964855654879388
ACH-000108,0.02316920541079592
ACH-000113,-0.1390284472902366
ACH-000116,-0.012290794787226082
ACH-000118,0.057483707196473735
ACH-000120,-0.011759936642982628
ACH-000123,-0.033047588040915184
ACH-000127,-0.02020513033703179
ACH-000128,-0.1621213757679553
ACH-000132,-0.008822210135743561
ACH-000133,0.0434091923950176
ACH-000137,-0.017371529045521313
ACH-000138,-0.11132619938467717
ACH-000142,0.0071997230630733156
ACH-000143,-0.06017111568977999
ACH-000146,0.09347078820676384
ACH-000148,0.05742317539215139
ACH-000150,0.07995715019263497
ACH-000152,0.041566586894253056
ACH-000153,0.07200528374814956
ACH-000159,-0.018313728858871812
ACH-000160,0.00959954320035973
ACH-000163,0.14577074412726768
ACH-000167,0.062384065227952035
ACH-000168,0.07975969942890537
ACH-000169,0.015310633978313353
ACH-000178,0.0170263703035214
ACH-000183,0.07198135049755627
ACH-000188,-0.06868105939827812
ACH-000189,-0.2113497453485776
ACH-000190,-0.2550266544466415
ACH-000198,0.052541016677938514
ACH-000203,-0.3310314414283721
ACH-000204,-0.038251717987616965
ACH-000206,0.21559128250797208
ACH-000207,-0.0927790188306747
ACH-000208,0.1782583096828459
ACH-000210,-0.06097253954240564
ACH-000211,0.16479306644300518
ACH-000215,0.04078958272117271
ACH-000221,0.22875749526756325
ACH-000222,0.04855327146120928
ACH-000223,0.040196870708360984
ACH-000226,0.039507619599842295
ACH-000227,0.10875224812676168
ACH-000228,0.09427844067040472
ACH-000231,0.0037597980092668078
ACH-000232,-0.0324699734938205
ACH-000233,0.08922657965354304
ACH-000234,0.11320339890970793
ACH-000235,-0.030050505444477783
ACH-000237,0.016529248048866848
ACH-000238,-0.043499753247240376
ACH-000242,-0.13539408429510155
ACH-000243,0.025507467819079036
ACH-000244,0.13760058723798224
ACH-000246,0.09394796171986024
ACH-000248,0.1256569642880188
ACH-000250,0.10222341907707537
ACH-000251,-0.13454069620961953
ACH-000252,-0.11228873636070234
ACH-000253,-0.04341830317403175
ACH-000255,0.1571343593296498
ACH-000256,0.2085699599438416
ACH-000257,-0.12996892189662101
ACH-000258,0.07406296681226945
ACH-000259,-0.008618490585235753
ACH-000260,-0.01867764394681562
ACH-000261,0.07346068580174972
ACH-000262,0.006560970117288162
ACH-000263,0.2317254883511443
ACH-000264,-0.04091087856907954
ACH-000265,0.12499543262520582
ACH-000266,0.04952847957800165
ACH-000272,0.06891556357165125
ACH-000274,-0.0028329386963883017
ACH-000277,0.08684599072271268
ACH-000278,-0.009137325658329993
ACH-000279,-0.0474564466231968
ACH-000280,-0.1534610625571758
ACH-000281,0.027673720124391968
ACH-000288,-0.03289847140806533
ACH-000291,0.15352436715461465
ACH-000293,-0.013042041790801416
ACH-000294,-0.11631352479486347
ACH-000295,-0.3383003832982661
ACH-000296,0.10993969331777123
ACH-000302,0.03198608567634581
ACH-000304,0.06773667727763821
ACH-000307,0.03320806224736605
ACH-000308,-0.0014137360002533519
ACH-000310,-0.16562919673411572
ACH-000311,0.1345765798547519
ACH-000312,0.012507486913190376
ACH-000315,0.12500261945915364
ACH-000316,-0.055174704324758864
ACH-000317,-0.09335251715656552
