,KIF5A (3798)
ACH-000004,0.009649509228568231
ACH-000005,-0.17694118597795594
ACH-000007,-0.0009463761578589992
ACH-000009,-0.1332998476732651
ACH-000011,0.003215895220446115
ACH-000012,-0.14548123977943225
ACH-000013,-0.14204582638142355
ACH-000014,-0.08416723192216544
ACH-000015,-0.20017136067836386
ACH-000017,-0.06686145814544972
ACH-000018,-0.057581034882259276
ACH-000019,-0.007128349730338608
ACH-000021,-0.1690254191167814
ACH-000022,-0.029670341486914012
ACH-000025,-0.2706228530770217
ACH-000028,-0.040751504555269394
ACH-000030,-0.10426926430530667
ACH-000035,-0.21408791352332268
ACH-000036,0.02650471575620621
ACH-000037,-0.4591655032647911
ACH-000039,-0.14146506275888415
ACH-000040,-0.11031142741275962
ACH-000041,-0.22878225437347505
ACH-000042,-0.16220733307204946
ACH-000045,-0.06507990463521812
ACH-000047,-0.13375147323779465
ACH-000052,-0.11623521763618545
ACH-000053,0.0033471452990508146
ACH-000054,-0.08887402724016143
ACH-000055,-0.13567431704700186
ACH-000060,-0.02339524272224547
ACH-000067,-0.1604717816841971
ACH-000070,-0.1791767563108441
ACH-000075,-0.04506341943623264
ACH-000078,0.018847228176455542
ACH-000082,-0.2764924073165365
ACH-000085,-0.1919448846372078
ACH-000086,-0.2394571710005727
ACH-000087,-0.005824015520628503
ACH-000092,-0.10550948266821496
ACH-000095,-0.0254247951907222
ACH-000097,-0.1030692157580404
ACH-000098,0.036443412789354125
ACH-000099,-0.10557824535799412
ACH-000108,0.032068535394768734
ACH-000113,-0.07359721047278196
ACH-000116,-0.019092488570194997
ACH-000118,-0.12515939640453133
ACH-000120,0.13595317369218018
ACH-000123,-0.1088709335297464
ACH-000127,-0.14607414973582536
ACH-000128,-0.16068564960168116
ACH-000132,0.06366468134552598
ACH-000133,-0.2579083150414872
ACH-000137,-0.011133578314741831
ACH-000138,-0.2366350929212565
ACH-000142,0.002357274789494935
ACH-000143,-0.07398600392760224
ACH-000146,-0.08172818011476153
ACH-000148,-0.20039056653758372
ACH-000150,-0.3144967293418095
ACH-000152,-0.1709825444230705
ACH-000153,-0.2315940559292961
ACH-000159,-0.04577736060921987
ACH-000160,-0.2130489502903252
ACH-000163,-0.11511802306021175
ACH-000167,-0.2722957590746502
ACH-000168,0.14265076744410088
ACH-000169,-0.13276677842959805
ACH-000178,-0.04098088641082687
ACH-000183,-0.13290286021121914
ACH-000188,-0.05694857292409958
ACH-000189,-0.06492588130445827
ACH-000190,-0.07955818399757636
ACH-000198,-0.1275640132923855
ACH-000203,-0.3639665018202544
ACH-000204,-0.10159433296036226
ACH-000206,0.12038309546179925
ACH-000207,-0.23943740626166504
ACH-000208,-0.2144264968142316
ACH-000210,0.11266281687104072
ACH-000211,-0.11046535695437916
ACH-000215,-0.095091533080873
ACH-000221,-0.2529556740224149
ACH-000222,-0.14558025946643804
ACH-000223,-0.05811133436565032
ACH-000226,-0.01805724774266437
ACH-000227,-0.04374832521200524
ACH-000228,-0.019587840237018192
ACH-000231,-0.05639013076450744
ACH-000232,-0.06774724601401898
ACH-000233,-0.04342621873557702
ACH-000234,-0.3122920548497005
ACH-000235,-0.12409233525338025
ACH-000237,-0.05612877469787955
ACH-000238,-0.09800306621613884
ACH-000242,-0.4814552401129618
ACH-000243,-0.04527870910409711
ACH-000244,-0.020553163383146653
ACH-000246,-0.15338644261215642
ACH-000248,-0.1194897193356868
ACH-000250,-0.018562114213853526
ACH-000251,-0.07305791415399272
ACH-000252,-0.16192728035356602
ACH-000253,-0.048263831062956314
ACH-000255,0.02554836341017281
ACH-000256,-0.13321122223630014
ACH-000257,0.051473946322478766
ACH-000258,-0.07125924044438184
ACH-000259,-0.18021735499569724
ACH-000260,-0.06605738492753824
ACH-000261,-0.1397537296699747
ACH-000262,-0.047842918042041334
ACH-000263,0.020044914578795456
ACH-000264,-0.012541589945101315
ACH-000265,-0.05803746818648022
ACH-000266,-0.07847744048943413
ACH-000272,0.027989757104455785
ACH-000274,-0.0864491952482245
ACH-000277,-0.17813446896111162
ACH-000278,-0.19179864725376788
ACH-000279,-0.15997495182220473
ACH-000280,-0.16151083449576442
ACH-000281,-0.2380555163671668
