,MPRIP (23164)
ACH-000004,-0.024334607047724287
ACH-000005,0.14760272251722845
ACH-000007,-0.21953029306611554
ACH-000009,-0.4486923618507714
ACH-000011,0.10805639075859784
ACH-000012,-0.17365141406601434
ACH-000013,-0.09526862374254184
ACH-000014,0.0048088167705731474
ACH-000015,-0.2684183290289222
ACH-000017,-0.01942945933734317
ACH-000018,0.07958396513443082
ACH-000019,0.10155629185069563
ACH-000021,0.013011128421652371
ACH-000022,-0.2764102537418134
ACH-000025,-0.1162704153751292
ACH-000028,0.012977752085898114
ACH-000030,-0.05955876986655586
ACH-000035,-0.03781194157497299
ACH-000036,-0.20221300540830667
ACH-000037,-0.09059814570284078
ACH-000039,-0.09919044850650943
ACH-000040,-0.041788822179126266
ACH-000041,-0.07224894562849563
ACH-000042,-0.35741991592505623
ACH-000045,0.009008825247065123
ACH-000047,-0.34289100726328914
ACH-000052,-0.3808189395527024
ACH-000053,0.031078777706812232
ACH-000054,-0.16307336302259495
ACH-000055,0.04394024442210273
ACH-000060,-0.18508469295376576
ACH-000067,-0.2621710121620319
ACH-000070,-0.2557968050553055
ACH-000075,-0.21169679907652592
ACH-000078,0.2311464201430971
ACH-000082,-0.06452887491572375
ACH-000085,-0.18268075750427606
ACH-000086,0.11112974980817968
ACH-000087,-0.0983703585680847
ACH-000092,0.040909499416701064
ACH-000095,-0.0648121264750742
ACH-000097,-0.0913115697956506
ACH-000098,-0.10361747273621102
ACH-000099,0.13467267908958958
ACH-000108,-0.3486387816183996
ACH-000113,0.17441376225383173
ACH-000116,0.06175693955540972
ACH-000118,-0.010085500174627945
ACH-000120,-0.19239911093691345
ACH-000123,-0.03707012639106117
ACH-000127,-0.14592675176483053
ACH-000128,-0.08470886374778053
ACH-000132,-0.3854866171388188
ACH-000133,0.09401930218408697
ACH-000137,0.07716398585349961
ACH-000138,-0.0006097122983329551
ACH-000142,-0.15857248248481615
ACH-000143,-0.37527397608034896
ACH-000146,0.023896680536527836
ACH-000148,-0.0684549500108931
ACH-000150,-0.252265318083942
ACH-000152,-0.2032269489793992
ACH-000153,0.05616020592696435
ACH-000159,-0.05921089871271205
ACH-000160,0.041872647174305166
ACH-000163,-0.02406594610941433
ACH-000167,-0.17677654149039468
ACH-000168,0.09616498348324254
ACH-000169,0.01617743981913447
ACH-000178,-0.2505877267009689
ACH-000183,0.01393767526491405
ACH-000188,-0.3110648666040549
ACH-000189,-0.2481745328022999
ACH-000190,0.02228293653469242
ACH-000198,0.16268879338937756
ACH-000203,-0.005969181881995925
