,ADPRH (141)
ACH-000335,-0.19455534797435756
ACH-000336,-0.2137267494344576
ACH-000337,-0.12286935977779773
ACH-000338,-0.5850983499638138
ACH-000339,-0.12263754863819668
ACH-000341,-0.3702069354681744
ACH-000348,-0.12626033292692596
ACH-000350,-0.1481315783183874
ACH-000352,-0.1866979276373538
ACH-000356,-0.07716041517613223
ACH-000361,-0.3597040604661507
ACH-000362,-0.2127790474254252
ACH-000363,-0.17267720842202758
ACH-000364,-0.08335185443160201
ACH-000365,-0.37850036626137823
ACH-000366,-0.21587957552281348
ACH-000368,-0.03641983600372247
ACH-000374,-0.057527041311401725
ACH-000375,-0.2026467188335816
ACH-000376,-0.18832451511365034
ACH-000381,-0.2089843058365784
ACH-000383,-0.12906187970136396
ACH-000387,-0.10466724260949717
ACH-000389,-0.20237700289901525
ACH-000390,-0.14169645304356995
ACH-000393,-0.3855980526712074
ACH-000395,-0.07480759466375958
ACH-000396,0.15048030159684242
ACH-000397,-0.1902547303866113
ACH-000401,-0.3803879254378975
ACH-000402,-0.1478516759158518
ACH-000403,-0.15800910713653268
ACH-000404,-0.39322775149109385
ACH-000406,-0.2722280473837449
ACH-000407,-0.10855838137197996
ACH-000408,-0.10666586141764403
ACH-000410,-0.24986734917234865
ACH-000411,-0.011768011822120323
ACH-000414,-0.1792218051414268
ACH-000415,-0.17040964472431913
ACH-000416,-0.04807800543816791
ACH-000420,-0.2326995118969705
ACH-000421,-0.22226414155328386
ACH-000424,-0.41675159552012253
ACH-000425,-0.17214076448600446
ACH-000426,0.06250311597322862
ACH-000427,-0.3664226694374338
ACH-000433,0.0610828160720327
ACH-000435,-0.3435499305920718
ACH-000436,-0.06756241115077394
ACH-000444,-0.13596512673220185
ACH-000445,-0.2655297839666277
ACH-000448,-0.2890947273517357
ACH-000450,-0.2134505778158271
ACH-000452,-0.3296029340268017
ACH-000454,-0.10043883497063363
ACH-000458,0.03774536619492273
ACH-000459,0.20488297731088698
ACH-000460,-0.1252337191431452
ACH-000461,-0.11972813143094314
ACH-000463,-0.10348566102525593
ACH-000464,-0.1976866343412413
ACH-000466,-0.03788588499359969
ACH-000467,-0.2486209253932989
ACH-000468,-0.14192773667851974
ACH-000469,-0.1364214589581201
ACH-000470,-0.4259328914746735
ACH-000471,-0.1108956592026035
ACH-000472,-0.2921069840548639
ACH-000473,-0.1130270486860181
ACH-000475,-0.13148682527141864
ACH-000476,-0.1888793020205737
ACH-000477,-0.09807369933682203
ACH-000479,-0.5352636649538517
ACH-000480,-0.12557035707658434
ACH-000481,-0.08985638195536733
ACH-000483,-0.13886203210076992
ACH-000484,-0.06762674653951863
ACH-000485,-0.13963060338076494
ACH-000486,-0.18871569057079027
ACH-000487,0.024813335732467013
ACH-000488,-0.1724226972607846
ACH-000490,-0.15166719178378033
ACH-000491,-0.21044054660364028
ACH-000495,-0.019973984902590742
ACH-000496,-0.3544730955813582
ACH-000499,-0.052250304793255785
ACH-000500,0.21534261652831568
ACH-000502,-0.12831765549979168
ACH-000503,-0.2488352714380069
ACH-000505,-0.2552697331139509
ACH-000507,-0.2280602823966723
ACH-000510,-0.09587219413957326
ACH-000511,-0.07663905322849764
ACH-000512,-0.3801973843109214
ACH-000516,-0.15558800340647966
ACH-000517,-0.2034046170206752
ACH-000518,0.04748817505279629
ACH-000520,-0.29738460482863205
ACH-000521,-0.25414319276546804
ACH-000522,-0.07292839974169216
ACH-000524,-0.1987939956998045
ACH-000527,-0.15260524276025791
ACH-000528,-0.1729633111065688
ACH-000537,-0.22275826923747505
ACH-000541,-0.3756216140268587
ACH-000542,-0.1193732682417574
ACH-000544,-0.2513848109060423
ACH-000545,-0.22166988749880973
ACH-000547,-0.3002974865277556
ACH-000548,-0.1436256229753178
ACH-000549,-0.08269510554534894
ACH-000550,-0.08679104147339751
ACH-000552,-0.2547612582756984
ACH-000556,-0.1281086038218881
ACH-000557,-0.18037197202525068
ACH-000569,-0.11465301785041156
ACH-000570,-0.13787717286376774
ACH-000571,-0.08778349454519754
ACH-000573,-0.2475390993992951
ACH-000576,-0.09779020644499896
ACH-000579,-0.2987014390929213
ACH-000580,-0.07667361988641003
ACH-000584,-0.2327894127664057
ACH-000585,-0.17428554803983562
ACH-000588,-0.26949561055109994
ACH-000589,-0.1979570012320942
ACH-000591,-0.1150551748050516
ACH-000593,-0.2515172894377747
ACH-000600,-0.11249254803954846
ACH-000601,-0.0998260712804244
ACH-000605,-0.1896882867223301
ACH-000606,0.026489543871125138
ACH-000608,-0.2333041623093875
ACH-000614,-0.21219751691559213
ACH-000616,-0.08509298498983794
ACH-000618,-0.10121323418196336
ACH-000619,-0.1725948807831906
ACH-000620,-0.0921333353939244
ACH-000621,-0.2705831987692412
ACH-000622,0.04618100920490166
ACH-000623,-0.14946729003064052
ACH-000624,-0.17967585244345086
ACH-000627,-0.166234055778316
ACH-000630,-0.2741456417284226
ACH-000631,-0.04198277690081705
ACH-000632,-0.13384062907220076
ACH-000633,-0.21186053255990867
ACH-000637,0.02441684379444228
ACH-000638,-0.22295230410952174
ACH-000646,-0.15460449443755558
ACH-000647,-0.1900029172851096
ACH-000648,-0.2140848789578016
ACH-000649,-0.174058815244597
ACH-000651,-0.2356902313974701
ACH-000652,-0.1983169799224544
ACH-000653,0.009525142349345471
ACH-000657,-0.15696010111418782
ACH-000658,-0.2526021390161416
ACH-000661,-0.13298954919465938
ACH-000662,-0.2234586723406833
ACH-000663,-0.19854005777528946
ACH-000665,-0.2051303961353816
ACH-000671,-0.2883753617109569
ACH-000672,-0.3263879238513477
ACH-000673,-0.16016682792836784
ACH-000676,-0.041913679470270165
ACH-000677,-0.12061434622337255
ACH-000681,-0.2456823969786156
ACH-000683,-0.2211578453726738
ACH-000684,-0.3297304874807652
ACH-000688,-0.30418211892906977
ACH-000693,-0.1862527432726465
ACH-000694,-0.2925919621100334
ACH-000695,0.10184443076712768
ACH-000696,-0.20842214306424814
ACH-000697,-0.3330948094002642
ACH-000699,-0.07677845920836486
ACH-000701,-0.17428009893619273
ACH-000706,-0.1404155939460846
ACH-000711,-0.1685294281897807
ACH-000713,-0.1738994812286358
ACH-000714,-0.23021430343283714
ACH-000718,-0.09418575684468737
ACH-000720,-0.3093697133701393
ACH-000721,-0.16502446178843064
ACH-000724,-0.3786508503261017
ACH-000725,-0.2408243371576313
ACH-000732,-0.12843951821987926
ACH-000734,-0.17598792747226338
ACH-000735,-0.3401543894583365
ACH-000736,-0.10675397995549718
ACH-000738,-0.11487579354799066
ACH-000746,-0.2533769857642957
ACH-000747,-0.0657975651046798
ACH-000748,-0.40947327878275613
ACH-000753,-0.17360712536333395
ACH-000756,-0.18500629711793404
ACH-000757,-0.3363416031795601
ACH-000758,-0.21545202539624825
ACH-000760,-0.185015173236196
ACH-000762,0.01982811311050109
ACH-000763,-0.05676016373054355
ACH-000764,-0.047859043642277256
ACH-000765,-0.039173811625419684
ACH-000766,-0.17396078636230403
ACH-000767,-0.30643222226694833
ACH-000768,-0.06909546672241693
ACH-000769,-0.2796134283866526
ACH-000770,-0.2920721906218425
ACH-000771,-0.10652078176060206
ACH-000773,-0.04958361002199023
ACH-000776,-0.041686269857353166
ACH-000777,-0.09223225337225546
ACH-000778,-0.13960090700804967
ACH-000781,-0.05535551618024792
ACH-000782,-0.16141430173819754
ACH-000783,-0.1094683290272527
ACH-000784,-0.1820643657225952
ACH-000785,-0.2434702656396925
ACH-000787,-0.08631144494542355
ACH-000788,-0.2355268663481857
ACH-000791,-0.22079385197287985
ACH-000792,-0.24546067162883456
ACH-000794,-0.16380312465086372
ACH-000796,-0.20602330098749025
ACH-000798,-0.2246946642697782
ACH-000799,-0.11198568866739493
ACH-000800,-0.1335433114449647
ACH-000802,-0.19990107814079366
ACH-000804,0.016387023250118395
ACH-000805,-0.26894481805542303
ACH-000809,-0.20644519815561335
ACH-000810,-0.283007346329897
ACH-000811,-0.2305317282521635
ACH-000817,0.005563471438649736
ACH-000819,-0.17161451815521914
ACH-000820,-0.12663746342565807
ACH-000821,-0.295608752483003
ACH-000822,-0.21153389806735792
ACH-000823,-0.2377276336464275
ACH-000824,-0.13241365698776358
ACH-000827,-0.1345926786226477
ACH-000829,-0.29176449106410085
ACH-000831,-0.17936205918549172
ACH-000832,-0.1439426153464438
ACH-000833,-0.1903079448270163
ACH-000834,-0.02008407306421161
ACH-000835,-0.21008254351823166
ACH-000836,-0.3394025157414535
ACH-000837,-0.15005369894919518
ACH-000838,-0.008078721853980871
ACH-000839,-0.15373160703694946
ACH-000840,-0.13429453578283862
ACH-000841,-0.08879472405212406
ACH-000843,-0.2299741659320599
ACH-000846,-0.2078246509871107
ACH-000847,-0.03298852723183718
ACH-000848,-0.0779616558940674
ACH-000849,-0.3010982213348192
ACH-000851,-0.007109506934180138
ACH-000855,-0.27967633691562205
ACH-000856,-0.189426979685638
ACH-000858,-0.17827030695516974
ACH-000859,-0.14780678817450799
ACH-000861,-0.2112796660595864
ACH-000862,-0.17449743109381494
ACH-000865,-0.14767469759340027
ACH-000866,-0.2400865218266237
ACH-000867,-0.2563273813386999
ACH-000869,-0.3074736116569371
ACH-000872,-0.20341021575940504
ACH-000873,-0.021491463348281937
ACH-000876,-0.1050141280167454
ACH-000878,-0.4067005191803685
ACH-000880,-0.2613737006360604
ACH-000881,-0.1300815311817332
ACH-000882,-0.15337977256164945
ACH-000884,-0.2793663874262053
ACH-000885,-0.2244577213347903
ACH-000887,-0.1271539127707611
ACH-000889,-0.12514022695861576
ACH-000896,-0.2743285099752597
ACH-000898,-0.25302756889028555
ACH-000900,-0.15665280227950798
ACH-000901,-0.16806352270605082
ACH-000905,-0.3862166998946399
ACH-000906,-0.1501867615771067
ACH-000907,-0.14765981410529266
ACH-000910,-0.0999470337316934
ACH-000911,-0.10222487485860816
ACH-000912,-0.0972058407710274
ACH-000913,0.009480002849475923
ACH-000915,-0.22501231945043632
ACH-000916,0.0453739682577788
ACH-000917,-0.07889187684683131
ACH-000920,-0.3977458754369805
ACH-000921,-0.12200007714102125
ACH-000924,-0.17819468489776807
ACH-000926,-0.15588986848475067
ACH-000928,-0.08248778651638843
ACH-000929,-0.11833219778085355
ACH-000932,-0.13174418797443452
ACH-000935,0.02591632421383546
ACH-000936,-0.1877448162260951
ACH-000937,-0.14852657302124767
ACH-000938,0.03748005712952105
ACH-000939,-0.2340950975137193
ACH-000941,-0.1779438311923159
ACH-000943,-0.1717542290831147
ACH-000946,-0.2026399200325664
ACH-000947,-0.12664321115063995
ACH-000948,-0.2117934337914762
ACH-000950,-0.18769890397974834
ACH-000953,-0.22786449644780365
ACH-000954,-0.14087538911630584
ACH-000957,-0.2180715487272505
ACH-000958,-0.06250649368107544
ACH-000960,-0.1561360022442325
ACH-000963,-0.30113923657430897
ACH-000968,-0.03650450413792864
ACH-000969,-0.033195191174985844
ACH-000972,-0.02155574644279209
ACH-000973,-0.1816310234581554
ACH-000974,-0.3125734800921597
ACH-000978,-0.25874244362987764
ACH-000984,-0.20061214219816767
ACH-000986,-0.03525623225748743
ACH-000988,-0.3191782899634706
ACH-000993,-0.09887322665662628
ACH-000994,-0.22069031456345067
ACH-000996,-0.2368190884973141
ACH-001001,-0.12257950825377578
ACH-001020,0.060347367311437375
ACH-001028,-0.19713732555872915
ACH-001031,-0.2275087452244698
ACH-001038,-0.2553935186190954
ACH-001048,-0.2058537935494171
ACH-001050,-0.1296033776344831
ACH-001053,-0.2197308453010169
ACH-001054,-0.10033741144805568
ACH-001061,-0.1669164013786552
ACH-001067,-0.0941012670642012
ACH-001075,-0.22947572971985045
ACH-001096,-0.2919006037160624
ACH-001111,-0.2297595438256245
ACH-001119,-0.04243303589162202
ACH-001128,-0.11866153832782575
ACH-001134,-0.0586400611475822
ACH-001151,-0.21803164830356614
ACH-001163,-0.09849695985114536
ACH-001164,-0.04162636056077934
ACH-001183,-0.26659577538684603
ACH-001192,-0.2748787041683333
ACH-001193,-0.20546450204223404
ACH-001196,-0.2320390807862233
ACH-001197,-0.35607195784692464
ACH-001205,-0.2432395065890625
ACH-001211,-0.0561362909087416
ACH-001212,-0.4554460851890637
ACH-001228,-0.028843328813022106
ACH-001232,-0.3509629639111323
ACH-001239,-0.1819981083544952
ACH-001270,-0.1930264835515504
ACH-001274,-0.07582560304891192
ACH-001275,-0.18040730644101408
ACH-001277,-0.35274231934738115
ACH-001278,-0.2955589167449197
ACH-001280,0.030653192610103425
ACH-001283,-0.22791179622106786
ACH-001289,-0.18346288269599514
ACH-001300,-0.18485224953189575
ACH-001301,-0.11181028472641437
ACH-001302,0.017260568311465524
ACH-001306,-0.14474424448476153
ACH-001318,-0.36257000850641424
ACH-001322,-0.2051195076557676
ACH-001328,-0.30590136550919306
ACH-001332,-0.004656308935255336
ACH-001336,-0.07158569280263719
ACH-001346,-0.16440263661913815
ACH-001353,-0.2644621432701315
ACH-001354,-0.07681171403751927
ACH-001367,-0.25197088911103505
ACH-001368,-0.06213846095578476
ACH-001374,-0.237525313776654
ACH-001377,-0.02234630239588125
ACH-001380,-0.2491954313754312
ACH-001391,-0.139972002502775
ACH-001408,-0.1249636802882883
ACH-001430,-0.3226149305049478
ACH-001431,0.1375176425680446
ACH-001450,-0.05794331681674059
ACH-001496,-0.19636037524055688
ACH-001500,-0.1698892711821678
ACH-001523,0.042608069277528735
ACH-001532,-0.16005439556945705
ACH-001550,-0.3695659673125989
ACH-001552,-0.2014994164411066
ACH-001554,-0.16375527628711914
ACH-001654,-0.173614481642031
ACH-001735,-0.1698552970599557
ACH-001736,-0.180403655349108
ACH-001737,0.14365701858658916
ACH-001740,-0.1153656688243606
ACH-001745,-0.2395883880845937
ACH-001765,-0.06821676896178776
