,GMPR (2766)
ACH-000004,0.2213362560787266
ACH-000005,0.06585553755689298
ACH-000007,0.28759929017620345
ACH-000009,0.13830895403589902
ACH-000011,-0.10808583707102594
ACH-000012,0.07445854064383957
ACH-000013,0.08774840128302261
ACH-000014,0.08024056869200244
ACH-000015,0.2144212173221488
ACH-000017,0.050668231906511985
ACH-000018,0.0916310545773898
ACH-000019,0.06538357259852258
ACH-000021,0.14382078368149742
ACH-000022,0.22396405336040465
ACH-000025,0.08717773871753765
ACH-000028,0.2512330360314761
ACH-000030,0.07316421702914297
ACH-000035,0.0594391507244048
ACH-000036,-0.008349944214536848
ACH-000037,-0.061484163947962765
ACH-000039,0.07122226673485642
ACH-000040,0.009862173616431748
ACH-000041,0.0481531554992302
ACH-000042,0.13419234672708671
ACH-000045,0.2013601803650301
ACH-000047,0.05663294942930526
ACH-000052,-0.00801545299927557
ACH-000053,0.04621852084380313
ACH-000054,0.08104817530775511
ACH-000055,0.27530297552973004
ACH-000060,0.02081616199897204
ACH-000067,-0.005618493350462772
ACH-000070,0.05130480151120655
ACH-000075,0.09634376814402516
ACH-000078,0.06549942782934604
ACH-000082,0.05225960526965512
ACH-000085,0.09660223741079424
ACH-000086,0.15920612267679576
ACH-000087,-0.05169722560270112
ACH-000092,0.1433876031419477
ACH-000095,0.03606825142251405
ACH-000097,0.11987669645861032
ACH-000098,0.10243050882844162
ACH-000099,0.12307307745409465
ACH-000108,0.1876896874496929
ACH-000113,0.1380994514161752
ACH-000116,0.07097050243730485
ACH-000118,-0.000954124860716408
ACH-000120,0.0704233652358253
ACH-000123,0.09532056324816378
ACH-000127,0.006799542079853609
ACH-000128,0.1532957637903554
ACH-000132,0.17628266649549962
ACH-000133,0.19814382700421407
ACH-000137,-0.1721257082902974
ACH-000138,0.10158105129511152
ACH-000142,0.11681923671902195
ACH-000143,0.20013139435849456
ACH-000146,0.21589611504666506
ACH-000148,0.06924486606600345
ACH-000150,0.1343515797427159
ACH-000152,0.11595032040457574
ACH-000153,0.0991466564518768
ACH-000159,0.1590399553973408
ACH-000160,-0.018584283267529672
ACH-000163,0.018323673437081262
ACH-000167,0.11220278601242713
ACH-000168,0.14900300397269453
ACH-000169,0.08489402375526969
ACH-000178,0.18192855236231129
ACH-000183,0.14995747659228303
ACH-000188,0.023752859458577837
ACH-000189,0.02085375257788469
ACH-000190,0.04067038781298312
ACH-000198,0.08621904492856099
ACH-000203,0.2731028807721445
ACH-000204,0.09703240122983453
ACH-000206,0.20032125313922505
ACH-000207,0.15308741916220042
ACH-000208,0.31601001446902643
ACH-000210,0.2254108541270883
ACH-000211,0.1013430564202628
ACH-000215,0.10315992099821326
ACH-000221,0.1322288953719077
ACH-000222,-0.009367839978816251
ACH-000223,-0.011162297552040672
ACH-000226,0.10143917683387252
ACH-000227,-0.04058502016017886
ACH-000228,0.21522730111333446
ACH-000231,0.05650002450343836
ACH-000232,0.0004941118411778509
ACH-000233,0.0201768145508904
ACH-000234,0.08062268858575987
ACH-000235,0.13169130041432522
ACH-000237,0.07167260919073525
ACH-000238,0.1114332275739478
ACH-000242,-0.09412387183006496
ACH-000243,0.10492388383558587
ACH-000244,-0.15291001881291533
