,ERI2 (112479)
ACH-000004,0.0521293004591969
ACH-000005,-0.04080083385186314
ACH-000007,0.04689201134555543
ACH-000009,0.08046500185231688
ACH-000011,-0.05274083966616554
ACH-000012,-0.07002263381165799
ACH-000013,-0.11116121109864464
ACH-000014,-0.018610398127540152
ACH-000015,-0.027860338097168112
ACH-000017,-0.0937980330956462
ACH-000018,-0.029469298552309182
ACH-000019,-0.0716165624796426
ACH-000021,-0.048341203038166664
ACH-000022,0.00605889792419919
ACH-000025,-0.05047138964746478
ACH-000028,-0.14742117385572706
ACH-000030,-0.016257181563340186
ACH-000035,-0.09339522795813092
ACH-000036,-0.020623907759489385
ACH-000037,0.0440042242120138
ACH-000039,0.21022072208119694
ACH-000040,-0.03404568169602108
ACH-000041,0.038408173677211686
ACH-000042,0.06763412761178612
ACH-000045,0.10720740142312377
ACH-000047,-0.06469810160092145
ACH-000052,-0.1339153386741073
ACH-000053,-0.08169525936727202
ACH-000054,0.14734534217165718
ACH-000055,0.15872180032903885
ACH-000060,0.2402769017282809
ACH-000067,-0.04214929287360801
ACH-000070,0.053538038099409685
ACH-000075,-0.0446970722949834
ACH-000078,-0.003440151447165253
ACH-000082,0.04568001201482588
ACH-000085,0.07873272759722262
ACH-000086,-0.04720060741797025
ACH-000087,-0.05891077819464075
ACH-000092,0.04926277073161105
ACH-000095,0.12300885826166146
ACH-000097,-0.18778326190240685
ACH-000098,-0.047777825533805586
ACH-000099,0.03633054421497012
ACH-000108,0.046681182991238766
ACH-000113,-0.1914838715894613
ACH-000116,-0.11990483617357328
ACH-000118,0.008708703372796703
ACH-000120,0.2375070537298145
ACH-000123,0.017070185932504513
ACH-000127,-0.0861106363423471
ACH-000128,0.15746946386023447
ACH-000132,0.07036010445550482
ACH-000133,-0.03555126345111382
ACH-000137,-0.14724511990644734
ACH-000138,-0.1147893200238602
ACH-000142,0.00572861966493718
ACH-000143,0.10524758373575792
ACH-000146,0.007461528879882532
ACH-000148,-0.10575995205606664
ACH-000150,-0.10418164618136937
ACH-000152,-0.1180761103409951
ACH-000153,-0.14273576654148493
ACH-000159,-0.007082270073860994
ACH-000160,0.07125731869872813
ACH-000163,0.10300676629006787
ACH-000167,-0.2578719180312581
ACH-000168,0.2510261908367928
ACH-000169,-0.08113381875771318
ACH-000178,0.07903680488156875
ACH-000183,-0.08099427676967294
ACH-000188,-0.12572464502298564
ACH-000189,-0.3386114892716811
ACH-000190,0.06403513097334028
ACH-000198,0.08113887636848162
ACH-000203,-0.3063908895330532
ACH-000204,-0.0049511215278219755
ACH-000206,0.1651005994266908
ACH-000207,-0.009372738390526736
ACH-000208,-0.16984293584982935
ACH-000210,0.07952112670169904
ACH-000211,0.0813039279413232
ACH-000215,-0.06410021424626762
ACH-000221,-0.07070200724668467
ACH-000222,-0.23602466931752564
ACH-000223,0.1056834620925044
ACH-000226,0.015157655141797715
ACH-000227,0.02657276075385986
ACH-000228,0.025194141219942262
ACH-000231,-0.110710812216016
ACH-000232,-0.03238596530991068
ACH-000233,0.07455544377940118
ACH-000234,-0.07231283264317866
ACH-000235,-0.029861359090950283
ACH-000237,-0.04688526741661323
ACH-000238,0.0903484671330461
ACH-000242,0.24272084593836585
ACH-000243,-0.03614247743105963
ACH-000244,0.2232236816830258
ACH-000246,-0.07430880989741827
ACH-000248,0.12063027775175356
ACH-000250,-0.06012994743473876
ACH-000251,0.08077779056946499
ACH-000252,0.1005248979141124
ACH-000253,-0.11182368253053733
ACH-000255,-0.17586096208160595
ACH-000256,0.04764669046827365
ACH-000257,0.07816396156058712
ACH-000258,0.02593353430825376
ACH-000259,0.018935980805272982
ACH-000260,-0.0901959805156336
ACH-000261,-0.06056611561048501
ACH-000262,0.07125594801702098
ACH-000263,0.14386689303526046
ACH-000264,0.013601416959748482
ACH-000265,0.07553260061837973
ACH-000266,0.023015626870386663
ACH-000272,0.10024248276768627
ACH-000274,-0.12784076184693008
ACH-000277,-0.09922873939523698
ACH-000278,0.03709389105027065
ACH-000279,0.0936942948060254
ACH-000280,-0.03772154713756344
ACH-000281,0.10461752942283492
ACH-000288,0.07514270408503054
ACH-000291,-0.0759922803556446
ACH-000293,-0.19558825374302566
ACH-000294,-0.13551388779207835
ACH-000295,-0.350154771846064
ACH-000296,-0.11090643169615327
ACH-000302,0.0489615664576078
ACH-000304,-0.19470633614594207
ACH-000307,-0.03531302052270513
ACH-000308,-0.11391216635123745
ACH-000310,0.22226808691276775
ACH-000311,-0.08214699733665977
ACH-000312,0.18887198151647006
ACH-000315,0.24619515676625614
ACH-000316,0.00622347699396147
ACH-000317,-0.025040978243048528
ACH-000318,0.09352222081653873
ACH-000319,-0.12303669681115602
ACH-000320,0.07977126263162425
ACH-000322,-0.2265019340041285
ACH-000323,-0.07113812297898096
ACH-000324,-0.09245547225210972
ACH-000329,-0.0907906863296292
ACH-000330,-0.10602683365627172
ACH-000331,0.024331300260871533
ACH-000332,-0.07305933645562067
ACH-000334,0.021115175078256387
ACH-000335,-0.09628554082866547
ACH-000336,0.31901816695270985
ACH-000337,-0.3104123680385897
ACH-000338,-0.5572346220237948
ACH-000339,0.04166481594917448
ACH-000341,-0.05992644005067822
ACH-000348,-0.058859455938903675
ACH-000350,-0.033625268329682934
ACH-000352,-0.05888107561771621
ACH-000356,-0.2406634735950217
ACH-000361,-0.02465290210962295
ACH-000362,0.02075646620939886
ACH-000363,0.012575153676972086
ACH-000364,0.03670261368834295
ACH-000365,-0.03830194553183645
ACH-000366,0.0007176272042263134
ACH-000368,-0.10722362293721982
ACH-000374,0.08801539826114399
ACH-000375,0.01605849837090123
ACH-000376,0.05950862888963367
ACH-000381,0.0663991301915527
ACH-000383,9.348561009988304e-05
