,GGTLC2 (91227)
ACH-000004,-1.1800618607234366
ACH-000005,-1.0361544848233821
ACH-000007,-0.7487327297764234
ACH-000009,-0.5047783775694
ACH-000011,-0.7417768153079768
ACH-000012,-0.8164808018694142
ACH-000013,-0.6158851648458878
ACH-000014,-0.8177826285043852
ACH-000015,-0.7700644595881254
ACH-000017,-0.6448496282586066
ACH-000018,-0.7012924748724753
ACH-000019,-0.6990602718069565
ACH-000021,-0.9527527584983242
ACH-000022,-0.7423142777809056
ACH-000025,-0.9694207567163148
ACH-000028,-0.6999983442243973
ACH-000030,-0.8972030990653832
ACH-000035,-0.7332998795253873
ACH-000036,-0.5146548638156627
ACH-000037,-0.5890553396860931
ACH-000039,-0.5050417049517165
ACH-000040,-0.5932204361472136
ACH-000041,-0.6519166074658755
ACH-000042,-0.7814657776805131
ACH-000045,-0.3550535377097628
ACH-000047,-0.8630233839287866
ACH-000052,-0.4567554106612825
ACH-000053,-0.7312510566458896
ACH-000054,-0.6342355102745172
ACH-000055,-0.5121586333726027
ACH-000060,-0.7481511055369515
ACH-000067,-0.807099409318909
ACH-000070,-0.5007580257156117
ACH-000075,-0.6857376537883417
ACH-000078,-0.7237343036221944
ACH-000082,-0.4835196285578758
ACH-000085,-0.6365715141240325
ACH-000086,-0.6377388664816354
ACH-000087,-0.7475965844334931
ACH-000092,-0.6971176409083769
ACH-000095,-0.7635154837576843
ACH-000097,-0.8098821116996491
ACH-000098,-0.8181816343768343
ACH-000099,-0.7597420103688871
ACH-000108,-0.7698175684509845
ACH-000113,-0.5918942101947388
ACH-000116,-0.7762591079195033
ACH-000118,-0.558636432584357
ACH-000120,-0.7679109483062045
ACH-000123,-0.705620136129266
ACH-000127,-0.8556224739728193
ACH-000128,-0.8916337216988843
ACH-000132,-0.6455134864325505
ACH-000133,-0.8195037654472251
ACH-000137,-0.8128699140726707
ACH-000138,-0.44827747772557824
ACH-000142,-0.6898727858240444
ACH-000143,-0.5694974460054661
ACH-000146,-0.8111498624956909
