,MPO (4353)
ACH-000516,-0.1719700102262221
ACH-000517,-0.16183676887268386
ACH-000518,-0.11369526512617575
ACH-000520,-0.07974230746032515
ACH-000521,-0.27878683005137306
ACH-000522,-0.12098795587868995
ACH-000524,-0.08514775969031706
ACH-000527,-0.1551763250588259
ACH-000528,-0.15178932953708213
ACH-000537,-0.11595061458074606
ACH-000541,0.01673097706993896
ACH-000542,-0.1672107206502374
ACH-000544,-0.19197885328375827
ACH-000545,-0.08999509392085682
ACH-000547,-0.2326958321664379
ACH-000548,-0.13657165801113527
ACH-000549,-0.18773455835044853
ACH-000550,-0.18847312759320065
ACH-000552,-0.2285831503676523
ACH-000556,-0.24265213276307196
ACH-000557,0.016430974151182
ACH-000569,-0.06462601536847502
ACH-000570,-0.16541554769399938
ACH-000571,-0.20442627759820456
ACH-000573,-0.20030647994438575
ACH-000576,-0.04608550539755976
ACH-000579,-0.0791007450757872
ACH-000580,-0.2064088674617737
ACH-000584,-0.11799758334929646
ACH-000585,-0.16052543323122442
ACH-000588,-0.1882172290912876
ACH-000589,-0.12336228418991728
ACH-000591,-0.2795962807760318
ACH-000593,-0.11729757430694213
ACH-000600,-0.17937774709390006
ACH-000601,-0.1501301562858191
ACH-000605,-0.21562165947824954
ACH-000606,-0.11695149675146993
ACH-000608,-0.1321884977678941
ACH-000614,0.022675233936642274
ACH-000616,-0.1220700714752654
ACH-000618,-0.2741704430943305
ACH-000619,-0.27228640049651137
ACH-000620,-0.06661501580655264
ACH-000621,-0.1922573649682298
ACH-000622,-0.2684373935502221
ACH-000623,-0.22290851336771755
ACH-000624,-0.1564024905818867
ACH-000627,-0.15543036040040628
ACH-000630,-0.2353872697946043
ACH-000631,-0.16418145543093668
ACH-000632,-0.19865797427716653
ACH-000633,-0.22643646534572326
ACH-000637,-0.3615074850573857
ACH-000638,-0.16943203958110664
ACH-000646,-0.08250167705538615
ACH-000647,-0.17517804427250247
ACH-000648,0.06626369191057295
ACH-000649,-0.12030008985296665
ACH-000651,-0.11113015703142444
ACH-000652,-0.09827094182287104
ACH-000653,-0.23027093040969035
ACH-000657,-0.10159930541161598
ACH-000658,-0.08221667755250345
ACH-000661,-0.1523395944981088
ACH-000662,-0.05617144257283435
ACH-000663,-0.15082709819671353
ACH-000665,-0.04235510172948687
ACH-000671,-0.14755901482593445
ACH-000672,-0.06181052448542958
ACH-000673,-0.2098297591534268
ACH-000676,-0.23022608876609374
ACH-000677,-0.11466355762578127
ACH-000681,-0.04549843695086775
ACH-000683,-0.1283059795902153
ACH-000684,-0.21225946770924414
ACH-000688,-0.23907418670755656
ACH-000693,-0.09032206651227072
ACH-000694,-0.16931953886787146
ACH-000695,0.02240061588162759
ACH-000696,-0.17433432816750058
ACH-000697,-0.16000387189984916
ACH-000699,-0.11669472202221927
ACH-000701,-0.15383863473856246
ACH-000706,-0.14083152873913654
ACH-000711,-0.1738053185122744
ACH-000713,-0.11012220195411528
ACH-000714,-0.14867353944304598
ACH-000718,-0.1639534607321371
ACH-000720,-0.12016301090478873
ACH-000721,-0.1919298510208762
ACH-000724,-0.13159756686818186
ACH-000725,0.032252779977503414
ACH-000732,-0.3261814749609532
ACH-000734,-0.12545335635019902
ACH-000735,-0.1610623935800327
ACH-000736,-0.21270578336181356
ACH-000738,-0.17346393533391444
ACH-000746,-0.2755768257687293
ACH-000747,-0.10451227063798303
ACH-000748,-0.13332229721164174
ACH-000753,-0.15090398612336292
ACH-000756,-0.24213872409833376
ACH-000757,-0.11723860074524063
ACH-000758,-0.12872122614522385
ACH-000760,-0.2759158274829549
ACH-000762,-0.2225958795696876
ACH-000763,-0.11325376826204403
ACH-000764,-0.12738946020188732
ACH-000765,-0.2898134228243899
ACH-000766,-0.21094025456271184
ACH-000767,-0.14881036328660474
ACH-000768,-0.1875040447163581
ACH-000769,-0.061846396482207786
ACH-000770,-0.15984811780607508
ACH-000771,-0.18417752858278952
ACH-000773,-0.17599240865895166
ACH-000776,-0.12546047021852194
ACH-000777,-0.10594926385112116
ACH-000778,-0.14495775299699504
ACH-000781,-0.11245989001061148
ACH-000782,-0.17052872663928292
ACH-000783,-0.17455315267835878
ACH-000784,-0.1952854952062558
ACH-000785,-0.12137909028334976
ACH-000787,-0.11857457045218882
ACH-000788,-0.12016012021072052
ACH-000791,-0.2168523000857018
ACH-000792,-0.1368045804557445
ACH-000794,-0.2340923709928949
ACH-000796,-0.092306659545247
ACH-000798,-0.19453440273038766
ACH-000799,-0.2451474271136179
ACH-000800,-0.09416954420719748
ACH-000802,-0.08359300517029472
ACH-000804,-0.16448139134264675
ACH-000805,-0.1826483801428669
ACH-000809,-0.113971680903277
ACH-000810,-0.1771300846223357
ACH-000811,-0.2756929254798548
ACH-000817,-0.17897813404184587
ACH-000819,-0.11878167358317206
ACH-000820,-0.12235239340545445
ACH-000821,0.012023574506171128
ACH-000822,-0.09657027330214747
ACH-000823,-0.2136049035966681
ACH-000824,-0.102027048506725
ACH-000827,-0.12206196975315005
ACH-000829,-0.3551133562150345
ACH-000831,-0.17397556154279206
ACH-000832,-0.1574063301876585
ACH-000833,-0.11576906246144535
ACH-000834,-0.16484874737739727
ACH-000835,-0.053871876454844286
ACH-000836,-0.14258310850961484
ACH-000837,-0.21862269718936425
ACH-000838,-0.2678531795142169
ACH-000839,-0.2538208995937856
ACH-000840,-0.10563411497460624
ACH-000841,-0.09033042863376156
ACH-000843,-0.2348970391545879
ACH-000846,-0.013898342735882837
ACH-000847,-0.2293236889595327
ACH-000848,-0.05995791372619004
ACH-000849,-0.05013624857823332
ACH-000851,-0.13223014229455196
ACH-000855,-0.16259913996689268
ACH-000856,-0.14369185161661974
ACH-000858,-0.10737532127450188
ACH-000859,-0.3635414263248189
ACH-000861,-0.15378187331429338
ACH-000862,-0.11686559393622464
ACH-000865,-0.14517740203931218
ACH-000866,-0.12371300363758245
ACH-000867,-0.133431425905508
ACH-000869,-0.0825261130467207
ACH-000872,-0.20973963096688655
ACH-000873,-0.037509615049935725
ACH-000876,-0.07384775484667805
ACH-000878,-0.13572680216650887
ACH-000880,-0.12261180151600864
ACH-000881,-0.22692050971264854
ACH-000882,-0.14382068629195904
ACH-000884,-0.2784791149560336
ACH-000885,-0.003471329929885663
ACH-000887,-0.1703400601470016
ACH-000889,-0.07926033355763712
ACH-000896,-0.08812756859093973
ACH-000898,-0.1848707909068593
ACH-000900,-0.1672128227496426
ACH-000901,-0.1500996433453395
ACH-000905,-0.11514831341827456
ACH-000906,-0.13668793031738366
ACH-000907,-0.016175745169162332
ACH-000910,-0.07683959244660336
ACH-000911,-0.23110713086921345
ACH-000912,-0.22211099343556376
ACH-000913,-0.12223262268669782
ACH-000915,-0.18350915657682626
ACH-000916,-0.004671453329528807
ACH-000917,-0.13721147601822642
ACH-000920,-0.2835279833345508
ACH-000921,-0.19719596737418385
ACH-000924,-0.1504404112243323
ACH-000926,-0.26402456867589785
ACH-000928,-0.22436029552416184
ACH-000929,-0.06797012322197549
ACH-000932,-0.05860773428624697
ACH-000935,-0.17277168948273866
ACH-000936,-0.04709311529074128
ACH-000937,-0.20925248393360868
ACH-000938,-0.10912468586205623
ACH-000939,-0.2466906559857927
ACH-000941,0.03094130650099183
ACH-000943,-0.077324442414208
ACH-000946,-0.17211998381118493
ACH-000947,-0.0402518922058216
ACH-000948,-0.0973587431556851
ACH-000950,-0.11166830547703024
ACH-000953,-0.23830514545829795
ACH-000954,-0.3057205858111107
ACH-000957,-0.2262360664036196
ACH-000958,-0.28047159289572154
ACH-000960,-0.2479416609022695
ACH-000963,-0.2462572610784892
ACH-000968,-0.1331247720785211
ACH-000969,-0.1563167559886599
ACH-000972,-0.16493671175396502
ACH-000973,-0.1592455077738938
ACH-000974,-0.14732212236204711
ACH-000978,0.08448120655944906
ACH-000984,-0.13084832789353226
ACH-000986,-0.2384734175959407
ACH-000988,-0.08098115361194738
ACH-000993,-0.2383842909882818
ACH-000994,-0.09823504536920354
ACH-000996,-0.13706995681469186
ACH-001001,-0.1965636267044404
ACH-001020,0.04618193098837053
ACH-001028,-0.12269436246532825
ACH-001031,-0.1815229871088706
ACH-001038,-0.21472494317506027
ACH-001048,-0.14839938131415556
ACH-001050,-0.17815304967819734
ACH-001053,-0.16028500020259148
ACH-001054,-0.17228962783915014
ACH-001061,-0.1966663116171873
ACH-001067,-0.046542934837489135
ACH-001075,-0.2133760535164513
ACH-001096,-0.14915513302653266
ACH-001111,-0.3180172326474674
ACH-001119,-0.0333201975450887
ACH-001128,-0.019489432248843985
ACH-001134,-0.14995611802447
ACH-001151,-0.08563891263237339
ACH-001163,-0.09989419628712502
ACH-001164,-0.05562987394644498
ACH-001183,-0.0042724723024489
ACH-001192,-0.2177778928148169
ACH-001193,-0.16318462411135298
ACH-001196,-0.11444583278788525
ACH-001197,-0.13367770773916926
ACH-001205,-0.11537551244490248
ACH-001211,-0.19875530392518204
ACH-001212,-0.2499500235697802
ACH-001228,-0.22415092153913654
ACH-001232,-0.3036145444675068
ACH-001239,-0.1760097093259518
ACH-001270,-0.11790769328714085
ACH-001274,-0.14614565133513682
ACH-001275,-0.12042832789716874
ACH-001277,-0.06684668597195914
ACH-001278,-0.011448431759345458
ACH-001280,-0.3717128500012101
ACH-001283,-0.10487599051429447
ACH-001289,0.04244673795195801
ACH-001300,-0.1927979356545302
ACH-001301,-0.15420575512506546
ACH-001302,-0.2653753551934944
ACH-001306,-0.17723878735370152
ACH-001318,-0.16943096676601416
ACH-001322,-0.274929431564017
ACH-001328,-0.13629756017473801
ACH-001332,-0.113118055794084
ACH-001336,-0.1926252297602868
ACH-001346,-0.16451382412604165
ACH-001353,-0.11519149314577087
ACH-001354,-0.2358129681534521
ACH-001367,-0.11572790713997776
ACH-001368,-0.1970385152722368
ACH-001374,-0.2156437659102328
ACH-001377,-0.08769469991293186
ACH-001380,-0.06729229059947273
ACH-001391,-0.04552932153511605
ACH-001408,-0.24235460885188784
ACH-001430,-0.034223434747749366
ACH-001431,-0.10270819631919223
ACH-001450,-0.07672978092863375
ACH-001496,-0.21077988835159006
ACH-001500,-0.1925623127159204
ACH-001523,-0.2203305663702743
ACH-001532,-0.19993547634948333
ACH-001550,-0.1242047185499724
ACH-001552,-0.3215554240565426
ACH-001554,-0.08660948820231869
ACH-001654,-0.15882745104414914
ACH-001735,-0.09621779506347608
ACH-001736,-0.246609723912092
ACH-001737,-0.16634162106101155
ACH-001740,-0.15843732107675101
ACH-001745,-0.034542462861978214
ACH-001765,-0.12092850710248867
