,PRB1 (5542)
ACH-000004,0.019729662076776476
ACH-000005,-0.0758083658779574
ACH-000007,-0.11540378561589938
ACH-000009,-0.1077465928696497
ACH-000011,-0.2323299959836896
ACH-000012,0.01814902230731586
ACH-000013,-0.021023028276200523
ACH-000014,-0.09283365822312244
ACH-000015,-0.10662686605844013
ACH-000017,-0.14890565584862675
ACH-000018,-0.1314068310895185
ACH-000019,-0.02378044609735024
ACH-000021,-0.14443731944689586
ACH-000022,-0.09164272935215734
ACH-000025,-0.13320521202745728
ACH-000028,0.007085519982634494
ACH-000030,-0.028753957107156912
ACH-000035,0.08724492632655198
ACH-000036,0.010462544213075848
ACH-000037,0.011516163933367771
ACH-000039,-0.10613950739371003
ACH-000040,-0.14469440128469416
ACH-000041,-0.045293991055257034
ACH-000042,-0.0653725114468089
ACH-000045,-0.10494164068166054
ACH-000047,0.007304423614319675
ACH-000052,0.016026471486458894
ACH-000053,-0.04171445769909863
ACH-000054,-0.14887056567067006
ACH-000055,0.0005971244040442207
ACH-000060,-0.1989532241189504
ACH-000067,-0.03361837026008798
ACH-000070,-0.044379426632199084
ACH-000075,-0.01866676426435015
ACH-000078,-0.1563423076049777
ACH-000082,-0.10618181230784486
ACH-000085,-0.08295837656359377
ACH-000086,-0.07530689799873994
ACH-000087,-0.19964279659635625
ACH-000092,0.04298275631714892
ACH-000095,-0.3479866806577968
ACH-000097,-0.17150270090371586
ACH-000098,-0.009304174882453994
ACH-000099,-0.09773395758134397
ACH-000108,-0.05423757384893338
ACH-000113,-0.13472791628192266
ACH-000116,-0.024882686603461417
ACH-000118,0.1263796270485331
ACH-000120,0.0470905136163954
ACH-000123,-0.04653161641619417
ACH-000127,-0.03828513430129181
ACH-000128,-0.19295759076531685
ACH-000132,0.1498399729549654
ACH-000133,-0.00885615539422592
ACH-000137,-0.1330388771107988
ACH-000138,-0.08236258395166635
ACH-000142,-0.1894950353249665
ACH-000143,-0.14630626342812916
ACH-000146,-0.03379757554433027
ACH-000148,0.031217849815410745
ACH-000150,-0.3961709332761122
ACH-000152,-0.06092888577992471
ACH-000153,-0.2670857271781801
ACH-000159,-0.07492198642081384
ACH-000160,-0.18933535931473486
ACH-000163,-0.01307140699535706
ACH-000167,0.0317968719846882
ACH-000168,-0.11447210427323427
ACH-000169,-0.006076444987946865
ACH-000178,-0.033801493632943845
ACH-000183,0.09936900664201877
ACH-000188,0.06003818530951994
ACH-000189,-0.14874910503797825
ACH-000190,-0.26180171783256856
ACH-000198,0.07307343490562264
ACH-000203,-0.5430894858485782
ACH-000204,-0.2484431017197473
ACH-000206,-0.11279512621337963
ACH-000207,-0.20890603481847966
ACH-000208,0.015074315019460688
ACH-000210,-0.21446767518996465
ACH-000211,-0.0439213870397281
ACH-000215,-0.009047363513540031
ACH-000221,0.08154214934978969
ACH-000222,-0.17639851147046814
ACH-000223,-0.14639498672489218
ACH-000226,0.0028012693830075422
ACH-000227,-0.008338463411580515
ACH-000228,-0.18239916006535087
ACH-000231,-0.05233998123995605
ACH-000232,-0.02163015787104149
ACH-000233,-0.15008809012408167
ACH-000234,-0.3302167467882704
ACH-000235,-0.07916634575402698
ACH-000237,-0.15795267474078128
ACH-000238,-0.03478515523322634
ACH-000242,-0.1136776826417144
ACH-000243,-0.06839855067762204
ACH-000244,-0.2280907330178473
