,HHEX (3087)
ACH-000004,-0.3061760571733028
ACH-000005,-0.4774401754757955
ACH-000007,-0.18068626846609287
ACH-000009,-0.14802859183248548
ACH-000011,-0.3096552882318508
ACH-000012,-0.11313966690839905
ACH-000013,-0.07036166653266841
ACH-000014,-0.08061055985125777
ACH-000015,-0.12546306783994576
ACH-000017,-0.05033393390763675
ACH-000018,-0.2145797409899533
ACH-000019,0.008443430127013315
ACH-000021,-0.1373984833842273
ACH-000022,-0.031024381033893583
ACH-000025,-0.2979794701030621
ACH-000028,0.002698620267782168
ACH-000030,-0.24299415752679185
ACH-000035,-0.1645853810671628
ACH-000036,-0.14003555361153602
ACH-000037,-0.1131721050673236
ACH-000039,-0.03361282210745841
ACH-000040,-0.1094581000660777
ACH-000041,-0.3244764475469667
ACH-000042,-0.051003373370607855
ACH-000045,-0.11421715950238773
ACH-000047,-0.3144039028705757
ACH-000052,-0.26691394297247106
ACH-000053,-0.0803221766794909
ACH-000054,-0.16272683918712527
ACH-000055,-0.1554790957384388
ACH-000060,-0.1119042123175002
ACH-000067,-0.4312673896259169
ACH-000070,0.06040773528938567
ACH-000075,-0.16451203176694562
ACH-000078,-0.26620139114870633
ACH-000082,-0.07785819021575689
ACH-000085,-0.13109199279969316
ACH-000086,-0.17663574034470408
ACH-000087,-0.20775387451690944
ACH-000092,-0.24073679218515354
ACH-000095,-0.2439513823620528
ACH-000097,-0.1824513400699138
ACH-000098,-0.17489917157080653
ACH-000099,-0.24758819002722654
ACH-000108,-0.1096359066886504
ACH-000113,-0.24074071470740194
ACH-000116,-0.12778192904922595
ACH-000118,-0.017284432461024825
ACH-000120,-0.1810726485767846
ACH-000123,-0.33850039943881804
ACH-000127,-0.14658660463954815
ACH-000128,0.032343593903053545
ACH-000132,-0.3979801294276002
ACH-000133,-0.31891496955796417
ACH-000137,-0.31340613223080704
ACH-000138,0.15526886054163785
ACH-000142,-0.12840867951550336
ACH-000143,-0.1428665772341754
ACH-000146,-0.10081468907423702
ACH-000148,-0.19173102655410088
ACH-000150,-0.03641035900073405
ACH-000152,-0.2274025909282611
ACH-000153,0.13596648337398354
ACH-000159,-0.13162932311849976
ACH-000160,-0.10564194314453636
ACH-000163,-0.14743408846251868
ACH-000167,-0.38855033498102215
ACH-000168,-0.09156511014525273
ACH-000169,-0.14018543619340626
ACH-000178,-0.051272720505574666
ACH-000183,0.012258156693680263
ACH-000188,-0.25357412169528504
ACH-000189,-0.007379590155738095
ACH-000190,-0.11815251530401645
ACH-000198,-0.32555129492299384
ACH-000203,-0.5054376030189441
ACH-000204,-0.2420481485479649
ACH-000206,-0.1925504125537344
ACH-000207,-0.3279584439405571
ACH-000208,-0.4775396092140111
ACH-000210,-0.2631718978669097
ACH-000211,-0.1582984967329238
ACH-000215,-0.21120352396139688
ACH-000221,-0.2703962332175374
ACH-000222,0.08289456991832947
ACH-000223,-0.35032013254180794
ACH-000226,-0.2415419899631956
ACH-000227,-0.20802892511037047
ACH-000228,-0.2781034448349304
ACH-000231,-0.1984176778138375
ACH-000232,-0.13464748405597896
ACH-000233,-0.10429486434160934
ACH-000234,-0.22475040898871346
ACH-000235,-0.006517074119460526
ACH-000237,-0.2597448864522315
ACH-000238,-0.07340180375008726
ACH-000242,-0.15542168281322935
ACH-000243,-0.1624233777070695
ACH-000244,0.2635472740168128
ACH-000246,-0.12855779615258062
ACH-000248,-0.13068213639122628
ACH-000250,-0.25713741193187906
ACH-000251,-0.29609526062381003
ACH-000252,-0.0724336154357115
ACH-000253,-0.16343163031331534
ACH-000255,-0.1493006720658591
ACH-000256,-0.1960127961751484
ACH-000257,-0.02335347126278971
ACH-000258,-0.2367514023855727
ACH-000259,-0.04295302858787757
ACH-000260,-0.06574998294796765
ACH-000261,-0.13895619865998374
ACH-000262,-0.0944122488878684
ACH-000263,-0.5552469909207508
ACH-000264,-0.4048711049184701
ACH-000265,-0.0751411306848977
ACH-000266,-0.10523470009305202
ACH-000272,-0.07429821959571835
ACH-000274,-0.04504603335532478
ACH-000277,-0.17572330827157728
ACH-000278,-0.1930544992019769
ACH-000279,-0.20012881877407768
ACH-000280,-0.07178190577416646
ACH-000281,-0.043258536609077136
ACH-000288,-0.11979795040977295
ACH-000291,-0.13741185308972026
ACH-000293,-0.13586759552442412
ACH-000294,-0.4653528851365338
ACH-000295,-0.3138128822907113
ACH-000296,-0.1122662640938257
ACH-000302,0.00766336746326945
ACH-000304,-0.308805681638558
ACH-000307,-0.01911451718984293
ACH-000308,-0.2158662801273843
ACH-000310,-0.2669540708575618
ACH-000311,-0.17336680075914673
ACH-000312,-0.06560305336801595
ACH-000315,0.1430905724410297
ACH-000316,-0.003487700749028589
ACH-000317,-0.15449626251944007
ACH-000318,-0.07601940627720533
ACH-000319,-0.09429225913353496
ACH-000320,-0.15959575457075842
ACH-000322,-0.3265379390641014
ACH-000323,-0.43432934791633737
ACH-000324,-0.17099790928071146
ACH-000329,-0.16881396970820514
ACH-000330,-0.04320604313331454
ACH-000331,-0.2704013078961528
ACH-000332,-0.09429292747681202
ACH-000334,0.000975016721598326
ACH-000335,-0.0016900727268913255
ACH-000336,0.18886841461519427
ACH-000337,-0.15277522953613365
ACH-000338,-0.17921768057113166
ACH-000339,-0.1928919602780443
ACH-000341,-0.06427283526129413
ACH-000348,-0.1442655695999561
ACH-000350,-0.13749233170306227
ACH-000352,-0.13323503001452233
ACH-000356,-0.1909632161358011
ACH-000361,0.017362432221054006
ACH-000362,-0.08930024372225187
ACH-000363,0.003281546847996441
ACH-000364,-0.20635556239352354
ACH-000365,-0.022193893327028626
ACH-000366,-0.2329553919950257
ACH-000368,-0.3167949357415296
ACH-000374,-0.1650481986969088
ACH-000375,-0.3343495807695841
ACH-000376,-0.02553618559867303
ACH-000381,-0.04325394714047315
ACH-000383,-0.09069269210408112
ACH-000387,-0.4077021874787928
ACH-000389,-0.3045566719535287
ACH-000390,-0.09541995706265907
ACH-000393,-0.23778955749625005
ACH-000395,-0.17097103536081965
ACH-000396,-0.2624089009176755
ACH-000397,0.044648953278988
ACH-000401,-0.10505913407939976
ACH-000402,0.4181786099237274
ACH-000403,-0.1445748644348201
ACH-000404,-0.7591357816681997
ACH-000406,-0.027515967118960042
ACH-000407,-0.11981163771641885
ACH-000408,-0.222043153410214
ACH-000410,-0.2094277472911764
ACH-000411,-0.15662404775313762
ACH-000414,-0.08395867820087757
ACH-000415,-0.32474177011903244
ACH-000416,-0.22016688013652785
ACH-000420,0.0003086630469206509
ACH-000421,-0.13240021019589648
ACH-000424,0.0060142568395611905
ACH-000425,-0.3295790919138041
ACH-000426,-0.04573522991922757
ACH-000427,-0.3007481160008965
ACH-000433,-0.11034856183554197
ACH-000435,-0.28115692526399794
ACH-000436,-0.3717412662766433
ACH-000444,-0.1678283300802212
ACH-000445,-0.006366082445984276
ACH-000448,-0.19088291063519355
ACH-000450,0.015299824394711038
ACH-000452,-0.2062269548897576
ACH-000454,-0.06263983031947909
ACH-000458,-0.055726367473959586
ACH-000459,-0.03326887377243735
ACH-000460,-0.24483556839968115
ACH-000461,0.019633899539550668
ACH-000463,-0.3028138826457432
ACH-000464,-0.23602424208978684
ACH-000466,-0.16296428088348944
ACH-000467,0.029326622305301288
ACH-000468,-0.043763973195032814
ACH-000469,-0.10332022877434076
ACH-000470,0.07710023034255135
ACH-000471,-0.3142914444871841
ACH-000472,-0.10596620933244866
ACH-000473,-0.14215429993264792
ACH-000475,-0.239209946678744
ACH-000476,0.0007788491242967559
ACH-000477,0.08096706993295961
ACH-000479,-0.14448265843710054
ACH-000480,-0.6368501750679589
ACH-000481,-0.07261719467757566
ACH-000483,-0.34666289160096964
ACH-000484,-0.17409136161988067
ACH-000485,-0.015991976912764286
ACH-000486,-0.12122275720754926
ACH-000487,-0.2406687993067457
ACH-000488,-0.07128372410492438
ACH-000490,-0.3184812204175779
ACH-000491,-0.1312787041051528
ACH-000495,-0.36931896334569053
ACH-000496,-0.26581167175692505
ACH-000499,-0.04140161052911653
ACH-000500,-0.5529501123999854
ACH-000502,-0.22043224190559466
ACH-000503,-0.16997611802295634
ACH-000505,-0.2683758049430093
ACH-000507,-0.20214171833608024
ACH-000510,-0.1569856079118097
ACH-000511,-0.07750085512208657
ACH-000512,0.032896484201804896
