,GMIP (51291)
ACH-000004,-0.11963519499754112
ACH-000005,0.2260966043898501
ACH-000007,-0.1531334779938845
ACH-000009,0.07045309615970095
ACH-000011,0.06408468649957026
ACH-000012,-0.06262947586101388
ACH-000013,-0.02850995832430902
ACH-000014,0.03040099323616492
ACH-000015,-0.08933058958577351
ACH-000017,-0.05229554999923137
ACH-000018,0.004959714213420896
ACH-000019,-0.15989140605108634
ACH-000021,-0.195220093649258
ACH-000022,-0.061936116709272813
ACH-000025,-0.024675565455406168
ACH-000028,-0.23026898725218065
ACH-000030,-0.03778794313880327
ACH-000035,-0.1154141256974306
ACH-000036,-0.131503131065679
ACH-000037,0.04139092446962713
ACH-000039,0.09765041484551763
ACH-000040,0.0512716748093859
ACH-000041,0.04869243696377338
ACH-000042,-0.0930541537362998
ACH-000045,-0.06804028225942788
ACH-000047,-0.015351100596892696
ACH-000052,-0.29887398106618895
ACH-000053,-0.008196580765051828
ACH-000054,-0.009526734882762384
ACH-000055,0.1409062567397252
ACH-000060,0.02303016960872071
ACH-000067,-0.10185102057870332
ACH-000070,-0.12256285043215615
ACH-000075,0.2853415636678948
ACH-000078,0.033297071653329034
ACH-000082,-0.031467898372027
ACH-000085,0.09620740388791188
ACH-000086,-0.17054126342002285
ACH-000087,0.06495554825644614
ACH-000092,-0.0034100379285200897
ACH-000095,0.1182103848863612
ACH-000097,-0.15230020917056675
ACH-000098,-0.0688039849742167
ACH-000099,0.06134822789204863
ACH-000108,-0.08524946566194071
ACH-000113,-0.030855657059900125
ACH-000116,-0.05890779803540695
ACH-000118,0.07710123788978022
ACH-000120,0.027342223882420896
ACH-000123,-0.12518719320647448
ACH-000127,-0.054283432775060037
ACH-000128,-0.042228825482054866
ACH-000132,-0.10252584397343102
ACH-000133,0.11769641333567753
ACH-000137,-0.04946392932205378
ACH-000138,-0.02507620954477133
ACH-000142,-0.05437693953422735
ACH-000143,0.09323708805248918
ACH-000146,-0.0030866829240371193
ACH-000148,0.030410570061116762
ACH-000150,-0.03349713829749545
ACH-000152,0.02231334026298266
ACH-000153,0.11052085046110274
ACH-000159,-0.01907108880414769
ACH-000160,0.015268887700648737
ACH-000163,0.013895873041175484
ACH-000167,0.033517075401346144
ACH-000168,0.022247941951731957
ACH-000169,-0.11463546673406518
ACH-000178,-0.018932245879409698
ACH-000183,0.01963854342982305
ACH-000188,-0.0673176434211886
ACH-000189,-0.057294358888038736
ACH-000190,0.19743695519647456
ACH-000198,-0.02543717445509733
ACH-000203,-0.6012479918183841
ACH-000204,-0.0879178624010543
ACH-000206,0.05888120686697771
ACH-000207,0.019572664859982956
ACH-000208,0.059537068372046774
ACH-000210,-0.053082211720223135
ACH-000211,-0.06336077778377278
ACH-000215,0.003937722052328811
ACH-000221,-0.21277940983438634
ACH-000222,-0.10688949093318284
ACH-000223,-0.04349751112385615
ACH-000226,-0.0401746854159859
ACH-000227,-0.19668764670123015
ACH-000228,-0.20303809420135666
ACH-000231,0.08475218470080499
ACH-000232,-0.11283994370512496
ACH-000233,-0.21393994379245385
ACH-000234,-0.02304788239702989
ACH-000235,-0.10483481032820102
ACH-000237,-0.08055722692952305
ACH-000238,0.08124275629062455
ACH-000242,0.11515333557254424
ACH-000243,-0.10619716693923804
ACH-000244,0.10242195154746954
ACH-000246,-0.049962631632283865
ACH-000248,-0.10864460513273927
ACH-000250,0.06773498940520094
ACH-000251,-0.06906865332531772
ACH-000252,0.02887382670101877
ACH-000253,-0.19838257709285093
ACH-000255,-0.1252376707143561
ACH-000256,-0.10544144084108427
ACH-000257,0.12228421568768535
ACH-000258,0.06307695009878397
ACH-000259,0.01377191154348508
ACH-000260,-0.030569084421665168
ACH-000261,0.0019610704249328065
ACH-000262,0.05169388162037315
ACH-000263,0.06318093954297166
ACH-000264,0.03146100921889348
ACH-000265,0.05043919877178084
ACH-000266,-0.05673447702207673
ACH-000272,0.046443761504784006
ACH-000274,0.029355987841952338
ACH-000277,0.0507263890686593
ACH-000278,-0.12490802554724155
ACH-000279,0.013610779595609268
ACH-000280,0.042219536838243935
ACH-000281,-0.17642478293293093
ACH-000288,0.07518774342940363
ACH-000291,-0.015551610685591738
ACH-000293,-0.016705995587969143
ACH-000294,-0.09634583069547673
ACH-000295,-0.10915873706423096
ACH-000296,0.09172130748494113
ACH-000302,-0.07348204733455188
ACH-000304,-0.19074737406462894
ACH-000307,-0.14948111474739026
ACH-000308,0.04248164889950398
ACH-000310,-0.0843487958128876
ACH-000311,0.02004694479632479
ACH-000312,0.013402097309774787
ACH-000315,0.00015785416089594297
ACH-000316,0.10351744555315784
ACH-000317,0.12981116563243505
ACH-000318,-0.09899198695774004
ACH-000319,-0.08606986830056412
ACH-000320,-0.03708994498538989
ACH-000322,0.04372437464672976
ACH-000323,-0.031545564300028375
ACH-000324,0.09561520438852253
ACH-000329,-0.0016436309074851672
ACH-000330,-0.03555880620595708
ACH-000331,0.014495217336535141
ACH-000332,0.01736668899053229
ACH-000334,-0.22327733364513933
ACH-000335,0.08532834420674339
ACH-000336,-0.060471098213339285
ACH-000337,0.13545568838398547
ACH-000338,0.04262364212206912
ACH-000339,-0.12184964045229495
ACH-000341,-0.004992800900752503
ACH-000348,-0.050368812264879916
ACH-000350,0.17791798213471774
ACH-000352,0.0026599537145788337
ACH-000356,0.036675278937219793
ACH-000361,0.16344306338757422
ACH-000362,0.0013645567890205965
ACH-000363,-0.04246208713034466
ACH-000364,0.1369457669252579
ACH-000365,-0.03690752306482512
ACH-000366,-0.11889222435674815
ACH-000368,0.010701496714624215
ACH-000374,-0.2073231642270904
ACH-000375,0.0009428860161073533
ACH-000376,0.2117931423616569
ACH-000381,0.12168600781190625
ACH-000383,-0.039717440652708665
ACH-000387,-0.011102041958478087
ACH-000389,0.056442631019484525
ACH-000390,0.029514366840799475
ACH-000393,-0.025123949567051187
ACH-000395,0.0429637987865675
ACH-000396,-0.14358820313501913
ACH-000397,0.04982505486222374
