,MCHR2 (84539)
ACH-000004,-0.049136949556354816
ACH-000005,0.0898031583209472
ACH-000007,-0.03459462292099337
ACH-000009,0.0811191192709587
ACH-000011,0.06556461957240092
ACH-000012,0.02936279668120251
ACH-000013,0.0467404037463293
ACH-000014,-0.03768608852001465
ACH-000015,0.1636732199644548
ACH-000017,0.07268773963314475
ACH-000018,0.049820450052901165
ACH-000019,0.23117708199758916
ACH-000021,-0.07055668307490225
ACH-000022,0.1509082760111363
ACH-000025,0.07604601332869007
ACH-000028,0.14359801729388252
ACH-000030,0.07253439588638318
ACH-000035,0.0969086344853716
ACH-000036,0.0869429500565848
ACH-000037,0.2403887360775161
ACH-000039,0.1743806092531345
ACH-000040,0.1191940714048203
ACH-000041,0.05938082236411658
ACH-000042,0.07153529731353976
ACH-000045,0.19408892572521114
ACH-000047,0.08144887426865921
ACH-000052,0.0544478275435193
ACH-000053,0.07447511912788972
ACH-000054,0.19161602026640615
ACH-000055,0.2805519802639102
ACH-000060,0.1416972993895971
ACH-000067,0.10806012857721972
ACH-000070,0.11946958954162748
ACH-000075,0.08378150860006968
ACH-000078,0.1504835071016028
ACH-000082,0.14578298353304575
ACH-000085,0.131648794791211
ACH-000086,0.10562627992278996
ACH-000087,-0.019559887114528933
ACH-000092,0.06740625800923489
ACH-000095,0.09189339805954587
ACH-000097,0.06433438837717168
ACH-000098,0.005586702862397965
ACH-000099,0.146573080957678
ACH-000108,0.0779511979681423
ACH-000113,0.16471486526291138
ACH-000116,0.12158181388308245
ACH-000118,0.04653093971281603
ACH-000120,0.015490122431451887
ACH-000123,0.14186986791654452
ACH-000127,0.09223845344448688
ACH-000128,0.08648892104690951
ACH-000132,0.03624657589035644
ACH-000133,0.15835157661453392
ACH-000137,0.1055762474723709
ACH-000138,0.016499857510802022
ACH-000142,0.0458549510077236
ACH-000143,0.07571667962826525
ACH-000146,0.17074775836556288
ACH-000148,0.0840877580900526
ACH-000150,0.10614291496544828
ACH-000152,0.08893167914550372
ACH-000153,0.19925746122531687
ACH-000159,0.04181693663893586
ACH-000160,0.06571875894868616
ACH-000163,0.15840617315734912
ACH-000167,0.10543791056190707
ACH-000168,0.028681068836178505
ACH-000169,0.11088585170783824
ACH-000178,0.12846684200303596
ACH-000183,-0.014318627380092281
ACH-000188,0.01616819060912493
ACH-000189,0.11705932064071818
ACH-000190,0.06352416049077601
ACH-000198,0.1921851609294546
ACH-000203,-0.1764763394819033
ACH-000204,0.28920360962866537
ACH-000206,0.019993023852406644
ACH-000207,0.08110068749572955
ACH-000208,0.1822119708748537
ACH-000210,0.10682498332598728
ACH-000211,0.08187040143406482
ACH-000215,0.04591672345945154
