,KNTC1 (9735)
ACH-000004,-0.3095880088842177
ACH-000005,0.07317153427227532
ACH-000007,-0.5797880786411057
ACH-000009,-0.2691734251789636
ACH-000011,-0.6543524189690147
ACH-000012,-0.3351862735265144
ACH-000013,-0.1621331635107645
ACH-000014,-0.3556317568169157
ACH-000015,-0.3540893645681488
ACH-000017,-0.5565947848931698
ACH-000018,-0.42457536614709535
ACH-000019,-0.4667797969684847
ACH-000021,-0.11283656483083415
ACH-000022,-0.23717959356728896
ACH-000025,-0.3563298634218131
ACH-000028,-0.5557232198988099
ACH-000030,-0.07490080510552236
ACH-000035,-0.11923283438875736
ACH-000036,-0.5528467744377352
ACH-000037,-0.27113427974661136
ACH-000039,-0.3910866414759543
ACH-000040,-0.3282980586426876
ACH-000041,-0.4532588505494477
ACH-000042,-0.2650420761539237
ACH-000045,0.17341969430583276
ACH-000047,-0.27080524100863457
ACH-000052,-0.11739540834186778
ACH-000053,-0.4210882925098241
ACH-000054,-0.016593409681103163
ACH-000055,-0.5092842143432241
ACH-000060,-0.16969238516212434
ACH-000067,-0.03210324982793486
ACH-000070,-0.4170620984614964
ACH-000075,-0.2378900777883024
ACH-000078,-0.3932542230649964
ACH-000082,-0.059917070041623874
ACH-000085,0.050552990236805775
ACH-000086,-0.3815299981208664
ACH-000087,-0.4635762523841621
ACH-000092,-0.4509101925379215
ACH-000095,-0.6873253008118798
ACH-000097,-0.6889264828558916
ACH-000098,-0.1831230288867906
ACH-000099,-0.5144451946346043
ACH-000108,-0.3264084246806536
ACH-000113,-0.1483723304071255
ACH-000116,-0.3439854776742062
ACH-000118,-0.12693794174807124
ACH-000120,-0.4688184570015515
ACH-000123,-0.5600057354948715
ACH-000127,-0.30138792920613405
ACH-000128,-0.4878723119176752
ACH-000132,-0.3378869795182698
ACH-000133,-0.5044112269741424
ACH-000137,-0.20724924311008505
ACH-000138,-0.2547591593643905
ACH-000142,-0.5707728395841609
ACH-000143,-0.222405243394982
ACH-000146,-0.5382876820769049
ACH-000148,-0.34029350722172536
ACH-000150,-0.33246237097747977
ACH-000152,-0.3836552043736241
ACH-000153,-0.6856170570831104
ACH-000159,-0.2832628233005333
ACH-000160,-0.20275192339409015
ACH-000163,-0.4991952795438507
ACH-000167,-0.33086035281396553
ACH-000168,-0.08389226032838171
ACH-000169,-0.17078397587090985
ACH-000178,-0.409273316780047
ACH-000183,-0.024255558301161
ACH-000188,-0.3682715830504377
ACH-000189,-0.33624697475396
ACH-000190,-0.005852469249256057
ACH-000198,-0.5717463318733124
ACH-000203,-0.320372379193453
ACH-000204,-0.027442004288837942
ACH-000206,-0.28710646055088346
ACH-000207,-0.1339851930017524
ACH-000208,-0.30109727384925433
ACH-000210,-0.23132671942036484
ACH-000211,-0.3097395134688712
ACH-000215,-0.3579838314170284
ACH-000221,-0.2589273247139123
ACH-000222,-0.5680023062193958
ACH-000223,-0.3320157922556312
ACH-000226,-0.8115667573329848
ACH-000227,-0.3104642150680271
ACH-000228,-0.08022104884166786
ACH-000231,-0.4130432009844884
ACH-000232,-0.7857770706136368
ACH-000233,-0.514834542663356
ACH-000234,-0.5889074563905972
ACH-000235,-0.14359703362968276
ACH-000237,-0.25040825620636625
ACH-000238,-0.42840902551139776
ACH-000242,-0.25734526817354186
ACH-000243,-0.5359439823051447
ACH-000244,-0.2755572309514107
ACH-000246,-0.6324639232891381
ACH-000248,-0.5336235918271198
ACH-000250,0.05441522053732411
ACH-000251,-0.19091594419924904
ACH-000252,-0.2308176591741508
ACH-000253,-0.13454092173028975
ACH-000255,-0.19795621491534784
ACH-000256,-0.6508172349090038
ACH-000257,-0.2679082439111591
ACH-000258,-0.090398247579694
ACH-000259,-0.12020306869842208
ACH-000260,-0.26102418202535016
ACH-000261,-0.13724824263064192
ACH-000262,-0.5534108819837741
ACH-000263,-0.4333256027965077
ACH-000264,-0.17709140282110264
ACH-000265,-0.43290564884961386
ACH-000266,-0.2760949381974819
ACH-000272,-0.4349284847280259
ACH-000274,-0.3961338689548803
ACH-000277,-0.1087046684726898
ACH-000278,-0.6098316087593354
ACH-000279,-0.5803267623839846
ACH-000280,-0.2727547219346127
ACH-000281,-0.6810497142671758
ACH-000288,-0.28619157446256416
ACH-000291,-0.17447343296070494
ACH-000293,-0.22785578574837664
ACH-000294,-0.3747746959880323
ACH-000295,-0.6756133077003262
ACH-000296,-0.6097554537150873
ACH-000302,-0.3530938389870293
ACH-000304,-0.2809286582882352
ACH-000307,-0.01558504163937495
ACH-000308,-0.497516670140519
ACH-000310,-0.3406022982331049
ACH-000311,-0.147426312476993
ACH-000312,-0.36174537360496295
ACH-000315,-0.4240211125648938
ACH-000316,-0.2741376665204128
ACH-000317,-0.15241043889483075
ACH-000318,-0.4297296144408512
ACH-000319,-0.6160277019127953
ACH-000320,-0.22087884243278455
ACH-000322,-0.08905960364143664
ACH-000323,-0.2280408408200837
ACH-000324,-0.6183884100585426
ACH-000329,-0.1491140589937967
ACH-000330,-0.5883379509393342
ACH-000331,-0.3878113860489194
ACH-000332,-0.4758831571974621
ACH-000334,-0.22543887527061465
ACH-000335,-0.4840257068814529
ACH-000336,-0.18502833988684256
ACH-000337,-0.14825311478683226
ACH-000338,-0.3680135851193359
ACH-000339,-0.3306564626205131
ACH-000341,-0.4325447192843075
ACH-000348,-0.36395673705410064
ACH-000350,-0.3238066533576407
ACH-000352,-0.11230646965129998
ACH-000356,-0.31700063160024283
ACH-000361,-0.16077032190852775
ACH-000362,-0.11815788261882068
ACH-000363,-0.28384795430886417
ACH-000364,-0.5110829108377717
ACH-000365,-0.22095262299664895
ACH-000366,-0.3800163977301197
ACH-000368,-0.15399571990631286
ACH-000374,-0.12580827432353714
ACH-000375,-0.6723087139018316
ACH-000376,-0.1819056178565472
ACH-000381,-0.3964356619428455
ACH-000383,-0.18418275791093933
ACH-000387,-0.6268120531372521
ACH-000389,-0.4500761494295134
ACH-000390,-0.17943388382031694
ACH-000393,-0.09402385732635676
ACH-000395,-0.3256512078063578
ACH-000396,-0.4082511487869222
ACH-000397,-0.0877730029832562
ACH-000401,-0.19003380433366973
ACH-000402,-0.3866362026719618
ACH-000403,-0.3208398728081218
ACH-000404,-0.5172531903836725
ACH-000406,-0.6382418369860636
ACH-000407,-0.3338000966869321
ACH-000408,-0.4735958565520639
ACH-000410,-0.2936634964397969
ACH-000411,-0.22384986104301527
ACH-000414,-0.1153182995823141
ACH-000415,-0.4433748270504691
ACH-000416,-0.20329204813072596
ACH-000420,-0.09962286455497298
ACH-000421,-0.103398151599051
ACH-000424,-0.2641555348277558
ACH-000425,-0.3001107144316624
ACH-000426,-0.12487858775982465
ACH-000427,-0.2351041424159606
ACH-000433,-0.12464997898874634
ACH-000435,-0.4672702078411316
ACH-000436,-0.4151245877993239
ACH-000444,-0.12538023690061256
ACH-000445,-0.21759201044253695
ACH-000448,-0.38108918454137386
ACH-000450,-0.17053277278173126
ACH-000452,-0.5595340648700264
ACH-000454,-0.5201615649135497
ACH-000458,-0.25190750497997483
ACH-000459,-0.8095974863023778
ACH-000460,-0.7287596637056525
ACH-000461,-0.4644631018944363
ACH-000463,-0.30438367511743164
ACH-000464,-0.3838769172619581
ACH-000466,-0.1394651337170917
ACH-000467,-0.08655026667557962
ACH-000468,-0.6816103312289685
ACH-000469,-0.25484169596069417
ACH-000470,-0.5953813804474736
ACH-000471,-0.3706423669132707
ACH-000472,-0.3195482572494221
ACH-000473,-0.2787271636368212
ACH-000475,-0.2712705507199556
ACH-000476,-0.06291699533585565
ACH-000477,-0.3644996106592161
ACH-000479,-0.4317368275378288
ACH-000480,-0.15564999750177694
ACH-000481,-0.3932816335816176
ACH-000483,-0.34087107791754395
ACH-000484,-0.3322844619019189
ACH-000485,-0.4859413501914437
ACH-000486,-0.3413995021944982
ACH-000487,-0.13914781769535148
ACH-000488,-0.2491488364700508
ACH-000490,-0.37052331359270535
ACH-000491,-0.06924338826612772
ACH-000495,-0.2660578121705742
ACH-000496,-0.20972242085843407
ACH-000499,-0.4351648664192484
ACH-000500,-1.0943239176735826
ACH-000502,-0.315425162173714
ACH-000503,-0.7686598811839012
ACH-000505,-0.2799841026406286
ACH-000507,-0.35643663865986835
ACH-000510,-0.4468145494407405
ACH-000511,-0.3271015313437087
ACH-000512,-0.34828677885079545
ACH-000516,-0.2428225500064425
ACH-000517,-0.009247623888380359
ACH-000518,0.07942510889048307
ACH-000520,-0.3269945736825998
ACH-000521,0.011303498742486831
ACH-000522,-0.35449497425737875
ACH-000524,-0.1208102811838972
ACH-000527,-0.2793635666762761
ACH-000528,-0.12328528255462146
ACH-000537,-0.18411249574953556
ACH-000541,-0.1835835526239024
ACH-000542,-0.5506622470684848
ACH-000544,-0.5361838368600734
ACH-000545,-0.5593702076314577
ACH-000547,-0.9393881442454408
ACH-000548,-0.6231309210826729
ACH-000549,-0.266046582993558
ACH-000550,-0.2526236603389229
ACH-000552,-0.014982527477757924
ACH-000556,-0.15830398625063194
ACH-000557,-0.4665944796054815
ACH-000569,-0.11408017083376105
ACH-000570,-0.39146649502160935
ACH-000571,-0.35023581276746746
ACH-000573,-0.2034980401255603
ACH-000576,-0.1863240333192872
ACH-000579,-0.4586995827779839
ACH-000580,-0.6298603644180719
ACH-000584,-0.4514391611939396
ACH-000585,-0.9067362560152248
ACH-000588,-0.2543426517406673
ACH-000589,-0.06796657281719952
ACH-000591,-0.5053954345803905
ACH-000593,-0.4162410403251976
ACH-000600,-0.4323772346878696
ACH-000601,-0.3377181472905929
ACH-000605,-0.31797370592618024
ACH-000606,-0.7429253343661151
ACH-000608,-0.5489362975237202
ACH-000614,-0.35614177819331244
ACH-000616,-0.04753677323598703
ACH-000618,-0.3516040739659247
ACH-000619,-0.7204787904388468
ACH-000620,-0.7645382241171428
ACH-000621,-0.5998088019512006
ACH-000622,-0.2092238261596284
ACH-000623,-0.2814929915297922
ACH-000624,0.05145703255550477
ACH-000627,-0.22916591620707746
ACH-000630,-0.41250921521892814
ACH-000631,-0.276301741047824
ACH-000632,-0.6207305229359428
ACH-000633,-0.13459228198568485
ACH-000637,-0.00857489076557132
ACH-000638,0.02810009193198453
ACH-000646,-0.3643775583720818
ACH-000647,-0.20954373323498587
ACH-000648,-0.4156787188326421
ACH-000649,-0.5195921150142551
ACH-000651,0.09170706559380233
ACH-000652,-0.11281730851337173
ACH-000653,-0.061710272932660966
ACH-000657,-0.1485301723205425
ACH-000658,-0.05237984216796678
ACH-000661,-0.15773128586835705
ACH-000662,-0.4101801513764562
ACH-000663,-0.5649994003388679
ACH-000665,-0.18177682190529676
ACH-000671,-0.3368730494355033
ACH-000672,-0.2504117415345299
ACH-000673,-0.286828186519192
ACH-000676,-0.5088045411752428
ACH-000677,-0.3661263629339994
ACH-000681,-0.2003510640780212
ACH-000683,-0.3242051701662176
ACH-000684,-0.5102508236635518
ACH-000688,-0.024023185727526444
ACH-000693,-0.25718979661275104
ACH-000694,-0.1606742150704916
ACH-000695,-0.3241957683028315
ACH-000696,-0.07055114908840165
ACH-000697,-0.4886506552324931
ACH-000699,-0.06547117519894728
ACH-000701,-0.3815897124754921
ACH-000706,-0.21024721747959746
ACH-000711,-0.07772807472458704
ACH-000713,-0.5469437166294134
ACH-000714,-0.4721823009098047
ACH-000718,-0.2828467118770208
ACH-000720,-0.2989717234993717
ACH-000721,-0.2110307545869637
ACH-000724,-0.27224440486854584
ACH-000725,-0.08531827275017506
ACH-000732,-0.09418759324914
ACH-000734,-0.2951444780715213
ACH-000735,-0.4506907212038452
ACH-000736,-0.17822267925187849
ACH-000738,-0.2705915263332923
ACH-000746,-0.13385429109815353
ACH-000747,-0.22299527577194095
ACH-000748,-0.11766569508408407
ACH-000753,-0.4730262946178827
ACH-000756,-0.3934617627481149
ACH-000757,-0.1854079829925063
ACH-000758,-0.13634037722685016
ACH-000760,-0.35305836131021545
ACH-000762,-0.25332151446452905
ACH-000763,-0.06372191130394876
ACH-000764,-0.1800388691835786
ACH-000765,-0.2840438387253844
ACH-000766,0.04274196511524622
ACH-000767,-0.2992821709522334
ACH-000768,-0.40753304851885613
ACH-000769,-0.04297076253239194
ACH-000770,0.008287552214498381
ACH-000771,-0.5581868261111675
ACH-000773,-0.6371995717705127
ACH-000776,-0.19089644787357105
ACH-000777,-0.4867826835432088
ACH-000778,-0.09206532980124522
ACH-000781,-0.3229131541674194
ACH-000782,-0.4930478963140654
ACH-000783,-0.2286730619528656
ACH-000784,-0.2422928582829818
ACH-000785,-0.6981513506832077
ACH-000787,-0.2704688322535309
ACH-000788,-0.133617846070722
ACH-000791,-0.29415380251577783
ACH-000792,-0.2631373817346913
ACH-000794,-0.3706624736899101
ACH-000796,-0.281859833314469
ACH-000798,-0.4445538396420462
ACH-000799,-0.18612934147877166
ACH-000800,-0.4653940566573745
ACH-000802,-0.5097665464752033
ACH-000804,-0.12701251574842592
ACH-000805,-0.456275846343946
ACH-000809,-0.21006450616256728
ACH-000810,-0.3461727086203341
ACH-000811,-0.14795614559477954
ACH-000817,-0.20532434625778576
ACH-000819,-0.34541466120126074
ACH-000820,-0.03249786154684471
ACH-000821,-0.2475913696209568
ACH-000822,-0.31839008624017745
ACH-000823,-0.5392856604091005
ACH-000824,-0.14261663960597118
ACH-000827,-0.18331440849552333
