,NANOS1 (340719)
ACH-000004,0.0164240337770602
ACH-000005,0.05582252014993493
ACH-000007,0.05967530695666313
ACH-000009,-0.16910725686059794
ACH-000011,-0.1237982388999421
ACH-000012,-0.18374422935340495
ACH-000013,-0.15997296319579302
ACH-000014,0.023479430628880586
ACH-000015,-0.07473754214042848
ACH-000017,-0.18913799337592746
ACH-000018,-0.16159023744734752
ACH-000019,0.06118315738672739
ACH-000021,-0.012454968540297288
ACH-000022,-0.01548602279744366
ACH-000025,-0.20788076937464808
ACH-000028,0.011690667098131342
ACH-000030,-0.18836814790652887
ACH-000035,0.004908603339486278
ACH-000036,-0.17688438091704078
ACH-000037,-0.27716224057995464
ACH-000039,-0.2255243057384046
ACH-000040,-0.0280534194513286
ACH-000041,-0.059026078376092535
ACH-000042,-0.15306750896452184
ACH-000045,-0.1146663948900774
ACH-000047,-0.003624634636439912
ACH-000052,-0.05185865861065033
ACH-000053,-0.07099059831814389
ACH-000054,-0.1222236850465166
ACH-000055,-0.2115763245822888
ACH-000060,-0.20323697600591886
ACH-000067,-0.2145870884787906
ACH-000070,-0.025937938934298518
ACH-000075,-0.2643131748352564
ACH-000078,-0.062453709110934966
ACH-000082,-0.020968078040182803
ACH-000085,0.1818792546028977
ACH-000086,-0.030108919359861232
ACH-000087,0.00209702830304047
ACH-000092,0.010656802794388158
ACH-000095,-0.1825818562921023
ACH-000097,-0.0942576391805124
ACH-000098,0.0023144923671189997
ACH-000099,-0.2353335660486759
ACH-000108,-0.03177961032999612
ACH-000113,-0.04791067385219567
ACH-000116,-0.06761927790484146
ACH-000118,-0.1470261073536698
ACH-000120,-0.04084613836633888
ACH-000123,-0.14030920168224342
ACH-000127,-0.053353453064077724
ACH-000128,-0.19959234726947572
ACH-000132,-0.0919515965889334
ACH-000133,-0.16307193139369078
ACH-000137,0.04973820786562644
ACH-000138,-0.08538671699873432
ACH-000142,-0.21796551411059992
ACH-000143,-0.1513146931992833
ACH-000146,-0.170396062349259
ACH-000148,-0.10252656300425912
ACH-000150,-0.12151688239554692
ACH-000152,-0.08709715750460216
ACH-000153,0.14072762875063008
ACH-000159,-0.14344393743137368
ACH-000160,-0.09284334712538184
ACH-000163,-0.023180383141943588
ACH-000167,0.06990770921670167
ACH-000168,-0.19677719602268706
ACH-000169,-0.2178281271469165
ACH-000178,0.06978449459875836
ACH-000183,-0.1972874377211714
ACH-000188,-0.07332378827355207
ACH-000189,-0.02875300428955345
ACH-000190,-0.16484017245248644
ACH-000198,0.016845156719387026
ACH-000203,0.09552208471267963
ACH-000204,-0.2500906631836156
ACH-000206,0.0017174741229476526
ACH-000207,-0.1381763620087201
ACH-000208,-0.2531491635240115
ACH-000210,-0.17852019058213947
ACH-000211,-0.06313818863781251
ACH-000215,-0.1552786893308344
ACH-000221,-0.04059559058976352
ACH-000222,0.07285909214353731
ACH-000223,-0.3741142308771971
ACH-000226,-0.3088958861037758
ACH-000227,-0.2784081064858265
ACH-000228,-0.1319467375294987
ACH-000231,-0.15024611141473473
ACH-000232,-0.1349399869441747
ACH-000233,-0.12941263304059494
ACH-000234,-0.22294715480421165
ACH-000235,-0.06882645632863472
ACH-000237,0.03181198331472067
ACH-000238,-0.08403900557177925
ACH-000242,-0.2710703710176345
ACH-000243,-0.11528804300734735
ACH-000244,0.012714643334977968
ACH-000246,-0.14586710554780594
ACH-000248,0.013710675871805343
ACH-000250,-0.07061739686796492
ACH-000251,-0.027866477338755316
ACH-000252,-0.17095109090594887
ACH-000253,-0.10662670803564063
ACH-000255,-0.18006512499740435
ACH-000256,-0.14122518608974213
ACH-000257,-0.15742746297649707
ACH-000258,-0.07037775340296745
ACH-000259,-0.1327988876853471
ACH-000260,-0.1865762375014763
ACH-000261,-0.13299637172888734
ACH-000262,-0.08774526663555314
ACH-000263,0.11738628551962264
ACH-000264,-0.11005113938948599
ACH-000265,-0.030424633033151505
ACH-000266,-0.10458545972507813
ACH-000272,-0.0734961862895183
ACH-000274,-0.12853851817101605
ACH-000277,-0.2209243437969769
ACH-000278,-0.09154015199770398
ACH-000279,-0.1390377870361419
ACH-000280,0.10368161468010882
ACH-000281,-0.08903796777081611
ACH-000288,-0.1437649103420213
ACH-000291,0.07183769850915582
ACH-000293,-0.1547312613119244
ACH-000294,-0.34552067486065136
ACH-000295,-0.06498338383416505
ACH-000296,-0.3880154528448403
ACH-000302,-0.12377550980449985
ACH-000304,-0.12608571552048595
ACH-000307,-0.08598612370905936
ACH-000308,-0.09299170833199258
ACH-000310,-0.1848970586871948
ACH-000311,-0.192065052097417
ACH-000312,-0.2627159331676991
ACH-000315,-0.27221575488598804
ACH-000316,-0.11098398764742776
ACH-000317,-0.05340808259882666
ACH-000318,-0.020119487169677663
ACH-000319,-0.13042667274917535
ACH-000320,0.10512354041625584
ACH-000322,-0.1646105464869518
ACH-000323,-0.2434637573797724
ACH-000324,-0.1798054116533449
ACH-000329,-0.21503301980662248
ACH-000330,-0.3052293187326504
ACH-000331,-0.11508525158912107
ACH-000332,-0.15249751072950732
ACH-000334,-0.2530797852079133
ACH-000335,-0.013555089986258735
ACH-000336,0.3404448102571325
ACH-000337,-0.12923176248381946
ACH-000338,-0.22449217810550096
ACH-000339,-0.13653276935127032
ACH-000341,-0.3546312850332965
ACH-000348,0.13049975868409014
ACH-000350,-0.1159081459070153
ACH-000352,-0.013795214158331928
ACH-000356,0.12211962118153608
ACH-000361,0.012667244548687428
ACH-000362,-0.05787518939687027
ACH-000363,0.020475978508531903
ACH-000364,-0.11593187239475805
ACH-000365,-0.0357784305149094
ACH-000366,-0.14502486174120569
ACH-000368,-0.05959505478355787
ACH-000374,-0.09861978894804696
ACH-000375,-0.09828915673380004
ACH-000376,-0.1466003021188762
ACH-000381,-0.0666759778490402
ACH-000383,-0.08995265824361623
ACH-000387,-0.279727662011789
ACH-000389,-0.04020426907564437
ACH-000390,-0.015387469195847896
ACH-000393,-0.07709880771337768
ACH-000395,-0.18241098856117072
ACH-000396,0.16980400170527032
ACH-000397,-0.12091358533806372
ACH-000401,-0.0017033221310179926
ACH-000402,-0.1478641075975777
ACH-000403,-0.11281997660729474
ACH-000404,0.05854553710287962
ACH-000406,-0.0685160829428548
ACH-000407,-0.11134839890328208
ACH-000408,-0.18381851345644792
ACH-000410,0.06837644696441945
ACH-000411,-0.18476729967109612
ACH-000414,-0.0750213487702902
ACH-000415,-0.08994664814596691
ACH-000416,-0.2200514866790028
ACH-000420,-0.12050220735483985
ACH-000421,-0.15705065342077504
ACH-000424,-0.2326902511810053
ACH-000425,-0.09471526150240504
ACH-000426,-0.20115247182541093
ACH-000427,-0.1926421937089152
ACH-000433,-0.09731891025541338
ACH-000435,-0.13773470968117366
ACH-000436,-0.029889307046128605
ACH-000444,0.05400935486103694
ACH-000445,0.16105455385726292
ACH-000448,0.002382024007007077
ACH-000450,0.1002187561838854
ACH-000452,-0.20460623720876164
ACH-000454,-0.07014131534555973
ACH-000458,-0.08635405294425595
ACH-000459,0.04195561924550556
ACH-000460,-0.10845212437194077
ACH-000461,-0.057210454046639464
ACH-000463,-0.009017818414895379
ACH-000464,-0.18863782287122366
ACH-000466,-0.15858949228537736
ACH-000467,-0.02068168771389926
ACH-000468,-0.07247633214263796
ACH-000469,-0.08420863727275597
ACH-000470,0.06400970841018103
ACH-000471,-0.026898733923618356
ACH-000472,-0.1364656486947858
ACH-000473,-0.07752955048098187
ACH-000475,-0.08199188312612067
ACH-000476,0.025555435291905536
ACH-000477,-0.1659097555787445
ACH-000479,0.06626527198830645
ACH-000480,-0.12658820325269954
ACH-000481,-0.07137638587184912
ACH-000483,-0.3138012477884447
ACH-000484,-0.266337507251755
ACH-000485,-0.14493007577356934
ACH-000486,-0.1845590912179291
ACH-000487,0.011781872485703688
ACH-000488,-0.10410049350387847
ACH-000490,-0.07789421903518014
ACH-000491,-0.1358336457169766
ACH-000495,-0.3367571963751909
ACH-000496,-0.12054089989761547
ACH-000499,-0.10892777825902074
ACH-000500,-0.02376175059138194
ACH-000502,-0.08008295315034862
ACH-000503,-0.19122185402660452
ACH-000505,-0.08144807955047077
ACH-000507,-0.14815295144393406
ACH-000510,-0.10864152234277777
ACH-000511,-0.07337779800995939
ACH-000512,-0.32535050562597545
ACH-000516,-0.10696997497328653
ACH-000517,-0.038648901862409636
ACH-000518,-0.2402921275093798
ACH-000520,-0.04112696577552757
ACH-000521,-0.11995294974650153
ACH-000522,-0.09406143713930876
ACH-000524,-0.2409658778716617
ACH-000527,-0.08709671741096285
ACH-000528,-0.12913064370988833
ACH-000537,-0.0727715878700614
ACH-000541,-0.1021329420556581
ACH-000542,-0.055510167238550366
ACH-000544,-0.04503658305285716
ACH-000545,-0.028815701708285
ACH-000547,0.0300355935748838
ACH-000548,-0.15247526463479322
ACH-000549,0.07388344311343101
ACH-000550,-0.04545774611674243
ACH-000552,-0.04624768623335202
ACH-000556,-0.09346331797714012
ACH-000557,-0.10332083083331406
ACH-000569,-0.08099948597524492
ACH-000570,-0.03755269078102965
ACH-000571,-0.09509270045714348
ACH-000573,-0.08374817778076127
ACH-000576,-0.07423582496976333
ACH-000579,-0.14179088686780447
ACH-000580,-0.1784544719219563
ACH-000584,-0.12556002910383768
ACH-000585,-0.08214764493418346
ACH-000588,0.0377804535522402
ACH-000589,-0.16428354642847906
ACH-000591,-0.07249272078361411
ACH-000593,-0.0687216419141361
ACH-000600,-0.13962195312970327
ACH-000601,-0.05208879033983558
ACH-000605,-0.14819346285804585
ACH-000606,-0.15854346358617918
ACH-000608,-0.09835330321823182
ACH-000614,0.07299055656371826
ACH-000616,-0.09032799212991582
ACH-000618,-0.06355258632285121
ACH-000619,-0.0541728843939119
ACH-000620,-0.08292045274689719
ACH-000621,-0.0952122886267232
ACH-000622,-0.07869016638313751
ACH-000623,-0.19092660897970856
ACH-000624,-0.168175570784321
ACH-000627,-0.0467694703756039
ACH-000630,-0.03499681699458337
ACH-000631,-0.1728713784037899
ACH-000632,-0.07116565464001062
ACH-000633,-0.07326185984182235
ACH-000637,-0.11375305504590605
ACH-000638,-0.17486918500026885
ACH-000646,-0.006390220123193691
ACH-000647,-0.06869197881571867
ACH-000648,-0.21237263542903265
ACH-000649,-0.11611101326894666
ACH-000651,-0.13475513398126251
ACH-000652,-0.12849660597010046
ACH-000653,-0.1918307662659048
ACH-000657,-0.11489098071746034
ACH-000658,-0.1321353677193241
ACH-000661,-0.0305839545179006
ACH-000662,-0.3313919069450941
ACH-000663,-0.13630845853092072
ACH-000665,-0.15900741074945685
ACH-000671,0.01195345381832952
ACH-000672,0.1100738434351216
ACH-000673,-0.13855919323430152
ACH-000676,-0.2563028529551913
ACH-000677,-0.17738093908512612
ACH-000681,-0.15418143207011345
ACH-000683,-0.191623989222347
ACH-000684,-0.05116296655512426
ACH-000688,-0.3376379059043268
ACH-000693,-0.006628484199346817
ACH-000694,-0.00910210243814185
ACH-000695,-0.2904219445896919
ACH-000696,-0.06046503765621341
ACH-000697,-0.03881010913930959
ACH-000699,-0.11713188263774475
ACH-000701,0.0017706471896283746
ACH-000706,-0.11939686689453652
ACH-000711,-0.03824820705214039
ACH-000713,-0.06388463803514402
ACH-000714,-0.22088538451308054
ACH-000718,-0.23718824203695985
ACH-000720,-0.06138186281757459
ACH-000721,-0.10941517931442847
ACH-000724,-0.15919952011544966
ACH-000725,-0.06206804160185245
ACH-000732,-0.17736136486082785
ACH-000734,-0.1818459190281548
ACH-000735,-0.06466280538143898
ACH-000736,-0.2884168237629169
ACH-000738,-0.06251293343542946
ACH-000746,0.026476776635434192
ACH-000747,-0.10369085852602734
ACH-000748,-0.14073259618621214
ACH-000753,-0.043242134119368614
ACH-000756,-0.1220577670413002
ACH-000757,-0.05969278173535065
ACH-000758,-0.2012640891361651
ACH-000760,-0.20171516282105456
ACH-000762,-0.09058589251410352
ACH-000763,0.0012182283625230233
ACH-000764,-0.3651346256481254
ACH-000765,-0.13195330162147936
ACH-000766,-0.11634658282609113
ACH-000767,-0.12632661362689435
ACH-000768,-0.05093343080137787
ACH-000769,-0.06812369796974835
ACH-000770,-0.0999358749797726
ACH-000771,-0.05384175636369441
ACH-000773,-0.22793699890818736
ACH-000776,-0.2829857902481433
ACH-000777,-0.2359281108062869
ACH-000778,0.17104829224771814
ACH-000781,-0.06196320262541712
ACH-000782,-0.06541965588909675
ACH-000783,-0.10962610976490207
ACH-000784,-0.17346650734436692
ACH-000785,-0.17439291392525216
ACH-000787,-0.060287053517507565
ACH-000788,-0.1585280669554243
ACH-000791,-0.07845076667309647
ACH-000792,-0.004679054671092546
ACH-000794,-0.09449416006846244
ACH-000796,-0.09855747688177666
ACH-000798,-0.21948946620950566
ACH-000799,-0.1723087747576978
ACH-000800,-0.1831203659034578
ACH-000802,-0.13108432772154666
ACH-000804,0.01386368806965912
ACH-000805,-0.09079896908456757
ACH-000809,-0.04361543688741537
ACH-000810,-0.12668797872907395
ACH-000811,-0.028093055616623255
ACH-000817,-0.14602331369627253
ACH-000819,0.007326482615623731
ACH-000820,-0.3652086937081807
ACH-000821,-0.31751545668322306
ACH-000822,-0.21607842710076056
ACH-000823,0.029368611874379745
ACH-000824,-0.0946193387648536
ACH-000827,-0.13741419837990232
ACH-000829,0.09721485690394356
ACH-000831,-0.19934395362306345
ACH-000832,-0.07814369952260199
ACH-000833,-0.01943574989460522
ACH-000834,-0.002390345406979685
ACH-000835,-0.08464717096395545
ACH-000836,0.004116543103997011
ACH-000837,-0.06909702984103751
ACH-000838,-0.14401648303932815
ACH-000839,-0.09639615067726784
ACH-000840,-0.15496003159686064
ACH-000841,0.1184518612073065
ACH-000843,-0.11596818434965067
ACH-000846,-0.09356592187766853
ACH-000847,-0.3458557925480582
ACH-000848,0.034225805429308837
ACH-000849,-0.1914205675885852
ACH-000851,-0.1416608746435707
ACH-000855,-0.17821210245544852
ACH-000856,-0.11796629080436018
ACH-000858,-0.15031661623819562
ACH-000859,-0.1860841583619221
ACH-000861,-0.3392749364304421
ACH-000862,-0.10280860708925764
ACH-000865,-0.1322211422748133
ACH-000866,-0.005947347491363801
ACH-000867,-0.13036560209754142
ACH-000869,-0.08154805940791618
ACH-000872,0.008989830608703592
ACH-000873,-0.02231159992293456
ACH-000876,-0.06236711309839098
ACH-000878,-0.14078185060643514
ACH-000880,-0.2096769557204032
ACH-000881,0.026701038718141484
ACH-000882,-0.056296420433851725
ACH-000884,-0.2251780769508894
ACH-000885,-0.08604844546952957
ACH-000887,-0.072544782180789
ACH-000889,-0.1248595901967222
ACH-000896,-0.14711608036341406
ACH-000898,-0.07289538059345603
ACH-000900,-0.09411785561635312
ACH-000901,-0.07918625958199607
ACH-000905,-0.1262356432215815
ACH-000906,-0.021254038088400002
ACH-000907,-0.2073227897951383
ACH-000910,-0.08455821321383739
ACH-000911,-0.021297922291312246
ACH-000912,-0.032275424079669685
ACH-000913,-0.04523011162564606
ACH-000915,-0.17670886326550034
ACH-000916,-0.5365662162410357
ACH-000917,0.015798568514335132
ACH-000920,-0.0948681995934472
ACH-000921,-0.1344697274914861
ACH-000924,-0.15381000608456302
ACH-000926,-0.117122435180482
ACH-000928,-0.019462055040097768
ACH-000929,-0.09244614757623784
ACH-000932,-0.018054246414187392
ACH-000935,-0.11968162760031285
ACH-000936,-0.024316626303815533
ACH-000937,-0.11750696172421216
ACH-000938,-0.25412055827554064
ACH-000939,0.0725128968938197
ACH-000941,-0.07715215800627598
ACH-000943,-0.05024244734280375
ACH-000946,-0.05271777504736207
ACH-000947,-0.09887375390211783
ACH-000948,0.009949806936229587
ACH-000950,0.07746890805264503
ACH-000953,-0.1132095369799002
ACH-000954,-0.12311107762718553
ACH-000957,-0.19295068346120467
ACH-000958,-0.4117364318423085
ACH-000960,-0.10868647216104982
ACH-000963,0.1216025953195494
ACH-000968,-0.18294885836637254
ACH-000969,-0.16755837474172294
ACH-000972,-0.3874818899184275
ACH-000973,-0.0960485209976738
ACH-000974,-0.07460751906371735
ACH-000978,-0.11618556917526465
ACH-000984,-0.18008757991454424
ACH-000986,-0.008930982748592322
ACH-000988,-0.01055031914759429
ACH-000993,-0.0691609259442179
ACH-000994,0.15532223542343676
ACH-000996,-0.1511406501733915
ACH-001001,-0.11666718929352793
ACH-001020,0.10711927575272118
ACH-001028,-0.11993418621599775
ACH-001031,-0.1725960651001087
ACH-001038,-0.13220969049672174
ACH-001048,-0.19973625145642285
ACH-001050,0.047513301721780636
ACH-001053,0.0006607196130384772
ACH-001054,-0.0802580495711224
ACH-001061,0.04814057128884782
ACH-001067,-0.2297077885746359
ACH-001075,-0.09069796140970512
ACH-001096,-0.08590425630087202
ACH-001111,-0.20698671569632854
ACH-001119,-0.0045908222955392385
ACH-001128,-0.22531312640296336
ACH-001134,-0.17206868893533375
ACH-001151,-0.13645226672353952
ACH-001163,-0.031500123652633584
ACH-001164,-0.15960896115711154
ACH-001183,-0.04234682580545932
ACH-001192,-0.2198738113219193
ACH-001193,0.2989012017063989
ACH-001196,-0.01967993955319201
ACH-001197,-0.0891549614453065
ACH-001205,-0.08413662891484205
ACH-001211,-0.16677824318142687
ACH-001212,-0.19128336949876898
ACH-001228,-0.16785666897680002
ACH-001232,-0.2410068390501997
ACH-001239,-0.15458845526684736
ACH-001270,-0.16657955138719496
ACH-001274,-0.20821165376578096
ACH-001275,0.07584068299674421
ACH-001277,-0.3400514037998429
ACH-001278,-0.11634766202635526
ACH-001280,-0.012338788917601085
ACH-001283,-0.03499047812171184
ACH-001289,-0.1382763557617659
ACH-001300,-0.1989489354739988
ACH-001301,-0.11770338380551
ACH-001302,-0.164238032959187
ACH-001306,0.09918037061549348
ACH-001318,0.008675291802093518
ACH-001322,-0.0011290423159053481
ACH-001328,-0.1441479950427881
ACH-001332,-0.02253276363783981
ACH-001336,-0.05699076622031232
ACH-001346,-0.11177757889866782
ACH-001353,-0.0999481031218002
ACH-001354,-0.21582415993927265
ACH-001367,0.048181269276714636
ACH-001368,-0.016137854009831466
ACH-001374,-0.1594807151214704
ACH-001377,-0.13858938499194928
ACH-001380,-0.08284784282930308
ACH-001391,-0.11146639148506586
ACH-001408,-0.08810950349378802
ACH-001430,-0.352180538904473
ACH-001431,-0.08646555645998605
ACH-001450,-0.10618058526574548
ACH-001496,-0.11949173502465064
ACH-001500,0.06232633533604263
ACH-001523,0.034536815845919014
ACH-001532,-0.210415877561944
ACH-001550,-0.04992295783628943
ACH-001552,-0.1474184680179738
ACH-001554,-0.18260060793918528
ACH-001654,-0.14955051822063142
ACH-001735,-0.21643515667992894
ACH-001736,-0.2660981800669942
ACH-001737,-0.10675439264349228
ACH-001740,-0.06078752915020641
ACH-001745,-0.07364956592930777
ACH-001765,-0.19215715176547096
