,TXNRD1 (7296)
ACH-000004,-0.4623221936298682
ACH-000005,-0.5567423287783311
ACH-000007,-0.059835379863250125
ACH-000009,-0.3828320638087605
ACH-000011,-0.14830276614926555
ACH-000012,-0.6892796701330486
ACH-000013,-0.6906064558736944
ACH-000014,-0.6874756462455761
ACH-000015,-0.8703006681911221
ACH-000017,-0.5005588456779335
ACH-000018,-0.988937703839905
ACH-000019,-0.2796223396242202
ACH-000021,-0.7083498895175807
ACH-000022,-0.5346820565708088
ACH-000025,-0.6996774622662286
ACH-000028,-0.9810036784616992
ACH-000030,-0.23971516939816684
ACH-000035,-0.5066364037774256
ACH-000036,-0.5246867553610765
ACH-000037,-0.7394182502140306
ACH-000039,-0.8555220498251984
ACH-000040,-0.7199127328412155
ACH-000041,-1.0103777424065736
ACH-000042,-0.3425896601652487
ACH-000045,-0.15428874167143813
ACH-000047,0.009027111486861526
ACH-000052,-0.7642033900940568
ACH-000053,-0.8422765866851805
ACH-000054,-0.5153301493778842
ACH-000055,-0.92557460383519
ACH-000060,0.125614466042439
ACH-000067,-0.8880221826624843
ACH-000070,-0.8164360231505
ACH-000075,-0.29118268596819463
ACH-000078,-0.9099488095984932
ACH-000082,-0.706781139177182
ACH-000085,-0.6239514191121922
ACH-000086,-0.9629541639059171
ACH-000087,-0.9756139290149264
ACH-000092,0.10131278555501984
ACH-000095,-0.7969519805180026
ACH-000097,-0.4297293599387744
ACH-000098,0.4529217924687072
ACH-000099,-0.968195674365486
ACH-000108,-0.3111243073874492
ACH-000113,-0.194881219468698
ACH-000116,-0.8762309340579852
ACH-000118,-0.5535411985258134
ACH-000120,-0.5212222907471779
ACH-000123,-0.7984373937666798
ACH-000127,-1.0080103668209692
ACH-000128,-0.7903259354697152
ACH-000132,-0.16550653169384572
ACH-000133,-0.8929697262766846
ACH-000137,-0.4202996710962748
ACH-000138,-0.11197137367180644
ACH-000142,-0.3171968522396998
ACH-000143,-0.8607263321012221
ACH-000146,-0.21822238435499894
ACH-000148,-0.7262768130654725
ACH-000150,-0.7547080269312083
ACH-000152,-0.8059263219842728
ACH-000153,-0.4570489760973462
ACH-000159,-0.28774442937425304
ACH-000160,-0.8353977100323882
ACH-000163,-1.0950339935477875
ACH-000167,-0.2563243129713037
ACH-000168,-0.11561071548709885
ACH-000169,-0.3587536955782962
ACH-000178,-0.2839648608964683
ACH-000183,-0.5277008756257465
ACH-000188,-0.7083276072235061
ACH-000189,-0.6943746637574895
ACH-000190,-0.8933682937869498
ACH-000198,-0.6926231489212864
ACH-000203,-0.4132608969941897
ACH-000204,-0.6103321849452974
ACH-000206,-0.3604317105881865
ACH-000207,-0.4222136820234768
ACH-000208,-0.7606977365202688
ACH-000210,-0.4531707480675896
ACH-000211,-0.6826788152735607
ACH-000215,-0.2633034030865455
ACH-000221,-1.1180270410091433
ACH-000222,-0.22374835958784464
ACH-000223,-0.2957311835448732
ACH-000226,-0.7470569237667052
ACH-000227,-0.8854759488407699
ACH-000228,-0.5450149761434483
ACH-000231,-0.9250397049359812
ACH-000232,-0.2430310777446537
ACH-000233,-0.5128386602337844
ACH-000234,-0.19567799779779105
ACH-000235,-0.1432186545072471
ACH-000237,-0.3337996732940409
ACH-000238,-1.011774685618185
ACH-000242,0.04074258042774461
ACH-000243,-1.196365747359043
ACH-000244,-0.745326075000736
ACH-000246,-0.3594493112901558
ACH-000248,-0.31559139292345045
ACH-000250,-0.6990949092179832
ACH-000251,-0.653827134747966
ACH-000252,-0.2699681632808457
ACH-000253,-0.1273544000839127
ACH-000255,-0.9385775158087686
ACH-000256,-1.1307828029609648
ACH-000257,-0.6659485948824528
ACH-000258,-0.6633610498995204
ACH-000259,-1.0108865010404025
ACH-000260,-0.7353452706951402
ACH-000261,-0.988046756604098
ACH-000262,-0.7378834445872755
ACH-000263,-0.3897496076192768
ACH-000264,-0.9886336434237416
ACH-000265,-1.0550314322851002
ACH-000266,-0.2331857071318824
ACH-000272,-0.17629327432185396
ACH-000274,-0.20705221768433446
ACH-000277,0.06842320250166095
ACH-000278,-0.5377952190313995
ACH-000279,-0.9229311597579134
ACH-000280,-0.3358785298773703
ACH-000281,-0.5483003352793033
ACH-000288,-0.9961991874036265
ACH-000291,-0.5447528403379018
ACH-000293,-0.24560444093475986
ACH-000294,-0.3435194288277621
ACH-000295,-0.11005972195951157
ACH-000296,-0.7356489550179035
ACH-000302,-0.9416670795683044
ACH-000304,-0.3872200056032232
ACH-000307,-0.3749930438434171
ACH-000308,-0.1861476064033694
ACH-000310,-0.5044527655947084
ACH-000311,-0.23924180742252524
ACH-000312,-0.8910390780390637
ACH-000315,-0.6653614002395039
ACH-000316,-0.983094205647107
ACH-000317,-0.6797155630720377
ACH-000318,-0.40650989877892585
ACH-000319,-0.08940966770077499
ACH-000320,-0.3268896147320563
ACH-000322,-0.2412792070833671
ACH-000323,-0.8236590627812579
