,PAICS (10606)
ACH-000215,-0.1783095726846913
ACH-000221,-0.023438264384424597
ACH-000222,-0.4957044789406453
ACH-000223,-0.495882561083951
ACH-000226,-0.5960596173069399
ACH-000227,-0.18533541458955888
ACH-000228,-0.4748295086830906
ACH-000231,-0.2397487622963323
ACH-000232,0.051990685938880836
ACH-000233,-0.9470050105249506
ACH-000234,-0.4657382275822533
ACH-000235,-0.6812636498793473
ACH-000237,-0.2646045357361152
ACH-000238,-0.18371567623109733
ACH-000242,-0.3642015807772133
ACH-000243,-0.4384558382406233
ACH-000244,-0.14617217924442175
ACH-000246,-0.011178761040559634
ACH-000248,-0.6372240414165236
ACH-000250,-0.2917730075597194
ACH-000251,-0.5476633164436603
ACH-000252,-0.2872203901852625
ACH-000253,-0.5943044396761404
ACH-000255,-0.018637646235142868
ACH-000256,-0.08210063555324792
ACH-000257,-0.8335668774853215
ACH-000258,-0.6418251086805987
ACH-000259,-0.2311236101067115
ACH-000260,-0.06696360077619119
ACH-000261,-0.1613044154665745
ACH-000262,-0.312671780045614
ACH-000263,-0.5240937811205163
ACH-000264,-0.3838259232448922
ACH-000265,-0.4666255565234599
ACH-000266,-0.2117063293648372
ACH-000272,-0.7491206284288567
ACH-000274,-0.2380846920741577
ACH-000277,-0.4027952204510654
ACH-000278,-0.32957386737743666
ACH-000279,-0.4981421312735715
ACH-000280,-0.16267048600862036
ACH-000281,-0.448297803461012
ACH-000288,-0.042780301754043085
ACH-000291,-0.10071610536295073
ACH-000293,-0.2265175278962245
ACH-000294,-0.8354964830448799
ACH-000295,-0.6093450136263354
ACH-000296,-0.5063387750432801
ACH-000302,-0.2064595482385455
ACH-000304,-0.325227427073826
ACH-000307,-0.8193048474516649
ACH-000308,-0.2331745443375262
ACH-000310,-0.1854072098391048
ACH-000311,-0.4849585900210753
ACH-000312,-0.3015797884607824
ACH-000315,-0.6675272165059032
ACH-000316,-0.3804781813507151
ACH-000317,-0.800456437521287
ACH-000318,-0.8027308485951062
ACH-000319,-0.3438408789840265
ACH-000320,-0.454162369260023
ACH-000322,-0.6349907328573722
ACH-000323,-0.4193721068545256
ACH-000324,-0.14053564683961348
ACH-000329,-0.24315400125629485
ACH-000330,-0.6840242931935917
ACH-000331,0.03868974151660395
ACH-000332,-0.13434219712790593
ACH-000334,-0.7004647006043437
ACH-000335,-0.4743621626884605
ACH-000336,-0.20366239705083736
ACH-000337,-0.8170573762621021
ACH-000338,-0.6829631946408048
ACH-000339,-0.853869499299798
ACH-000341,-0.3325548370193134
ACH-000348,-0.3309016444938583
ACH-000350,-0.14453779430420086
ACH-000352,-0.8777736110098473
ACH-000356,-0.6820245931470926
ACH-000361,-0.17084538746086345
ACH-000362,-0.5454778616039593
ACH-000363,-0.5326813782226268
ACH-000364,-0.14086008435784267
ACH-000365,-0.6412513418050455
ACH-000366,-0.468706520497021
ACH-000368,-0.28185468122720203
ACH-000374,-0.3631735477685441
ACH-000375,-0.6386923476791334
ACH-000376,-0.15492872711633332
ACH-000381,-0.7211530065955379
ACH-000383,-0.99180857685673
ACH-000387,-0.7386399288884219
ACH-000389,0.043697222103438016
ACH-000390,-0.8165048065114423
ACH-000393,-0.33044350032159964
ACH-000395,-0.7495375442284288
ACH-000396,-0.3707657234495957
ACH-000397,-0.2820626100902481
ACH-000401,-0.7059561991761845
ACH-000402,-0.7489178982727048
ACH-000403,-0.27583318189228023
ACH-000404,-0.3408234844700289
ACH-000406,-1.017631381049409
ACH-000407,-0.048587062669811186
ACH-000408,-0.5866344839680553
ACH-000410,-0.17431560216939174
ACH-000411,-0.6381946277784168
ACH-000414,-0.21513777895662695
ACH-000415,-0.3435949618857649
ACH-000416,-0.8460294854468581
ACH-000420,-0.11177725147919663
ACH-000421,-0.6479124440361913
ACH-000424,-0.4937804334229578
ACH-000425,-0.35917725538664824
ACH-000426,-0.3012325444310888
ACH-000427,-0.5087300608898049
ACH-000433,-0.2318966247011697
ACH-000435,-0.6236429000969566
ACH-000436,-0.6908668826057123
ACH-000444,-0.3165859034761144
ACH-000445,-0.33666150745921336
ACH-000448,-0.7160341355863785
ACH-000450,-0.4342578606047541
ACH-000452,-0.5967383308303701
ACH-000454,-0.7387256977399458
ACH-000458,0.012826360138097405
ACH-000459,-0.5886322093897172
ACH-000460,-0.7650047806285118
ACH-000461,-0.6164529190642545
ACH-000463,-0.014197931321403725
ACH-000464,-0.4934448290598154
ACH-000466,-0.2557750685983512
ACH-000467,-0.6872549915853942
ACH-000468,-0.4097689646694626
ACH-000469,-0.1530633962301439
ACH-000470,-0.32154652504961706
ACH-000471,-0.5848615254385799
ACH-000472,-0.33326942278125604
ACH-000473,-0.1579701483576769
ACH-000475,-0.4354142144751777
ACH-000476,-0.3088458984411541
ACH-000477,-0.6194577153967821
ACH-000479,-0.27345790151041083
ACH-000480,0.06933301672683012
ACH-000481,-0.4389727012046373
ACH-000483,-0.3609131334873065
ACH-000484,-0.3358207530620108
ACH-000485,-0.6238129497979191
ACH-000486,-0.3144416910852803
ACH-000487,-0.6031903193028376
ACH-000488,0.0829619480617294
ACH-000490,-0.15041302889360078
ACH-000491,-0.4812891996166585
ACH-000495,-0.4639586438544261
ACH-000496,-0.4240380292419897
ACH-000499,-0.21157280419899588
ACH-000500,-0.5785219872965468
ACH-000502,-0.8493747787679417
ACH-000503,-0.4802304847374189
ACH-000505,-0.36402609823349663
ACH-000507,-0.7032660586414377
ACH-000510,-0.6590837300044747
ACH-000511,-0.4190877347358699
ACH-000512,-0.6884969325545457
ACH-000516,-0.2036620412920609
ACH-000517,-0.411948926661922
ACH-000518,-0.2605325203645368
ACH-000520,-0.1841295143880143
ACH-000521,-0.3724172575719473
ACH-000522,-0.4985326971815481
ACH-000524,-0.22231793259282956
ACH-000527,-0.3201355577891396
ACH-000528,-0.1907393121416344
ACH-000537,-0.15230994498131867
ACH-000541,-0.8688097098332156
ACH-000542,-0.5125971131236103
ACH-000544,-0.35489749076214033
ACH-000545,-0.2708699072721719
ACH-000547,-0.2747424508163843
ACH-000548,-0.5695752324324707
ACH-000549,-0.3591020112978963
ACH-000550,-0.3634733809282693
ACH-000552,-0.5906025172021371
ACH-000556,-0.349516558124484
ACH-000557,-1.0745168715739957
ACH-000569,0.008577524497381004
ACH-000570,-0.22720117948377155
ACH-000571,-0.3670104434854597
ACH-000573,-0.5815065004159223
ACH-000576,-0.742819240406317
ACH-000579,-0.5915207845755093
ACH-000580,-0.2277297976822016
ACH-000584,-0.3095162167066487
ACH-000585,-0.2213221902701287
ACH-000588,-0.5660594828650986
ACH-000589,-0.08570199089620316
ACH-000591,-0.3694935649449667
ACH-000593,-0.335074880783154
ACH-000600,-0.15772244194796722
ACH-000601,-0.7762379484616597
ACH-000605,-0.3396773587368514
ACH-000606,-0.06471855257028088
ACH-000608,-0.4271447717836761
ACH-000614,-0.730400944084012
ACH-000616,-0.3798538846807736
ACH-000618,-0.7064326966405186
ACH-000619,-0.8450455980670821
ACH-000620,-0.3259388602429195
ACH-000621,-0.39144014829332413
ACH-000622,-0.37137901207828816
ACH-000623,-0.19239435313043493
ACH-000624,-0.9601033543740506
ACH-000627,-0.15738520130290332
ACH-000630,-0.15258561348785393
ACH-000631,-0.5483399027757127
ACH-000632,-0.3404770515013018
ACH-000633,-0.1465135025574182
ACH-000637,-0.06689021796120281
ACH-000638,-0.5025345872576457
ACH-000646,-0.3579328080891464
ACH-000647,-0.6205604241796555
ACH-000648,-0.6761502934123655
ACH-000649,-0.20274550025335406
ACH-000651,-0.5451656441126067
ACH-000652,-0.7920202010922623
ACH-000653,-0.8767366102833779
ACH-000657,-0.04641506122738963
ACH-000658,-0.7767956676135347
ACH-000661,-0.6754325208752441
ACH-000662,-0.18362456843995198
ACH-000663,-0.5123182923038019
ACH-000665,-0.2579214792046497
ACH-000671,-0.10723666289964302
ACH-000672,-0.497958876632058
ACH-000673,-0.2810995543878767
ACH-000676,-0.8571404217157358
ACH-000677,-0.4267883381424269
ACH-000681,-0.2522753607362894
ACH-000683,-0.2920180613125433
ACH-000684,-0.3692344388485215
ACH-000688,-0.3617622775264072
ACH-000693,-0.155532227146469
ACH-000694,-0.2835285238952815
ACH-000695,-0.4655754519950274
ACH-000696,-0.09844698920807443
ACH-000697,-0.639148114607194
ACH-000699,-0.3595533340696484
ACH-000701,-0.2584441707277619
ACH-000706,-0.4000735718071428
ACH-000711,-0.7197898653645068
ACH-000713,-0.7284229994362016
ACH-000714,-0.5583579697238722
ACH-000718,-0.1557226013201587
ACH-000720,-0.2458084758770327
ACH-000721,-0.6609590094237542
ACH-000724,-0.4716517278565072
ACH-000725,-0.7349990538819205
ACH-000732,-0.3328845099004531
ACH-000734,-0.3071264890999704
ACH-000735,-0.4027071362656211
ACH-000736,-0.5841113631501978
ACH-000738,-0.15826898405945972
ACH-000746,-0.6484349491340103
ACH-000747,-0.4912416898159139
ACH-000748,-0.16601910843958348
ACH-000753,-0.9545403541066816
ACH-000756,0.007199994058738375
ACH-000757,-0.1744286730051573
ACH-000758,-0.5549613101032832
ACH-000760,-0.6829220557916537
ACH-000762,-0.3193357315765897
ACH-000763,-0.6546005493858046
ACH-000764,-0.7964685376402019
ACH-000765,-0.6014710147255298
ACH-000766,-0.26464756380433097
ACH-000767,-0.5392601199870299
ACH-000768,-0.9381242678982334
ACH-000769,-0.28722629208764616
ACH-000770,-0.6481165029131837
ACH-000771,-0.14676987776193176
ACH-000773,-0.8097169596183582
ACH-000776,-0.6350198385366057
ACH-000777,-0.3535068043131018
ACH-000778,-0.32434290795550663
ACH-000781,-0.4972424361303402
ACH-000782,-0.6699113477754818
ACH-000783,-0.09692860288594196
ACH-000784,-0.3018148048116064
ACH-000785,-0.44707953635970205
ACH-000787,-0.11520900588076816
ACH-000788,-0.21614936191070316
ACH-000791,-0.6649646629176768
ACH-000792,-0.24543774354677075
ACH-000794,-0.3385957883295185
ACH-000796,-0.2450753690027207
ACH-000798,-0.05283013373448223
ACH-000799,-0.3180649973877774
ACH-000800,-0.5689252208150491
ACH-000802,-0.1468698626042364
ACH-000804,-0.4176172003088329
ACH-000805,-0.6070509607181416
ACH-000809,-0.8953314170168881
ACH-000810,-0.5229517457300623
ACH-000811,-0.33735167228490115
ACH-000817,-0.5493022572716874
ACH-000819,-0.13292738241236696
ACH-000820,-0.5327298815425406
ACH-000821,-0.7665529432230306
ACH-000822,-0.4317142698897535
ACH-000823,-0.6251850132955974
ACH-000824,-0.2379777452624525
ACH-000827,-0.2285046520144657
ACH-000829,-0.3677923221022743
ACH-000831,-0.6176729106014061
ACH-000832,-0.6833654025129295
ACH-000833,-0.8003318001829068
ACH-000834,-0.10378215371482652
ACH-000835,-0.2851551399039509
ACH-000836,-0.8202768357476808
ACH-000837,-0.6074597922904205
ACH-000838,-0.9057448785334664
ACH-000839,-0.23431484790188584
ACH-000840,-0.4454105839621489
ACH-000841,-0.5321610780142672
ACH-000843,-0.8640141072108611
ACH-000846,-0.2286270851986275
ACH-000847,-0.2844244959183805
ACH-000848,-0.6025760080831588
ACH-000849,-0.8865863741608736
ACH-000851,-0.5729936685531026
ACH-000855,-0.45018264349567255
ACH-000856,-0.5813956028581513
ACH-000858,-0.055321877126805794
ACH-000859,-0.6882930162672037
ACH-000861,-0.12960131320267282
ACH-000862,-0.20118316966998834
ACH-000865,-0.120917092714387
ACH-000866,-0.6337411653102294
ACH-000867,-0.7350535065077934
ACH-000869,-0.34493832272290864
ACH-000872,-0.7961450139790898
ACH-000873,-0.7353561431571842
ACH-000876,-0.484993888725158
ACH-000878,-0.8343856173855854
ACH-000880,-0.33791896298330704
ACH-000881,-0.298514327409968
ACH-000882,-0.7395315489603121
ACH-000884,-0.19545522996894835
ACH-000885,-0.28959801920822675
ACH-000887,-0.522228765937405
ACH-000889,-0.9229165753992256
ACH-000896,-0.921096546119063
ACH-000898,-0.5727794840020025
ACH-000900,-0.33282959317615685
ACH-000901,-0.1693454448210762
ACH-000905,-0.24742060859466425
ACH-000906,-0.19025994020991407
ACH-000907,-0.3274932493344593
ACH-000910,-0.682799300772521
ACH-000911,-0.5204209685889823
ACH-000912,-0.2326377958466273
ACH-000913,-0.2527905414748346
ACH-000915,-0.4565565015739966
ACH-000916,-0.4871378243642451
ACH-000917,-0.7660149821185595
ACH-000920,-0.5151594885687735
ACH-000921,-0.44996914100554986
ACH-000924,-0.4194677163070463
ACH-000926,-0.394883657417172
ACH-000928,-0.3002177778085172
ACH-000929,-0.31654428613858177
ACH-000932,-0.6768818987735228
ACH-000935,-0.24700288570977755
ACH-000936,-0.6045043832072223
ACH-000937,-0.9051773316576012
ACH-000938,-0.8311121914509366
ACH-000939,-0.25348440177382353
ACH-000941,-0.5140626040870674
ACH-000943,0.1218728553410718
ACH-000946,-0.4945691443744005
ACH-000947,-0.18567769516367952
ACH-000948,-0.6749626082395371
ACH-000950,-0.047589949876217286
ACH-000953,-0.8357489742938873
ACH-000954,-0.4860772439646175
ACH-000957,-0.5778188382753394
ACH-000958,-0.6321368090072719
ACH-000960,-0.9141326508525678
ACH-000963,-0.6845352242402254
ACH-000968,-0.0736498841067541
ACH-000969,-0.4493248295511692
ACH-000972,-0.23810702407346945
ACH-000973,-0.35252452960717795
ACH-000974,0.07262242783799654
ACH-000978,-0.3925654935463142
ACH-000984,-0.3341289472923566
ACH-000986,-0.6997303445335826
ACH-000988,-0.3320074909033092
ACH-000993,-0.13839337116575978
ACH-000994,-0.4634405415057904
ACH-000996,-0.14971420334523414
ACH-001001,0.03376215958095077
ACH-001020,-0.12148403959741087
ACH-001028,-0.6790372284993378
ACH-001031,-0.33141252970051643
ACH-001038,-0.7970079673593651
ACH-001048,-0.6088069621613448
ACH-001050,-0.3955710405964484
ACH-001053,-0.19132310679197054
ACH-001054,-0.5354321158002674
ACH-001061,-0.7443889710856572
ACH-001067,-0.31975122879326945
ACH-001075,-0.5458277000051779
ACH-001096,-0.6687816030096139
ACH-001111,-0.675849483857179
ACH-001119,-0.4546233822980143
ACH-001128,-0.3845512192828158
ACH-001134,-0.7741717376921935
ACH-001151,-0.996750502925312
ACH-001163,-0.7781212273459942
ACH-001164,-0.35041152866513803
ACH-001183,-0.04187219178333474
ACH-001192,-0.38556120950008055
ACH-001193,-0.2355797084520592
ACH-001196,-0.6449606213768992
ACH-001197,-0.43618481759191785
ACH-001205,-0.3710530134351449
ACH-001211,-0.3831361398795327
ACH-001212,-0.10110423232005533
ACH-001228,-0.3864007558483042
ACH-001232,-0.13229928237590685
ACH-001239,-0.44181768426220136
ACH-001270,-0.2046331152196092
ACH-001274,-0.7298734544000849
ACH-001275,-0.2350218681075384
ACH-001277,-0.252086616736302
ACH-001278,-0.1886078234058569
ACH-001280,-0.21904934668434112
ACH-001283,-0.05806604452811616
ACH-001289,-0.7369931817352332
ACH-001300,-0.2585393001266373
ACH-001301,-0.12524647433479866
ACH-001302,-0.36786132469063015
ACH-001306,-0.2392454051879791
ACH-001318,-0.25294005553091364
ACH-001322,0.04501681577680504
ACH-001328,-0.2087320090278588
ACH-001332,-0.5053984134047136
ACH-001336,-0.3145957585385195
ACH-001346,-0.12299526076389905
ACH-001353,-0.4265497804104535
ACH-001354,-0.4774842687300201
ACH-001367,-0.5918423309094455
ACH-001368,-0.6355908665466795
ACH-001374,-0.2941514884647808
ACH-001377,0.115849893739517
ACH-001380,0.05143187088774371
ACH-001391,-0.4772267768783262
ACH-001408,0.0041750395223162
ACH-001430,-0.35863639693979804
ACH-001431,-0.6120774577581841
ACH-001450,-1.1204336718371626
ACH-001496,-0.6976629602376395
ACH-001500,-0.5874903185582646
ACH-001523,-0.3536188508479468
ACH-001532,-0.3792552391080283
ACH-001550,-0.4575163838334909
ACH-001552,-0.20351231292966754
ACH-001554,-0.3844466791848864
ACH-001654,-0.032867929306978884
ACH-001735,-0.8258342604594091
ACH-001736,-1.066643467073769
ACH-001737,-0.2074410105342924
ACH-001740,-0.7362995327231505
ACH-001745,-0.8024809954266944
ACH-001765,-0.5450299497101926
