,PROM1 (8842)
ACH-000004,0.3797850369598995
ACH-000005,0.2961925867721472
ACH-000007,0.3127326652434679
ACH-000009,0.11000674164794566
ACH-000011,0.11154344839272383
ACH-000012,0.1748814782274367
ACH-000013,0.2543027598204169
ACH-000014,0.25948783779812296
ACH-000015,0.1490203674221686
ACH-000017,0.22717777698123665
ACH-000018,0.04044755394500053
ACH-000019,0.17507997626194735
ACH-000021,0.23516119547882866
ACH-000022,0.1202742214686358
ACH-000025,0.1638402432635966
ACH-000028,0.2341081435540143
ACH-000030,0.15162857312651984
ACH-000035,0.22401440556910068
ACH-000036,0.21596923448501204
ACH-000037,0.1438630437142751
ACH-000039,0.1588172951914751
ACH-000040,0.1086124210471662
ACH-000041,0.13518695515369406
ACH-000042,0.13118135871783307
ACH-000045,0.2534048355596296
ACH-000047,0.18013679314825612
ACH-000052,0.033610311805326136
ACH-000053,0.15548903173774378
ACH-000054,0.22867573141428546
ACH-000055,0.19861809872927574
ACH-000060,0.19854182034687606
ACH-000067,0.09835910550954984
ACH-000070,0.15336173262274802
ACH-000075,0.12551456479249645
ACH-000078,0.14279915660442666
ACH-000082,0.14140351425401096
ACH-000085,0.1283870961332879
ACH-000086,0.1617288058862488
ACH-000087,0.31549201590288345
ACH-000092,0.18254603989178156
ACH-000095,0.12060408327163658
ACH-000097,0.25590090464773463
ACH-000098,0.31659382816674986
ACH-000099,0.2337498602594191
ACH-000108,0.1712083105538862
ACH-000113,0.17089432946459782
ACH-000116,0.19912710319798
ACH-000118,0.12225454196340707
ACH-000120,0.14631641045563953
ACH-000123,0.1364425735242892
ACH-000127,0.1939842190462631
ACH-000128,0.2442257624146125
ACH-000132,0.09494227139214133
ACH-000133,0.2454181258228016
ACH-000137,0.18795215040154573
ACH-000138,0.22001313653805504
ACH-000142,0.2421159483532113
ACH-000143,0.22891805842356666
ACH-000146,0.21332844410065246
ACH-000148,0.21913791068839744
ACH-000150,0.20894355020433505
ACH-000152,0.20115646435207074
ACH-000153,0.245909614039328
ACH-000159,0.27441407912743465
ACH-000160,0.1576325182570095
ACH-000163,0.19955686315255944
ACH-000167,0.16104341523000876
ACH-000168,0.21237712443809936
ACH-000169,0.1641206339437408
ACH-000178,0.07009747636498169
ACH-000183,0.21407727463585424
ACH-000188,0.15539495855439447
ACH-000189,0.6280833903072714
ACH-000190,0.053216044389768964
ACH-000198,0.14601862693924275
ACH-000203,0.06400389704096421
ACH-000204,0.20109517441193986
ACH-000206,0.1496624301328978
ACH-000207,0.2204851258452858
ACH-000208,0.30092730064167106
ACH-000210,0.18878736402880225
ACH-000211,0.21027098315443613
ACH-000215,0.043506845434717036
ACH-000221,0.02963163445124408
ACH-000222,0.19728724007164986
ACH-000223,-0.01088305689605783
ACH-000226,0.1834718592118752
ACH-000227,0.11347017514824577
ACH-000228,0.2752500370476908
ACH-000231,0.17453040909359308
ACH-000232,0.19572886013771448
ACH-000233,0.2271105352545661
ACH-000234,0.08360479675564744
ACH-000235,0.23474378116413144
ACH-000237,0.13815899204837215
ACH-000238,0.23085054213178785
ACH-000242,-0.050409604419062566
ACH-000243,0.16888495035654105
ACH-000244,0.2317994436469233
ACH-000246,0.20971829705023332
ACH-000248,0.22075681373597467
ACH-000250,0.1549979813923793
ACH-000251,0.2886970282014377
ACH-000252,0.10957029181645662
ACH-000253,0.2731117194964593
ACH-000255,0.26652472018734324
ACH-000256,0.1644299809985371
ACH-000257,0.21110690591266984
ACH-000258,0.125520499096988
ACH-000259,0.15115714142918288
ACH-000260,0.13487208581856633
ACH-000261,0.07425835938441439
ACH-000262,0.2031562994860986
ACH-000263,0.19895089226687204
ACH-000264,0.11507230768731105
ACH-000265,0.1589042673094719
ACH-000266,0.17603348115058096
ACH-000272,0.032906989471585366
ACH-000274,0.17667126560649993
ACH-000277,0.07904762919021413
ACH-000278,0.17711340138950862
ACH-000279,0.10666099071943796
ACH-000280,0.16424041289886487
ACH-000281,0.2227027447504496
ACH-000288,0.1511836490590274
ACH-000291,0.2539563520709155
ACH-000293,0.2114757520166732
ACH-000294,0.2802296874120647
ACH-000295,0.17659072391666708
ACH-000296,0.18502599932929176
ACH-000302,0.15736150865586887
ACH-000304,0.036598314747598885
ACH-000307,0.1832772861729729
ACH-000308,0.1617676026165137
ACH-000310,0.10758742560764163
ACH-000311,0.18306266694457132
