,PUS7L (83448)
ACH-000004,0.08137242643507099
ACH-000005,-0.18196017372832612
ACH-000007,0.12348931375473675
ACH-000009,0.02949493291117548
ACH-000011,-0.02198861148928473
ACH-000012,0.19147765508246226
ACH-000013,-0.04357841101920158
ACH-000014,-0.01324513781075922
ACH-000015,-0.0220930562823191
ACH-000017,-0.030510675831938575
ACH-000018,0.11636803110842744
ACH-000019,0.030032441196459706
ACH-000021,0.14285951791457013
ACH-000022,0.014739654567695654
ACH-000025,-0.1735267767753373
ACH-000028,-0.04525001619066976
ACH-000030,0.032148603657146765
ACH-000035,0.16663171635784205
ACH-000036,-0.04755761227960016
ACH-000037,0.04432365698187491
ACH-000039,0.061935942239517185
ACH-000040,0.055192492219328114
ACH-000041,-0.13388416910603365
ACH-000042,0.010855067486631028
ACH-000045,0.12852744208847094
ACH-000047,0.04399835519922427
ACH-000052,0.06888568831655423
ACH-000053,0.02619576418857514
ACH-000054,0.04212130591950429
ACH-000055,0.08655547276290516
ACH-000060,0.2551528668131364
ACH-000067,-0.112746961026731
ACH-000070,-0.016841346721332553
ACH-000075,0.228762529029161
ACH-000078,0.05090599192039005
ACH-000082,0.0015064758898453098
ACH-000085,0.22630480556676136
ACH-000086,-0.12816330214589527
ACH-000087,-0.017801590941970317
ACH-000092,0.0177343408606175
ACH-000095,0.07595876356972811
ACH-000097,-0.03514238875515767
ACH-000098,0.04967224923832492
ACH-000099,0.06257438840950443
ACH-000108,0.08385224530001288
ACH-000113,0.07741122200203839
ACH-000116,0.09538460712050263
ACH-000118,0.09509306264738177
ACH-000120,-0.06690396424146362
ACH-000123,0.03676901399726608
ACH-000127,0.01403388349406328
ACH-000128,0.08704332838487702
ACH-000132,0.04940656747247309
ACH-000133,0.003863979099031418
ACH-000137,0.07235997027213323
ACH-000138,0.01208014312222899
ACH-000142,-0.07994265479823905
ACH-000143,0.1038661729843281
ACH-000146,-0.011840300548765415
ACH-000148,-0.011221554322654068
ACH-000150,0.031970284339997615
ACH-000152,-0.07965799600915957
ACH-000153,0.12963686105021335
ACH-000159,-0.021096075519079344
ACH-000160,-0.06667944188399387
ACH-000163,-0.033690370340849325
ACH-000167,0.16530875491500718
ACH-000168,0.024033780539147787
ACH-000169,-0.11538724213413795
ACH-000178,0.028065399423586275
ACH-000183,-0.07876436565954277
ACH-000188,0.16398656572032388
ACH-000189,-0.04339731335823106
