,NELFE (7936)
ACH-000004,-0.5697701005016865
ACH-000005,-0.4489387940360308
ACH-000007,-0.6750528938301376
ACH-000009,-0.3839321236862625
ACH-000011,-0.4990144051644064
ACH-000012,-0.40127685042200345
ACH-000013,-0.4727555152894241
ACH-000014,-0.4472133207685747
ACH-000015,-0.3462662219931328
ACH-000017,-0.4975452709075331
ACH-000018,-0.5644882162245152
ACH-000019,-0.4882465419794752
ACH-000021,-0.3509345778180216
ACH-000022,-0.40907086250952185
ACH-000025,-0.534565799997036
ACH-000028,-0.3964006126759616
ACH-000030,-0.4587520249706714
ACH-000035,-0.4395940433884015
ACH-000036,-0.39104699411427424
ACH-000037,-0.5463879138198607
ACH-000039,-0.6351658779195265
ACH-000040,-0.39561615512738013
ACH-000041,-0.3574624079647075
ACH-000042,-0.4631992925230319
ACH-000045,-0.6659828482076692
ACH-000047,-0.40222513225629214
ACH-000052,-0.6140872207550584
ACH-000053,-0.3549683871986902
ACH-000054,-0.5007891107318271
ACH-000055,-0.3784862080003788
ACH-000060,-0.5071132667519918
ACH-000067,-0.4408218802220836
ACH-000070,-0.6335926546166953
ACH-000075,-0.5293864196126554
ACH-000078,-0.35680098931578713
ACH-000082,-0.4345526360277634
ACH-000085,-0.5742420675526662
ACH-000086,-0.4085983367101986
ACH-000087,-0.4800702425138669
ACH-000092,-0.5049060123453991
ACH-000095,-0.5031777318980168
ACH-000097,-0.38495225336828737
ACH-000098,-0.3555962649244879
ACH-000099,-0.4406189983807373
ACH-000108,-0.6015846035779253
ACH-000113,-0.33461503915486857
ACH-000116,-0.5862353548891889
ACH-000118,-0.12396662800909525
ACH-000120,-0.5434324335580305
ACH-000123,-0.5839015093362092
ACH-000127,-0.3871300515763408
ACH-000128,-0.4898156966187388
ACH-000132,-0.4722107829094221
ACH-000133,-0.30780721262183597
ACH-000137,-0.7559589609880925
ACH-000138,-0.32205941672064725
ACH-000142,-0.4352503349755916
ACH-000143,-0.5774294326961785
ACH-000146,-0.1879435764535544
ACH-000148,-0.5127950383853856
ACH-000150,-0.5299141397614175
ACH-000152,-0.3290695559187882
ACH-000153,-0.23907499505895544
ACH-000159,-0.5625587043107211
ACH-000160,-0.3084970660798099
ACH-000163,-0.3320112771061901
ACH-000167,-0.016935662414852854
ACH-000168,-0.3627089228373195
ACH-000169,-0.4151996695169102
ACH-000178,-0.7047843816217488
ACH-000183,-0.5729207557714208
ACH-000188,-0.4721216258289073
ACH-000189,-0.6181467259881038
ACH-000190,-0.0397927806923907
ACH-000198,-0.3510061010141649
ACH-000203,0.0814062742872007
ACH-000204,-0.5097115259045135
ACH-000206,-0.7544739068140659
ACH-000207,-0.4830375055119439
ACH-000208,-0.6805475614793157
ACH-000210,-0.28177905324592634
ACH-000211,-0.3724765330384139
ACH-000215,-0.5060459367115887
ACH-000221,-0.4386300473744961
ACH-000222,-0.5334992002058585
ACH-000223,-0.5288974737334861
ACH-000226,-0.4572253716565101
ACH-000227,-0.429930303394896
ACH-000228,-0.5279884697953792
ACH-000231,-0.602856823688273
ACH-000232,-0.5635105264946686
ACH-000233,-0.2770147155921731
ACH-000234,-0.3127539702087208
ACH-000235,-0.5011363115645119
ACH-000237,-0.4032895482594213
ACH-000238,-0.4409918983149224
ACH-000242,-0.6438034384970984
ACH-000243,-0.4303907667783079
ACH-000244,-0.6157031409924522
ACH-000246,-0.399971818330046
ACH-000248,-0.5637019776919919
ACH-000250,-0.34759720325909793
ACH-000251,-0.5546243011662443
ACH-000252,-0.1740207807355288
ACH-000253,-0.4753253190369292
ACH-000255,-0.5000109143204285
ACH-000256,-0.5490907237073493
ACH-000257,-0.6587684134814842
ACH-000258,-0.4127376597627104
ACH-000259,-0.4899125285240653
ACH-000260,-0.4663499971032789
ACH-000261,-0.5452955456764805
ACH-000262,-0.20525596440545527
ACH-000263,-0.4979840506334025
ACH-000264,-0.6272658849391187
ACH-000265,-0.4724089578566793
ACH-000266,-0.5189444761490856
ACH-000272,-0.2139578800343608
ACH-000274,-0.4321477644697185
ACH-000277,-0.3079529678528216
ACH-000278,-0.3782240408702473
ACH-000279,-0.4323820846631241
ACH-000280,-0.37094240641562576
ACH-000281,-0.3845774783496413
ACH-000288,-0.3986417267698232
ACH-000291,-0.3910687804503865
ACH-000293,-0.3371123755369391
ACH-000294,-0.3655841441918064
ACH-000295,-0.43295465381421616
ACH-000296,-0.5296170464467725
ACH-000302,-0.1931129439836469
ACH-000304,-0.6206331547780349
ACH-000307,-0.44370230021176976
ACH-000308,-0.534354266169752
ACH-000310,-0.4009300299625607
ACH-000311,-0.6365400120521314
ACH-000312,-0.4915653429573108
ACH-000315,-0.8645880702830144
ACH-000316,-0.4784981008083376
ACH-000317,-0.7033811852817276
ACH-000318,-0.4749567060300798
ACH-000319,-0.3760929392321884
ACH-000320,-0.4824030081673048
ACH-000322,-0.4473193824884893
ACH-000323,-0.6279205506421458
ACH-000324,-0.5904216893721117
ACH-000329,-0.35123281457640104
ACH-000330,-0.49770152939388
ACH-000331,-0.4125961400561938
ACH-000332,-0.34807649183961153
ACH-000334,-0.5824163782982251
ACH-000335,-0.4574675941723677
ACH-000336,-0.22186653547371504
ACH-000337,-0.6340155741976938
ACH-000338,-0.3881418348736262
ACH-000339,-0.584275867656431
ACH-000341,-0.3917320994378271
ACH-000348,-0.4197864488440903
ACH-000350,-0.3575099335262133
ACH-000352,-0.6632826391995851
ACH-000356,-0.30405220011141715
ACH-000361,-0.6169965140525506
ACH-000362,-0.3246040499138237
ACH-000363,-0.4264537602721978
ACH-000364,-0.4002556825561931
ACH-000365,-0.5271648660741179
ACH-000366,-0.3938381602135129
ACH-000368,-0.3954107748619512
ACH-000374,-0.7608789875737415
ACH-000375,-0.28558173588940433
ACH-000376,-0.527597587048509
ACH-000381,-0.4807561019314434
ACH-000383,-0.2040854554338828
ACH-000387,-0.4720811123262629
ACH-000389,-0.6125500174943789
ACH-000390,-0.34482718479959523
ACH-000393,-0.40683787727295145
ACH-000395,-0.594333601037192
ACH-000396,-0.519050119642971
ACH-000397,-0.4951072412371664
ACH-000401,-0.3692144347459257
ACH-000402,-0.7287997019601248
ACH-000403,-0.3289402850253935
ACH-000404,-0.6250370187101509
ACH-000406,-0.4248772400522371
ACH-000407,-0.5302090686899934
ACH-000408,-0.4226929200038487
ACH-000410,-0.5874021055661567
ACH-000411,-0.3074670486711525
ACH-000414,-0.4120689866523529
ACH-000415,-0.3822377573850429
ACH-000416,-0.4818029129976696
ACH-000420,-0.26304154855289924
ACH-000421,-0.6745454322575671
ACH-000424,-0.6957079252216566
ACH-000425,-0.5762664101358516
ACH-000426,-0.6782025550578648
ACH-000427,-0.4674860138802283
ACH-000433,-0.3309290139289633
ACH-000435,-0.6508113226159806
ACH-000436,-0.536399063186977
ACH-000444,-0.4228802643897607
ACH-000445,-0.4236792712210162
ACH-000448,-0.31981963567505
ACH-000450,-0.4960574697262896
ACH-000452,-0.5497976108109547
ACH-000454,-0.44080354490973983
ACH-000458,-0.2835063140237896
ACH-000459,-0.4735459342755043
ACH-000460,-0.317255713309887
ACH-000461,-0.4619754166787808
ACH-000463,-0.32806090514416464
ACH-000464,-0.6506885933624331
ACH-000466,-0.5055933910237905
ACH-000467,-0.3033432402879316
ACH-000468,-0.34688275818020103
ACH-000469,-0.30055779172499875
ACH-000470,-0.4075351817869132
ACH-000471,-0.21960425478217385
ACH-000472,-0.4138383166017659
ACH-000473,-0.4113093376112577
ACH-000475,-0.4385223250389799
