,GALK1 (2584)
ACH-000004,-0.2003364004470158
ACH-000005,-0.0016672734974249636
ACH-000007,0.0930231757517788
ACH-000009,-0.2581031969737325
ACH-000011,-0.08378270782737503
ACH-000012,-0.3019213917726354
ACH-000013,-0.2581624315782791
ACH-000014,-0.1892740990670012
ACH-000015,-0.18081608401835106
ACH-000017,-0.3999275506780687
ACH-000018,-0.1597963086248666
ACH-000019,-0.502999522815189
ACH-000021,-0.14322058857014866
ACH-000022,-0.2908573292497432
ACH-000025,-0.15775461445602382
ACH-000028,-0.37358599822304944
ACH-000030,-0.14919513709043375
ACH-000035,-0.14280224027384886
ACH-000036,-0.12553031257342556
ACH-000037,-0.24452557077896686
ACH-000039,-0.19032120425818974
ACH-000040,-0.16050032729918018
ACH-000041,-0.2968600657148858
ACH-000042,-0.26559595218452065
ACH-000045,-0.09698217160424
ACH-000047,-0.25302727585390583
ACH-000052,-0.15826810719048662
ACH-000053,-0.27755393065219663
ACH-000054,-0.2612278018352981
ACH-000055,-0.22020711183925973
ACH-000060,-0.3716467309325997
ACH-000067,-0.3238505062962596
ACH-000070,-0.08075952521909642
ACH-000075,-0.23178343336645496
ACH-000078,-0.4949387891326183
ACH-000082,-0.23590725859265085
ACH-000085,-0.0730074311289951
ACH-000086,-0.2973031872367744
ACH-000087,-0.21401694092583895
ACH-000092,-0.10369895025298063
ACH-000095,-0.2774970250723425
ACH-000097,-0.04353211428957125
ACH-000098,-0.21850792181214565
ACH-000099,-0.3622552258182575
ACH-000108,-0.2285796455669692
ACH-000113,-0.058561573167367036
ACH-000116,-0.18564615208451146
ACH-000118,-0.2295101994959657
ACH-000120,-0.2645530618717036
ACH-000123,-0.24061077425787136
ACH-000127,-0.2649383411257712
ACH-000128,-0.16084757005921588
ACH-000132,-0.1329105902876405
ACH-000133,-0.22742188049983886
ACH-000137,-0.2194475755104904
ACH-000138,-0.15957673952152948
ACH-000142,-0.33205816515298936
ACH-000143,-0.16200987651926727
ACH-000146,-0.13329027865237494
ACH-000148,-0.15965563801633414
ACH-000150,-0.5245753152377364
ACH-000152,-0.1416853400713142
ACH-000153,-0.2094164767584676
ACH-000159,-0.19032486472615934
ACH-000160,-0.135894224133169
ACH-000163,-0.2750546616334126
ACH-000167,-0.09014579380200777
ACH-000168,-0.26041171549693737
ACH-000169,-0.13586671356779834
ACH-000178,-0.0998059869481289
ACH-000183,-0.04029348358326234
ACH-000188,-0.20179699155894404
ACH-000189,-0.21425054875803173
ACH-000190,-0.12759884495876175
ACH-000198,-0.09486849656739377
ACH-000203,0.047130249899066765
ACH-000204,-0.1779610608579722
ACH-000206,-0.10101276424546114
ACH-000207,-0.31202921320357924
ACH-000208,-0.3643626771178361
ACH-000210,-0.3767422781918399
ACH-000211,-0.2539624381051655
ACH-000215,-0.2721426343374025
ACH-000221,-0.2439928590643892
ACH-000222,-0.1611547400295671
ACH-000223,-0.1887041705456574
ACH-000226,-0.11926017521945473
ACH-000227,-0.21708333925264967
ACH-000228,-0.24478752912174154
ACH-000231,-0.17076919773500565
ACH-000232,-0.09416415400037444
ACH-000233,-0.24723109256022846
ACH-000234,-0.2428240650350872
ACH-000235,-0.2083682295370093
ACH-000237,-0.19796189013478616
ACH-000238,-0.2715245488060762
ACH-000242,-0.5441472023470751
ACH-000243,-0.17857948990440295
ACH-000244,-0.4199566107277174
ACH-000246,-0.17152840363161162
ACH-000248,-0.20449567538131644
ACH-000250,-0.26222068295857104
ACH-000251,-0.44462463353048987
ACH-000252,0.11766470466433394
ACH-000253,-0.21324312024363956
ACH-000255,-0.31042813369342
ACH-000256,-0.19694325493867185
ACH-000257,-0.13740943981240866
ACH-000258,-0.06599621620570192
ACH-000259,-0.22123275300904024
ACH-000260,-0.2331744478993717
ACH-000261,-0.25816021469382816
ACH-000262,-0.1509661310322302
ACH-000263,-0.390460161581488
ACH-000264,-0.3167243079893018
ACH-000265,-0.1936058301808321
ACH-000266,-0.2256382035870521
ACH-000272,-0.2000116675708048
ACH-000274,-0.24873019227324164
ACH-000277,-0.2349603998485146
ACH-000278,-0.21232437358155645
ACH-000279,-0.2284605154640393
ACH-000280,-0.529742317497239
ACH-000281,-0.2500129203816439
ACH-000288,-0.2770120285063499
ACH-000291,-0.1848664732303204
ACH-000293,-0.16915193444471266
ACH-000294,-0.3207700167569265
ACH-000295,-0.6203607407781577
ACH-000296,-0.16787074587353687
ACH-000302,-0.0878038373478337
ACH-000304,-0.17962262200998486
ACH-000307,-0.1703477363317824
ACH-000308,-0.16190199444664724
ACH-000310,-0.2863354779528917
ACH-000311,-0.20083380866754225
ACH-000312,-0.2221526101009852
ACH-000315,-0.03567528474649604
ACH-000316,-0.3060298621974485
ACH-000317,-0.07659105288754095
ACH-000318,-0.1442226254240499
ACH-000319,-0.2119967642058996
ACH-000320,-0.09307785706534544
ACH-000322,-0.3083112342658075
ACH-000323,-0.2394144242551585
ACH-000324,-0.22512288224698945
ACH-000329,-0.3054749734974272
ACH-000330,-0.10770365928339154
ACH-000331,-0.17284708592891151
ACH-000332,-0.19179753546986367
ACH-000334,-0.13575229934472308
ACH-000335,-0.2782124052924024
ACH-000336,-0.24685692821570115
ACH-000337,-0.5881206557858119
ACH-000338,0.3242584831508455
ACH-000339,-0.17085649572435702
ACH-000341,-0.2403544149806117
ACH-000348,-0.19078329551835724
ACH-000350,-0.17244015086096906
ACH-000352,-0.2196256657848906
ACH-000356,-0.28010474331934443
ACH-000361,-0.26831556585129457
ACH-000362,-0.09596741145885933
ACH-000363,-0.26310336630646075
ACH-000364,-0.04078005672632189
ACH-000365,-0.25928858738787397
ACH-000366,-0.2383845941505835
ACH-000368,-0.22155404549393554
ACH-000374,-0.2152593974972498
ACH-000375,-0.21415518652865992
ACH-000376,-0.1984780414347639
ACH-000381,-0.1935975531560313
ACH-000383,-0.19395422538048973
ACH-000387,-0.2438806511559478
ACH-000389,-0.2161013453692662
ACH-000390,-0.17441339751836993
ACH-000393,-0.10055506467985023
ACH-000395,-0.2683221033807917
ACH-000396,-0.23691933343502145
ACH-000397,-0.1941457078158539
ACH-000401,-0.2951771029371919
ACH-000402,-0.19000800308529628
ACH-000403,-0.2887517254871903
ACH-000404,-0.0609654820303068
ACH-000406,-0.1886613440278154
ACH-000407,-0.2838913587980583
ACH-000408,-0.016370856225627572
ACH-000410,-0.15463473908119554
ACH-000411,-0.1561667370054197
ACH-000414,-0.1446557763974207
ACH-000415,-0.3083761868998694
