,SPCS3 (60559)
ACH-000004,-0.5261564356112585
ACH-000005,-0.3949872866430388
ACH-000007,-0.8601174828793676
ACH-000009,-0.6324314017124101
ACH-000011,-0.6669154541464098
ACH-000012,-0.5155542426138835
ACH-000013,-0.5752771588272667
ACH-000014,-0.6589336850395645
ACH-000015,-0.8195184006361725
ACH-000017,-0.8736222763706071
ACH-000018,-0.7006767303462783
ACH-000019,-0.637796202642219
ACH-000021,-0.6400127857073534
ACH-000022,-0.7799467239584484
ACH-000025,-0.7595226542360024
ACH-000028,-0.7041483989802321
ACH-000030,-0.5835198105395439
ACH-000035,-0.9824602769606422
ACH-000036,-0.6912743907392631
ACH-000037,-0.6289655674489698
ACH-000039,-0.7421396585730278
ACH-000040,-0.8505086217576053
ACH-000041,-0.9130423272851372
ACH-000042,-0.7374550306999893
ACH-000045,-0.6711068563471251
ACH-000047,-0.9049127218684748
ACH-000052,-0.8248167855299449
ACH-000053,-0.7565520726452555
ACH-000054,-0.6356569306042161
ACH-000055,-0.5807436363225622
ACH-000060,-0.5212247344226839
ACH-000067,-0.9431979387716232
ACH-000070,-0.8680633127752609
ACH-000075,-0.8658357181201507
ACH-000078,-0.8236517769407131
ACH-000082,-0.810743713233853
ACH-000085,-0.5758925895011509
ACH-000086,-0.6940411543442022
ACH-000087,-0.7627346484183347
ACH-000092,-0.9239863270076456
ACH-000095,-0.7054240809908039
ACH-000097,-0.6260117151280344
ACH-000098,-0.8022974486218571
ACH-000099,-0.657765047805875
ACH-000108,-0.7407931687654363
ACH-000113,-0.6515868234718254
ACH-000116,-0.7695658875928131
ACH-000118,-0.8504432033834158
ACH-000120,-0.7831432943743192
ACH-000123,-0.9625252195878592
ACH-000127,-0.9078891091154612
ACH-000128,-0.8035737485797656
ACH-000132,-0.8470794088760522
ACH-000133,-0.7290222917392941
ACH-000137,-0.8151127594261035
ACH-000138,-0.6413151892577269
ACH-000142,-0.7754201434688431
ACH-000143,-0.7316424326398233
ACH-000146,-0.7041240769873609
ACH-000148,-0.8320306405783082
ACH-000150,-0.5861376587243491
ACH-000152,-0.8854508379573065
ACH-000153,-0.8535462153967357
ACH-000159,-0.7247463133261891
ACH-000160,-0.685350302540629
ACH-000163,-0.9612612499634088
ACH-000167,-1.2356624976353048
ACH-000168,-0.9894243753270304
ACH-000169,-0.9079375839089928
ACH-000178,-0.9358038457225032
ACH-000183,-0.7493558011481615
ACH-000188,-0.6457472575828729
ACH-000189,-0.6906378594709733
ACH-000190,-0.7994829025238248
ACH-000198,-0.7041172833703359
ACH-000203,-0.5317129896345981
ACH-000204,-0.6621627771299435
ACH-000206,-0.9784119614546648
ACH-000207,-0.26163697425706084
ACH-000208,-1.3714527897981377
ACH-000210,-0.5613371764395698
ACH-000211,-0.7493656624742394
ACH-000215,-0.626010110621069
ACH-000221,-0.5997581490201888
ACH-000222,-0.8099217229103443
ACH-000223,-0.8586309167316537
ACH-000226,-0.7357003893943674
ACH-000227,-0.5363007580588108
ACH-000228,-0.8020597088192009
ACH-000231,-1.1374283992422245
ACH-000232,-0.9352760690879144
ACH-000233,-0.7721227318929479
ACH-000234,-0.6844613957161331
ACH-000235,-0.6838549767813296
ACH-000237,-0.7596397649247483
ACH-000238,-0.6304106591306086
ACH-000242,-0.5081755209356247
ACH-000243,-1.0560158029587885
ACH-000244,-0.545152937935304
ACH-000246,-0.6892366589940595
ACH-000248,-0.7138762607790007
ACH-000250,-0.5200263353228388
ACH-000251,-1.0525169312067937
ACH-000252,-0.6364587748657929
ACH-000253,-0.7566591588855133
ACH-000255,-0.9270784681859212
ACH-000256,-0.5906639638673182
ACH-000257,-1.190034303661197
ACH-000258,-0.5890644495510393
ACH-000259,-0.9262725002507036
ACH-000260,-0.7334260124118819
ACH-000261,-0.7453872512663814
ACH-000262,-1.0209712730794571
ACH-000263,-0.35452592537413896
ACH-000264,-1.007460106971405
ACH-000265,-0.6520582919950003
ACH-000266,-0.6998699612968795
ACH-000272,-0.96796505799191
ACH-000274,-0.7829267712838329
ACH-000277,-1.0227705999601018
ACH-000278,-0.7444740105489777
ACH-000279,-0.8262771029633451
ACH-000280,-0.7476889054288453
ACH-000281,-0.6521247950900182
ACH-000288,-1.0841952539858888
ACH-000291,-0.8121168156335635
ACH-000293,-0.652559921842795
ACH-000294,-0.8843424382349924
ACH-000295,-0.6304428161877329
ACH-000296,-1.0015370246801083
ACH-000302,-0.8088740921850733
ACH-000304,-0.7715383364913784
ACH-000307,-0.6677427905485597
ACH-000308,-1.243561541257754
ACH-000310,-0.5828778488029263
ACH-000311,-0.8226336926680735
ACH-000312,-0.9226065215407412
ACH-000315,-0.7708690698928647
ACH-000316,-0.633461903590455
ACH-000317,-0.9978418644291568
ACH-000318,-1.07447451880511
ACH-000319,-0.913045387543598
ACH-000320,-0.9105938181174432
ACH-000322,-0.5674726894125367
ACH-000323,-1.046053372055674
ACH-000324,-0.7875943425932825
ACH-000329,-0.8427279886956975
ACH-000330,-0.8077794800396021
ACH-000331,-0.912765222373744
ACH-000332,-0.7011851987263972
ACH-000334,-0.6757576341641324
ACH-000335,-0.5980684700834348
ACH-000336,-0.7265742931446212
ACH-000337,-0.4944976998390538
ACH-000338,-0.9922265855975012
