,ATP6V1H (51606)
ACH-000336,-0.4407281884921101
ACH-000337,-0.5713281400723175
ACH-000338,-0.6216316298526854
ACH-000339,-0.6384616757428131
ACH-000341,-0.3512171126134925
ACH-000348,-0.538594979028381
ACH-000350,-0.6025211332708202
ACH-000352,-0.46285191442361495
ACH-000356,-0.9190160641538548
ACH-000361,-0.62024863944959
ACH-000362,-0.2392600953765609
ACH-000363,-0.5527441832115385
ACH-000364,-0.6784976288180022
ACH-000365,-0.41629245638242296
ACH-000366,-0.5045374670779524
ACH-000368,-0.6869785487697623
ACH-000374,-0.4205927799264454
ACH-000375,-0.6303687976898192
ACH-000376,-0.5978202564204207
ACH-000381,-0.7936883766437515
ACH-000383,-0.6653739115753606
ACH-000387,-0.5653535070060817
ACH-000389,-0.6959303128059602
ACH-000390,-0.7539084854457561
ACH-000393,-0.8655309061564055
ACH-000395,-0.6295018690437225
ACH-000396,-0.6363786911293429
ACH-000397,-0.5018855320950605
ACH-000401,-0.3083958619556885
ACH-000402,-0.221786503633928
ACH-000403,-0.7553992778271432
ACH-000404,-0.4424819644272781
ACH-000406,-0.4528857185745356
ACH-000407,-0.6612696379150236
ACH-000408,-0.5784411513116139
ACH-000410,-0.9295717193029784
ACH-000411,-0.4809174633883821
ACH-000414,-0.4183490075122007
ACH-000415,-0.6140096580937628
ACH-000416,-0.6909339753714286
ACH-000420,-0.4764876668865751
ACH-000421,-0.6637291396624923
ACH-000424,-0.4144309933401941
ACH-000425,-0.38005671829990895
ACH-000426,-0.5869177538590741
ACH-000427,-0.7133507001878004
ACH-000433,-0.5885644974166327
ACH-000435,-0.8320278239341427
ACH-000436,-0.6506452170685475
ACH-000444,-0.6216211095795652
ACH-000445,-0.6147671977875387
ACH-000448,-0.40384444200585545
ACH-000450,-0.3255726867134761
ACH-000452,-0.3963979525094172
ACH-000454,-0.2514411192119674
ACH-000458,-0.4375828215882302
ACH-000459,-0.6334589541132897
ACH-000460,-0.7711576442966142
ACH-000461,-0.2838387298536383
ACH-000463,-0.6228828663699317
ACH-000464,-0.4681628613710496
ACH-000466,-0.7772742102828164
ACH-000467,-0.5807173534249197
ACH-000468,-0.3758297157365644
ACH-000469,-0.6797486873359404
ACH-000470,-0.4718547748013387
ACH-000471,-0.5976647408599185
ACH-000472,-0.3851386992451674
ACH-000473,-0.7598903241735625
ACH-000475,-0.5767055479517207
ACH-000476,-0.8386674405072848
ACH-000477,-0.4691028834703687
ACH-000479,-0.2544736297707487
ACH-000480,-0.5473635554603565
ACH-000481,-0.31233186921804273
ACH-000483,-0.4680644896010998
ACH-000484,-0.7537274324015271
ACH-000485,-0.6039992602152677
ACH-000486,-0.6420365479992726
ACH-000487,-0.4844659908738705
ACH-000488,-0.49117779234326503
ACH-000490,-0.3428098662460685
ACH-000491,-0.44153394801147416
ACH-000495,-0.6900158753795484
ACH-000496,-0.5344064881857328
ACH-000499,-0.33736056304407136
ACH-000500,-1.0187917019078785
ACH-000502,-0.5551154869583251
ACH-000503,-0.6551784997409953
ACH-000505,-0.4928894476534641
ACH-000507,-0.5224979782239889
ACH-000510,-0.34169503477186314
ACH-000511,-0.653617745234357
ACH-000512,-0.41629225883648896
ACH-000516,-0.4480159248049919
ACH-000517,-0.6328629625782334
ACH-000518,-0.6224372727317226
ACH-000520,-0.474882828450834
ACH-000521,-0.5816511860823912
ACH-000522,-0.5708785906188109
ACH-000524,-0.7252438983583813
ACH-000527,-0.5442963768148364
ACH-000528,-0.6561344173206306
ACH-000537,-0.7835954443952883
ACH-000541,-0.2972925498900479
ACH-000542,-0.3483769030017359
ACH-000544,-0.4441007545288901
ACH-000545,-0.4826832185956745
ACH-000547,-0.4958382625946674
ACH-000548,-0.7015632918230448
ACH-000549,-0.7119735295054381
ACH-000550,-0.37125375847075015
ACH-000552,-0.6916540364371598
ACH-000556,-0.41236526084785996
ACH-000557,-0.5623931237727856
ACH-000569,-0.7114265156225712
ACH-000570,-0.5310267886204953
ACH-000571,-0.5711826919864033
ACH-000573,-0.6560093577067623
ACH-000576,-0.5773508993853663
ACH-000579,-0.5207545143827783
ACH-000580,-0.5584310843696503
ACH-000584,-0.5762439778842907
ACH-000585,-0.452969637583577
ACH-000588,-0.4859513607052071
ACH-000589,-0.7465372414596767
ACH-000591,-0.2296413192464757
ACH-000593,-0.5027795118094077
ACH-000600,-0.5036515344290999
ACH-000601,-0.4298466359211333
ACH-000605,-0.4813968284652422
ACH-000606,-0.6368792381772116
ACH-000608,-0.7446088971892002
ACH-000614,-0.6118482654299642
ACH-000616,-0.5404892390902535
ACH-000618,-0.7916527147889696
ACH-000619,-0.6507505890397752
ACH-000620,-0.5916582306020175
ACH-000621,-0.619503971300147
ACH-000622,-0.6339164325784961
ACH-000623,-0.2646123262901237
ACH-000624,-0.6401021957930334
ACH-000627,-0.3830217631575898
ACH-000630,-0.5045674970582607
ACH-000631,-0.36258249780440505
ACH-000632,-0.43269622344083597
ACH-000633,-0.7076853534780689
ACH-000637,-0.08167027534619037
ACH-000638,-0.6105060490576929
ACH-000646,-0.8546892844777273
ACH-000647,-0.5791385490063546
ACH-000648,-0.7075923242351111
ACH-000649,-0.4971215290821998
ACH-000651,-0.41841272908513744
ACH-000652,-0.5134778776111203
ACH-000653,-0.6119438110417874
ACH-000657,-0.4400262894945805
ACH-000658,-0.5116253933112886
ACH-000661,-0.7852691905648991
ACH-000662,-0.6590101852492674
ACH-000663,-0.5571114544800227
ACH-000665,-0.6316381812362454
ACH-000671,-0.31544156493901543
ACH-000672,-0.2658027072195703
ACH-000673,-0.4686423076616642
ACH-000676,-0.519802962349019
ACH-000677,-0.2656899694973279
ACH-000681,-0.2570924531426012
ACH-000683,-0.630925279133091
ACH-000684,-0.6755235936257746
ACH-000688,-0.7861490608362521
ACH-000693,-0.5051542281061533
ACH-000694,-0.4946530434376424
ACH-000695,-0.42486836920036203
ACH-000696,-0.7501810720272598
ACH-000697,-0.3882171111587505
ACH-000699,-0.6815425983712458
ACH-000701,-0.3578930667561435
ACH-000706,-0.8569673928560902
ACH-000711,-0.7408762223702825
ACH-000713,-0.5916399842699177
ACH-000714,-0.4691028916215124
ACH-000718,-0.5492075221752974
ACH-000720,-0.4181440875121046
ACH-000721,-0.4982635303479616
ACH-000724,-0.6677917300749812
ACH-000725,-0.6893576422570209
ACH-000732,-0.4325190407003155
ACH-000734,-0.596119333258771
ACH-000735,-0.5944503149938931
ACH-000736,-0.6707128567418952
ACH-000738,-0.551214238805021
ACH-000746,-0.3245420540662339
ACH-000747,-0.7000164223883779
ACH-000748,-0.19584954287994227
ACH-000753,-0.7627592168617671
ACH-000756,-0.16858081106241027
ACH-000757,-0.5479331617404611
ACH-000758,-0.7075400874891407
ACH-000760,-0.7954195804957221
ACH-000762,-0.355382921915014
ACH-000763,-0.5901978568417734
ACH-000764,-0.6481529354064296
ACH-000765,-0.6767540780497825
ACH-000766,-0.5332727444364284
ACH-000767,-0.3437321156493634
ACH-000768,-0.6511278131162695
ACH-000769,-0.6053474560360351
ACH-000770,-0.7640466733584581
ACH-000771,-0.6422778399389877
ACH-000773,-0.4273639247614456
ACH-000776,-0.5161586595982831
ACH-000777,-0.4854424336410566
ACH-000778,-0.7597316981892442
ACH-000781,-0.5157529608406276
ACH-000782,-0.640291702641163
ACH-000783,-0.6390840682308139
ACH-000784,-0.6719053808942919
ACH-000785,-0.8122981089867726
ACH-000787,-0.6409890174427634
ACH-000788,-0.3900157322593336
ACH-000791,-0.5429472007783636
ACH-000792,-0.3741290451466827
ACH-000794,-0.7586289808431724
ACH-000796,-0.7422832042203079
ACH-000798,-0.4686001076642732
ACH-000799,-0.8387797133461687
ACH-000800,-0.5341582719682543
ACH-000802,-0.5573409355087241
ACH-000804,-0.6756036979105814
ACH-000805,-0.5984336419989125
ACH-000809,-0.4800906577333566
ACH-000810,-0.8499904138669826
ACH-000811,-0.4761644715227502
ACH-000817,-0.5195232728504271
ACH-000819,-0.5833265423885282
ACH-000820,-0.6928909541213882
ACH-000821,-0.933459621823217
ACH-000822,-0.7690628048670842
ACH-000823,-0.4866066348446416
ACH-000824,-0.5001974922369601
ACH-000827,-0.5725516947793011
ACH-000829,-0.4735223222313668
ACH-000831,-0.2363438256835121
ACH-000832,-0.7708076899590203
ACH-000833,-0.5052187170140615
ACH-000834,-0.4315894647967441
ACH-000835,-0.5924140395842211
ACH-000836,-0.4914766375781842
ACH-000837,-0.7259358636130814
ACH-000838,-0.5909575150861489
ACH-000839,-0.4816332383239537
ACH-000840,-0.5218442928296473
ACH-000841,-0.4904733967967063
ACH-000843,-0.5638608545527983
ACH-000846,-0.8211618101446927
ACH-000847,-0.5041214010759081
ACH-000848,-0.6792915859743521
ACH-000849,-0.7429655494672357
ACH-000851,-0.802112219111177
ACH-000855,-0.3044971078406826
ACH-000856,-0.5610961365986499
ACH-000858,-0.6884891108781702
ACH-000859,-0.7766481966843242
ACH-000861,-0.4714349705237732
ACH-000862,-0.3963820465063784
ACH-000865,-0.6478586626649251
ACH-000866,-0.3767881277154221
ACH-000867,-0.8016612790203981
ACH-000869,-0.6240579506199184
ACH-000872,-0.8536845689657987
ACH-000873,-0.6809406754276429
ACH-000876,-0.27691728786103065
ACH-000878,-0.4867602848194301
ACH-000880,-0.5339638920527793
ACH-000881,-0.5813978154126429
ACH-000882,-0.6803968590379219
ACH-000884,-0.2574868324437232
ACH-000885,-0.4554620476392732
ACH-000887,-0.7616039351850454
ACH-000889,-0.41279480527984
ACH-000896,-0.6446934427069512
ACH-000898,-0.6699283532543304
ACH-000900,-0.5063550491290368
ACH-000901,-0.4756297085931273
ACH-000905,-0.588119057388703
ACH-000906,-0.6150123720398594
ACH-000907,-0.5625968168071348
ACH-000910,-0.5152237404521727
ACH-000911,-0.8651590338202683
ACH-000912,-0.9243045305935544
ACH-000913,-0.4658396389441831
ACH-000915,-0.5148821221849406
ACH-000916,-1.1563375706604624
ACH-000917,-0.7860197267635909
ACH-000920,-0.3093022421422667
ACH-000921,-0.7387130415375069
ACH-000924,-0.7561450659981432
ACH-000926,-0.3920356700000658
ACH-000928,-0.7128442101282071
ACH-000929,-0.6948097725357515
ACH-000932,-0.6802560311754858
ACH-000935,-0.2874430922533973
ACH-000936,-0.6774320995508876
ACH-000937,-0.4475835973173954
ACH-000938,-0.3670878036663954
ACH-000939,-0.4963558469303706
ACH-000941,-0.6220608517320076
ACH-000943,-0.6425146753223162
ACH-000946,-0.3399448726521785
ACH-000947,-0.6354417568502969
ACH-000948,-0.661983502990298
ACH-000950,-0.4687457584085527
ACH-000953,-0.5175010562521167
ACH-000954,-0.6948332349929915
ACH-000957,-0.6164217686344299
ACH-000958,-0.7535393919825382
ACH-000960,-0.764962008218282
ACH-000963,-0.2921160555793117
ACH-000968,-0.4867635140016545
ACH-000969,-0.4602881148133192
ACH-000972,-0.3679896222598087
ACH-000973,-0.6644750237907795
ACH-000974,-0.616870383034288
ACH-000978,-0.7010128271853242
ACH-000984,-0.5027051684249685
ACH-000986,-0.5454713698984466
ACH-000988,-0.4674310354460894
ACH-000993,-0.7138005146012955
ACH-000994,-0.5146492628099075
ACH-000996,-0.8474142462148392
ACH-001001,-0.4316216730881111
ACH-001020,-1.047335596296784
ACH-001028,-0.5971315961669728
ACH-001031,-0.6940751002991716
ACH-001038,-0.3268345341854727
ACH-001048,-0.8115259737303071
ACH-001050,-0.6772636697851767
ACH-001053,-0.8683773897863241
ACH-001054,-0.4241505728899612
ACH-001061,-0.5369021604096703
ACH-001067,-0.6424383589705879
ACH-001075,-1.0255798083488246
ACH-001096,-0.4595320847984472
ACH-001111,-0.39573487229515547
ACH-001119,-0.5829768608050125
ACH-001128,-0.6435724416752823
ACH-001134,-0.4283253072997504
ACH-001151,-0.5883212046315681
ACH-001163,-0.6107328110187514
ACH-001164,-0.726530393424887
ACH-001183,-0.6059598088842916
ACH-001192,-0.1889173220577141
ACH-001193,-0.7345387136850192
ACH-001196,-0.5661680716873619
ACH-001197,-0.4370555445188816
ACH-001205,-0.58396149365868
ACH-001211,-0.5712131922196272
ACH-001212,-0.5379911432947957
ACH-001228,-0.34725319510267705
ACH-001232,-0.5353400616393236
ACH-001239,-0.4670788172716484
ACH-001270,-0.7763980763150602
ACH-001274,-0.673316714919616
ACH-001275,-0.3211455931505879
ACH-001277,-0.606025911709487
ACH-001278,-0.6238496368539728
ACH-001280,-0.35736562359356144
ACH-001283,-0.6046973552170719
ACH-001289,-0.5353095186114871
ACH-001300,-0.5029113572830418
ACH-001301,-0.3065253109213814
ACH-001302,-0.4253300732091596
ACH-001306,-0.4862428027888235
ACH-001318,-0.5843034450595507
ACH-001322,-0.4974671259864248
ACH-001328,-0.6384562033868484
ACH-001332,-0.8546941593086665
ACH-001336,-0.5584829548891541
ACH-001346,-0.5579546384726899
ACH-001353,-0.6673604124952756
ACH-001354,-0.5467715768778872
ACH-001367,-0.13956866155465816
ACH-001368,-0.5065154192077932
ACH-001374,-0.7110570556888692
ACH-001377,-0.6138108775784192
ACH-001380,-0.5713399163689764
ACH-001391,-0.5097575696940276
ACH-001408,-0.7244223824881869
ACH-001430,-0.3429459837127785
ACH-001431,-0.5594295701649691
ACH-001450,-0.4837749759188732
ACH-001496,-0.7117968087559278
ACH-001500,-0.6529063599611916
ACH-001523,-0.4383228002101773
ACH-001532,-0.6181015636410905
ACH-001550,-0.4651736486238949
ACH-001552,-0.5191332873102668
ACH-001554,-0.5867586287308842
ACH-001654,-0.4500664211794687
ACH-001735,-0.4938832664613467
ACH-001736,-0.4469472855047914
ACH-001737,-0.42600582977707796
ACH-001740,-0.5297112626715041
ACH-001745,-0.7757947687999582
ACH-001765,-0.5581989374015286
