,RRAGD (58528)
ACH-000004,-0.11672770971578955
ACH-000005,-0.11050726982576642
ACH-000007,-0.07995301415073132
ACH-000009,0.04938659166789972
ACH-000011,-0.3734056200688791
ACH-000012,-0.11771892243234625
ACH-000013,-0.14071139371606128
ACH-000014,-0.10790636620070733
ACH-000015,-0.12690529518926671
ACH-000017,-0.3158979384682291
ACH-000018,0.011563383840181359
ACH-000019,-0.4827623050048532
ACH-000021,-0.4380715999575334
ACH-000022,-0.05007073240141269
ACH-000025,-0.2331473138641901
ACH-000028,-0.3613612996340572
ACH-000030,-0.1771547133312158
ACH-000035,-0.14676463752374747
ACH-000036,-0.16006898062692565
ACH-000037,-0.3618273623588345
ACH-000039,-0.12096563646089625
ACH-000040,-0.2486711617243981
ACH-000041,-0.2099135637835825
ACH-000042,-0.15747904281547978
ACH-000045,-0.18959945803427994
ACH-000047,-0.30323310421973404
ACH-000052,-0.2443194690690589
ACH-000053,-0.130883805914315
ACH-000054,-0.3602358106405412
ACH-000055,-0.04477867888508148
ACH-000060,-0.2352153937004533
ACH-000067,-0.3182733371525812
ACH-000070,-0.21742762306494912
ACH-000075,-0.3510712218842479
ACH-000078,-0.3095510775214248
ACH-000082,-0.3217138801198585
ACH-000085,-0.1333186896807883
ACH-000086,-0.1376753788061897
ACH-000087,-0.1820441222228689
ACH-000092,-0.23789999388904384
ACH-000095,-0.20629495608688297
ACH-000097,-0.2064376562254826
ACH-000098,-0.2738893912969989
ACH-000099,-0.20036962209686415
ACH-000108,-0.015412297169151119
ACH-000113,-0.09925257558817524
ACH-000116,-0.2633813137752756
ACH-000118,-0.23965941871998375
ACH-000120,-0.028075428156859226
ACH-000123,0.03651612185744177
ACH-000127,-0.22052938357782972
ACH-000128,-0.20104121197249986
ACH-000132,-0.4242898318137743
ACH-000133,-0.3411055098353353
ACH-000137,-0.2642354894392064
ACH-000138,-0.14469281977821058
ACH-000142,-0.14959338223956414
ACH-000143,-0.22725507116300125
ACH-000146,-0.052902148109162536
ACH-000148,-0.1036387418009992
ACH-000150,-0.3277889742926106
ACH-000152,-0.10398749627648132
ACH-000153,-0.4031260538170861
ACH-000159,-0.2650525823063566
ACH-000160,0.021028246722893003
ACH-000163,-0.18720084482453347
ACH-000167,-0.18383538704604566
ACH-000168,-0.04145797267925591
ACH-000169,-0.1892838559351764
ACH-000178,-0.3414417593742636
ACH-000183,-0.22360768317874485
ACH-000188,-0.2432948065593548
ACH-000189,-0.4728845422619892
ACH-000190,-0.08048017701455262
ACH-000198,-0.27232004259847564
ACH-000203,-0.04810623809724796
ACH-000204,-0.06621011614982161
ACH-000206,-0.21006575359418456
ACH-000207,-0.12728389266081924
ACH-000208,-0.18629991986544064
ACH-000210,0.33822826557062124
ACH-000211,-0.19008252911950094
ACH-000215,-0.2180479026968344
ACH-000221,-0.11817913176219245
ACH-000222,-0.2029355319186584
ACH-000223,-0.3503718511067209
ACH-000226,-0.2216015591183944
ACH-000227,-0.09034236935173266
ACH-000228,-0.07651340890645518
ACH-000231,-0.24912307832502706
ACH-000232,-0.3266958783314955
ACH-000233,-0.18840920055320726
ACH-000234,-0.3271511358858361
ACH-000235,-0.16534947057896535
ACH-000237,-0.13733135795376605
ACH-000238,-0.04890929734097764
ACH-000242,-0.0707163003397246
ACH-000243,-0.2632197995639433
ACH-000244,-0.14739322089357898
ACH-000246,-0.13362091086896852
ACH-000248,-0.3331731984462286
ACH-000250,-0.3608975631780318
ACH-000251,-0.3649680809334528
ACH-000252,-0.1763051147070292
ACH-000253,-0.28376916130921936
ACH-000255,-0.22458575430230213
ACH-000256,-0.1362187968954039
ACH-000257,-0.15409314639921926
ACH-000258,-0.26393072794620825
ACH-000259,-0.4780201964595634
ACH-000260,-0.17525917561013388
ACH-000261,-0.2529083797664298
ACH-000262,-0.3206368633205668
ACH-000263,-0.05778898319123154
ACH-000264,-0.2504942864679763
ACH-000265,-0.10037501765040148
ACH-000266,-0.21907241553934464
ACH-000272,-0.17553235713770154
ACH-000274,-0.30075714853338403
ACH-000277,-0.20087477619217226
ACH-000278,-0.2566284147642101
ACH-000279,-0.2873526553034722
ACH-000280,-0.17679498575652405
ACH-000281,0.030425877953386467
ACH-000288,-0.2745826879546711
ACH-000291,0.03081242837857182
ACH-000293,-0.13544471623030244
ACH-000294,0.03413520929582743
ACH-000295,-0.330349290004463
ACH-000296,-0.2245111447214978
ACH-000302,-0.21190439920402812
ACH-000304,-0.016513165848908256
ACH-000307,-0.15496606928043524
ACH-000308,-0.3279307623539441
ACH-000310,-0.25178360020446594
ACH-000311,-0.019054733783321464
ACH-000312,-0.3783035515373357
ACH-000315,-0.05070885279411693
ACH-000316,-0.021810651318982424
ACH-000317,-0.04670859991866432
ACH-000318,-0.045006031310468333
ACH-000319,-0.13055105718700752
ACH-000320,-0.2975016523332382
ACH-000322,-0.16756724161588554
