,MEMO1 (51072)
ACH-000335,-0.3942730517774064
ACH-000336,-0.23386660619942745
ACH-000337,-0.16321656612254748
ACH-000338,-0.7915312402532448
ACH-000339,-0.24956239570085226
ACH-000341,-0.31687109208682673
ACH-000348,-0.3387971698763524
ACH-000350,-0.3284296962203627
ACH-000352,-0.3835934930400909
ACH-000356,-0.2279796977355797
ACH-000361,-0.5095037192926615
ACH-000362,-0.23043566016292225
ACH-000363,-0.3081144184140093
ACH-000364,-0.4552366586941165
ACH-000365,-0.3077184653545369
ACH-000366,-0.3749669155451336
ACH-000368,-0.4467654195143007
ACH-000374,-0.18498624813151374
ACH-000375,-0.3647115112279235
ACH-000376,-0.26941700848544475
ACH-000381,-0.1607508117223276
ACH-000383,-0.20587860954519896
ACH-000387,-0.3569324196411425
ACH-000389,-0.0963340282536671
ACH-000390,-0.06254857480823814
ACH-000393,-0.431045251203928
ACH-000395,-0.40409840082640025
ACH-000396,0.015332263633109763
ACH-000397,-0.7518393544847324
ACH-000401,-0.366717898998056
ACH-000402,-0.6239493330979506
ACH-000403,-0.2430000855894892
ACH-000404,-0.4419870704131395
ACH-000406,-0.10109590063307844
ACH-000407,-0.1582094689605638
ACH-000408,-0.3626316508350801
ACH-000410,-0.4539114556689589
ACH-000411,-0.2353592812893962
ACH-000414,-0.3103467966125906
ACH-000415,-0.4004901435256078
ACH-000416,-0.2330125822825292
ACH-000420,-0.3758978808458245
ACH-000421,-0.20037137559685456
ACH-000424,-0.19182713105366933
ACH-000425,-0.23652060792923774
ACH-000426,-0.10563161827870964
ACH-000427,-0.22463734839539065
ACH-000433,-0.4130257700159592
ACH-000435,-0.6167216819508415
ACH-000436,-0.13466277510479896
ACH-000444,-0.2008207369972209
ACH-000445,-0.3184824167017129
ACH-000448,-0.4215264119535045
ACH-000450,-0.4283231387595196
ACH-000452,-0.13188842967831635
ACH-000454,-0.3278012379692859
ACH-000458,-0.2676091963321964
ACH-000459,-0.2887104014612127
ACH-000460,-0.44531753911249494
ACH-000461,-0.15690557091249702
ACH-000463,-0.35546512404790964
ACH-000464,-0.4421552887644749
ACH-000466,-0.4127134901909436
ACH-000467,-0.2942744062887646
ACH-000468,-0.14606844653118
ACH-000469,-0.2755705009404435
ACH-000470,-0.25060130115038565
ACH-000471,-0.10150626533933337
ACH-000472,-0.20830324777839654
ACH-000473,-0.19799747030515608
ACH-000475,-0.3226686268401812
ACH-000476,-0.08706939881761935
ACH-000477,-0.2789706765662522
ACH-000479,-0.34192449012579545
ACH-000480,-0.20965600928926265
ACH-000481,-0.17562282760296552
ACH-000483,-0.5229565208784914
ACH-000484,-0.01823411844943679
ACH-000485,-0.1919177827182448
ACH-000486,-0.4208975366468649
ACH-000487,-0.3034495854514738
ACH-000488,-0.42653358566963256
ACH-000490,-0.3073733162902679
ACH-000491,-0.3485982039222354
ACH-000495,-0.3385319800283333
ACH-000496,-0.3208507436517598
ACH-000499,-0.18774359166547994
ACH-000500,-0.3844095551653746
ACH-000502,-0.2347694129260799
ACH-000503,-0.03416188067623865
ACH-000505,-0.2944467528122741
ACH-000507,-0.11490686233825133
ACH-000510,-0.1315349758138504
ACH-000511,-0.40245731379292776
ACH-000512,0.01222313199445451
ACH-000516,-0.4105306232199655
ACH-000517,-0.2645154777141339
ACH-000518,-0.118941925209626
ACH-000520,-0.06563859672039538
ACH-000521,-0.423694722683622
ACH-000522,-0.437519770748378
ACH-000524,-0.4988071903230771
ACH-000527,-0.5481374566014202
ACH-000528,-0.5055254824837409
ACH-000537,-0.07861245089877969
ACH-000541,-0.190123867582665
ACH-000542,-0.3347099617576506
ACH-000544,-0.1803629721952303
ACH-000545,-0.32931826686636945
ACH-000547,-0.10323668067555344
ACH-000548,-0.4080933412167374
ACH-000549,-0.5900866049889576
ACH-000550,-0.12305145541269301
ACH-000552,-0.13973744914486044
ACH-000556,-0.2320590811248404
ACH-000557,-0.17540918625430074
ACH-000569,-0.3308047830013556
ACH-000570,-0.2943516276503331
ACH-000571,-0.3484376354854917
ACH-000573,-0.6220125917606517
ACH-000576,-0.006299432007839361
ACH-000579,-0.08752905951049407
ACH-000580,-0.6180978192072732
ACH-000584,-0.17273234456145276
ACH-000585,-0.7447331029454016
ACH-000588,-0.05921662457568728
ACH-000589,-0.4880228876010449
ACH-000591,-0.5846773502650342
ACH-000593,-0.5820928629514969
ACH-000600,-0.2804167897256614
ACH-000601,-0.3026865133242909
ACH-000605,0.010891124324324269
ACH-000606,-0.2384290926612216
ACH-000608,-0.10272808426304897
ACH-000614,-0.37838797186176293
ACH-000616,-0.3653006828352181
ACH-000618,-0.3238673930138333
ACH-000619,-0.35685351913932645
ACH-000620,-0.496690573425119
ACH-000621,-0.2888808358325837
ACH-000622,-0.1573595884669775
ACH-000623,-0.30563768721975043
ACH-000624,-0.4139143333840237
ACH-000627,-0.3740574686445151
ACH-000630,-0.4891153178411826
ACH-000631,-0.4094185659458494
ACH-000632,-0.5047032007856054
ACH-000633,-0.2321881347345613
ACH-000637,-0.14518668468444304
ACH-000638,-0.1042272411500615
ACH-000646,-0.4030517961219399
ACH-000647,-0.1286646211233695
ACH-000648,-0.10470556699367346
ACH-000649,-0.15499617734701998
ACH-000651,-0.2345450824357997
ACH-000652,-0.2310996910791822
ACH-000653,-0.22517680528828024
ACH-000657,-0.3031931380368167
ACH-000658,-0.2801302150569342
ACH-000661,-0.28038136048429296
ACH-000662,-0.4461592442022494
ACH-000663,0.007548374578817183
ACH-000665,-0.153702060544213
ACH-000671,-0.3248783251130255
ACH-000672,-0.3597022145926652
ACH-000673,-0.2729337997206854
ACH-000676,-0.23225237326664436
ACH-000677,-0.3134187788204269
ACH-000681,-0.3256399842681537
ACH-000683,-0.20612398757157432
ACH-000684,-0.254641303867644
ACH-000688,-0.4544372202242166
ACH-000693,-0.2751860023487405
ACH-000694,-0.30641397062506603
ACH-000695,-0.30058863983127443
ACH-000696,-0.420860964562112
ACH-000697,-0.44001804341554335
ACH-000699,-0.3179432521689335
ACH-000701,-0.21060424279135834
ACH-000706,-0.10890718488429303
ACH-000711,-0.35048739984402505
ACH-000713,-0.40597605606092135
ACH-000714,-0.23696705198110785
ACH-000718,-0.5045706386048157
ACH-000720,-0.4815572315918476
ACH-000721,-0.18406558449469934
ACH-000724,-0.12033164942958942
ACH-000725,-0.410313265923739
ACH-000732,-0.20067071915790569
ACH-000734,-0.13146007956170802
ACH-000735,-0.23764382055493685
ACH-000736,-0.3383973052641985
ACH-000738,-0.2948058382062997
ACH-000746,-0.09420562588502376
ACH-000747,-0.2336087226557606
ACH-000748,-0.21944507111993813
ACH-000753,-0.1521469160647848
ACH-000756,-0.5281079614251529
ACH-000757,-0.08720175680370112
ACH-000758,-0.20289614898838335
ACH-000760,-0.3186012721394869
ACH-000762,-0.4600128941084397
ACH-000763,-0.15161433952624082
ACH-000764,-0.09043098431831363
ACH-000765,-0.09290202539239713
ACH-000766,-0.27485077803528074
ACH-000767,-0.2419478510353059
ACH-000768,-0.4540461162578668
ACH-000769,-0.4625700193986537
ACH-000770,-0.2632167371365125
ACH-000771,-0.5869919881347552
ACH-000773,-0.3367725697378606
ACH-000776,-0.4521554366285217
ACH-000777,-0.3591146842771145
ACH-000778,-0.1486087849940525
ACH-000781,-0.18421332397609733
ACH-000782,-0.3333990418681869
ACH-000783,-0.415877405893772
ACH-000784,-0.06940544714660687
ACH-000785,-0.28772881626002544
ACH-000787,-0.6524872895638704
ACH-000788,-0.3947320123135747
ACH-000791,-0.16573256444503445
ACH-000792,-0.4192068962748812
ACH-000794,-0.37458299328552425
ACH-000796,-0.4936202923714769
ACH-000798,-0.3567471581972114
ACH-000799,-0.4393396727192597
ACH-000800,-0.4471468593948018
ACH-000802,-0.2700442658550136
ACH-000804,-0.07808949909428695
ACH-000805,-0.2734660546049065
ACH-000809,-0.21846468897455945
ACH-000810,-0.2419421211615876
ACH-000811,-0.2001819062223464
ACH-000817,-0.3941194942580157
ACH-000819,-0.3780321116080103
ACH-000820,-0.6213804362623774
ACH-000821,0.14756194679253082
ACH-000822,-0.2493397440265656
ACH-000823,-0.32254555548568
ACH-000824,-0.22191302297205576
ACH-000827,-0.2373878890191715
ACH-000829,-0.2431526383818224
ACH-000831,-0.17622960436441856
ACH-000832,-0.2747829236546617
ACH-000833,-0.4350113626878552
ACH-000834,-0.3515368435509489
ACH-000835,-0.42765345016569983
ACH-000836,0.050240910392630116
ACH-000837,-0.2797522889084493
ACH-000838,0.15207113048604626
ACH-000839,-0.431042051184249
ACH-000840,-0.3037418602925877
ACH-000841,-0.3549703626216833
ACH-000843,-0.2534758778796389
ACH-000846,-0.3922012243886143
ACH-000847,-0.3730167480021085
ACH-000848,-0.0870101501841645
ACH-000849,-0.26224243435926664
ACH-000851,-0.3844222439994282
ACH-000855,-0.2968365771221741
ACH-000856,-0.4047009386964634
ACH-000858,-0.30594634978274377
ACH-000859,-0.4573060920591852
ACH-000861,-0.18953970845048215
ACH-000862,-0.3217179853163721
ACH-000865,-0.10675715097047084
ACH-000866,-0.4593511166484071
ACH-000867,-0.18099204959554369
ACH-000869,-0.34722110191232103
ACH-000872,-0.3384209540485725
ACH-000873,-0.2673650735583939
ACH-000876,-0.3895287670250751
ACH-000878,-0.5227873533233807
ACH-000880,-0.3939499506129189
ACH-000881,-0.19581581734091472
ACH-000882,-0.466412885872248
ACH-000884,-0.1069149495216345
ACH-000885,-0.3544512231025527
ACH-000887,-0.2861248456887847
ACH-000889,0.04859194044085724
ACH-000896,-0.3531474216360458
ACH-000898,-0.4473281425939011
ACH-000900,-0.35405427628649394
ACH-000901,-0.44237029643717496
ACH-000905,-0.434232122539411
ACH-000906,-0.2670484087969576
ACH-000907,-0.5569052010637248
ACH-000910,-0.25122999959567777
ACH-000911,-0.3411773296521937
ACH-000912,-0.3686374248147704
ACH-000913,-0.08125381868799675
ACH-000915,-0.3463886837934952
ACH-000916,-0.5269457780084219
ACH-000917,-0.1255304331382376
ACH-000920,-0.5604805099830135
ACH-000921,-0.4567183857235546
ACH-000924,-0.4799487475397929
ACH-000926,-0.13864398257332794
ACH-000928,-0.5178660464777033
ACH-000929,-0.6328205657542301
ACH-000932,-0.17228867659392333
ACH-000935,-0.5028251480243972
ACH-000936,-0.2736393268891418
ACH-000937,-0.3850695222806551
ACH-000938,0.13386424792347046
ACH-000939,-0.01837772800571348
ACH-000941,-0.3041307279799001
ACH-000943,-0.19703427152240294
ACH-000946,-0.2437317750726232
ACH-000947,-0.21677715731192013
ACH-000948,-0.4671876323362718
ACH-000950,-0.3452892968475316
ACH-000953,-0.08009525705065644
ACH-000954,-0.2718230797035675
ACH-000957,-0.43046498604472977
ACH-000958,-0.568244261346196
ACH-000960,-0.040906332209501066
ACH-000963,0.12071624315332982
ACH-000968,-0.4296244391022592
ACH-000969,-0.09980158773305646
ACH-000972,-0.2959242537427217
ACH-000973,-0.3653939178881059
ACH-000974,-0.1533023673786472
ACH-000978,-0.16901145122568098
ACH-000984,-0.31708023918282296
ACH-000986,-0.3093747451684494
ACH-000988,-0.18553185663672409
ACH-000993,-0.4513069012458592
ACH-000994,-0.4802597343441665
ACH-000996,-0.4224634601710547
ACH-001001,-0.30910409368044545
ACH-001020,-0.08719927784584611
ACH-001028,-0.2299999631239473
ACH-001031,-0.3030923627221351
ACH-001038,-0.2431892422448086
ACH-001048,-0.29371892693446106
ACH-001050,-0.6725372282226297
ACH-001053,-0.06715559334543819
ACH-001054,-0.2828406866771198
ACH-001061,-0.28240204562087634
ACH-001067,-0.629536262686611
ACH-001075,-0.5012957474077319
ACH-001096,-0.2443937991525177
ACH-001111,-0.06660642424541115
ACH-001119,-0.13942673064895486
ACH-001128,0.6564764232731465
ACH-001134,-0.15418904813739254
ACH-001151,-0.3491150115338589
ACH-001163,-0.08985071778658184
ACH-001164,-0.4888730826487414
ACH-001183,-0.4029635348083578
ACH-001192,-0.06720766830984155
ACH-001193,-0.45385721823545294
ACH-001196,-0.018306228857966424
ACH-001197,-0.2571569927273934
ACH-001205,-0.3825661899502478
ACH-001211,0.09331583168722908
ACH-001212,-0.8157105015336841
ACH-001228,-0.40889868679988706
ACH-001232,-0.2515397125835876
ACH-001239,-0.31858795626828645
ACH-001270,-0.3774700663562649
ACH-001274,-0.4927259137163301
ACH-001275,-0.4325686340109647
ACH-001277,-0.40465703095789984
ACH-001278,-0.3296325489180869
ACH-001280,-0.40759391330680905
ACH-001283,-0.03458709692617396
ACH-001289,-0.22539197077545256
ACH-001300,-0.3680806868676333
ACH-001301,-0.5053119661893152
ACH-001302,-0.21159579806929613
ACH-001306,-0.3997186368832689
ACH-001318,-0.018095642110965964
ACH-001322,-0.4440521465043777
ACH-001328,-0.16707848879337647
ACH-001332,-0.6046216815711506
ACH-001336,-0.3523146098180161
ACH-001346,-0.21268739401311804
ACH-001353,-0.362962427904404
ACH-001354,-0.4230773966688443
ACH-001367,-0.3381141203760538
ACH-001368,-0.2371664987621427
ACH-001374,-0.3494994758010931
ACH-001377,-0.22195816783595687
ACH-001380,-0.3572465578220069
ACH-001391,-0.15662607417638974
ACH-001408,-0.2613778599537528
ACH-001430,-0.18414310824728708
ACH-001431,-0.10629710919073053
ACH-001450,-0.10452249785475193
ACH-001496,-0.03220762815807356
ACH-001500,-0.17200889955306467
ACH-001523,-0.6895453358188759
ACH-001532,-0.6335058472201287
ACH-001550,0.17726832582093288
ACH-001552,-0.03986411768205418
ACH-001554,-0.5536606109350835
ACH-001654,-0.30684625128009485
ACH-001735,-0.3007530964756676
ACH-001736,-0.20613823562206227
ACH-001737,-0.5861816678356634
ACH-001740,-0.18612770953643368
ACH-001745,-0.29255671035744985
ACH-001765,-0.3272955106364941
