,GLUD1 (2746)
ACH-000004,-0.02394322589345016
ACH-000005,0.020962908955439244
ACH-000007,-0.21750866673688066
ACH-000009,-0.02930136997885815
ACH-000011,-0.13912767894665112
ACH-000012,-0.14320125731162076
ACH-000013,0.004304183761492149
ACH-000014,-0.10138931931390904
ACH-000015,-0.11941738238296158
ACH-000017,-0.00981077365598894
ACH-000018,-0.22966409180939465
ACH-000019,-0.11744190617009405
ACH-000021,-0.126273241011548
ACH-000022,-0.018555077979232767
ACH-000025,-0.191984998297674
ACH-000028,0.12844712853663662
ACH-000030,-0.09574506628366476
ACH-000035,-0.18999210652175214
ACH-000036,-0.08772952231338561
ACH-000037,-0.1045753497703376
ACH-000039,-0.12576204973534813
ACH-000040,-0.12844511436681932
ACH-000041,-0.19274900727004926
ACH-000042,-0.009467322087439693
ACH-000045,-0.08644742570770292
ACH-000047,-0.17465613180455064
ACH-000052,0.04801844269580292
ACH-000053,-0.0434385582960456
ACH-000054,-0.0932926055950464
ACH-000055,-0.10336426683323953
ACH-000060,0.002268341125049405
ACH-000067,-0.11001045078192287
ACH-000070,0.091601933378228
ACH-000075,-0.205124888097424
ACH-000078,-0.07058401938349823
ACH-000082,0.007414704772971205
ACH-000085,-0.07041063728891088
ACH-000086,-0.12672027705712788
ACH-000087,-0.01998723179922129
ACH-000092,-0.09146582517533082
ACH-000095,-0.15010121806408272
ACH-000097,-0.07388094358410413
ACH-000098,-0.12766373825188254
ACH-000099,-0.01980113142127909
ACH-000108,-0.07812753163584248
ACH-000113,-0.02204052257092428
ACH-000116,0.10893461320084877
ACH-000118,-0.07890205955096008
ACH-000120,-0.07247163506334389
ACH-000123,-0.1318956510870931
ACH-000127,-0.19016859864317187
ACH-000128,-0.26243837115652696
ACH-000132,-0.14068498742012894
ACH-000133,-0.056388692178382674
ACH-000137,-0.2341896147849959
ACH-000138,0.06649516114248101
ACH-000142,-0.06641538665230977
ACH-000143,-0.21735057909979413
ACH-000146,-0.02821999616061052
ACH-000148,-0.09007936098707203
ACH-000150,0.049520929736882144
ACH-000152,-0.16165929761016845
ACH-000153,-0.031459252167039195
ACH-000159,-0.15740604376798428
ACH-000160,0.06247083545346311
ACH-000163,-0.014454770101069657
ACH-000167,0.4025058531411961
ACH-000168,-0.13888150918662814
ACH-000169,-0.15382943801339322
ACH-000178,-0.1500236264814452
ACH-000183,0.035113212728897863
ACH-000188,-0.15703021604165132
ACH-000189,-0.1182475690891142
ACH-000190,0.002006477945596022
ACH-000198,0.050850692454983464
ACH-000203,-0.019308267049771916
ACH-000204,-0.23114092588163404
ACH-000206,-0.3055477739763467
ACH-000207,-0.12318924727553028
ACH-000208,0.016164147431338868
ACH-000210,0.4085435446758392
ACH-000211,-0.09875828252527348
ACH-000215,-0.05316202255677975
ACH-000221,0.2090712784600104
ACH-000222,0.03254144172677454
ACH-000223,-0.1319398691579027
ACH-000226,-0.16976169591560905
ACH-000227,-0.004381199354555241
ACH-000228,-0.17455074606267365
ACH-000231,-0.14935104928388118
ACH-000232,-0.043768252522839834
ACH-000233,0.14791010854115064
ACH-000234,-0.10753998596167784
ACH-000235,-0.07524469295578233
ACH-000237,-0.1784755171633067
ACH-000238,0.050155734617041904
ACH-000242,-0.15150959781735254
ACH-000243,0.04570689311017622
ACH-000244,0.07920082981770801
ACH-000246,-0.029536236307162556
ACH-000248,-0.0749103803438877
ACH-000250,-0.18194682163559134
ACH-000251,-0.30774181513637433
ACH-000252,0.16493000419380646
ACH-000253,-0.07910793062050113
ACH-000255,-0.05467387897659893
ACH-000256,-0.21934037311733334
ACH-000257,-0.014421804076345066
ACH-000258,0.19475475693111904
ACH-000259,-0.1380911538477868
ACH-000260,-0.13862676999930235
ACH-000261,-0.018150879655809568
ACH-000262,-0.09355272517902867
ACH-000263,-0.37108450251957903
ACH-000264,0.0670872835663584
ACH-000265,-0.1964199263161832
ACH-000266,-0.09709480927204846
ACH-000272,-0.028561833097076886
ACH-000274,-0.15511931726049996
ACH-000277,-0.08313994012804991
ACH-000278,-0.05830471251849423
ACH-000279,-0.06819707688679752
ACH-000280,-0.06551107802243772
ACH-000281,-0.07790531450037726
ACH-000288,-0.06732816979334323
ACH-000291,-0.02679859772121632
ACH-000293,-0.2720307872399329
ACH-000294,-0.06297247074255198
ACH-000295,0.002913876618379811
ACH-000296,-0.03053551187599168
ACH-000302,-0.10946198693412257
ACH-000304,-0.09534003945239186
ACH-000307,-0.13791565611222725
ACH-000308,0.04204153504365609
ACH-000310,-0.17849162024745474
ACH-000311,-0.0128069387291029
ACH-000312,0.008213492273265522
ACH-000315,0.0066992058109894385
ACH-000316,-0.054337532785554594
ACH-000317,-0.004632950583635168
ACH-000318,-0.11151031226220184
ACH-000319,0.0043270383883426975
ACH-000320,-0.12253792359165418
ACH-000322,-0.07924057201561674
ACH-000323,-0.09262925790316526
ACH-000324,-0.186678721394586
ACH-000329,-0.10107068092171792
ACH-000330,-0.08289404772166402
ACH-000331,-0.2576129437417785
ACH-000332,0.035222757690023566
ACH-000334,-0.028285791504198007
ACH-000335,-0.0971212548669776
ACH-000336,-0.003170481657595764
ACH-000337,-0.468970180752161
ACH-000338,0.053596226095899
ACH-000339,-0.1918939764562794
ACH-000341,-0.016496893390502188
ACH-000348,-0.11279965770655265
ACH-000350,-0.14526192746674554
ACH-000352,-0.03641810800168852
ACH-000356,-0.482642830685279
ACH-000361,0.08109236295271025
ACH-000362,-0.07469868910469392
ACH-000363,-0.0013856918126713873
ACH-000364,-0.09919841232535966
ACH-000365,-0.001914568213597011
ACH-000366,-0.013720447869440464
ACH-000368,0.014691052376560309
ACH-000374,-0.05018753608209482
ACH-000375,-0.11141956980017192
ACH-000376,-0.1289823571535083
ACH-000381,-0.18580010790964868
ACH-000383,0.036077034073176494
ACH-000387,-0.008196978394859406
ACH-000389,-0.09002446027453352
ACH-000390,0.025555868930732445
ACH-000393,-0.0891638476849826
ACH-000395,-0.14839817385047174
ACH-000396,0.18602485036713154
ACH-000397,-0.05735078393403715
ACH-000401,-0.18296557801748525
ACH-000402,-0.19658952608236774
ACH-000403,-0.11536273702768693
ACH-000404,0.026568961495230952
ACH-000406,-0.10057114300685822
ACH-000407,-0.17385832915467367
ACH-000408,0.047943518900518435
ACH-000410,-0.007438012484019775
ACH-000411,-0.008531576811220194
ACH-000414,-0.10947932231190786
ACH-000415,-0.07620876593085654
ACH-000416,-0.047679085306661616
ACH-000420,-0.16001704719271376
ACH-000421,-0.11531519685526538
ACH-000424,-0.07267214053177172
ACH-000425,-0.10975874753211293
ACH-000426,-0.11690251383373207
ACH-000427,0.006693664821578951
ACH-000433,-0.06391931346076613
ACH-000435,-0.33082164072964043
ACH-000436,-0.12316804899220266
ACH-000444,-0.027649784354015983
ACH-000445,-0.30491569544701463
ACH-000448,-0.03235409589581938
ACH-000450,-0.2597215230111393
ACH-000452,-0.20394212902844414
ACH-000454,-0.09407638078797663
ACH-000458,-0.06293706297951908
ACH-000459,0.03170693519948264
ACH-000460,-0.16818621816646606
ACH-000461,0.13254436469220585
ACH-000463,-0.12103470978409787
ACH-000464,-0.3125432138736534
ACH-000466,-0.0520414791167509
ACH-000467,-0.04242833774839002
ACH-000468,-0.04774132973858402
ACH-000469,0.0004275193031498239
ACH-000470,0.011151018697521551
