,TVP23B (51030)
ACH-000004,0.2415132237872228
ACH-000005,0.1911113963923415
ACH-000007,0.1490542818624928
ACH-000009,0.16001429402762465
ACH-000011,0.15175518806965113
ACH-000012,0.24822267697546796
ACH-000013,0.1608199361202017
ACH-000014,0.27048883148506003
ACH-000015,0.14298311934791505
ACH-000017,0.1758346979430852
ACH-000018,0.3290861971318301
ACH-000019,0.2437264091816442
ACH-000021,0.23534367927489405
ACH-000022,0.14470476527824236
ACH-000025,0.1619188036795923
ACH-000028,0.2504689072041879
ACH-000030,0.06653073192232846
ACH-000035,0.169478247494037
ACH-000036,0.2009325572857344
ACH-000037,0.04435966106394797
ACH-000039,0.1606892518367513
ACH-000040,0.1792947362733951
ACH-000041,0.07089856577184897
ACH-000042,0.20909397147751266
ACH-000045,0.23806164488288464
ACH-000047,0.19487634836165726
ACH-000052,0.13292655227619726
ACH-000053,0.2552629987765594
ACH-000054,0.2599210597701843
ACH-000055,0.3574182878599465
ACH-000060,0.2085812637535151
ACH-000067,0.1283854903588573
ACH-000070,0.2601817644902678
ACH-000075,0.2340964482932188
ACH-000078,0.2146833788264745
ACH-000082,0.08645837323148205
ACH-000085,0.13139728182326327
ACH-000086,0.2603833309998431
ACH-000087,0.17294702386783112
ACH-000092,0.22284954645366575
ACH-000095,0.20143747508196594
ACH-000097,0.1675075934872026
ACH-000098,0.17711301919783998
ACH-000099,0.23628339271265905
ACH-000108,0.2161037341759516
ACH-000113,0.25585377266550186
ACH-000116,0.192862713554131
ACH-000118,0.27893742564913143
ACH-000120,0.3004021419662468
ACH-000123,-0.001850702070300645
ACH-000127,0.12638773442817738
ACH-000128,0.2780270626101893
ACH-000132,0.17259154773684166
ACH-000133,0.17816420023052226
ACH-000137,0.2143068757220561
ACH-000138,0.23266088879045216
ACH-000142,0.192677329325477
ACH-000143,0.19517296392693528
ACH-000146,0.2555623627680706
ACH-000148,0.10093462862649023
ACH-000150,0.14000601248364888
ACH-000152,0.07555674534390178
ACH-000153,0.02739848035189791
ACH-000159,0.22623580158994336
ACH-000160,0.23210567727904255
ACH-000163,0.14030124889944207
ACH-000167,-0.08990617283125303
ACH-000168,0.07939623002653336
ACH-000169,0.1748567164707892
ACH-000178,0.09623442539376403
ACH-000183,0.301343432682142
ACH-000188,0.17497860919595956
ACH-000189,0.21251154011475915
ACH-000190,0.3135434451968048
ACH-000198,0.2347862116471881
ACH-000203,0.333768591424021
ACH-000204,0.17659907258983634
ACH-000206,0.1466591698737588
ACH-000207,0.14675098690020266
ACH-000208,0.1932363445796152
ACH-000210,0.4608716655298503
ACH-000211,0.2447895673784997
ACH-000215,0.2246754974385896
ACH-000221,0.2481076183434515
ACH-000222,0.15700303157495096
ACH-000223,0.2020191895676165
ACH-000226,0.2496971984791417
ACH-000227,0.056197720823425834
ACH-000228,0.07923448760477936
ACH-000231,0.10925175917001877
ACH-000232,0.2284505413820604
ACH-000233,0.15103480678653716
ACH-000234,0.1560619053307404
ACH-000235,0.19048416869691187
ACH-000237,0.23060939838329236
ACH-000238,0.05943952079712012
ACH-000242,0.41251878185000607
ACH-000243,0.1461415288020494
ACH-000244,0.22249356268440307
ACH-000246,0.2672301251211641
ACH-000248,0.31381152167705273
ACH-000250,0.10591740141015617
ACH-000251,0.17157796615194867
ACH-000252,0.23745165056906506
ACH-000253,0.15204956043033435
ACH-000255,0.15944418076463518
ACH-000256,0.20182208895271592
ACH-000257,0.2790788132170558
ACH-000258,0.20160894508349292
ACH-000259,0.13565184020299
ACH-000260,0.2779558405386381
ACH-000261,0.14198281790614994
ACH-000262,0.2747088890792521
ACH-000263,0.17883076301308085
ACH-000264,0.19593811626244773
ACH-000265,0.22034103757255594
ACH-000266,0.1886700595515607
ACH-000272,0.11108893117004397
ACH-000274,0.13693401005365954
ACH-000277,0.1371396043413852
ACH-000278,0.21243737201136148
ACH-000279,0.18810710607685527
ACH-000280,0.05502681882372426
ACH-000281,0.2440333546313274
ACH-000288,0.06040026930662859
ACH-000291,0.2105836469592725
ACH-000293,0.10657240914521818
ACH-000294,0.18302406167771007
ACH-000295,0.22178938833954606
ACH-000296,0.2878596143838684
ACH-000302,0.18613318322210234
ACH-000304,0.31511164203350633
ACH-000307,0.25163166403515136
ACH-000308,0.29306857710916445
ACH-000310,0.17661696444231886
ACH-000311,0.1899439635040283
ACH-000312,0.20646628875685166
ACH-000315,0.17535934895787952
ACH-000316,0.15816976533628513
ACH-000317,0.2682551191024449
ACH-000318,0.2440717231335276
ACH-000319,0.11042559224777942
ACH-000320,0.1333186959054077
ACH-000322,0.1353137224508316
ACH-000323,0.16333223174031733
ACH-000324,0.14252922753583686
ACH-000329,0.1944183161791816
ACH-000330,0.2739107498949653
ACH-000331,0.08160416118917546
ACH-000332,0.14342505808928774
ACH-000334,0.04000255435691517
ACH-000335,0.2305141841580765
ACH-000336,0.3316178267481958
ACH-000337,0.2696124564830825
ACH-000338,0.7104255771128897
