,PKD2 (5311)
ACH-000004,0.2582485960639941
ACH-000005,0.21311497946044253
ACH-000007,-0.0014501136251963555
ACH-000009,0.09325607223704728
ACH-000011,0.03090111769719665
ACH-000012,0.0948906376946025
ACH-000013,0.20035577004042684
ACH-000014,0.18669702683997547
ACH-000015,0.15767211182229013
ACH-000017,0.2237467441619856
ACH-000018,0.19267997346770355
ACH-000019,0.2553701368507295
ACH-000021,0.1861729545530392
ACH-000022,0.2123729615254674
ACH-000025,0.2006839224424872
ACH-000028,0.011770532907119862
ACH-000030,0.0336266165693865
ACH-000035,0.019909288218703167
ACH-000036,0.0699883022075636
ACH-000037,0.2276727494231268
ACH-000039,-0.19485469696714014
ACH-000040,0.2952055398954576
ACH-000041,0.11366886724967346
ACH-000042,0.18331076784589148
ACH-000045,0.15803874103588705
ACH-000047,0.1753045978681639
ACH-000052,0.2808894899885931
ACH-000053,0.19718967975856247
ACH-000054,0.16648567966644962
ACH-000055,0.07057277030391343
ACH-000060,0.07637120191119375
ACH-000067,0.20586379586761835
ACH-000070,0.05490903368700142
ACH-000075,0.13565395329302546
ACH-000078,0.081172428792339
ACH-000082,0.1119692722964004
ACH-000085,0.28600044379961154
ACH-000086,0.236189584911359
ACH-000087,0.1219298292180418
ACH-000092,0.20971175591373667
ACH-000095,0.193995926522194
ACH-000097,0.1661965568484051
ACH-000098,-0.003925035919884907
ACH-000099,0.252111498378903
ACH-000108,0.18340263888939695
ACH-000113,0.1303280296143636
ACH-000116,0.07437704584147806
ACH-000118,0.21855902635829225
ACH-000120,0.20179395128358216
ACH-000123,0.08132537105413436
ACH-000127,0.2074153153710418
ACH-000128,-0.02336736874156177
ACH-000132,0.10983493374568082
ACH-000133,0.22491011782436435
ACH-000137,0.23587890298038075
ACH-000138,0.25042099442308363
ACH-000142,0.1961463444365148
ACH-000143,0.10223923295587778
ACH-000146,0.13567350486654364
ACH-000148,0.1010190245013318
ACH-000150,0.2658672273471687
ACH-000152,0.2090039175725597
ACH-000153,0.2286589817256792
ACH-000159,0.14884627075505272
ACH-000160,0.15501393911268158
ACH-000163,0.1678972415118392
ACH-000167,0.2381801046906144
ACH-000168,0.2863061966332092
ACH-000169,0.18039761130314672
ACH-000178,0.046599971789721605
ACH-000183,-0.004644882085394052
ACH-000188,0.10026581000582847
ACH-000189,0.3039532521382514
ACH-000190,0.3422875662642042
ACH-000198,0.06722128533460292
ACH-000203,0.04895014711455393
ACH-000204,0.029363634551824495
ACH-000206,0.007281914953652733
ACH-000207,0.07708501461135828
ACH-000208,0.20704537502226175
ACH-000210,0.0852781524194046
ACH-000211,0.11983871797446045
ACH-000215,0.1722674253584298
ACH-000221,0.09688637802403323
ACH-000222,0.2618027352144504
ACH-000223,0.060734957897801034
ACH-000226,0.18735144258315412
ACH-000227,0.16368151155649235
ACH-000228,0.2480998591412488
ACH-000231,0.0246282260895669
ACH-000232,0.14460246944849933
ACH-000233,0.2833502964167844
ACH-000234,0.022485439942842918
ACH-000235,0.1713756211525935
ACH-000237,0.17353909299878625
ACH-000238,0.14234413360210382
ACH-000242,0.1997624026689377
ACH-000243,0.2548949959239968
ACH-000244,-0.03554334017894874
ACH-000246,0.16279072517243615
ACH-000248,0.2732896909651237
ACH-000250,0.19448008015691093
ACH-000251,0.05018454991959948
ACH-000252,0.2679229426999604
ACH-000253,0.11392870858047045
ACH-000255,0.1600675850219291
ACH-000256,0.1602988947149854
ACH-000257,0.08092374408381005
ACH-000258,-0.0003806410094330951
ACH-000259,0.17401296477747116
ACH-000260,0.14092915912578424
ACH-000261,0.17842456642225973
ACH-000262,0.2503984250326302
ACH-000263,0.3373003715070598
ACH-000264,0.1696651865729547
ACH-000265,0.1356533524661206
ACH-000266,0.1839852385429389
ACH-000272,-0.09300377686179986
ACH-000274,0.23333066295561786
ACH-000277,0.27533094651697626
ACH-000278,0.19654944531626375
ACH-000279,0.12415004297421678
ACH-000280,0.15235893355097432
ACH-000281,0.13447158861716213
ACH-000288,0.19168510280999865
ACH-000291,0.1007203705568709
ACH-000293,0.0044380428879445075
ACH-000294,0.03194879790654793
ACH-000295,0.3100731719044221
ACH-000296,-0.09768219270085247
ACH-000302,0.14976315220299252
ACH-000304,-0.022324200892956444
ACH-000307,0.15032603316439058
ACH-000308,0.12000176009109685
ACH-000310,0.22387311084964967
ACH-000311,0.1386850217583771
ACH-000312,0.32607837128187234
ACH-000315,0.23744022090389624
ACH-000316,-0.08103101399415688
ACH-000317,0.08822150699427156
ACH-000318,0.2154168561190873
ACH-000319,0.14159832170036515
ACH-000320,0.2557071240136225
ACH-000322,0.13068511276461114
ACH-000323,-0.013812118118262258
ACH-000324,0.13193264479899874
ACH-000329,0.16575065094559496
ACH-000330,0.16642268934866578
ACH-000331,0.2523797193811638
ACH-000332,0.14004166713558194
ACH-000334,0.3136322228521957
ACH-000335,0.015618073125421468
ACH-000336,0.4182419053665527
ACH-000337,0.03528929235857005
ACH-000338,0.11095156436525773
ACH-000339,0.11197634470079386
ACH-000341,0.1748499369254896
ACH-000348,0.11315021762496012
ACH-000350,0.09491757388523384
ACH-000352,0.1131999916248966
ACH-000356,0.2957175813214213
ACH-000361,0.0396702161295316
