,HIST1H4E (8367)
ACH-000004,-0.0367534970704495
ACH-000005,-0.3071279276878053
ACH-000007,-0.2406202442413719
ACH-000009,-0.2543281496817377
ACH-000011,-0.3511396721127716
ACH-000012,-0.1939845229512496
ACH-000013,0.047632273499482035
ACH-000014,-0.36226411627684063
ACH-000015,-0.02032602712392717
ACH-000017,-0.17788334208097947
ACH-000018,-0.17543824819946366
ACH-000019,-0.20889649902312574
ACH-000021,-0.08414029436395835
ACH-000022,-0.15220873439861135
ACH-000025,-0.1862800467107616
ACH-000028,-0.2265926390540049
ACH-000030,-0.11575381189393685
ACH-000035,-0.2716888881409694
ACH-000036,-0.13870201650263406
ACH-000037,-0.1607838759851802
ACH-000039,-0.40772938114110463
ACH-000040,-0.2311547977324133
ACH-000041,0.045946929187067616
ACH-000042,-0.003250683942451528
ACH-000045,-0.20641471067425976
ACH-000047,-0.2206497994012532
ACH-000052,-0.14232240791376152
ACH-000053,-0.1627311368492321
ACH-000054,-0.0945397425304148
ACH-000055,-0.04138078316473129
ACH-000060,-0.13805635009224967
ACH-000067,-0.07572677107860039
ACH-000070,-0.22102406048067808
ACH-000075,-0.19749065534197366
ACH-000078,-0.2781700313576844
ACH-000082,-0.2963574450289443
ACH-000085,-0.03404184267563623
ACH-000086,-0.2475257621341491
ACH-000087,0.14288350177452092
ACH-000092,-0.1165699876162064
ACH-000095,-0.3023279247266
ACH-000097,-0.07684943447446567
ACH-000098,-0.2797559679517885
ACH-000099,-0.20876795449325372
ACH-000108,-0.03379318860149885
ACH-000113,-0.06622260725349599
ACH-000116,-0.08582158062336098
ACH-000118,-0.123692713018157
ACH-000120,-0.10066063493178452
ACH-000123,-0.1796124465414249
ACH-000127,-0.1121739265994267
ACH-000128,0.006057150621351992
ACH-000132,-0.14123120965279373
ACH-000133,-0.2163094977634458
ACH-000137,0.006291066678335891
ACH-000138,-0.2269529674372015
ACH-000142,-0.14574991468277046
ACH-000143,0.08197962042694781
ACH-000146,-0.21015672592402515
ACH-000148,0.025376250531896825
ACH-000150,0.0021323089397445433
ACH-000152,-0.023808693764170236
ACH-000153,-0.13800378048522025
ACH-000159,-0.24441397612443416
ACH-000160,-0.17705163393492274
ACH-000163,-0.2341673360446828
ACH-000167,-0.12547254985323136
ACH-000168,-0.14461555031525786
ACH-000169,-0.0004959749293028499
ACH-000178,-0.1433844965274061
ACH-000183,-0.07281681756296843
ACH-000188,-0.17036255145074206
ACH-000189,-0.14170767187008726
ACH-000190,0.008161775045828034
ACH-000198,-0.19877775770801676
ACH-000203,-0.701213435599673
ACH-000204,0.06747841930096793
ACH-000206,-0.3741441187578596
ACH-000207,-0.1466377930941845
ACH-000208,-0.22410901182903956
ACH-000210,-0.046164715948664004
ACH-000211,-0.11698377111822908
ACH-000215,-0.1120425642850216
ACH-000221,0.06000498085638021
ACH-000222,-0.17138232190445238
ACH-000223,-0.16255360590179702
ACH-000226,-0.15272417314641296
ACH-000227,0.06052054945819161
ACH-000228,0.0013840986287105895
ACH-000231,-0.20027580266043007
ACH-000232,-0.11985976768087367
ACH-000233,-0.1372383098877909
ACH-000234,-0.09290591948050192
ACH-000235,-0.12016189113158095
ACH-000237,-0.10909091001291144
ACH-000238,-0.323742724069977
ACH-000242,-0.23491136651877245
ACH-000243,0.012085992297457394
ACH-000244,-0.010734626263048505
ACH-000246,-0.07788559448083583
ACH-000248,-0.24435620869894056
ACH-000250,-0.1480257969748697
ACH-000251,-0.6187292540804719
ACH-000252,-0.08876017258827269
ACH-000253,-0.2492716863406773
ACH-000255,-0.17276422112914452
ACH-000256,-0.10766628905593943
ACH-000257,-0.20979745119827212
ACH-000258,-0.29390393228289863
ACH-000259,-0.03387066220060608
ACH-000260,-0.2274584433552429
ACH-000261,-0.09913235853410028
ACH-000262,-0.19204757507025288
ACH-000263,-0.02305454945127651
ACH-000264,-0.2686892964999791
ACH-000265,-0.06956606709916653
ACH-000266,-0.11735982994664125
ACH-000272,-0.1359360137017406
ACH-000274,-0.09267033659664484
ACH-000277,-0.21625178483808855
ACH-000278,-0.1274385822763737
ACH-000279,-0.043476313567459464
ACH-000280,0.019687975772960026
ACH-000281,-0.206050466393098
ACH-000288,-0.039904996781725884
ACH-000291,-0.0182379539207144
ACH-000293,0.0004459114727330164
ACH-000294,0.1820241581832508
ACH-000295,-0.21933079522311769
ACH-000296,-0.3062541862167296
ACH-000302,0.030394563170415174
ACH-000304,-0.026525339549702053
ACH-000307,-0.13846955897447372
ACH-000308,-0.13277866551271514
ACH-000310,-0.1889213966496144
ACH-000311,-0.08444708354598414
ACH-000312,-0.029287368601644707
ACH-000315,-0.09670132873393422
ACH-000316,-0.2577581470080277
ACH-000317,-0.2900311341683327
ACH-000318,-0.1256270160674826
ACH-000319,-0.14546286642097542
ACH-000320,-0.1882102665191172
ACH-000322,-0.08933781856129702
ACH-000323,-0.01814813613946884
ACH-000324,-0.16622943752824118
ACH-000329,-0.21238672373474402
ACH-000330,-0.08550004431028631
ACH-000331,-0.19654835900509068
ACH-000332,-0.0715354185780114
ACH-000334,-0.15799286976058066
ACH-000335,0.036461270946867734
ACH-000336,-0.01942475503696721
ACH-000337,0.030869476926268995
ACH-000338,-0.04458214209438311
ACH-000339,-0.1170829949319905
ACH-000341,-0.09223594345600024
ACH-000348,-0.14599884453306974
ACH-000350,-0.10826451969884353
ACH-000352,0.008918924048608372
ACH-000356,-0.08684662458504061
ACH-000361,-0.34340396440370397
ACH-000362,-0.15129812823943414
ACH-000363,-0.0767661265155763
ACH-000364,-0.08892663214319564
ACH-000365,0.0987589359253526
ACH-000366,-0.009633526561886818
ACH-000368,0.014920783661891169
ACH-000374,-0.21150580414916373
ACH-000375,-0.03956226496260437
ACH-000376,-0.13304824169371304
ACH-000381,-0.07385322024462933
ACH-000383,-0.15171118381245954
ACH-000387,-0.16096967203898446
ACH-000389,-0.16907310686766153
ACH-000390,-0.15020336632832113
ACH-000393,-0.1925884003935543
ACH-000395,-0.0595499556812082
ACH-000396,-0.08155443492739894
ACH-000397,-0.2373871931447481
ACH-000401,0.0606018768257675
ACH-000402,-0.4543409741795602
ACH-000403,-0.17863749748269195
ACH-000404,-0.41358253716353655
ACH-000406,-0.12859866607884346
ACH-000407,-0.22502350081167544
ACH-000408,-0.16420546214284815
ACH-000410,-0.16975045224010746
ACH-000411,-0.07539408374354511
ACH-000414,-0.10567229645929008
ACH-000415,-0.14120382469956308
ACH-000416,0.014578874541011281
ACH-000420,-0.0972354045796917
ACH-000421,-0.13967112852021246
ACH-000424,0.075692054857013
ACH-000425,0.11261617871607685
ACH-000426,0.015550292342765209
ACH-000427,0.06633787513338597
ACH-000433,-0.0089270091754461
ACH-000435,-0.1662992075762754
ACH-000436,-0.18263927936925486
ACH-000444,-0.08397214934021596
ACH-000445,-0.028813322067437724
ACH-000448,-0.08832575705580915
ACH-000450,0.004984342204021778
ACH-000452,-0.19015465470650164
ACH-000454,-0.2839455892184878
ACH-000458,-0.34010948533508023
ACH-000459,-0.2637491486468058
ACH-000460,-0.17646748386016234
ACH-000461,-0.060208591581586424
ACH-000463,-0.20010293896781736
ACH-000464,-0.24116473965471896
ACH-000466,-0.11409653331190744
ACH-000467,-0.06461596217929913
ACH-000468,-0.058802676186456924
ACH-000469,-0.14787218700142293
ACH-000470,-0.18072805819048265
ACH-000471,-0.14451267575494212
ACH-000472,-0.1902701323720858
ACH-000473,-0.14797324403951712
ACH-000475,-0.049887143911449015
ACH-000476,-0.1746916141706592
ACH-000477,-0.13852995423050438
ACH-000479,-0.369221835465688
ACH-000480,-0.10528194842818726
ACH-000481,-0.08060773082586095
ACH-000483,-0.07175460795229538
ACH-000484,-0.15702317677598593
ACH-000485,-0.15446274679813415
ACH-000486,-0.1736290023373126
ACH-000487,-0.4044818313774841
ACH-000488,-0.07743503752962387
ACH-000490,-0.18265421539258053
ACH-000491,-0.050356045757015064
ACH-000495,-0.02240916132663493
ACH-000496,-0.019540556192218228
ACH-000499,-0.0595979872169477
ACH-000500,0.4622845468328846
ACH-000502,-0.17971284118373226
ACH-000503,0.00981994672915312
ACH-000505,-0.1445220363621809
ACH-000507,-0.04255860074617309
ACH-000510,-0.06272843766244117
ACH-000511,-0.22091974766436373
ACH-000512,-0.18671640039297854
ACH-000516,-0.3485010205501633
ACH-000517,-0.15998346828518226
ACH-000518,-0.23195570682611105
ACH-000520,0.007328282613710331
ACH-000521,-0.2498923145355339
ACH-000522,-0.13037595378893227
ACH-000524,-0.4898706862698747
ACH-000527,-0.1503809900349176
ACH-000528,-0.1328255485631076
ACH-000537,-0.05515843557187905
ACH-000541,-0.11807854372455155
ACH-000542,-0.05013385470679423
ACH-000544,-0.3366479749931789
ACH-000545,-0.24565686974624415
ACH-000547,0.010924428510944854
ACH-000548,-0.2016182158991894
ACH-000549,-0.16500267261544385
ACH-000550,-0.22523311164305926
ACH-000552,-0.13590661766276402
ACH-000556,-0.1892337720740568
ACH-000557,-0.05127386318236362
ACH-000569,-0.4041177660786286
ACH-000570,-0.05102109458184998
ACH-000571,-0.1845210570056577
ACH-000573,-0.2380980651325389
ACH-000576,-0.1482851773794483
ACH-000579,-0.2807223667366696
ACH-000580,-0.10886327844351866
ACH-000584,-0.21778253599921146
ACH-000585,-0.2116889764017726
ACH-000588,-0.02659614980186424
ACH-000589,-0.1788693976755803
ACH-000591,0.06344431424488436
ACH-000593,0.024571621231623448
ACH-000600,-0.27208328010611743
ACH-000601,-0.11745998525020265
ACH-000605,-0.023173211086695795
ACH-000606,-0.12944458478554433
ACH-000608,-0.20812195028956956
ACH-000614,-0.08932516301854151
ACH-000616,0.012796520332823757
ACH-000618,-0.32630838352528
ACH-000619,-0.2328837111640168
ACH-000620,-0.05152864797285013
ACH-000621,-0.05575772552194956
ACH-000622,-0.11927366402708725
ACH-000623,-0.0941931426622498
ACH-000624,-0.2059948930421752
ACH-000627,-0.12181529119170005
ACH-000630,-0.24643454564084866
ACH-000631,-0.2949110979470626
ACH-000632,-0.1922589810469883
ACH-000633,-0.10708149994275593
ACH-000637,-0.19132880699447685
ACH-000638,-0.1368526963077093
ACH-000646,-0.01586028004035239
ACH-000647,-0.17711998493063416
ACH-000648,-0.018678924406682458
ACH-000649,-0.14237036373913886
ACH-000651,0.023746019531921642
ACH-000652,-0.19002983579291705
ACH-000653,-0.2133632680397988
ACH-000657,-0.08066468072126892
ACH-000658,-0.02523133430081809
ACH-000661,-0.06937573639326422
ACH-000662,-0.1646672022869967
ACH-000663,-0.04542672958435519
ACH-000665,-0.11240934050548823
ACH-000671,-0.15511028196392185
ACH-000672,0.21586761658193115
ACH-000673,-0.2091883856546078
ACH-000676,-0.1512311507108292
ACH-000677,-0.0824817861871359
ACH-000681,-0.05292415107742991
ACH-000683,-0.14286783378055545
ACH-000684,-0.2704819222619125
ACH-000688,0.008924366891969548
ACH-000693,-0.12370459638903915
ACH-000694,-0.2304699654435466
ACH-000695,-0.19098915638491104
ACH-000696,-0.1126887239219626
ACH-000697,0.01042110994009198
ACH-000699,-0.14768520505064414
ACH-000701,0.11760259130265235
ACH-000706,-0.12224510602440256
ACH-000711,-0.1837843123838792
ACH-000713,-0.2419396609164784
ACH-000714,-0.12354190016748808
ACH-000718,-0.16621281534696394
ACH-000720,-0.1828286390794612
ACH-000721,-0.13993293742373428
ACH-000724,-0.18144068137155367
ACH-000725,-0.0011894345121027904
ACH-000732,-0.04340411760632019
ACH-000734,-0.18987769688633693
ACH-000735,-0.07580014390375951
ACH-000736,-0.1830856773301669
ACH-000738,-0.1426523687380612
ACH-000746,-0.16291083739453324
ACH-000747,0.03422098019124134
ACH-000748,-0.21127454578746332
ACH-000753,-0.2352470891790956
ACH-000756,-0.09200931127039727
ACH-000757,0.05927508563612367
ACH-000758,-0.13521807351090695
ACH-000760,-0.013841402777392237
ACH-000762,-0.2022548480106025
ACH-000763,-0.2391063136987725
ACH-000764,-0.5509547939272705
ACH-000765,-0.2883866974107097
ACH-000766,-0.12242693721091948
ACH-000767,0.09094239467912814
ACH-000768,-0.07901743330258124
ACH-000769,-0.03472482362482287
ACH-000770,-0.08277599171155127
ACH-000771,-0.0953626991869127
ACH-000773,-0.2281420400033984
ACH-000776,-0.2668609511274942
ACH-000777,-0.04555208262484997
ACH-000778,-0.15747942584687988
ACH-000781,-0.2144876636274404
ACH-000782,0.019282641403546817
ACH-000783,-0.2798634380245221
ACH-000784,0.0390261699338316
ACH-000785,-0.0020488803055984084
ACH-000787,-0.0722778651660648
ACH-000788,-0.07040784961331943
ACH-000791,-0.2298470124846099
ACH-000792,-0.14425547224758278
ACH-000794,-0.12533571268512178
ACH-000796,0.023313300078055814
ACH-000798,0.1373686308570114
ACH-000799,-0.2467084642710509
ACH-000800,0.015183037945628863
ACH-000802,-0.11990881075004955
ACH-000804,-0.20851281196256305
ACH-000805,-0.14723284980305776
ACH-000809,-0.13286433291184074
ACH-000810,-0.10822925575472203
ACH-000811,-0.034644897530907166
ACH-000817,-0.3762955819089203
ACH-000819,-0.11549304483155695
ACH-000820,-0.44337415792873824
ACH-000821,0.160675077916575
ACH-000822,-0.06298922386188748
ACH-000823,-0.0570743297761328
ACH-000824,-0.3135374363484967
ACH-000827,-0.22117186023653515
ACH-000829,0.008815613309367577
ACH-000831,-0.028543398496033736
ACH-000832,-0.06041874234176847
ACH-000833,0.0017004226963392565
ACH-000834,-0.17380605127039295
ACH-000835,-0.17262589415584334
ACH-000836,-0.07943673230320658
ACH-000837,-0.04624945616644385
ACH-000838,-0.013291536070636352
ACH-000839,-0.17916170477753324
ACH-000840,-0.1863098483450611
ACH-000841,-0.026515724879726137
ACH-000843,-0.23407227125316324
ACH-000846,-0.05209739178951015
ACH-000847,0.026817476247284016
ACH-000848,-0.10547107451251664
ACH-000849,-0.10982322080427384
ACH-000851,0.040943882058105216
ACH-000855,-0.1555845732083043
ACH-000856,-0.18976810094149446
ACH-000858,-0.14159322569555455
ACH-000859,-0.032421546368592215
ACH-000861,0.02757751057124871
ACH-000862,-0.2291719788428996
ACH-000865,-0.05671566637670311
ACH-000866,-0.10750647028422078
ACH-000867,-0.1504262581225528
ACH-000869,-0.19061514944149047
ACH-000872,0.01202592729490946
ACH-000873,-0.3632021140226929
ACH-000876,-0.193913627421002
ACH-000878,0.02693129827583278
ACH-000880,-0.29535469778228457
ACH-000881,-0.18271258393092601
ACH-000882,-0.22547331020148276
ACH-000884,-0.07071186849299366
ACH-000885,-0.16417504913899195
ACH-000887,-0.0492764034755806
ACH-000889,-0.3475710162491329
ACH-000896,-0.07616589119013348
ACH-000898,-0.19238372682041385
ACH-000900,-0.15496498199809652
ACH-000901,-0.07434402095834211
ACH-000905,-0.194034694302354
ACH-000906,-0.11083740615208776
ACH-000907,-0.4263932884573567
ACH-000910,-0.07475433838497035
ACH-000911,-0.04211264636242412
ACH-000912,-0.06504275735567645
ACH-000913,-0.0879508387322212
ACH-000915,-0.12566962636089787
ACH-000916,-0.2941570390250176
ACH-000917,0.1838929337618492
ACH-000920,0.0016298471232934284
ACH-000921,-0.027110422588866853
ACH-000924,-0.0927066710689598
ACH-000926,-0.17736123321768596
ACH-000928,0.16498481078004806
ACH-000929,0.05316322881994115
ACH-000932,-0.09530121763611124
ACH-000935,-0.3169467342588933
ACH-000936,-0.18130100420621365
ACH-000937,-0.14279010297283504
ACH-000938,-0.3188648607349483
ACH-000939,0.05018941901796437
ACH-000941,-0.08016319016004451
ACH-000943,-0.13591826132956691
ACH-000946,-0.11533169299749263
ACH-000947,-0.014600845481291
ACH-000948,-0.026754932901436133
ACH-000950,0.01950857813347643
ACH-000953,-0.05339771381173036
ACH-000954,0.364696414432439
ACH-000957,-0.11771666795509884
ACH-000958,-0.2394235494512447
ACH-000960,-0.20143780094380054
ACH-000963,-0.08257807708421493
ACH-000968,-0.1872233295961649
ACH-000969,-0.18187298480926448
ACH-000972,-0.19133417235113756
ACH-000973,-0.10149574689725116
ACH-000974,-0.12903838353743724
ACH-000978,-0.034463458667184296
ACH-000984,0.0428130551651201
ACH-000986,-0.1588765185531883
ACH-000988,-0.10300049751925032
ACH-000993,0.1954286887661006
ACH-000994,-0.0017277862099751712
ACH-000996,-0.12714657669307666
ACH-001001,-0.062391555891767925
ACH-001020,-0.15480786472340402
ACH-001028,-0.08600491717498905
ACH-001031,-0.035798499940683334
ACH-001038,-0.03872422192345395
ACH-001048,-0.2193184669977868
ACH-001050,-0.10140282855910787
ACH-001053,-0.14776370682003356
ACH-001054,-0.12249194798114516
ACH-001061,0.022755796328176196
ACH-001067,0.0247196740060389
ACH-001075,-0.15718115343648112
ACH-001096,0.09983081189547033
ACH-001111,0.006578074987033997
ACH-001119,-0.08658990231214206
