,GZMB (3002)
ACH-000004,-0.14718511300817835
ACH-000005,0.38886879597725504
ACH-000007,-0.0306775510007472
ACH-000009,-0.08789869639503205
ACH-000011,-0.0535144540475835
ACH-000012,-0.1441643271994502
ACH-000013,-0.08982016311189622
ACH-000014,-0.04057274732098351
ACH-000015,-0.10351150082018956
ACH-000017,-0.22451150986487314
ACH-000018,0.05248822576261593
ACH-000019,-0.05725432290130397
ACH-000021,-0.01086673992067687
ACH-000022,-0.20152112389682392
ACH-000025,-0.09852661058972624
ACH-000028,-0.16509216217763925
ACH-000030,-0.01670051252582838
ACH-000035,-0.09776421449683552
ACH-000036,-0.07979697174376252
ACH-000037,-0.09872050436044792
ACH-000039,0.10505889644575156
ACH-000040,-0.23066058662465805
ACH-000041,-0.1251064173228485
ACH-000042,-0.0924662402168737
ACH-000045,0.02220922994074263
ACH-000047,-0.1208316189335175
ACH-000052,-0.17768411769792827
ACH-000053,-0.04806444452640301
ACH-000054,-0.2397770728101869
ACH-000055,0.0523355642908639
ACH-000060,-0.036161680986043034
ACH-000067,0.0071238589507651735
ACH-000070,-0.15781365665734773
ACH-000075,0.011404075067179793
ACH-000078,0.03606922658010631
ACH-000082,-0.12233509521912525
ACH-000085,-0.09261545763738477
ACH-000086,-0.15483286944782235
ACH-000087,0.17067735653699714
ACH-000092,-0.15510290071713526
ACH-000095,-0.13942203216408114
ACH-000097,-0.22113519877940693
ACH-000098,-0.23834010396482425
ACH-000099,-0.05700151315108699
ACH-000108,0.028754662219851918
ACH-000113,-0.19210042923137213
ACH-000116,-0.14189548217734735
ACH-000118,-0.14846228507079476
ACH-000120,-0.2430048603939271
ACH-000123,-0.10798186196595916
ACH-000127,-0.02792852907052652
ACH-000128,-0.2388504598473961
ACH-000132,0.02036600748306193
ACH-000133,-0.15452375917488967
ACH-000137,-0.2727129688847296
ACH-000138,-0.1071310228988452
ACH-000142,0.0020756437130217613
ACH-000143,-0.35701299285810634
ACH-000146,-0.057187573413057566
ACH-000148,-0.31059402830676325
