,SDS (10993)
ACH-000004,0.05383674731844862
ACH-000005,-0.20931630881127428
ACH-000007,0.07801797565439562
ACH-000009,-0.032912862389613703
ACH-000011,0.10495376375030466
ACH-000012,0.07339093463026541
ACH-000013,0.096378925702061
ACH-000014,0.18426982151340435
ACH-000015,-0.019094251281161462
ACH-000017,-0.014154632750547827
ACH-000018,-0.10933097553823594
ACH-000019,0.17084273484533033
ACH-000021,-0.09314114577068704
ACH-000022,-0.08536829705897114
ACH-000025,-0.028331435740726267
ACH-000028,0.07882974103542979
ACH-000030,0.06634168234771375
ACH-000035,-0.06439594943560413
ACH-000036,0.2003294069243042
ACH-000037,0.07060773659036802
ACH-000039,0.1421879766325596
ACH-000040,0.007557942990967942
ACH-000041,-0.007173850234579153
ACH-000042,-0.027196290335092608
ACH-000045,-0.045613227580459055
ACH-000047,-0.016093864246564792
ACH-000052,0.1188400941192144
ACH-000053,0.09081279873187252
ACH-000054,-0.07226368149918333
ACH-000055,-0.034602237066471336
ACH-000060,0.08058803651727849
ACH-000067,0.015201214818236096
ACH-000070,-0.04377037523379645
ACH-000075,0.19489039145978126
ACH-000078,0.16839277779558276
ACH-000082,0.09625706152286301
ACH-000085,0.1538772340030324
ACH-000086,-0.06640366645947271
ACH-000087,-0.0626959642493815
ACH-000092,0.003051521152496568
ACH-000095,0.14013813101527778
ACH-000097,0.012413196152885206
ACH-000098,0.003899287866598293
ACH-000099,0.0728945711050251
ACH-000108,0.001814743468025209
ACH-000113,-0.06515469750715748
ACH-000116,0.14099001172177478
ACH-000118,0.013982696827285748
ACH-000120,0.03607313588860513
ACH-000123,0.13248408567062672
ACH-000127,0.07252970314105228
ACH-000128,0.11434228519373645
ACH-000132,-0.0022554684464492552
ACH-000133,0.19826772326780426
ACH-000137,-0.0498611193590167
ACH-000138,-0.08598149561031716
ACH-000142,0.06534204927083613
ACH-000143,0.1134027354780778
ACH-000146,0.16905346219473524
ACH-000148,0.06968906144421749
ACH-000150,-0.004504482765303693
ACH-000152,-0.041689820575148064
ACH-000153,-0.07172682137385704
ACH-000159,0.06451563050576893
ACH-000160,0.032653171290476256
ACH-000163,-0.07173594751062475
ACH-000167,-0.1329511509412265
ACH-000168,-0.08047712125098508
ACH-000169,0.053713165569861734
ACH-000178,-0.0012716126953886105
ACH-000183,-0.03981555121648383
ACH-000188,0.02032718371930891
ACH-000189,0.10752029061983748
ACH-000190,0.30414344733352605
ACH-000198,0.06422009353854345
ACH-000203,0.0606841904128724
ACH-000204,-0.00600836255116455
ACH-000206,0.15270783628429355
ACH-000207,0.08753745045694455
ACH-000208,0.2679664306285002
ACH-000210,-0.12879874020484536
ACH-000211,-0.028020733135323286
ACH-000215,0.05362485737816987
ACH-000221,-0.008760978241845586
ACH-000222,-0.015557575826706619
ACH-000223,0.14704108977162975
ACH-000226,0.016114285294595812
ACH-000227,-0.061763299506655475
ACH-000228,0.02353894905317921
ACH-000231,0.015297516810164969
ACH-000232,0.12123554966447585
ACH-000233,0.04896605833875617
ACH-000234,0.03664148431768355
ACH-000235,0.08675900883709965
ACH-000237,-0.046113258241078536
ACH-000238,-0.038945486551452614
ACH-000242,0.007087839440496638
ACH-000243,0.015899192504033228
ACH-000244,0.3368945145520442
ACH-000246,0.11314281569833815
ACH-000248,-0.20382035240154456
ACH-000250,0.16852315828504968
ACH-000251,-0.17392153864795382
ACH-000252,0.13504577544408145
ACH-000253,0.07581121557735447
ACH-000255,0.07762551677768148
ACH-000256,0.09159515450656423
ACH-000257,0.041759103565248416
ACH-000258,0.1546081139001763
ACH-000259,0.00808034566326664
ACH-000260,0.042476381857377565
