,GATM (2628)
ACH-000004,-0.050558484145059215
ACH-000005,0.2246370053585081
ACH-000007,-0.2454732579291625
ACH-000009,-0.05680099933679444
ACH-000011,-0.01771780680493117
ACH-000012,-0.053514626861551666
ACH-000013,0.025064396161349527
ACH-000014,0.2015081375598626
ACH-000015,-0.12209890945288725
ACH-000017,-0.04685654236637394
ACH-000018,0.21767948122598613
ACH-000019,-0.10559956072202392
ACH-000021,0.05781996626137944
ACH-000022,0.02733342326724861
ACH-000025,-0.06231370895079165
ACH-000028,0.17086285887479968
ACH-000030,-0.051314303102696725
ACH-000035,0.1440632313488869
ACH-000036,0.055587453168931315
ACH-000037,-0.1421016139414001
ACH-000039,0.22124835513898625
ACH-000040,-0.11481230676372857
ACH-000041,0.12063218789756462
ACH-000042,0.04920647775292213
ACH-000045,-0.01756910659448881
ACH-000047,-0.19443341546898
ACH-000052,-0.06141234636202831
ACH-000053,-0.04729797871587005
ACH-000054,-0.02783931580266841
ACH-000055,0.11753729539902515
ACH-000060,-0.09105200222279587
ACH-000067,-0.016495697742317843
ACH-000070,0.06860064716733681
ACH-000075,-0.005664252882500363
ACH-000078,0.028229753425227
ACH-000082,-0.0847945889482028
ACH-000085,0.003945791136171081
ACH-000086,-0.01892762950509034
ACH-000087,-0.1229226652866534
ACH-000092,-0.04378717028991034
ACH-000095,-0.07169936955531478
ACH-000097,-0.008012996645032047
ACH-000098,0.03738460091828552
ACH-000099,-0.0823863389050312
ACH-000108,-0.17356199957244747
ACH-000113,-0.1219922350588864
ACH-000116,-0.0027113312408474344
ACH-000118,0.0372526588762432
ACH-000120,0.06139207959866853
ACH-000123,-0.12934893080398271
ACH-000127,-0.03821737904499696
ACH-000128,-0.17440020624633756
ACH-000132,-0.1009898721379868
ACH-000133,0.08858090431425665
ACH-000137,-0.1738719285150064
ACH-000138,0.14876361074352462
ACH-000142,0.0058458123144706975
ACH-000143,-0.09123210251342083
ACH-000146,-0.008210237086533505
ACH-000148,0.08840164579548326
ACH-000150,-0.008623005653998749
ACH-000152,0.00857533665087558
ACH-000153,-0.04373246089223202
ACH-000159,0.050844576014373206
ACH-000160,-0.09790661937846533
ACH-000163,-0.07426584882614025
ACH-000167,-0.011254174539215185
ACH-000168,-0.04147655274640941
ACH-000169,-0.09536074196718873
ACH-000178,-0.0005076772999767067
ACH-000183,0.034841368283181684
ACH-000188,-0.03305060261065617
ACH-000189,-0.06173614668744193
ACH-000190,-0.12124994240274635
ACH-000198,-0.04106937880398856
ACH-000203,-0.4123732530281461
ACH-000204,0.1145437816154304
ACH-000206,0.019115213603205027
ACH-000207,-0.10242482104816797
ACH-000208,0.08624396497850638
ACH-000210,0.24256926218553895
ACH-000211,0.06372067573450851
ACH-000215,0.001322521525635695
ACH-000221,-0.012573018951103195
ACH-000222,0.10066080088172573
ACH-000223,-0.0881735015184263
ACH-000226,-0.0806231986229548
ACH-000227,-0.07830607488130863
ACH-000228,-0.016231394506910315
ACH-000231,-0.04953674732354475
ACH-000232,0.0054133686604878615
ACH-000233,0.02154382520108481
ACH-000234,-0.1218376600807408
ACH-000235,-0.030727885402916818
ACH-000237,0.008886588071584028
ACH-000238,-0.029190214535167944
ACH-000242,-0.10145681553268883
ACH-000243,0.012615940574578762
ACH-000244,0.02693698786648921
ACH-000246,-0.03880218286558602
ACH-000248,0.060993112377129274
ACH-000250,-0.031049397140608725
ACH-000251,-0.24422422303680294
ACH-000252,-0.037579572524088264
ACH-000253,-0.1180553680064324
ACH-000255,0.007325764708260202
ACH-000256,0.001166558087943343
ACH-000257,-0.15777639179840522
ACH-000258,-0.1758140502668884
ACH-000259,-0.02254586574386977
ACH-000260,-0.001628023727483399
ACH-000261,0.05328652083068691
ACH-000262,0.16921191050638051
ACH-000263,0.024234079031755985
ACH-000264,0.07473701577285892
ACH-000265,-0.11731586012293048
ACH-000266,0.004086138481005586
ACH-000272,-0.09033290313020663
ACH-000274,-0.04808293528677837
ACH-000277,0.10873370605990644
ACH-000278,-0.007486280593646483
ACH-000279,0.0195852779859511
ACH-000280,-0.033113434487206723
ACH-000281,0.012458267450698671
ACH-000288,0.04807343075035715
ACH-000291,-0.05035984478727082
ACH-000293,0.07562141592814982
ACH-000294,-0.045204731757067886
ACH-000295,0.14076817598666286
ACH-000296,-0.015191041624446431
ACH-000302,-0.03371774302655348
ACH-000304,0.2920076568499473
ACH-000307,0.023574363508017226
ACH-000308,-0.05269162480061153
ACH-000310,-0.1823168394743193
ACH-000311,0.11839067757273633
ACH-000312,-0.0044161185453762426
ACH-000315,0.15892532625063008
ACH-000316,-0.00011558472199850029
ACH-000317,0.0539086858282631
ACH-000318,0.06759455965060643
ACH-000319,-0.16560872664936302
ACH-000320,-0.04504753224647903
ACH-000322,0.09197228058726199
ACH-000323,0.13092460019125166
ACH-000324,-0.02688338846354684
ACH-000329,-0.07909427145500295
ACH-000330,-0.0914936079002396
ACH-000331,-0.09984319979974766
ACH-000332,0.021494698547137217
ACH-000334,-0.3107358279971094
ACH-000335,-0.0316503191357487
ACH-000336,-0.3492530310515184
ACH-000337,0.02670394693147104
ACH-000338,0.05579616430972453
ACH-000339,-0.0158728408405605
ACH-000341,0.008543097787156501
ACH-000348,0.07708076116307827
ACH-000350,0.06266632924145679
ACH-000352,0.012801119028836771
ACH-000356,-0.01267755638476056
ACH-000361,-0.010206976598213232
ACH-000362,0.03709389244242422
ACH-000363,-0.05411048284093434
ACH-000364,0.031155855786886313
ACH-000365,0.002979484318249669
ACH-000366,0.07563988469166036
ACH-000368,0.07180196645297117
ACH-000374,-0.09260440142820844
ACH-000375,0.017380052332087163
ACH-000376,-0.09472786294451474
ACH-000381,-0.005672448597795054
ACH-000383,-0.0946820283878012
ACH-000387,0.08554591569927042
ACH-000389,-0.019853095924616475
ACH-000390,-0.021592732714211273
ACH-000393,-0.047275324892033836
ACH-000395,0.15251502415986926
ACH-000396,-0.02378048903366034
ACH-000397,-0.09411955310083008
ACH-000401,0.10352599699887384
ACH-000402,0.041857410173640835
ACH-000403,-0.060368367616894424
ACH-000404,-0.14191446859729112
ACH-000406,0.0166553498682916
ACH-000407,-0.06600631798127746
ACH-000408,-0.026596113941520075
