,UBE2Z (65264)
ACH-000512,-0.40570388485676456
ACH-000516,-0.4448432611200316
ACH-000517,-0.19693984671544265
ACH-000518,-0.24855093708257214
ACH-000520,-0.3762889941110015
ACH-000521,-0.3311394616712617
ACH-000522,-0.2110961201599822
ACH-000524,-0.24757241217824866
ACH-000527,-0.4564109410409566
ACH-000528,-0.2303030624534841
ACH-000537,-0.3182364631156659
ACH-000541,-0.3648278092084617
ACH-000542,-0.4915993306620948
ACH-000544,-0.38894517426351255
ACH-000545,-0.2485567320043477
ACH-000547,-0.26267100999917314
ACH-000548,-0.3693492881993902
ACH-000549,-0.4130206045714461
ACH-000550,-0.4414772674699296
ACH-000552,-0.5861851764594407
ACH-000556,-0.24659396310927856
ACH-000557,-0.2255621343365053
ACH-000569,-0.4623912399311346
ACH-000570,-0.4039360825349047
ACH-000571,-0.2088485239251035
ACH-000573,-0.2888153398680024
ACH-000576,-0.21358105568564253
ACH-000579,-0.34381361533855576
ACH-000580,-0.3179075657185923
ACH-000584,-0.3636535947109912
ACH-000585,-0.3195194275327768
ACH-000588,-0.13230343946642126
ACH-000589,-0.43177313887597385
ACH-000591,-0.3660446336271649
ACH-000593,-0.27645544110677284
ACH-000600,-0.3431552814483509
ACH-000601,-0.2463351891423234
ACH-000605,-0.3319111702659073
ACH-000606,-0.18789349051798984
ACH-000608,-0.27447814343951954
ACH-000614,-0.22632709086939826
ACH-000616,-0.34776400669744384
ACH-000618,-0.28707362775106354
ACH-000619,-0.22136333267271413
ACH-000620,-0.2638509708338073
ACH-000621,-0.2490600175871913
ACH-000622,-0.14950784859107336
ACH-000623,-0.2802306336344782
ACH-000624,-0.3253221313709942
ACH-000627,-0.2270616376677715
ACH-000630,-0.2894512791811775
ACH-000631,-0.3516858157550811
ACH-000632,-0.5240701494123905
ACH-000633,-0.4773170517315543
ACH-000637,-0.640354714379639
ACH-000638,-0.3557452454941621
ACH-000646,-0.39765608823351695
ACH-000647,-0.5644525931913211
ACH-000648,-0.07614616375962946
ACH-000649,-0.2613711334324913
ACH-000651,-0.15344713849994532
ACH-000652,-0.32870739323625625
ACH-000653,-0.13329325812157475
ACH-000657,-0.3291581771401311
ACH-000658,-0.28390490939266433
ACH-000661,-0.43684533596718794
ACH-000662,-0.20245690228802973
ACH-000663,-0.5082336023730029
ACH-000665,-0.29839683336652084
ACH-000671,-0.9336975942780172
ACH-000672,-0.23091443002332002
ACH-000673,-0.24101398479626104
ACH-000676,-0.34083254456168205
ACH-000677,-0.4721422266100774
ACH-000681,-0.488974915593786
ACH-000683,-0.2766262721634291
ACH-000684,-0.3903908869319057
ACH-000688,-0.4116016943418887
ACH-000693,-0.22354682254599748
ACH-000694,-0.3638770984856155
ACH-000695,-0.3980492879240427
ACH-000696,-0.4063437790231417
ACH-000697,-0.24015503244176156
ACH-000699,-0.2910693081890611
ACH-000701,-0.3479000773172235
ACH-000706,-0.3903189365434867
ACH-000711,-0.21758702081325315
ACH-000713,-0.3949032667477984
ACH-000714,-0.28527534845480457
ACH-000718,-0.18489444174579533
ACH-000720,-0.4261637712523995
ACH-000721,-0.3753534792711038
ACH-000724,-0.28509934015928884
ACH-000725,-0.2684264992935689
ACH-000732,-0.3460170503754435
ACH-000734,-0.2820066090664443
ACH-000735,-0.2960371201732124
ACH-000736,-0.46096874646546
ACH-000738,-0.2370496874726358
ACH-000746,-0.4719547807541477
ACH-000747,-0.4325495461950322
ACH-000748,-0.18928880032979548
ACH-000753,-0.3246201896581824
ACH-000756,-0.5182447708407639
ACH-000757,-0.20234950633445625
ACH-000758,-0.3573958785511434
ACH-000760,-0.2609829088678697
ACH-000762,-0.41622492506611497
ACH-000763,-0.12886377542181196
ACH-000764,-0.36354839573862574
ACH-000765,-0.3594444671851976
ACH-000766,-0.38164503943060657
ACH-000767,-0.1947168360626952
ACH-000768,-0.29079951499215795
ACH-000769,-0.26475011438195045
ACH-000770,-0.2288254081659324
ACH-000771,-0.19706355342967785
ACH-000773,-0.2528902523268116
ACH-000776,-0.3851577408465183
ACH-000777,-0.3055156567084597
ACH-000778,-0.26828055050814004
ACH-000781,-0.2493752789355116
ACH-000782,-0.2686044321484689
ACH-000783,-0.44213535102206974
ACH-000784,-0.2796101027019844
ACH-000785,-0.32427855724829496
ACH-000787,-0.2835232440287094
ACH-000788,-0.41445378529693305
ACH-000791,-0.2449918592070437
ACH-000792,-0.2776959601388245
ACH-000794,-0.19409138947078214
ACH-000796,-0.5674431645726623
ACH-000798,-0.9668103118150752
ACH-000799,-0.3130351316429778
ACH-000800,-0.2891339996372308
ACH-000802,-0.2949529304868547
ACH-000804,-0.14920359409086012
ACH-000805,-0.2858408289530169
ACH-000809,-0.30849335295690505
ACH-000810,-0.16133360867302365
ACH-000811,-0.4084021610349485
ACH-000817,-0.24252728066424697
ACH-000819,-0.2273814788287617
ACH-000820,-0.04966520891100964
ACH-000821,-0.2565530891113382
ACH-000822,-0.4255522897721121
ACH-000823,-0.23847977488761785
ACH-000824,-0.3494118164483435
ACH-000827,-0.1907640295829509
ACH-000829,-0.14055783627520538
ACH-000831,-0.30470880975454945
ACH-000832,-0.36820916396030784
ACH-000833,-0.1944590424944672
ACH-000834,-0.4230117075822749
ACH-000835,-0.3576071219998613
ACH-000836,-0.4937467670395134
ACH-000837,-0.4049294182041575
ACH-000838,-0.1535357293572353
ACH-000839,-0.31981039086906593
ACH-000840,-0.2730845435132122
ACH-000841,-0.4406217837928703
ACH-000843,-0.3935235325209725
ACH-000846,-0.3434367689350256
ACH-000847,-0.3504674163673226
ACH-000848,-0.2136012770766132
ACH-000849,-0.33279004870089784
ACH-000851,-0.3595987032614339
ACH-000855,-0.20506935312576413
ACH-000856,-0.26067881004984306
ACH-000858,-0.3873726297819492
ACH-000859,-0.25098086401152553
ACH-000861,-0.3291537378850365
ACH-000862,-0.2107052275939789
ACH-000865,-0.3285107542084704
ACH-000866,-0.22682425500570044
ACH-000867,-0.196427231083863
ACH-000869,-0.4304577937209552
ACH-000872,-0.315345137228145
ACH-000873,-0.4871164670855596
ACH-000876,-0.3933863107739959
ACH-000878,-0.29787964406184914
ACH-000880,-0.6749659456443278
ACH-000881,-0.39100067535651
ACH-000882,-0.33188729812671464
ACH-000884,-0.40591824429876616
ACH-000885,-0.3992391826548311
ACH-000887,-0.34514703036281724
ACH-000889,-0.2326289398845377
ACH-000896,-0.32009801931963233
ACH-000898,-0.8019414302216971
ACH-000900,-0.4299263682244376
ACH-000901,-0.2676620170034661
ACH-000905,-0.2904162230690514
ACH-000906,-0.4057656990166471
ACH-000907,-0.2010516589653608
ACH-000910,-0.33278344831857937
ACH-000911,-0.3532034226336905
ACH-000912,-0.21756369217816546
ACH-000913,-0.4379585083403341
ACH-000915,-0.5898161398704572
ACH-000916,-0.4500680532119696
ACH-000917,-0.391260967105688
ACH-000920,-0.2612831206514952
ACH-000921,-0.3666971470739056
ACH-000924,-0.3406556708223891
ACH-000926,-0.7878622471157544
ACH-000928,-0.17065029237209572
ACH-000929,-0.47458428649715795
ACH-000932,-0.4816415365391361
ACH-000935,-0.1863603531370816
ACH-000936,-0.26827080993617874
ACH-000937,-0.20856081194715814
ACH-000938,-0.2269357746845195
ACH-000939,-0.20919892095077525
ACH-000941,-0.19390824992244007
ACH-000943,-0.3558794193661526
ACH-000946,-0.3190832625349526
ACH-000947,-0.2774215119648791
ACH-000948,-0.5773451112943168
ACH-000950,-0.42418165341897546
ACH-000953,-0.41394825201471774
ACH-000954,-0.27608456476410304
ACH-000957,-1.010898507580866
ACH-000958,-0.8968002132637239
ACH-000960,-0.3066395986124992
ACH-000963,-0.3219589788204538
ACH-000968,-0.5456530197808479
ACH-000969,-0.23473065866484674
ACH-000972,-0.3966537712050644
ACH-000973,-0.3357164907754381
ACH-000974,-0.3684983454276067
ACH-000978,-0.300026440334467
ACH-000984,-0.4066570971446874
ACH-000986,-0.19900598356518326
ACH-000988,-0.16822001455011065
ACH-000993,-0.2800753372978131
ACH-000994,-0.3343762466603565
ACH-000996,-0.4361218221292991
ACH-001001,-0.34442478364085605
ACH-001020,-0.22897849484798724
ACH-001028,-0.29898548887726345
ACH-001031,-0.393910770004248
ACH-001038,-0.3409648834584736
ACH-001048,-0.40685011212828376
ACH-001050,-0.5373197208343269
ACH-001053,-0.5206917808554825
ACH-001054,-0.4992544010798246
ACH-001061,-0.590525050198569
ACH-001067,-0.440502425245159
ACH-001075,-0.3657274946245912
ACH-001096,-0.3424605482368234
ACH-001111,-0.19250336438118787
ACH-001119,-0.14883115651548834
ACH-001128,-0.5011592927088742
ACH-001134,-0.5061094143178748
ACH-001151,-0.33259823900280244
ACH-001163,-0.3459312576277633
ACH-001164,-0.5756018984024157
ACH-001183,-0.4483266899922303
ACH-001192,-0.35525404841481445
ACH-001193,-0.5348938839672918
ACH-001196,-0.6160463899261521
ACH-001197,-0.5219942776869987
ACH-001205,-0.5416517309591304
ACH-001211,-0.2311168846201513
ACH-001212,-0.3837568853972499
ACH-001228,-0.19033909543486552
ACH-001232,-0.34531257106166424
ACH-001239,-0.4930293742827076
ACH-001270,-0.20358374966912465
ACH-001274,-0.5761208823168085
ACH-001275,-0.3131435085664013
ACH-001277,-0.4364544155649357
ACH-001278,-0.3840711060521277
ACH-001280,-0.3318185006593005
ACH-001283,-0.5180548417533553
ACH-001289,-0.19093688101962253
ACH-001300,-0.3067545739729448
ACH-001301,-0.2430513562462892
ACH-001302,-0.030562467962257426
ACH-001306,-0.3924341137778825
ACH-001318,-0.31038731677620685
ACH-001322,-0.5281047634993926
ACH-001328,-0.05947842785565492
ACH-001332,-0.4453005748912777
ACH-001336,-0.4231088355211988
ACH-001346,-0.3170271079367798
ACH-001353,-0.4061501287408337
ACH-001354,-0.38082374064820734
ACH-001367,-0.7838016716624003
ACH-001368,-0.3292252808777049
ACH-001374,-0.6660510145810022
ACH-001377,-0.4051342415756041
ACH-001380,-0.32936412696378803
ACH-001391,-0.2812586714295004
ACH-001408,-0.4214241077827726
ACH-001430,-0.20910500786212474
ACH-001431,-0.4999032143174283
ACH-001450,-0.20962535909166655
ACH-001496,-0.2968332782262739
ACH-001500,-0.6513186059590613
ACH-001523,-0.3491280335914117
ACH-001532,-0.3761701312716908
ACH-001550,-0.3474507668463316
ACH-001552,-0.2178892102316312
ACH-001554,-0.37665776124885936
ACH-001654,-0.3212049674034663
ACH-001735,-0.2464598530717865
ACH-001736,-0.27306310544068385
ACH-001737,0.18014147625656166
ACH-001740,-0.2531072607391314
ACH-001745,-0.13697843252681194
ACH-001765,-0.3689711824059051
