,ACAT1 (38)
ACH-000004,0.3116996156453816
ACH-000005,-0.18565219388480536
ACH-000007,0.1412580795505653
ACH-000009,0.1636952638748353
ACH-000011,0.1519120929838054
ACH-000012,0.1556484774743181
ACH-000013,0.1090363503688391
ACH-000014,0.03062643397284426
ACH-000015,0.18421031726364745
ACH-000017,0.057188338405600475
ACH-000018,0.14141653183396294
ACH-000019,0.38639602691198544
ACH-000021,0.11626921894079935
ACH-000022,0.14636866393952708
ACH-000025,0.1817936178647882
ACH-000028,0.003411703970495703
ACH-000030,0.22304295831449175
ACH-000035,0.17363714559962684
ACH-000036,0.070856747715209
ACH-000037,0.10498707053228563
ACH-000039,0.1409580196545155
ACH-000040,0.2315758069023997
ACH-000041,0.09861857832577407
ACH-000042,0.14936646534733966
ACH-000045,0.3007647283475104
ACH-000047,0.04122108324485993
ACH-000052,0.21337981603359066
ACH-000053,0.14103298995524524
ACH-000054,0.11759976543647288
ACH-000055,0.20729401396441335
ACH-000060,0.21515599656044196
ACH-000067,0.26833781238253945
ACH-000070,0.2001686240419435
ACH-000075,0.349952209318624
ACH-000078,0.0957011486075822
ACH-000082,0.09710008800812038
ACH-000085,0.14545132805428435
ACH-000086,0.0027092857098081967
ACH-000087,0.008630468381219955
ACH-000092,0.15761881906923006
ACH-000095,0.2264058165708236
ACH-000097,0.2444975300288806
ACH-000098,0.23078166155562455
ACH-000099,0.05131593873765557
ACH-000108,0.2154719704914488
ACH-000113,0.15185829331483494
ACH-000116,0.05804098186732996
ACH-000118,0.10577429073171044
ACH-000120,0.09654105120345624
ACH-000123,0.12501315670798074
ACH-000127,0.041053826256730985
ACH-000128,0.16636419466960806
ACH-000132,0.06250160909903478
ACH-000133,0.04587259990729325
ACH-000137,0.008035426757185155
ACH-000138,0.14675969439141562
ACH-000142,0.052754915887791666
ACH-000143,0.2839557975317987
ACH-000146,0.16024124900104558
ACH-000148,0.22059191999601746
ACH-000150,0.15309381413368228
ACH-000152,0.19152374394519397
ACH-000153,-0.07458151536627887
ACH-000159,0.19852719545420364
ACH-000160,0.1813478460262705
ACH-000163,0.0985574353164018
ACH-000167,-0.13641776029386565
ACH-000168,0.1188399236883212
ACH-000169,0.08716228500809055
ACH-000178,0.13269975130255748
ACH-000183,0.1357066971642611
ACH-000188,-0.03333908331397119
ACH-000189,0.2122462541906507
ACH-000190,0.10201516738874952
ACH-000198,0.13269343109352508
ACH-000203,-0.2466467460801526
ACH-000204,0.2177878132517768
ACH-000206,0.16958553558849795
ACH-000207,-0.035938562943504934
ACH-000208,-0.06494362471867061
ACH-000210,0.007294314262766676
ACH-000211,0.16278763773358373
ACH-000215,0.1478987787453887
ACH-000221,0.15759933495261075
ACH-000222,0.20699873510934985
ACH-000223,0.15325325042189455
ACH-000226,0.17850213605964946
ACH-000227,0.010873554300747478
ACH-000228,0.04297178703702678
ACH-000231,0.06743981842899965
ACH-000232,0.11457043717122448
ACH-000233,0.10112958572937747
ACH-000234,0.11632893599215845
ACH-000235,0.11259839718679265
ACH-000237,-0.11576021338890218
ACH-000238,0.13884246578031434
ACH-000242,0.5473080324780925
ACH-000243,0.2079909150055897
ACH-000244,0.1483661586864343
ACH-000246,0.18711211394700375
ACH-000248,-0.00019936291693142163
ACH-000250,0.15462297203858474
ACH-000251,0.02407696954605161
ACH-000252,0.03371620004379906
ACH-000253,-0.02238156950777616
ACH-000255,0.18033393227686245
ACH-000256,0.1207281338065303
ACH-000257,0.14319940173992332
ACH-000258,0.13076926612415393
ACH-000259,0.14011261152617702
ACH-000260,0.0657213766182674
ACH-000261,0.19433098081561986
ACH-000262,-0.0016483819698927045
ACH-000263,0.4657033483344365
ACH-000264,0.110040092117342
ACH-000265,0.2041093683514339
ACH-000266,0.14116015090188874
ACH-000272,0.14732768807430835
ACH-000274,0.10738384715965388
ACH-000277,0.06920356666371258
ACH-000278,0.05711659319386275
ACH-000279,0.06213715992581136
ACH-000280,0.08654787405598388
ACH-000281,0.16349188122968486
ACH-000288,0.16556167346813785
ACH-000291,0.04114041496307642
ACH-000293,0.18514657692210768
ACH-000294,0.10198956229369972
ACH-000295,-0.009905886245837029
ACH-000296,0.11785550528662228
ACH-000302,0.1801880447123267
ACH-000304,0.019775002266006415
ACH-000307,0.08394786957265596
ACH-000308,-0.06686233848844933
ACH-000310,0.09743926234656096
ACH-000311,0.046443373284792366
ACH-000312,0.025645971114611504
