,POP1 (10940)
ACH-000004,-0.7294679333421042
ACH-000005,-0.7021479040109563
ACH-000007,-0.810968814669882
ACH-000009,-0.6826903918452285
ACH-000011,-0.7611029538052582
ACH-000012,-0.7155203820345952
ACH-000013,-0.804699540212377
ACH-000014,-0.8173427575973089
ACH-000015,-0.779883013701259
ACH-000017,-0.6943927893501542
ACH-000018,-0.7261556949104976
ACH-000019,-0.5378814824398354
ACH-000021,-0.7719976250254396
ACH-000022,-0.5587437278780634
ACH-000025,-0.5976055664196095
ACH-000028,-0.5786202390804894
ACH-000030,-0.6440346664583596
ACH-000035,-0.704294443784744
ACH-000036,-0.7272544264547871
ACH-000037,-0.8405632945512191
ACH-000039,-0.614908519041051
ACH-000040,-0.7647149091497799
ACH-000041,-0.6118946591205795
ACH-000042,-0.6143507423134544
ACH-000045,-0.57047503969587
ACH-000047,-0.7149253725397825
ACH-000052,-0.8853830737742767
ACH-000053,-0.6383595738237422
ACH-000054,-0.7917775843138027
ACH-000055,-0.5105095593455977
ACH-000060,-0.5286976877218982
ACH-000067,-0.7286719312443901
ACH-000070,-0.7697688490169475
ACH-000075,-0.6363558351089661
ACH-000078,-0.5212377314956692
ACH-000082,-0.4831994802724989
ACH-000085,-0.8429061709371652
ACH-000086,-0.5859443233942989
ACH-000087,-0.2976535020387944
ACH-000092,-0.718556726713955
ACH-000095,-0.6823710619108533
ACH-000097,-0.5104642456936306
ACH-000098,-0.7735787465333683
ACH-000099,-0.7511544352622652
ACH-000108,-0.7225898826153621
ACH-000113,-0.5843983468651199
ACH-000116,-0.7870638718417082
ACH-000118,-0.7281131906197417
ACH-000120,-0.7008255045250662
ACH-000123,-0.5669628164844562
ACH-000127,-0.7339338709583647
ACH-000128,-0.7632124213261028
ACH-000132,-0.8493980739270366
ACH-000133,-0.8247792815541831
ACH-000137,-0.7641814139501855
ACH-000138,-0.6432899473839063
ACH-000142,-0.8945306145635886
ACH-000143,-0.7152951796447784
ACH-000146,-0.3700166507040406
ACH-000148,-0.6503597121392133
ACH-000150,-0.8226684587318529
ACH-000152,-0.9359482718560612
ACH-000153,-0.6805968143598873
ACH-000159,-0.6692110878803881
ACH-000160,-0.8708596078778209
ACH-000163,-0.7083889081393712
ACH-000167,-0.7426994260477302
ACH-000168,-0.6404497434776507
ACH-000169,-0.7955574628804649
ACH-000178,-0.715478645095609
ACH-000183,-0.6202697779774712
ACH-000188,-0.6541892162430192
ACH-000189,-0.7871014375039492
ACH-000190,-0.5218711076424275
ACH-000198,-0.6185465554669324
ACH-000203,-0.15707890410426908
ACH-000204,-0.6472840866440875
ACH-000206,-0.5819328927971154
ACH-000207,-0.7387136252693137
ACH-000208,-0.8425968364805152
ACH-000210,-0.5665995647857136
ACH-000211,-0.8211257721647476
ACH-000215,-0.6467860816437809
ACH-000221,-0.7084357784658266
ACH-000222,-0.5193519999455948
ACH-000223,-0.5895369877177798
ACH-000226,-0.6466784910501152
ACH-000227,-0.4604702017554056
ACH-000228,-0.7229764493712187
ACH-000231,-0.7155972830928955
ACH-000232,-0.771510583321822
ACH-000233,-0.8160486183969856
ACH-000234,-0.426402021511731
ACH-000235,-0.6932769905479435
ACH-000237,-0.7993707591079336
ACH-000238,-0.8364102527663424
ACH-000242,-0.47162285954919503
ACH-000243,-0.7031097160945298
ACH-000244,-0.6837426639003303
ACH-000246,-0.7397339203324502
ACH-000248,-0.7831970852288659
ACH-000250,-0.650385167065615
ACH-000251,-0.8823844151630043
ACH-000252,-0.5969180610191783
ACH-000253,-0.5522423057778519
ACH-000255,-0.728428600705432
ACH-000256,-1.1566345928472033
ACH-000257,-0.6531956921553043
ACH-000258,-0.6486990508940497
ACH-000259,-0.8480797068418461
ACH-000260,-0.7517608161421178
ACH-000261,-0.6480749591732001
ACH-000262,-0.9720261407853468
ACH-000263,-0.5237500087247745
ACH-000264,-1.1363733855252809
ACH-000265,-0.6942260656001055
ACH-000266,-0.7063100084074757
ACH-000272,-0.6156751581036012
ACH-000274,-0.6437170634016257
ACH-000277,-0.4408300562757381
ACH-000278,-0.7823449176411481
ACH-000279,-0.5436051289786074
ACH-000280,-0.7192759106633755
ACH-000281,-0.7662230199855385
ACH-000288,-0.4455019118006655
ACH-000291,-0.6744972293661632
ACH-000293,-0.6734842025946947
ACH-000294,-0.8106423691642048
ACH-000295,-0.6056533834004271
ACH-000296,-0.9654644794844032
ACH-000302,-0.6547611923348419
ACH-000304,-0.6857773215712368
ACH-000307,-0.5708477356046593
ACH-000308,-0.6033917111890954
ACH-000310,-0.4451411516928711
ACH-000311,-0.845298011507072
ACH-000312,-0.8000924875347878
ACH-000315,-0.5166553184525168
ACH-000316,-0.8151667751814379
ACH-000317,-0.584959552140396
ACH-000318,-0.6488701525287325
ACH-000319,-0.7800019882134261
ACH-000320,-0.8088704977260748
ACH-000322,-0.91635751382354
ACH-000323,-0.7673419080396273
ACH-000324,-0.7349342147343508
ACH-000329,-0.4658947318430545
ACH-000330,-0.5615425145624425
ACH-000331,-0.8340075279318288
ACH-000332,-0.5311819199246252
ACH-000334,-0.5618973306205849
ACH-000335,-0.4784409219791218
ACH-000336,-0.6477121564129374
ACH-000337,-1.1225534404480113
ACH-000338,-0.9125131438813496
ACH-000339,-0.6619056524360905
ACH-000341,-0.6803937093496767
ACH-000348,-0.595410976561059
ACH-000350,-0.5581970932061252
ACH-000352,-0.6497440599829054
ACH-000356,-0.7780220497801642
ACH-000361,-0.8463788820282957
ACH-000362,-0.3395277137075285
ACH-000363,-0.5608905496271435
ACH-000364,-0.8898717353033526
ACH-000365,-0.5763152922970137
ACH-000366,-0.6011099029992635
ACH-000368,-0.8119018973757952
ACH-000374,-0.4867785852525627
ACH-000375,-0.650048842186786
ACH-000376,-0.9223671184489624
ACH-000381,-0.5736959516015668
ACH-000383,-0.6031370368664819
ACH-000387,-0.5352460836107923
ACH-000389,-0.6767894488209235
ACH-000390,-0.6590002193755139
ACH-000393,-0.6470012229106569
ACH-000395,-0.7169748204033713
ACH-000396,-0.6697914089813232
ACH-000397,-0.7534040006505949
ACH-000401,-0.5061497535324049
ACH-000402,-0.5424017906295763
ACH-000403,-0.581266408653317
ACH-000404,-0.7721048870701008
ACH-000406,-0.5675203061549491
ACH-000407,-0.5968905902351074
ACH-000408,-0.7386089789444431
ACH-000410,-0.6896296553442124
ACH-000411,-0.7788040082603126
ACH-000414,-0.4798587997747374
ACH-000415,-0.9848831795968256
ACH-000416,-0.7305554099543071
ACH-000420,-0.6407083895719097
ACH-000421,-0.8112666640076823
ACH-000424,-0.8406576587165842
ACH-000425,-0.6078501628992036
ACH-000426,-0.39990218057988175
ACH-000427,-0.6204522120030118
ACH-000433,-0.7280667558994974
ACH-000435,-0.9387501735202608
ACH-000436,-0.5975048699280286
ACH-000444,-0.6555217306862181
ACH-000445,-0.7261323870604361
ACH-000448,-0.5649191024998312
ACH-000450,-0.5027410253240326
ACH-000452,-0.7807185117945712
ACH-000454,-0.5771974571524388
ACH-000458,-0.6810529906352748
ACH-000459,-0.5326542936033823
ACH-000460,-0.8348738692158157
ACH-000461,-0.5261174019605814
ACH-000463,-0.7309872715003063
ACH-000464,-0.481337649561609
ACH-000466,-0.5183891837442743
ACH-000467,-0.8209792521318001
ACH-000468,-0.6890816654233587
ACH-000469,-0.813727736522127
ACH-000470,-0.5905543039317707
ACH-000471,-0.7523322631068152
ACH-000472,-0.8088882311686709
ACH-000473,-0.7239928783137599
ACH-000475,-0.5150705384946992
ACH-000476,-0.8386704257302589
ACH-000477,-0.6366479654054911
ACH-000479,-0.6169682728202271
ACH-000480,-0.7736363288568163
ACH-000481,-0.6919404817092933
ACH-000483,-0.9378299594346808
ACH-000484,-0.6902397702500976
ACH-000485,-0.5974369874959297
ACH-000486,-0.5724576879702851
ACH-000487,-0.51991874120796
ACH-000488,-0.795413723448274
ACH-000490,-0.764177093136441
ACH-000491,-0.5538490445081659
ACH-000495,-0.8234579302123309
ACH-000496,-0.8351875596575278
