,EID2 (163126)
ACH-000004,-0.07841410087677705
ACH-000005,-0.15412144108848294
ACH-000007,0.008808287151618844
ACH-000009,-0.14250942258296348
ACH-000011,-0.21849629326219155
ACH-000012,-0.0906814913294652
ACH-000013,-0.5796332557087297
ACH-000014,-0.02643834135128529
ACH-000015,-0.19509499956893453
ACH-000017,-0.1920321899679656
ACH-000018,-0.13202079140896322
ACH-000019,-0.35103907747869056
ACH-000021,-0.14721223625769705
ACH-000022,-0.03217163216481711
ACH-000025,-0.06390300721881477
ACH-000028,-0.2541370929765008
ACH-000030,-0.1484635849515814
ACH-000035,0.034929976966932626
ACH-000036,-0.2813328941178646
ACH-000037,-0.07059696328090184
ACH-000039,-0.34039724299211704
ACH-000040,-0.10854865180953753
ACH-000041,-0.1923198955000769
ACH-000042,-0.06500619922746759
ACH-000045,0.06130543018969563
ACH-000047,-0.12634239925812146
ACH-000052,-0.19709446934565528
ACH-000053,-0.1166789222646627
ACH-000054,-0.3088751503992389
ACH-000055,4.3954053575668234e-05
ACH-000060,-0.16063586693277984
ACH-000067,-0.2792768448392424
ACH-000070,-0.22164479958317287
ACH-000075,-0.1895793602445288
ACH-000078,-0.10467356212458362
ACH-000082,-0.060542324060079734
ACH-000085,0.252036670387567
ACH-000086,-0.19115574018457104
ACH-000087,-0.19373192469276604
ACH-000092,-0.246906966597002
ACH-000095,-0.13988914684824102
ACH-000097,-0.2786904266803757
ACH-000098,-0.10269753027943884
ACH-000099,-0.12913279833699726
ACH-000108,-0.17787639400540148
ACH-000113,-0.0699725472347612
ACH-000116,-0.1269680802659082
ACH-000118,-0.13566704133720758
ACH-000120,-0.19053763019988665
ACH-000123,-0.19381871507118534
ACH-000127,-0.22837324202670936
ACH-000128,-0.013476770841494198
ACH-000132,-0.16018650407970325
ACH-000133,-0.25013517101487426
ACH-000137,-0.4320550080964711
ACH-000138,0.04947469436078149
ACH-000142,-0.25545992162789005
ACH-000143,-0.05064340338509131
ACH-000146,-0.08508015620900611
ACH-000148,-0.04761194031229293
ACH-000150,-0.2833894909249085
ACH-000152,-0.1487366373138527
ACH-000153,-0.3052913780906233
ACH-000159,-0.1393032183611652
ACH-000160,-0.010553557093993913
ACH-000163,-0.09458579310366727
ACH-000167,-0.1095972923090532
ACH-000168,-0.037087122635726985
ACH-000169,-0.1106300446617909
ACH-000178,-0.09042139196356727
ACH-000183,-0.10596189545733534
ACH-000188,0.009549165915420578
ACH-000189,0.2496719231545032
ACH-000190,-0.4984863275861527
ACH-000198,-0.005291811388984287
ACH-000203,-0.3880575188651871
ACH-000204,-0.2473128264421338
ACH-000206,-0.12827440758906394
ACH-000207,-0.14793877234184294
ACH-000208,-0.09912376441241026
ACH-000210,0.2914409985895667
ACH-000211,-0.13685815545021782
ACH-000215,-0.03829784408836925
ACH-000221,-0.169545093631661
ACH-000222,-0.16072174608057907
ACH-000223,-0.21651604126779506
ACH-000226,-0.27308962807693105
ACH-000227,-0.1362844894400095
ACH-000228,-0.1620615788583086
ACH-000231,0.03320954168306831
ACH-000232,-0.2314668188047423
ACH-000233,-0.14131208938087753
ACH-000234,-0.07864513190310002
ACH-000235,-0.14086423537271384
ACH-000237,-0.10356099046692456
ACH-000238,0.07348067845958513
ACH-000242,-0.06477635660542529
ACH-000243,-0.02286624863588981
ACH-000244,-0.2831718724810952
ACH-000246,-0.26144374310917634
ACH-000248,-0.15824094808511122
ACH-000250,-0.1007321235083436
ACH-000251,-0.8399388156976095
ACH-000252,-0.3220143502434618
ACH-000253,-0.1748948898363306
ACH-000255,-0.2095275027258589
ACH-000256,-0.06938025938900308
ACH-000257,-0.0959106419356957
ACH-000258,0.034088212513891415
ACH-000259,-0.12616645469825893
ACH-000260,-0.2008835462681224
ACH-000261,-0.13656685512962838
ACH-000262,0.0652769731752667
ACH-000263,-0.1565164995766834
ACH-000264,-0.03884708980332911
ACH-000265,-0.1203147174101931
ACH-000266,-0.10934711148547142
ACH-000272,-0.04786124269272171
ACH-000274,-0.06106134044460206
ACH-000277,-0.10571502879939368
ACH-000278,-0.18550876061609248
ACH-000279,-0.019428110615888318
ACH-000280,-0.11493836185713202
ACH-000281,0.049115509494932326
ACH-000288,0.06981836138400224
ACH-000291,-0.11996311351075455
ACH-000293,-0.621720433965067
ACH-000294,-0.16668254210257874
ACH-000295,0.10642496204640492
ACH-000296,-0.13050953931168294
ACH-000302,-0.2969348949077669
ACH-000304,-0.2441285940528065
ACH-000307,-0.02367623375995436
ACH-000308,-0.20467648214187004
ACH-000310,-0.03461079757737831
ACH-000311,-0.12753015027862907
ACH-000312,-0.08655913428897878
ACH-000315,-0.15897036759494415
ACH-000316,-0.12473756916881625
ACH-000317,0.0936716271776043
ACH-000318,-0.16830524872731564
ACH-000319,-0.19162430472207465
ACH-000320,0.16702695056847822
ACH-000322,0.010411870232815364
ACH-000323,-0.053981720968521565
ACH-000324,-0.2860891746212009
ACH-000329,-0.1436235627217982
ACH-000330,-0.4134465504355195
ACH-000331,-0.13673013873668602
ACH-000332,-0.16582946339460328
ACH-000334,-0.2014958847257675
ACH-000335,-0.06506744722740952
ACH-000336,0.005941117779496746
ACH-000337,-0.3742726720501173
ACH-000338,-0.11109993106406052
ACH-000339,-0.12156084591319267
ACH-000341,-0.2813453687955109
ACH-000348,-0.10125103173181983
ACH-000350,-0.11518009132887445
ACH-000352,-0.1158582138399157
ACH-000356,0.04941438179736708
ACH-000361,0.03453209726539856
ACH-000362,-0.16944978598096372
ACH-000363,-0.19225924976166436
ACH-000364,-0.1354987824922991
ACH-000365,-0.05776928807913285
ACH-000366,-0.04963349720870208
ACH-000368,-0.02415682425110473
ACH-000374,-0.1383279982260495
ACH-000375,-0.09302085568466352
ACH-000376,-0.09246465304100472
ACH-000381,-0.06112619134452495
ACH-000383,-0.09652694871831463
ACH-000387,-0.18789329071835206
ACH-000389,-0.4630096083468214
ACH-000390,-0.047073280763466174
ACH-000393,-0.22198256955034765
ACH-000395,-0.11035334496366173
ACH-000396,-0.03145483428295736
ACH-000397,-0.12287697702110607
ACH-000401,-0.060395078151231324
ACH-000402,-0.3682348807038847
ACH-000403,-0.18987152445307887
ACH-000404,-0.15046823361990727
ACH-000406,-0.09369011991456623
ACH-000407,-0.1759861313442132
ACH-000408,-0.11446039328212575
ACH-000410,-0.07904585815168334
ACH-000411,-0.11999793245851235
ACH-000414,-0.16314207496204852
ACH-000415,-0.06869833653328501
ACH-000416,-0.20339123248316546
ACH-000420,-0.18423602395184085
ACH-000421,-0.19416199323882305
ACH-000424,-0.05316706002875357
ACH-000425,-0.21329886238325108
ACH-000426,-0.29045323294074565
ACH-000427,-0.21700386318143036
ACH-000433,-0.047070928335186994
ACH-000435,-0.2610491992196321
ACH-000436,-0.03252013476218797
ACH-000444,-0.04775763529957658
ACH-000445,-0.23338808358601346
ACH-000448,-0.09666886923127682
ACH-000450,-0.021322650714102387
ACH-000452,-0.08878871792137435
ACH-000454,-0.2580084303896173
ACH-000458,-0.037557990760070464
ACH-000459,-0.1771460362569762
ACH-000460,-0.1224795917759172
ACH-000461,0.048244326822303694
ACH-000463,-0.08474933967380767
ACH-000464,-0.16421743487769108
ACH-000466,-0.1959704030398016
ACH-000467,-0.07865281640145015
ACH-000468,-0.14469937635656901
ACH-000469,-0.07618208007915761
ACH-000470,-0.23364969212576736
ACH-000471,-0.1489583913130666
ACH-000472,-0.19742001006443288
ACH-000473,-0.08937411780965193
ACH-000475,-0.21897598978322624
ACH-000476,-0.0662011034524341
ACH-000477,0.011362528384827026
ACH-000479,-0.17607006504141046
ACH-000480,0.00580125001615504
ACH-000481,-0.10505597126774972
ACH-000483,0.054916942978960624
ACH-000484,-0.24742087381205766
ACH-000485,-0.2111422146458319
ACH-000486,-0.3393870680847593
ACH-000487,-0.0815154682286249
ACH-000488,-0.12817323644519266
ACH-000490,-0.2371596882896323
ACH-000491,-0.10589162304558446
ACH-000495,-0.05195786518670166
ACH-000496,-0.038195399083797786
ACH-000499,-0.3554833326683076
ACH-000500,0.3246764967001882
ACH-000502,-0.2868978263829201
ACH-000503,-0.3325439750747646
ACH-000505,-0.17268636609559554
ACH-000507,-0.002588789019657314
ACH-000510,-0.5086558652851052
ACH-000511,-0.14208897845643098
ACH-000512,-0.05930879105160414
ACH-000516,-0.11531147455827373
ACH-000517,-0.2567981120814771
ACH-000518,0.09874019645256407
ACH-000520,-0.2632634724379883
ACH-000521,-0.08094111395407158
ACH-000522,-0.12977874376230258
ACH-000524,-0.3984657995964147
ACH-000527,-0.0860690440241478
ACH-000528,-0.14864693456888292
ACH-000537,-0.10161386361284146
ACH-000541,-0.3729558965205497
ACH-000542,-0.15316604238386786
ACH-000544,-0.07439569309799607
ACH-000545,0.03579494278402845
ACH-000547,-0.375569283051859
ACH-000548,-0.1336904302839025
ACH-000549,-0.07707713215276353
ACH-000550,-0.04657439125260957
ACH-000552,-0.3120526560265724
ACH-000556,-0.3054399898997074
ACH-000557,-0.06794239725612547
ACH-000569,-0.2621542788155568
ACH-000570,-0.13605202370880504
ACH-000571,-0.06268470406375362
ACH-000573,-0.053353803482310835
ACH-000576,-0.2551345895650082
ACH-000579,-0.17205756180111073
ACH-000580,-0.230692716909713
ACH-000584,-0.20183665158210726
ACH-000585,-0.24400186426383266
ACH-000588,-0.12571472306534168
ACH-000589,-0.2440403303655929
ACH-000591,-0.0074163121083863515
ACH-000593,-0.1539475179534597
ACH-000600,-0.2282120898170409
ACH-000601,-0.10282862572486637
ACH-000605,-0.08960034422406311
ACH-000606,-0.12824050916986676
ACH-000608,-0.14138659841615034
ACH-000614,-0.012607075112547926
ACH-000616,-0.15170627680039292
ACH-000618,-0.10586609631536803
ACH-000619,0.12428494447779248
ACH-000620,-0.1058160048500024
ACH-000621,-0.27240999669446125
ACH-000622,-0.1823976766089291
ACH-000623,-0.1579098990053275
