,BTNL8 (79908)
ACH-000004,-0.3393010406646448
ACH-000005,-0.18536364717801174
ACH-000007,-0.1938549042862228
ACH-000009,-0.0853918341267699
ACH-000011,0.016252102458671876
ACH-000012,-0.08329025746314889
ACH-000013,0.04273212616355753
ACH-000014,-0.07752529744914534
ACH-000015,-0.1128371941152379
ACH-000017,-0.0800480356726627
ACH-000018,0.13878984732477542
ACH-000019,0.1849543413775927
ACH-000021,-0.029337387993959112
ACH-000022,-0.10383237304106713
ACH-000025,0.010968236986316191
ACH-000028,-0.029811721692805063
ACH-000030,-0.058035738738499064
ACH-000035,-0.20240071309820276
ACH-000036,-0.02088657910999715
ACH-000037,-0.1037261101535092
ACH-000039,-0.15898365857416458
ACH-000040,0.04884860907502074
ACH-000041,0.0924050718737821
ACH-000042,-0.11794293681105453
ACH-000045,-0.1252265896384221
ACH-000047,-0.09243688835933274
ACH-000052,-0.1702068910576188
ACH-000053,-0.13656022602265905
ACH-000054,-0.13286245484302886
ACH-000055,-0.05387485365743448
ACH-000060,-0.07338925887353716
ACH-000067,0.038491519444959765
ACH-000070,-0.11110943176203812
ACH-000075,0.009638880706873494
ACH-000078,-0.14920303751500702
ACH-000082,-0.04742753028196696
ACH-000085,0.0011775399255307024
ACH-000086,-0.08382207057194392
ACH-000087,-0.09584156227406368
ACH-000092,-0.003536387564226132
ACH-000095,-0.13293086021872755
ACH-000097,-0.10190808595269156
ACH-000098,-0.07581221997587716
ACH-000099,-0.07172172253288055
ACH-000108,0.011560987560304265
ACH-000113,-0.03377637751114266
ACH-000116,-0.024871668749693064
ACH-000118,-0.011508443823826271
ACH-000120,0.010362223009903271
ACH-000123,-0.07530640322601041
ACH-000127,-0.0908670639205432
ACH-000128,-0.0017296598825919738
ACH-000132,-0.19652233603460892
ACH-000133,-0.011257828919665898
ACH-000137,0.08290556348975614
ACH-000138,-0.11532135633511917
ACH-000142,0.07273076945019764
ACH-000143,-0.2024905840357097
ACH-000146,-0.11399603750093967
ACH-000148,-0.020686408014067136
ACH-000150,-0.3259679377287623
ACH-000152,-0.17843588926874354
ACH-000153,-0.3837417254446557
ACH-000159,-0.06342261958869222
ACH-000160,-0.0520804749308536
ACH-000163,0.037388082988658485
ACH-000167,0.03619420452876845
ACH-000168,-0.09932684397001336
ACH-000169,0.03171485479038217
ACH-000178,-0.08299475507651373
ACH-000183,-0.09073360100471156
ACH-000188,-0.03652456257438722
ACH-000189,0.06679246682197952
ACH-000190,-0.07565498215261661
ACH-000198,-0.19302446868157552
ACH-000203,-0.07990120801986368
ACH-000204,-0.18038032518477956
ACH-000206,0.09343054445283086
ACH-000207,-0.03620320916522702
ACH-000208,-0.2149762793133004
ACH-000210,0.27109334722588363
ACH-000211,-0.09349247808611064
ACH-000215,-0.06937211080010135
ACH-000221,-0.09410804690343573
ACH-000222,-0.15910848303461242
ACH-000223,-0.16377767373282265
ACH-000226,-0.03810013812436711
ACH-000227,0.016796760502791268
ACH-000228,0.06827682525349706
