,KMT2B (9757)
ACH-000356,-0.4308970766162569
ACH-000361,-0.4798234493493826
ACH-000362,-0.3059814652782746
ACH-000363,-0.18208530025930014
ACH-000364,-0.3249535284740151
ACH-000365,-0.5480950342208111
ACH-000366,-0.3265959548830463
ACH-000368,-0.4535991468644885
ACH-000374,-0.06357353145581586
ACH-000375,-0.12885214594814834
ACH-000376,-0.2193366648498727
ACH-000381,-0.2723447256212469
ACH-000383,-0.2784033953748625
ACH-000387,-0.1858491140360272
ACH-000389,-0.4909423085995464
ACH-000390,-0.3204133732493618
ACH-000393,-0.25709457019740417
ACH-000395,-0.2622608235013628
ACH-000396,-0.02910517207093212
ACH-000397,-0.31258891044708714
ACH-000401,-0.2850847860951226
ACH-000402,-0.40711719318851264
ACH-000403,-0.36677399285095297
ACH-000404,0.07243964726007507
ACH-000406,-0.1548746448733349
ACH-000407,-0.4305292309531977
ACH-000408,-0.32701898512692523
ACH-000410,-0.4728525639932419
ACH-000411,-0.3385426303605893
ACH-000414,-0.2778012628036321
ACH-000415,-0.2985377399574777
ACH-000416,-0.24425744424941556
ACH-000420,-0.155041543027692
ACH-000421,-0.2518642271339831
ACH-000424,-0.2275114381617283
ACH-000425,-0.2707801196255561
ACH-000426,-0.07318260259964122
ACH-000427,-0.2911978115606792
ACH-000433,-0.4996776719052575
ACH-000435,-0.27530804953506216
ACH-000436,-0.055296919034600434
ACH-000444,-0.3857008734122257
ACH-000445,-0.5426173494618286
ACH-000448,-0.2143723306225228
ACH-000450,-0.05048148134348802
ACH-000452,-0.1603720080428052
ACH-000454,-0.4057434098442168
ACH-000458,-0.24115578650854905
ACH-000459,-0.03827130845698727
ACH-000460,-0.4101441390662696
ACH-000461,-0.18987989704073666
ACH-000463,-0.2620211914759833
ACH-000464,-0.2306589567772279
ACH-000466,-0.3273314269099461
ACH-000467,-0.06935977506489699
ACH-000468,-0.384071769812378
ACH-000469,-0.16952666240258255
ACH-000470,-0.3746538339599965
ACH-000471,-0.4079722672035912
ACH-000472,-0.30488744512303306
ACH-000473,-0.32811326096065163
ACH-000475,-0.3996171909498129
ACH-000476,-0.18075633947789568
ACH-000477,-0.2800611315412758
ACH-000479,-0.05928446473235555
ACH-000480,-0.34300070705074354
ACH-000481,-0.09773294140296178
ACH-000483,-0.2935358767522205
ACH-000484,-0.29071007036941404
ACH-000485,-0.4502836858848269
ACH-000486,-0.633636858814869
ACH-000487,-0.33567577487876915
ACH-000488,-0.2056289579119844
ACH-000490,-0.4201096022881999
ACH-000491,-0.564238529778335
ACH-000495,-0.11156883550608547
ACH-000496,-0.30463723538950577
ACH-000499,-0.1373289182170251
ACH-000500,-0.3842422918906325
ACH-000502,-0.3739560340531138
ACH-000503,-0.2314056927488287
ACH-000505,-0.3567230685628337
ACH-000507,-0.2467096948255593
ACH-000510,-0.42710444144983095
ACH-000511,-0.1988834898147754
ACH-000512,-0.3719046557314673
ACH-000516,-0.18887371109503426
ACH-000517,-0.2736418355160146
ACH-000518,-0.2467925244147552
ACH-000520,-0.2483958005162441
ACH-000521,-0.3457533223331403
ACH-000522,-0.3387488259052648
ACH-000524,-0.31227894295872466
ACH-000527,-0.3536582315282997
ACH-000528,-0.15736728805044115
ACH-000537,-0.2163710008145199
ACH-000541,-0.5336339059742637
ACH-000542,-0.30233275062623355
ACH-000544,-0.6142346448972608
ACH-000545,-0.2733809766863408
ACH-000547,-0.20116552607349308
ACH-000548,-0.13915597308619945
ACH-000549,-0.3177908318450892
ACH-000550,-0.20127252526024272
ACH-000552,-0.34710860739802113
ACH-000556,-0.2762230803851425
ACH-000557,-0.22753010021577855
ACH-000569,-0.3209040007324423
ACH-000570,-0.5112937217559769
ACH-000571,-0.3195609071998816
ACH-000573,-0.23602289610723245
ACH-000576,-0.22545534841384315
ACH-000579,-0.047453997897275474
ACH-000580,-0.3537317463004836
ACH-000584,-0.3290048368915733
ACH-000585,-0.4520180790281085
ACH-000588,-0.29559492400449605
ACH-000589,-0.2766297229579086
ACH-000591,-0.18580191760424206
ACH-000593,-0.3201502926920849
ACH-000600,-0.3061564167618403
ACH-000601,-0.4059083924534554
ACH-000605,-0.24513930538261075
ACH-000606,-0.2332084129187895
ACH-000608,-0.340762784156033
ACH-000614,-0.32759681723433703
ACH-000616,-0.24474530837939584
ACH-000618,-0.22016632791488333
ACH-000619,-0.251286062671058
ACH-000620,-0.12692586948802145
ACH-000621,-0.33907445443226125
ACH-000622,-0.3489411006725473
ACH-000623,-0.16110337997085478
ACH-000624,-0.2066102226084206
ACH-000627,-0.3864402953859645
ACH-000630,-0.17786652906404987
ACH-000631,-0.4531087547792922
ACH-000632,-0.4080675426044965
ACH-000633,-0.3554493658124075
ACH-000637,-0.2865021363681621
ACH-000638,-0.23878757640187806
ACH-000646,-0.20297671447242316
ACH-000647,-0.09438756982941912
ACH-000648,-0.3550743524668096
ACH-000649,-0.2340532525053124
ACH-000651,-0.3922206449990009
ACH-000652,-0.30736078455043125
ACH-000653,-0.2994346384435069
ACH-000657,-0.478611863140492
ACH-000658,-0.2708937513872662
ACH-000661,-0.2391824328655561
ACH-000662,-0.2221472443578707
ACH-000663,-0.35678217226517084
ACH-000665,-0.1482713593001035
ACH-000671,-0.4107100152553245
ACH-000672,-0.541641801750933
ACH-000673,-0.2865235823646704
ACH-000676,-0.16832205553661292
ACH-000677,-0.2372771816801555
ACH-000681,-0.408684072299028
ACH-000683,-0.2495726383115008
ACH-000684,-0.2670003853894231
ACH-000688,-0.2393482610466207
ACH-000693,-0.20641646188322887
ACH-000694,-0.305442396584068
ACH-000695,-0.25973111805373805
ACH-000696,-0.36005120837422605
ACH-000697,-0.2586154783424523
ACH-000699,-0.3090754386601583
ACH-000701,-0.4441811229670684
ACH-000706,-0.421331883564628
ACH-000711,-0.22163164108960584
ACH-000713,-0.28073431227447204
ACH-000714,-0.3242632311979795
ACH-000718,-0.442246226211346
ACH-000720,-0.2777066850942436
ACH-000721,-0.34653743995931524
ACH-000724,-0.44047535818565264
ACH-000725,-0.5362405040048734
ACH-000732,-0.10782492652423306
ACH-000734,-0.3227711539750421
ACH-000735,-0.213574657965624
ACH-000736,-0.3914133188654553
ACH-000738,-0.2726073196039272
ACH-000746,-0.5048906326293511
ACH-000747,-0.4743260965865869
ACH-000748,-0.2714242949699159
ACH-000753,-0.2408324916204649
ACH-000756,-0.4862285582622974
ACH-000757,-0.4483653233627965
ACH-000758,-0.31926268084522474
ACH-000760,-0.25874106052749885
ACH-000762,-0.31777704868941337
ACH-000763,-0.06894748407355895
ACH-000764,-0.33721130804768723
ACH-000765,-0.2353559878003876
ACH-000766,-0.2024877220331016
ACH-000767,-0.15221178321736226
ACH-000768,-0.19631111739356166
ACH-000769,-0.31144956922417844
ACH-000770,0.003751080451787368
ACH-000771,-0.4131965446871023
ACH-000773,-0.3979970494260419
ACH-000776,-0.43598221624547134
ACH-000777,-0.4104523281586956
ACH-000778,-0.4719735408951042
ACH-000781,-0.2440209033515576
ACH-000782,-0.32413574805986456
ACH-000783,-0.4964789675700077
ACH-000784,-0.2854424133857393
ACH-000785,-0.27728458493156866
ACH-000787,-0.4096056466182272
ACH-000788,-0.2650857401781109
ACH-000791,-0.2167746415946476
ACH-000792,-0.2899082972351687
ACH-000794,-0.3384923486913457
ACH-000796,-0.256364409343395
ACH-000798,-0.4132577060724064
ACH-000799,-0.3411094350510269
ACH-000800,-0.392919904385054
ACH-000802,-0.4079784379219624
ACH-000804,-0.33724066056882696
ACH-000805,-0.2583936824747458
ACH-000809,-0.3618513373195186
ACH-000810,-0.10473307329146314
ACH-000811,-0.2926981980785537
ACH-000817,-0.418611542253784
ACH-000819,-0.5905044854809711
ACH-000820,0.012835741371037013
ACH-000821,-0.2780939374906441
ACH-000822,-0.4383140666336844
ACH-000823,-0.20576806029638245
ACH-000824,-0.4632623763553802
ACH-000827,-0.2604606986777693
ACH-000829,-0.3171197414906602
ACH-000831,-0.552241973278875
ACH-000832,-0.3912105093276279
ACH-000833,-0.0666878496651788
ACH-000834,-0.17473173892328409
ACH-000835,-0.3200316447326249
ACH-000836,-0.042911826975278615
ACH-000837,-0.1711289084026363
ACH-000838,-0.01356710342640116
ACH-000839,-0.16659435438961198
ACH-000840,-0.5302422978785785
ACH-000841,-0.25237983304996736
ACH-000843,-0.18904953596469634
ACH-000846,-0.1810995846584532
ACH-000847,-0.2592529505564557
ACH-000848,-0.2394992164930406
ACH-000849,-0.114321832684475
ACH-000851,-0.04063596374031672
ACH-000855,-0.1866501017189147
ACH-000856,-0.2295448372819744
ACH-000858,-0.2490369229286165
ACH-000859,-0.0693781898331305
ACH-000861,-0.5050961462536724
ACH-000862,-0.10720544682646584
ACH-000865,-0.22346178236965325
ACH-000866,-0.18707833709899585
ACH-000867,-0.189374365833416
ACH-000869,-0.4562249807706862
ACH-000872,-0.4786309337711854
ACH-000873,-0.44015378240079456
ACH-000876,-0.21588542320950155
ACH-000878,-0.22431557516173609
ACH-000880,-0.011042812412696671
ACH-000881,-0.20342270733520346
ACH-000882,-0.3194659435600491
ACH-000884,-0.22836746960891066
ACH-000885,-0.26992495047609744
ACH-000887,-0.29639374684342423
ACH-000889,-0.448624425003768
ACH-000896,-0.334633159835719
ACH-000898,-0.4320949122253674
ACH-000900,-0.4038251646269813
ACH-000901,-0.32123499896029817
ACH-000905,-0.20235662302597496
ACH-000906,-0.2996800663439205
ACH-000907,-0.17671238576676696
ACH-000910,-0.26244558064009643
ACH-000911,-0.2281416155074289
ACH-000912,-0.4188045260645265
ACH-000913,-0.13891447720124633
ACH-000915,-0.15540813683151256
ACH-000916,-0.1144630106868992
ACH-000917,-0.3009328568612009
ACH-000920,-0.39784413102440375
ACH-000921,-0.2418230890453049
ACH-000924,-0.2652209018578051
ACH-000926,-0.2681083635830734
ACH-000928,-0.5166941385211331
ACH-000929,-0.1434918014970184
ACH-000932,-0.1898013563069544
ACH-000935,-0.032270650310265964
ACH-000936,-0.4590803425083619
ACH-000937,-0.14019327626190456
ACH-000938,-0.6513277066271704
ACH-000939,-0.03861266394013218
ACH-000941,-0.3280521406546296
ACH-000943,-0.2503548216120266
ACH-000946,-0.4008022834017693
ACH-000947,-0.3365650654638583
ACH-000948,-0.3733650638883223
ACH-000950,-0.4194795465196641
ACH-000953,-0.3753546314149914
ACH-000954,-0.4398072746514041
ACH-000957,-0.21829621120898265
ACH-000958,-0.239958288578675
ACH-000960,-0.19533964086911185
ACH-000963,-0.2823423905780729
ACH-000968,-0.4928265311938357
ACH-000969,-0.30567520405052184
ACH-000972,-0.3626663119130469
ACH-000973,-0.2694312665439642
ACH-000974,-0.24418310118396885
ACH-000978,-0.8540456418098635
ACH-000984,-0.4232896096483959
ACH-000986,-0.5003090554617202
ACH-000988,-0.2894884719289493
ACH-000993,-0.4956230144919823
ACH-000994,-0.2848538529859282
ACH-000996,-0.4752624372412458
ACH-001001,-0.2126599348095827
ACH-001020,-0.021455619777969732
ACH-001028,-0.07354040790764471
ACH-001031,0.06256630888162862
ACH-001038,-0.3814175253441884
ACH-001048,-0.21713962273686774
ACH-001050,-0.47882687508123
ACH-001053,-0.10285859331783777
ACH-001054,-0.14344198742260178
ACH-001061,-0.3577942214340596
ACH-001067,-0.28611194566556264
ACH-001075,-0.27560537570365634
ACH-001096,-0.1266293047314873
ACH-001111,-0.515364472822253
ACH-001119,-0.400243219634206
ACH-001128,0.6405815610518116
ACH-001134,-0.4184836473170981
ACH-001151,-0.4308284489701731
ACH-001163,-0.29335287253972203
ACH-001164,-0.3942218643053367
ACH-001183,-0.3608455615176568
ACH-001192,-0.3542282304477074
ACH-001193,-0.10692700699893304
ACH-001196,-0.1963491936653861
ACH-001197,-0.10434145724694584
ACH-001205,-0.22458019146499966
ACH-001211,-0.11376268941530022
ACH-001212,-0.2604505898374029
ACH-001228,-0.13490187528230152
ACH-001232,-0.41192364400888093
ACH-001239,-0.18669891350630036
ACH-001270,-0.40723449803903744
ACH-001274,-0.3020645936493249
ACH-001275,-0.5120606412283931
ACH-001277,-0.34129194426556764
ACH-001278,-0.24975271940468305
ACH-001280,-0.20917115149594384
ACH-001283,-0.4253683075606084
ACH-001289,-0.2539283289732598
ACH-001300,-0.2468781793220768
ACH-001301,-0.4112157235873174
ACH-001302,-0.10135844873398342
ACH-001306,-0.17825438031428928
ACH-001318,-0.1657193214049388
ACH-001322,-0.3792466058263477
ACH-001328,-0.4249448688464179
ACH-001332,-0.3373685245775071
ACH-001336,-0.060922749245158635
ACH-001346,-0.2849180913804228
ACH-001353,-0.30857861823289906
ACH-001354,-0.6375876162038091
ACH-001367,-0.2907734343609269
ACH-001368,-0.30727015410800096
ACH-001374,-0.4482810207795197
ACH-001377,-0.2911579680176669
ACH-001380,-0.2779972586566808
ACH-001391,-0.3029372644188387
ACH-001408,-0.1501408571422316
ACH-001430,-0.4858882300254472
ACH-001431,-0.34847048915108264
ACH-001450,-0.3561632286437251
ACH-001496,-0.11621832798021572
ACH-001500,-0.31165945069995976
ACH-001523,-0.14657978112007142
ACH-001532,-0.10455292115155664
ACH-001550,-0.07565233169975738
ACH-001552,-0.3739926222111177
ACH-001554,-0.3704378640361643
ACH-001654,-0.35060736377980456
ACH-001735,-0.4338010379130928
ACH-001736,-0.492977061064737
ACH-001737,-0.10639533125794502
ACH-001740,-0.21134702255920088
ACH-001745,-0.3388712092542681
ACH-001765,-0.30976127339961845
