,NGDN (25983)
ACH-000720,-0.2544426613094851
ACH-000721,-0.8852853727452396
ACH-000724,-0.3255438434420184
ACH-000725,-0.022535194048895597
ACH-000732,-0.3323164852401944
ACH-000734,-0.6091139219070781
ACH-000735,-0.26186980018959466
ACH-000736,-0.19516599311838267
ACH-000738,-0.4442145764426374
ACH-000746,-0.2152704648389594
ACH-000747,-0.3740272805140865
ACH-000748,-0.5860772208381341
ACH-000753,-0.6132076227590819
ACH-000756,-0.3733283938110633
ACH-000757,-0.7884275912435968
ACH-000758,-0.6259098625395212
ACH-000760,-0.35622322548410545
ACH-000762,-0.2297706417648913
ACH-000763,-0.3321393859616022
ACH-000764,-0.17318560350361534
ACH-000765,-0.5875825612456376
ACH-000766,-0.22261945679028655
ACH-000767,-0.1062713418646033
ACH-000768,-0.30664843686503795
ACH-000769,-0.19772889110844852
ACH-000770,-0.2431861960336403
ACH-000771,-0.24547491223009385
ACH-000773,-0.2804862710399087
ACH-000776,-0.04721118465929624
ACH-000777,-0.2998476670547791
ACH-000778,-0.2412516917645759
ACH-000781,-0.2565303801829922
ACH-000782,-0.2251121321860671
ACH-000783,-0.3770702052451064
ACH-000784,-0.1854569868684662
ACH-000785,-0.0156955103404499
ACH-000787,-0.497890754774437
ACH-000788,-0.3216122410405742
ACH-000791,-0.29079343834541443
ACH-000792,-0.19928548703915075
ACH-000794,-0.35745093591365656
ACH-000796,-0.1183444353730092
ACH-000798,-0.18773416297789208
ACH-000799,-0.5098908385638468
ACH-000800,-0.46464189488470703
ACH-000802,-0.12201421415975384
ACH-000804,-0.2147966023761124
ACH-000805,-0.2450412592247931
ACH-000809,-0.5687851868202765
ACH-000810,-0.2070928650847617
ACH-000811,-0.08538884664554057
ACH-000817,-0.8570658260860544
ACH-000819,-0.08004484080545922
ACH-000820,-0.3162905395174315
ACH-000821,-0.3167782689411995
ACH-000822,-0.027331524142888308
ACH-000823,-0.17965934320561086
ACH-000824,-0.13157579649961804
ACH-000827,-0.3711165628629325
ACH-000829,-0.162139180945009
ACH-000831,-0.10728621083960517
ACH-000832,-0.3754271463508531
ACH-000833,-0.16967242136639288
ACH-000834,-0.22186672621796727
ACH-000835,-0.1687610004893834
ACH-000836,-0.3239948147885957
ACH-000837,-0.060170787958741874
ACH-000838,-0.4508165710490599
ACH-000839,-0.250437084980464
ACH-000840,-0.331574250820296
ACH-000841,-0.17923388801791007
ACH-000843,-0.5364518951571425
ACH-000846,-0.4177570648965812
ACH-000847,-0.22616686147646786
ACH-000848,-0.2167628161181605
ACH-000849,-0.19670071363815889
ACH-000851,-0.3604878890061128
ACH-000855,-0.1939965699362832
ACH-000856,-0.08358933828778267
ACH-000858,-0.1091897467065904
ACH-000859,-0.4741367625388167
ACH-000861,-0.22157113367465808
ACH-000862,-0.007142104919282377
ACH-000865,-0.2473510667906902
ACH-000866,-0.43508669308033865
ACH-000867,-0.2256823241536444
ACH-000869,-0.16167719041516018
ACH-000872,-0.3835039464985273
ACH-000873,-0.3028277693414165
ACH-000876,-0.018085180937191574
ACH-000878,-0.07304043354733941
ACH-000880,-0.08647229462558068
ACH-000881,-0.278933113702844
ACH-000882,-0.2355943070286443
ACH-000884,-0.1790133950297474
ACH-000885,-0.08108416510169238
ACH-000887,-0.6926922295237788
ACH-000889,-0.20874411388247904
ACH-000896,-0.223471889237751
ACH-000898,-0.2652810369361195
ACH-000900,-0.2604529718494005
ACH-000901,-0.6035566890722428
ACH-000905,-0.30285782611951834
ACH-000906,-0.15749104651681706
ACH-000907,-0.6324613494449322
ACH-000910,-0.15470377344178465
ACH-000911,-0.5071896588878901
ACH-000912,-0.2904780449878664
ACH-000913,-0.1374154029376644
ACH-000915,-0.3391627493561022
ACH-000916,-0.5897994795152496
ACH-000917,0.030838518067496767
ACH-000920,-0.6589147398760199
ACH-000921,-0.19533099503209406
ACH-000924,-0.2407826000573621
ACH-000926,-0.07300200316999067
ACH-000928,-0.3325087259241347
ACH-000929,-0.18566627048247705
ACH-000932,-0.3140516831407415
ACH-000935,-0.1660322077056825
ACH-000936,-0.09352510284542463
ACH-000937,-0.26726033965845714
ACH-000938,-0.4350238630524629
ACH-000939,-0.09073889598003362
ACH-000941,-0.2475354117854773
ACH-000943,-0.20310915504814667
ACH-000946,-0.12647978279199676
ACH-000947,-0.19348592984795016
ACH-000948,-0.2778246013629759
ACH-000950,-0.29913032383858684
ACH-000953,-0.2746603490995553
ACH-000954,-0.18932677280251356
ACH-000957,-0.3043038998798445
ACH-000958,-0.22021525798372046
ACH-000960,-0.3958590642743312
ACH-000963,-0.4330449916468656
ACH-000968,-0.2143122044118384
ACH-000969,-0.08811997498602071
ACH-000972,-0.3377263747872597
ACH-000973,-0.7061097046587627
ACH-000974,-0.1831139194682682
ACH-000978,-0.2431788340784838
ACH-000984,-0.11833540229804912
ACH-000986,-0.2585678134496974
ACH-000988,-0.31285245613915474
ACH-000993,-0.3087769581632583
ACH-000994,-0.5372292281268678
ACH-000996,-0.3013965568894215
ACH-001001,-0.25795297255391514
ACH-001020,-0.12495903266278804
ACH-001028,-0.35556993855361024
ACH-001031,-0.1629063497905174
ACH-001038,-0.2414752780195563
ACH-001048,-0.22065268329441726
ACH-001050,-0.2071794959005156
ACH-001053,-0.2943371510047386
ACH-001054,-0.08736801413626243
ACH-001061,-0.3716589644545272
ACH-001067,-0.04085844413809128
ACH-001075,-0.1612422954916458
ACH-001096,-0.11332280095890646
ACH-001111,-0.3502187684084709
ACH-001119,-0.20383625810442227
ACH-001128,-0.08905863172981493
ACH-001134,-0.219015165983116
ACH-001151,-0.03163431545977075
ACH-001163,-0.5313324077588252
ACH-001164,-0.0801451007112786
ACH-001183,-0.06764180944438862
ACH-001192,-0.096727191851664
ACH-001193,-0.05883885963868499
ACH-001196,-0.05648757331974065
ACH-001197,-0.2762408736289966
ACH-001205,-0.10221101414422458
ACH-001211,-0.3076891712661576
ACH-001212,-0.08212751101634584
ACH-001228,-0.5336828099347106
ACH-001232,-0.3382777016465719
ACH-001239,0.03302099675787789
ACH-001270,-0.5750603596116779
ACH-001274,-0.3300149428146357
ACH-001275,0.005207585990590458
ACH-001277,-0.6658794919123561
ACH-001278,-0.1946328447968246
ACH-001280,-0.7229750801776225
ACH-001283,-0.1698168205876607
ACH-001289,-0.11319135436038777
ACH-001300,-0.17622493036227546
ACH-001301,-0.3436535428799054
ACH-001302,-0.04977525191004847
ACH-001306,-0.14668021874474366
ACH-001318,-0.5815749939202723
ACH-001322,-0.5325829978555128
ACH-001328,-0.33270163392540875
ACH-001332,-0.4224765947378716
ACH-001336,-0.4330274708383388
ACH-001346,-0.24595493356640644
ACH-001353,-0.272406789580715
ACH-001354,-0.2762142117816575
ACH-001367,0.08374405253803413
ACH-001368,-0.2769431989334339
ACH-001374,-0.0032736716046598835
ACH-001377,-0.10544386671032788
ACH-001380,-0.3046459712298323
ACH-001391,-0.11516490792762565
ACH-001408,-0.2163841477355899
ACH-001430,-0.4150318096665829
ACH-001431,-0.21161187369732212
ACH-001450,-0.17926540452723433
ACH-001496,-0.4506282958806947
ACH-001500,-0.2617168930569298
ACH-001523,-0.1665343098298507
ACH-001532,-0.11372372378940902
ACH-001550,-0.15819915434153015
ACH-001552,-0.3917521226754682
ACH-001554,-0.2290276740962915
ACH-001654,-0.20891301780624225
ACH-001735,-0.19056203940651775
ACH-001736,-0.32183150326813525
ACH-001737,-0.3528335486790854
ACH-001740,-0.12662679546347025
ACH-001745,-0.019482778435363925
ACH-001765,-0.1576073269419003
