,PRCC (5546)
ACH-000004,-0.4843475151047559
ACH-000005,-0.21277539210813826
ACH-000007,-0.26578078313342124
ACH-000009,-0.4170863889629737
ACH-000011,-0.18783741649672225
ACH-000012,-0.1178090572673304
ACH-000013,-0.2257358889533756
ACH-000014,-0.3693511363382447
ACH-000015,-0.22444426189849287
ACH-000017,-0.1350273996720088
ACH-000018,-0.2856579357925292
ACH-000019,-0.4870228850486466
ACH-000021,-0.3320789998964295
ACH-000022,-0.4124611111560645
ACH-000025,-0.20592176452099945
ACH-000028,-0.183049440882754
ACH-000030,-0.3194631581956328
ACH-000035,-0.20231384159561766
ACH-000036,-0.2662858223622011
ACH-000037,-0.40578330137992
ACH-000039,-0.5185981210858992
ACH-000040,-0.2286572428907989
ACH-000041,-0.13394917652795804
ACH-000042,-0.3715624519604915
ACH-000045,-0.2517931571325911
ACH-000047,-0.29426345854270514
ACH-000052,-0.3646427965951031
ACH-000053,-0.30037361833973425
ACH-000054,-0.23235509411951225
ACH-000055,-0.2263199385014337
ACH-000060,-0.4503733667066104
ACH-000067,-0.3477715774629456
ACH-000070,-0.34166875297530164
ACH-000075,-0.43663022497375065
ACH-000078,-0.24373746159551501
ACH-000082,-0.2557347918765804
ACH-000085,-0.6159654336082746
ACH-000086,-0.2113374032375496
ACH-000087,-0.30351627472716786
ACH-000092,-0.3430543215018434
ACH-000095,-0.3901136501559654
ACH-000097,-0.10734963200868597
ACH-000098,-0.27949783027506697
ACH-000099,-0.2516917277849889
ACH-000108,-0.31482086586077146
ACH-000113,-0.3315558972234245
ACH-000116,-0.2501377398794601
ACH-000118,-0.3699503357448403
ACH-000120,-0.512868282873247
ACH-000123,-0.4166414509102576
ACH-000127,-0.13857045078338998
ACH-000128,-0.1503062229481775
ACH-000132,-0.3014352152627599
ACH-000133,-0.1767510902124409
ACH-000137,-0.3822399682417172
ACH-000138,-0.25947659905870524
ACH-000142,-0.3284877246805813
ACH-000143,-0.2401237883830569
ACH-000146,-0.29713740649506404
ACH-000148,-0.30077167993094384
ACH-000150,-0.2219722394190744
ACH-000152,-0.1754896993063867
ACH-000153,-0.3974091336059245
ACH-000159,-0.4016702423350306
ACH-000160,-0.2597829093344768
ACH-000163,-0.3348176841882273
ACH-000167,-0.3404917184401209
ACH-000168,-0.2494557537521037
ACH-000169,-0.27563039516804805
ACH-000178,-0.3495219463555806
ACH-000183,-0.30047998290864475
ACH-000188,-0.2509816585569537
ACH-000189,-0.4064058250460176
ACH-000190,-0.3645768422530992
ACH-000198,-0.3535825578402351
ACH-000203,-0.13596757000271473
ACH-000204,-0.3831127524650762
ACH-000206,0.12492546551598945
ACH-000207,-0.3805356329689416
ACH-000208,-0.33080911197309404
ACH-000210,-0.03423197565594905
ACH-000211,-0.2393105669170449
ACH-000215,-0.3020292198576038
ACH-000221,-0.26278261202139674
ACH-000222,-0.1295360505502238
ACH-000223,-0.3032668725362019
ACH-000226,-0.4574784894553735
ACH-000227,-0.12929464037828553
ACH-000228,-0.4497511256481999
ACH-000231,-0.31879687732658113
ACH-000232,-0.22122758486829447
ACH-000233,-0.14410185797484354
ACH-000234,-0.36671467397984536
ACH-000235,-0.28130233080178924
ACH-000237,-0.3920191242279002
ACH-000238,-0.2474020782292728
ACH-000242,0.139567715008405
ACH-000243,-0.3043409683212088
ACH-000244,-0.5496638673740423
ACH-000246,-0.2447871699823816
ACH-000248,-0.21972171260658185
ACH-000250,-0.3114375991958297
ACH-000251,-0.3875990797697328
ACH-000252,-0.20549926226505755
ACH-000253,-0.30863965763123424
ACH-000255,-0.3765462182730513
ACH-000256,-0.14852466033129386
ACH-000257,-0.06338148096908162
ACH-000258,-0.26777340615993833
ACH-000259,-0.2343487712605102
ACH-000260,-0.27960859538070354
ACH-000261,-0.3334627088949781
ACH-000262,-0.0722775817501552
ACH-000263,-0.20673454546351
ACH-000264,-0.4168184659664452
ACH-000265,-0.3071678054964347
ACH-000266,-0.3683046549735553
ACH-000272,-0.2468113939104577
ACH-000274,-0.07275735204620709
ACH-000277,-0.31171154917484056
ACH-000278,-0.2942652589074913
ACH-000279,-0.17379859723655278
ACH-000280,-0.3415405388803833
ACH-000281,-0.26598384324795843
ACH-000288,-0.16231393570054106
ACH-000291,-0.2862317089829299
ACH-000293,-0.3578268581121943
ACH-000294,-0.11160514323921017
ACH-000295,-0.4079904093077189
ACH-000296,-0.3699545872778944
ACH-000302,-0.22288323345421754
ACH-000304,-0.4317445625942931
ACH-000307,-0.3927666815106877
ACH-000308,-0.3548281045832651
ACH-000310,-0.2538372847663576
ACH-000311,-0.08953284738961692
ACH-000312,-0.14605572829481805
ACH-000315,-0.5413450933478668
ACH-000316,-0.225477338547422
ACH-000317,-0.3079325331630194
ACH-000318,-0.3928499044666409
ACH-000319,-0.3215182669691833
ACH-000320,-0.09879785077377964
ACH-000322,-0.4526581941455282
ACH-000323,-0.1935580325527881
ACH-000324,-0.21050517005371666
ACH-000329,-0.3048968923173144
ACH-000330,-0.3914020618653241
ACH-000331,-0.5127429431729913
ACH-000332,-0.3219713323500064
ACH-000334,-0.13949669372137427
ACH-000335,-0.31867955719316404
ACH-000336,-0.4203820892493396
ACH-000337,-0.2909773177310251
ACH-000338,0.15050194835284655
ACH-000339,-0.30585522520175645
ACH-000341,-0.2433845394417341
ACH-000348,-0.4654898901021927
ACH-000350,-0.15374617100439106
ACH-000352,-0.3711176343122852
ACH-000356,-0.3353190117641932
ACH-000361,-0.3264608253844767
ACH-000362,-0.31413712610916866
ACH-000363,-0.3027356286924407
ACH-000364,-0.3325274923857443
ACH-000365,-0.2899525046464797
ACH-000366,-0.24445511762945554
ACH-000368,-0.17023314127299782
ACH-000374,-0.30054709354612946
ACH-000375,-0.11722304849361287
ACH-000376,-0.34331354976700645
ACH-000381,-0.3995356858906591
ACH-000383,-0.261458274637543
ACH-000387,-0.3799198244094658
ACH-000389,-0.24384171977592095
ACH-000390,-0.19821046858336694
ACH-000393,-0.2881215104052304
ACH-000395,-0.15411318925670212
ACH-000396,-0.13975597888709354
ACH-000397,-0.2620338509678947
ACH-000401,-0.4820551822305509
ACH-000402,-0.5525309690441936
ACH-000403,-0.2722739950987617
ACH-000404,-0.2810664999722303
ACH-000406,-0.376392824974964
ACH-000407,-0.2480222666995673
ACH-000408,-0.42929405610048377
ACH-000410,-0.5075651837213538
ACH-000411,-0.5331769013258585
ACH-000414,-0.2182618270169069
ACH-000415,-0.33762341444004484
ACH-000416,-0.261672025717726
ACH-000420,-0.3050362815780652
ACH-000421,-0.4493232623011852
ACH-000424,-0.13617830095690298
ACH-000425,-0.2691658489500316
ACH-000426,-0.06372101201158177
ACH-000427,-0.05292503682255428
ACH-000433,-0.1548901270831936
ACH-000435,-0.3723373831635148
ACH-000436,-0.4021154291209009
ACH-000444,-0.2967946691053734
ACH-000445,-0.09477155106836757
ACH-000448,-0.12660743938873426
ACH-000450,-0.1768054639875681
ACH-000452,-0.23693095686246302
ACH-000454,-0.3515541511210069
ACH-000458,-0.5778264662981003
ACH-000459,-0.2454221022571413
ACH-000460,-0.2147223394966897
ACH-000461,-0.1422924527786144
ACH-000463,-0.21566849830101695
ACH-000464,-0.2376759387994707
ACH-000466,-0.2462853661769792
ACH-000467,-0.4500239959717893
ACH-000468,-0.1779177918392879
ACH-000469,-0.2571219057537981
ACH-000470,-0.3328553771241171
ACH-000471,-0.3078689934822817
ACH-000472,-0.1988510080570585
ACH-000473,-0.4576852305453146
ACH-000475,-0.25082249749022234
ACH-000476,-0.2212271392070208
ACH-000477,-0.34033947184276786
ACH-000479,-0.02795409748462978
ACH-000480,-0.15911322884332366
ACH-000481,-0.13953514575080686
ACH-000483,-0.3205249192202257
ACH-000484,-0.5409647117819594
ACH-000485,-0.2910185236528438
ACH-000486,-0.2535764285492562
ACH-000487,-0.251687613513455
ACH-000488,-0.2060073363921904
ACH-000490,-0.36421728976782175
ACH-000491,-0.29075311310378804
ACH-000495,-0.3479796876392735
ACH-000496,-0.13004189828840534
ACH-000499,0.0008956509870901975
ACH-000500,-0.14362397717068573
ACH-000502,-0.2724043668284377
ACH-000503,-0.44443147590088905
ACH-000505,-0.3033390598153068
ACH-000507,-0.3687080192093844
ACH-000510,-0.26611210822846426
ACH-000511,-0.4418707043008458
ACH-000512,-0.10990845588412552
ACH-000516,-0.4583588294086391
ACH-000517,-0.2539392218717506
ACH-000518,-0.278269988089757
ACH-000520,-0.16790346110123489
ACH-000521,-0.024723721277254033
ACH-000522,-0.19811789309688035
ACH-000524,-0.0905025581463829
ACH-000527,-0.31055098056890384
ACH-000528,-0.2824016805661131
ACH-000537,-0.288467844039664
ACH-000541,0.029393675771578087
ACH-000542,-0.22062682412907256
ACH-000544,-0.2921448082174348
ACH-000545,-0.16169434545393144
ACH-000547,-0.4063678411732291
ACH-000548,-0.3809933273135328
ACH-000549,-0.3799481922535998
ACH-000550,-0.21763865622691675
ACH-000552,-0.3313425212534992
ACH-000556,-0.3258702279728569
ACH-000557,-0.1666620463293273
ACH-000569,-0.2780364121379729
ACH-000570,-0.1390285641843321
ACH-000571,-0.2420941642604149
ACH-000573,-0.39038942818758576
ACH-000576,-0.3065222326309113
ACH-000579,-0.3623616986335683
ACH-000580,-0.2194209965360598
ACH-000584,-0.3985094777949108
ACH-000585,-0.4064812777859877
ACH-000588,-0.35049120821844365
ACH-000589,-0.34781309835689866
ACH-000591,-0.19838379341619505
ACH-000593,-0.21206643943316528
ACH-000600,-0.4484040924869754
ACH-000601,-0.1886963082334536
ACH-000605,-0.35161476352304594
ACH-000606,-0.2140256738154674
ACH-000608,-0.15316763085264645
ACH-000614,-0.3908975733625394
ACH-000616,-0.466076268375665
ACH-000618,-0.29660366809387306
ACH-000619,-0.17687083789726468
ACH-000620,-0.3224049228573596
ACH-000621,-0.18426656809127304
ACH-000622,-0.07555252748353264
ACH-000623,-0.3347063444575931
ACH-000624,-0.29568873709327337
ACH-000627,-0.1946320693005989
ACH-000630,-0.29888198503048435
ACH-000631,-0.7202791022298078
ACH-000632,-0.22967325756476434
ACH-000633,-0.05700299616462207
ACH-000637,-0.2902361309510393
ACH-000638,-0.4544983946065168
ACH-000646,-0.3957961237665343
ACH-000647,-0.2770939350841834
ACH-000648,-0.3744586076330614
ACH-000649,-0.18730537025303784
ACH-000651,-0.29657873540345003
ACH-000652,-0.3023082272066225
ACH-000653,-0.2229957056167003
ACH-000657,-0.3366966678958208
ACH-000658,-0.3958422202296362
ACH-000661,-0.3792776762084216
ACH-000662,0.3795257987952239
ACH-000663,-0.2923075051194817
ACH-000665,-0.3614712483490272
ACH-000671,-0.14882247215782834
ACH-000672,-0.4011545978407693
ACH-000673,-0.27040521327199085
ACH-000676,-0.39277015719161495
ACH-000677,-0.3367155519250389
ACH-000681,-0.33199209860916457
ACH-000683,-0.2546532587130096
ACH-000684,-0.3325828564999445
ACH-000688,-0.3749708728213499
ACH-000693,-0.24957974243787215
ACH-000694,-0.19109826243460115
ACH-000695,0.18308434402896467
ACH-000696,-0.4618785847583862
ACH-000697,-0.31473887632024833
ACH-000699,-0.5722029113105038
ACH-000701,-0.32041057293913683
ACH-000706,-0.22395115055149364
ACH-000711,-0.3111111688785926
ACH-000713,-0.3937756699996266
ACH-000714,-0.17041816892752482
ACH-000718,-0.3539791435265435
ACH-000720,-0.33767793071697355
ACH-000721,-0.1905494652664029
ACH-000724,-0.31981056389791257
ACH-000725,-0.34904521043668857
ACH-000732,-0.2403363776251269
ACH-000734,-0.17795504084504993
ACH-000735,-0.31841023299481097
ACH-000736,-0.1855800250191285
ACH-000738,-0.3738713856500288
ACH-000746,-0.3310839105882498
ACH-000747,-0.34823084532030496
ACH-000748,-0.4513876334553853
ACH-000753,-0.1908582595212284
ACH-000756,-0.16978921325332638
ACH-000757,-0.30295878204344634
ACH-000758,-0.328774720104037
ACH-000760,-0.3417363921564347
ACH-000762,-0.3721444656780611
ACH-000763,-0.3897096250822251
ACH-000764,-0.2610039398038933
ACH-000765,-0.3152732610817148
ACH-000766,-0.2376824438216501
ACH-000767,-0.30061904531590994
ACH-000768,-0.32516566897688554
ACH-000769,-0.4200677365824121
ACH-000770,-0.2959302964148119
ACH-000771,-0.3817165128038545
ACH-000773,-0.3141173771137803
ACH-000776,-0.3386366711132433
ACH-000777,-0.13863688976513985
ACH-000778,-0.3192908199590752
ACH-000781,-0.2485347821777024
ACH-000782,-0.4550882295298272
ACH-000783,-0.21080274469172824
ACH-000784,-0.3080061044722591
ACH-000785,-0.4068464664376755
ACH-000787,-0.4266439411410547
ACH-000788,-0.2478067340688924
ACH-000791,-0.2284342239864524
ACH-000792,-0.4679537846864141
ACH-000794,-0.17748996986611787
ACH-000796,-0.2165612284823953
ACH-000798,-0.5242323674805793
ACH-000799,-0.268635886095019
ACH-000800,-0.49187653111987
ACH-000802,-0.25434518176994564
ACH-000804,-0.09715065122144502
ACH-000805,-0.4173016713012431
ACH-000809,-0.049870063397198836
ACH-000810,-0.1287395643826455
ACH-000811,-0.3033091088611069
ACH-000817,-0.1788926005310602
ACH-000819,-0.3159995746253154
ACH-000820,-0.3002443871917557
ACH-000821,-0.3590219911885601
ACH-000822,-0.3979658134787723
ACH-000823,-0.3498740444254053
ACH-000824,-0.20164388414774526
ACH-000827,-0.2655113594732431
ACH-000829,-0.44018285019222014
ACH-000831,-0.2166388715268778
ACH-000832,-0.4213177727165877
ACH-000833,-0.2721345244017708
ACH-000834,-0.28399250966006
ACH-000835,-0.33118344483314194
ACH-000836,-0.20848323807017216
ACH-000837,-0.3455280043662153
ACH-000838,-0.1851911008224095
ACH-000839,-0.1865143582616211
ACH-000840,-0.26428437908437064
ACH-000841,-0.1771243194501463
ACH-000843,-0.4734787499698798
ACH-000846,-0.4838655944185072
ACH-000847,-0.09081726558862636
ACH-000848,-0.2571643688117542
ACH-000849,-0.07274902943085647
ACH-000851,-0.2344348412263656
ACH-000855,-0.12794881862717744
ACH-000856,-0.32092634980236995
ACH-000858,-0.24603573297746376
ACH-000859,-0.1831627599518766
ACH-000861,-0.3493635583972728
ACH-000862,-0.44517751707972986
ACH-000865,-0.3588316647517936
ACH-000866,-0.2335472452291877
ACH-000867,-0.1483542074806679
ACH-000869,-0.3892733095325784
ACH-000872,-0.26235565941935074
ACH-000873,-0.03457305027694881
ACH-000876,-0.29080113848537764
ACH-000878,-0.2966897721203584
ACH-000880,-0.20473909962637216
ACH-000881,-0.2697857700969232
ACH-000882,-0.4672659036779244
ACH-000884,-0.2889466249329093
ACH-000885,-0.16529182474891185
ACH-000887,-0.22253353445426124
ACH-000889,-0.20266605457437697
ACH-000896,-0.2386862536251268
ACH-000898,-0.23024647963070066
ACH-000900,-0.2409133797793148
ACH-000901,-0.2867771489692547
ACH-000905,-0.3916410533517388
ACH-000906,-0.27720640909777594
ACH-000907,-0.3721745736408421
ACH-000910,-0.15435120743619615
ACH-000911,-0.1919284682942705
ACH-000912,-0.18484524813467132
ACH-000913,-0.2908420013501287
ACH-000915,-0.2753031254956732
ACH-000916,-0.08080888715571401
ACH-000917,-0.3075053356892698
ACH-000920,-0.20771979631674375
ACH-000921,-0.2995886964149759
ACH-000924,-0.4195607759352573
ACH-000926,-0.11357790664751855
ACH-000928,-0.2337653231850137
ACH-000929,-0.4687862632696504
ACH-000932,-0.2032156740359888
ACH-000935,-0.21548290769156472
ACH-000936,-0.2955176454994173
ACH-000937,-0.2809009955678047
ACH-000938,-0.3218811020122949
ACH-000939,-0.4509604447866038
ACH-000941,-0.4319744736366665
ACH-000943,-0.4146888108773583
ACH-000946,-0.41894125361274936
ACH-000947,-0.19962483938769174
ACH-000948,-0.5054744479426476
ACH-000950,-0.025662072022003338
ACH-000953,-0.2699523012940182
ACH-000954,-0.1263232381024311
ACH-000957,-0.2332438723268884
ACH-000958,-0.4027189907283064
ACH-000960,-0.26586051423770396
ACH-000963,-0.6172819136894895
ACH-000968,-0.3147796092886199
ACH-000969,-0.49271819324865296
ACH-000972,-0.2505078057779352
ACH-000973,-0.3122859166026129
ACH-000974,-0.2653856303640528
ACH-000978,-0.3024433151788173
ACH-000984,-0.3736469935056478
ACH-000986,-0.4767282604636544
ACH-000988,-0.3133891380864019
ACH-000993,-0.22307117109687707
ACH-000994,-0.3241085166263225
ACH-000996,-0.4272487198472872
ACH-001001,-0.2400254200416057
ACH-001020,-0.3125825098546076
ACH-001028,-0.17879465477232492
ACH-001031,-0.5156166065416428
ACH-001038,-0.15828125396353196
ACH-001048,-0.2742124606818825
ACH-001050,-0.22467838393159892
ACH-001053,-0.15117545033827806
ACH-001054,-0.2706266871808974
ACH-001061,-0.2318482783495681
ACH-001067,-0.3195152369230781
ACH-001075,-0.4054021283694173
ACH-001096,-0.3784543758810763
ACH-001111,-0.30419687064339
ACH-001119,-0.327134694390389
ACH-001128,-0.6263473458547459
ACH-001134,-0.3117523585530174
ACH-001151,-0.2523030902415967
ACH-001163,-0.3814630583236994
ACH-001164,-0.2886761406124401
ACH-001183,-0.3888111701476201
ACH-001192,-0.4333709962378904
ACH-001193,-0.10660759507222038
ACH-001196,-0.35486375180571994
ACH-001197,-0.1842809133647256
ACH-001205,-0.21283927294392227
ACH-001211,-0.12674611323134388
ACH-001212,-0.19378923367617906
ACH-001228,-0.2368408864737275
ACH-001232,-0.2400908059687851
ACH-001239,-0.3580561408131777
ACH-001270,-0.2466652357769873
ACH-001274,-0.3619427202226541
ACH-001275,-0.4677499718315473
ACH-001277,-0.4095777364747425
ACH-001278,-0.3717627069496324
ACH-001280,-0.22499370002181016
ACH-001283,-0.4015092847428513
ACH-001289,-0.3926016787201767
ACH-001300,-0.4743869140704659
ACH-001301,-0.10024432507058448
ACH-001302,-0.1819724080238068
ACH-001306,-0.2602057938162647
ACH-001318,-0.3945278478267161
ACH-001322,-0.2886903493723084
ACH-001328,-0.1849532521613031
ACH-001332,-0.4896224832192421
ACH-001336,-0.3288278544408097
ACH-001346,-0.3226769090229081
ACH-001353,-0.4184391039788129
ACH-001354,-0.059235262066501135
ACH-001367,-0.06994864863703301
ACH-001368,-0.3035926681791992
ACH-001374,-0.2853022752983755
ACH-001377,-0.2555000020995217
ACH-001380,-0.1330705425859562
ACH-001391,-0.06346424107222437
ACH-001408,-0.3461965471615919
ACH-001430,-0.2102573050635715
ACH-001431,-0.5633238958222834
ACH-001450,-0.6112047244389286
ACH-001496,-0.4107811090606992
ACH-001500,-0.07685526609071515
ACH-001523,-0.2431440919382017
ACH-001532,-0.3033408179319005
ACH-001550,-0.266128822325519
ACH-001552,-0.052664493139975836
ACH-001554,-0.2819096758670263
ACH-001654,-0.22137882706952414
ACH-001735,-0.294519403698127
ACH-001736,-0.4660355728217101
ACH-001737,-0.6388295165547739
ACH-001740,-0.2862615958794878
ACH-001745,-0.2524543484088735
ACH-001765,-0.2043020535499868
