,GRIA4 (2893)
ACH-000004,0.16232218396491194
ACH-000005,0.1143662022301106
ACH-000007,-0.02952443308690755
ACH-000009,-0.06584515603569073
ACH-000011,0.01948464537837916
ACH-000012,0.06101854723120074
ACH-000013,-0.07466833437224442
ACH-000014,0.12300848143873838
ACH-000015,0.06915884264120595
ACH-000017,0.08889127190391463
ACH-000018,-0.017954317141556618
ACH-000019,0.04891007811590205
ACH-000021,-0.01322074875064907
ACH-000022,0.11340401086440252
ACH-000025,0.1282186871152219
ACH-000028,0.06495246212578631
ACH-000030,-0.014980662577345719
ACH-000035,0.1582857486317477
ACH-000036,0.047975688837796585
ACH-000037,-0.05229221948615393
ACH-000039,-0.02300012804419456
ACH-000040,-0.06453354914339826
ACH-000041,-0.07885423359927206
ACH-000042,0.030732682305566108
ACH-000045,0.0694035368789018
ACH-000047,0.035543264560598316
ACH-000052,0.058810267509734525
ACH-000053,-0.025366578241370508
ACH-000054,-0.02288621914869045
ACH-000055,-0.040137833157022455
ACH-000060,0.15162093115946731
ACH-000067,0.06464816202405277
ACH-000070,-0.18648793956985185
ACH-000075,0.07903586584399509
ACH-000078,0.030326163629832426
ACH-000082,-0.02924680715038354
ACH-000085,0.09620627222085808
ACH-000086,0.02678009758970521
ACH-000087,0.07419406994854306
ACH-000092,-0.017402419567262815
ACH-000095,-0.02035074521994101
ACH-000097,-0.015507110728408444
ACH-000098,0.026470368759054456
ACH-000099,0.024122100462773813
ACH-000108,-0.024250997658716824
ACH-000113,0.04640565214544157
ACH-000116,-0.030270948704471688
ACH-000118,0.005532172148968863
ACH-000120,0.02655285038648565
ACH-000123,-0.08851445431938383
ACH-000127,-0.05060142443793714
ACH-000128,-0.015457153402598137
ACH-000132,-0.08239262151887729
ACH-000133,-0.13817843026459986
ACH-000137,-0.08746502078294723
ACH-000138,-0.064910739935612
ACH-000142,-0.0738728447261992
ACH-000143,0.10308897513107966
ACH-000146,-0.0022627193226082308
ACH-000148,0.08862306832216993
ACH-000150,-0.05136871067812546
ACH-000152,-0.1455452231561748
ACH-000153,0.032999536687733
ACH-000159,0.09010702732396716
ACH-000160,-0.05722284919978812
ACH-000163,0.10005338283050157
ACH-000167,-0.06370101695327912
ACH-000168,-0.03773374122638856
ACH-000169,0.13099293357357436
ACH-000178,0.01962522339700851
ACH-000183,-0.09766955125275743
ACH-000188,-0.08582226339690319
ACH-000189,-0.05986312392425465
ACH-000190,-0.29967028279628816
ACH-000198,-0.02371684021511593
ACH-000203,0.8887374519443749
ACH-000204,0.04388198107173662
ACH-000206,0.11177059300355127
ACH-000207,0.07379256847884498
ACH-000208,-0.01491977907934539
ACH-000210,-0.199781462103038
ACH-000211,0.054344669018850066
ACH-000215,0.057485453178982626
ACH-000221,-0.12690919451270685
ACH-000222,0.11286471616163905
ACH-000223,-0.026186549009644025
ACH-000226,-0.14899890997125026
ACH-000227,-0.09031179213294943
ACH-000228,0.017874422621269842
ACH-000231,0.04904700133279993
ACH-000232,-0.04061409547051603
ACH-000233,0.08678590208139053
ACH-000234,-0.029111381933631775
ACH-000235,-0.05019743001425598
ACH-000237,-0.1319283492452197
ACH-000238,0.2469794833232517
ACH-000242,0.23509800265124506
ACH-000243,0.1316281018520523
ACH-000244,0.03447804124436365
ACH-000246,0.0399774083423347
ACH-000248,0.04527504711150395
ACH-000250,-0.014416683590493513
ACH-000251,-0.11823783582430553
ACH-000252,0.08725665038385856
ACH-000253,0.0299371450183284
ACH-000255,0.05478751781285465
ACH-000256,0.030369966402655924
ACH-000257,-0.07096721827480272
ACH-000258,-0.016018136893898558
ACH-000259,0.003437488381316887
ACH-000260,0.0004449181974951272
ACH-000261,0.10963190806327996
ACH-000262,-0.20736234861347405
ACH-000263,-0.21777193798859745
ACH-000264,0.02363013033404077
