,HYPK (25764)
ACH-000250,-0.5961105774173646
ACH-000251,-0.6924975892108481
ACH-000252,-0.7958315477184739
ACH-000253,-0.7245025785822772
ACH-000255,-0.94707799016889
ACH-000256,-0.8002487394833896
ACH-000257,-0.8410471546894507
ACH-000258,-0.6122955127891125
ACH-000259,-0.752441908836966
ACH-000260,-0.6398634138283186
ACH-000261,-0.6255514092599058
ACH-000262,-0.8136119348419955
ACH-000263,-0.4934042859528912
ACH-000264,-0.7280675596384829
ACH-000265,-0.7707945360523499
ACH-000266,-0.6878863081218237
ACH-000272,-0.783080864374855
ACH-000274,-0.5786178368679091
ACH-000277,-0.7121470546880111
ACH-000278,-0.8053680388569592
ACH-000279,-0.6609091276773571
ACH-000280,-0.5930461935741367
ACH-000281,-0.6692904915510495
ACH-000288,-0.7092137005850359
ACH-000291,-0.7018799820347055
ACH-000293,-0.44326500421400605
ACH-000294,-0.7866482750499166
ACH-000295,-0.7040895398937018
ACH-000296,-0.9496936242484922
ACH-000302,-0.6782031236805945
ACH-000304,-0.7519305817693628
ACH-000307,-0.6294888505581522
ACH-000308,-0.6879169431448348
ACH-000310,-0.491735775171377
ACH-000311,-0.5746300274257391
ACH-000312,-0.7616016794638266
ACH-000315,-0.7512635856781333
ACH-000316,-0.5826808404475462
ACH-000317,-0.6828645514598854
ACH-000318,-0.7543056444683467
ACH-000319,-0.6366039784059733
ACH-000320,-0.6999921558820158
ACH-000322,-0.6319575447093435
ACH-000323,-0.8853810063861075
ACH-000324,-0.7658265115161316
ACH-000329,-0.6913688147448104
ACH-000330,-0.7715358399861959
ACH-000331,-0.9181569061839112
ACH-000332,-0.6613628510476175
ACH-000334,-0.4610349963602219
ACH-000335,-0.5904599809513228
ACH-000336,-0.8312886284461601
ACH-000337,-0.7579344886876149
ACH-000338,-0.3687556078174517
ACH-000339,-0.6244667318501707
ACH-000341,-0.406585811647195
ACH-000348,-0.7755749338360787
ACH-000350,-0.8294014381298421
ACH-000352,-0.9926149599912616
ACH-000356,-0.7428110150104094
ACH-000361,-0.8754849563339461
ACH-000362,-0.5616414526243545
ACH-000363,-0.5016052066571556
ACH-000364,-0.956163094263749
ACH-000365,-0.4421575825825988
ACH-000366,-0.6383676877860777
ACH-000368,-0.7382145823392581
ACH-000374,-0.7021603868044685
ACH-000375,-0.7165731636053191
ACH-000376,-0.8468808491103449
ACH-000381,-0.8148263505087008
ACH-000383,-0.8064208587933245
ACH-000387,-0.6818796251023805
ACH-000389,-0.3708102398318775
ACH-000390,-0.5443725045753295
ACH-000393,-0.29318613788407605
ACH-000395,-0.6192523107341372
ACH-000396,-0.8272787600308812
ACH-000397,-0.5675388425808924
ACH-000401,-0.7184287950638735
ACH-000402,-0.35500518314845203
ACH-000403,-0.7854035599393592
ACH-000404,-0.7169106987639683
ACH-000406,-0.5499923031404091
ACH-000407,-0.7375742749252391
ACH-000408,-0.8625571152071738
ACH-000410,-0.8248852996184103
ACH-000411,-0.7726747550096015
ACH-000414,-0.5015074612734004
ACH-000415,-0.8725452083145384
ACH-000416,-0.7686697557830794
ACH-000420,-0.7816620918829639
ACH-000421,-0.6491194313548382
ACH-000424,-0.6949899715946872
ACH-000425,-0.7713535477793022
ACH-000426,-0.5551684825151999
ACH-000427,-0.7741249695534574
ACH-000433,-0.7675218007764542
ACH-000435,-0.8302158853131121
ACH-000436,-0.3851492137196745
ACH-000444,-0.8244632389314921
ACH-000445,-0.8125566645394171
ACH-000448,-0.7472421262484216
ACH-000450,-0.9165855396746156
ACH-000452,-0.8337654728264491
ACH-000454,-0.8950332343229837
ACH-000458,-0.789393229352881
ACH-000459,-0.529907596555907
ACH-000460,-0.8969679486310177
ACH-000461,-0.7903225800261525
ACH-000463,-0.6109271860415498
ACH-000464,-0.8530998395390225
ACH-000466,-0.8055576346336173
ACH-000467,-0.8599190165207473
ACH-000468,-0.7821530491052594
ACH-000469,-0.5414577770966518
ACH-000470,-1.0361284649357034
ACH-000471,-0.7822997618542431
ACH-000472,-0.5632443168210871
ACH-000473,-0.9965889812331804
ACH-000475,-0.5343430116009307
ACH-000476,-0.4879995743761234
ACH-000477,-0.7926453631056031
ACH-000479,-0.8371105550514372
ACH-000480,-1.1469172945947796
ACH-000481,-0.8254002726777068
ACH-000483,-0.8799684369292766
ACH-000484,-0.4759499859541938
ACH-000485,-0.7247762673782595
ACH-000486,-0.7431227338558433
ACH-000487,-0.4968596583456818
ACH-000488,-0.7936545796937404
ACH-000490,-0.8806639647960498
ACH-000491,-0.7413065084317411
ACH-000495,-0.9622015214716532
ACH-000496,-0.8469542253505983
ACH-000499,-0.6460616204216728
ACH-000500,-0.8384001179284676
ACH-000502,-0.6909074928804727
ACH-000503,-0.8575226074593835
ACH-000505,-0.4620143529002879
ACH-000507,-0.9521985760544456
ACH-000510,-0.6292294574289028
ACH-000511,-0.7887213122334255
ACH-000512,-0.6451322950169304
ACH-000516,-0.4639251841645146
ACH-000517,-0.528081318503809
ACH-000518,-0.8006976919227646
ACH-000520,-0.8315589266058891
ACH-000521,-0.9033030595291508
ACH-000522,-0.6504175081255302
ACH-000524,-0.7625549198625982
ACH-000527,-0.8286969214988922
ACH-000528,-0.6776394364714536
ACH-000537,-0.7276733689314251
ACH-000541,-0.704550852476729
ACH-000542,-0.8196244898549999
ACH-000544,-0.8285000999782426
ACH-000545,-0.6613789077448915
ACH-000547,-1.2523111814765462
ACH-000548,-0.8458945902061161
ACH-000549,-0.7821983212187651
ACH-000550,-0.5988102453012565
ACH-000552,-0.6687108084894519
ACH-000556,-0.6423702598304687
ACH-000557,-0.6112878704580434
ACH-000569,-0.5375107916558559
ACH-000570,-0.6463838106068897
ACH-000571,-0.25320817380026384
ACH-000573,-0.5676415967439591
ACH-000576,-0.8291357851272679
ACH-000579,-0.9754355637063399
ACH-000580,-0.932743689414546
ACH-000584,-0.7566758627839064
ACH-000585,-0.7609749584066067
ACH-000588,-0.6356153117364784
ACH-000589,-0.5802568096771155
ACH-000591,-0.6835593865929604
ACH-000593,-0.8241163594399346
ACH-000600,-0.5921479028915334
ACH-000601,-0.7082585357518888
ACH-000605,-0.5403163478518705
ACH-000606,-0.8537961202190315
ACH-000608,-0.8060255583826501
ACH-000614,-0.7973349135476164
ACH-000616,-0.5463857565816079
ACH-000618,-0.7350396760614142
ACH-000619,-0.8862004051333604
ACH-000620,-0.8494672600943733
ACH-000621,-0.4782909606316978
ACH-000622,-0.6597975765838131
ACH-000623,-0.7918771365078402
ACH-000624,-0.6266013209320909
ACH-000627,-0.6676271046597423
ACH-000630,-0.8253614359914363
ACH-000631,-0.5336879927992267
ACH-000632,-0.7672704009350562
ACH-000633,-0.6297427416421062
ACH-000637,-0.7694260285917979
ACH-000638,-0.5564258968325207
ACH-000646,-0.8194684747390933
ACH-000647,-0.8856716716476553
ACH-000648,-0.7876458693093509
ACH-000649,-0.8541697804343857
ACH-000651,-0.8036954009649139
ACH-000652,-0.642828792293861
ACH-000653,-0.5268306299161171
ACH-000657,-0.64175793281265
ACH-000658,-0.5952484600507651
ACH-000661,-0.6741530852187152
ACH-000662,-0.7011805326611407
ACH-000663,-0.8645408417132432
ACH-000665,-0.8458547975124167
ACH-000671,-0.8310171719519216
ACH-000672,-0.6723102715616954
ACH-000673,-0.8556486888559721
ACH-000676,-0.8494059547257494
ACH-000677,-0.6753028162722559
ACH-000681,-0.8136073332045071
ACH-000683,-0.7699487737242107
ACH-000684,-0.8577918198896766
ACH-000688,-0.6588052982447045
ACH-000693,-0.7368687605256822
ACH-000694,-0.7375100034806772
ACH-000695,-0.885258256429739
ACH-000696,-0.8981485150264727
ACH-000697,-0.4957622925817939
ACH-000699,-0.950306139833
ACH-000701,-0.7569967451619695
ACH-000706,-0.6069345661517527
ACH-000711,-0.7546385956908207
ACH-000713,-0.7693609664707957
ACH-000714,-0.6251288017708932
ACH-000718,-0.7531920997116791
ACH-000720,-0.7632197712760673
ACH-000721,-0.6004736735712859
ACH-000724,-0.7593366521842771
ACH-000725,-0.640020882503442
ACH-000732,-0.7712938061097682
ACH-000734,-0.6433035469444889
ACH-000735,-0.7292028940411078
ACH-000736,-0.6350471924431496
ACH-000738,-0.574806846533915
ACH-000746,-0.917459786829682
ACH-000747,-0.8677065854709621
ACH-000748,-0.9867680411934516
ACH-000753,-0.9682689936131064
ACH-000756,-0.7929651038336806
ACH-000757,-0.5602299075145631
ACH-000758,-0.6866807057323004
ACH-000760,-0.9023769770347309
ACH-000762,-0.7217194502352403
ACH-000763,-0.40066385371456775
ACH-000764,-0.7618270878500079
ACH-000765,-0.8539338182283204
ACH-000766,-0.5022870795035846
ACH-000767,-0.7689323895054736
ACH-000768,-0.8333985217200387
ACH-000769,-0.6577206913105778
ACH-000770,-0.6366336546585714
ACH-000771,-0.9114720389816487
ACH-000773,-0.6419491899650297
ACH-000776,-0.8342291160650118
ACH-000777,-0.8662950248921427
ACH-000778,-0.5632928162026362
ACH-000781,-0.8057773682592352
ACH-000782,-0.6810408828982544
ACH-000783,-0.5886608898651876
ACH-000784,-0.6518451430034921
ACH-000785,-0.5750733591628586
ACH-000787,-0.9215555792553464
ACH-000788,-0.7363425845956443
ACH-000791,-0.6542658835592461
ACH-000792,-0.9767641625238636
ACH-000794,-0.6807715475071429
ACH-000796,-0.5873146347985574
ACH-000798,-0.5650520325131081
ACH-000799,-0.7742432798314433
ACH-000800,-0.7260003251754007
ACH-000802,-0.989994363708844
ACH-000804,-0.638913662259291
ACH-000805,-0.8061632937308133
ACH-000809,-0.5710536129025342
ACH-000810,-0.9179867504575859
ACH-000811,-0.5055547919446349
ACH-000817,-0.7311837443661556
ACH-000819,-0.5631540902486614
ACH-000820,-0.6566702784600329
ACH-000821,-0.6312443609678301
ACH-000822,-0.5222032943082556
ACH-000823,-0.9495031696602529
ACH-000824,-0.6157055550388002
ACH-000827,-0.7882671500435358
ACH-000829,-0.541018163059018
ACH-000831,-0.916160483594688
ACH-000832,-0.6991158684571377
ACH-000833,-0.5993766917727674
ACH-000834,-0.9179832668248994
ACH-000835,-0.7041429065702084
ACH-000836,-0.8306531234964399
ACH-000837,-0.6005648527454618
ACH-000838,-0.5319612352188167
ACH-000839,-0.8825827231165011
ACH-000840,-1.1017077322597026
ACH-000841,-0.6690229016676483
ACH-000843,-0.8451008932571235
ACH-000846,-0.745990380931412
ACH-000847,-0.9336496495050872
ACH-000848,-0.7171502059858625
ACH-000849,-0.93582875124828
ACH-000851,-0.7316938648068776
ACH-000855,-0.8770311112270103
ACH-000856,-0.88727216176489
ACH-000858,-0.7368724788199672
ACH-000859,-0.9784921048611523
ACH-000861,-0.7210851154322748
ACH-000862,-0.787147575519683
ACH-000865,-0.9230507569764332
ACH-000866,-0.7188847211582077
ACH-000867,-0.5297989025109604
ACH-000869,-0.5363891230146636
ACH-000872,-0.5162202331979787
ACH-000873,-0.5383979689621172
ACH-000876,-0.6134204789783223
ACH-000878,-0.6710017646406924
ACH-000880,-0.6365589395145598
ACH-000881,-0.7032188429293411
ACH-000882,-0.8669170067520545
ACH-000884,-0.9402974024834352
ACH-000885,-0.8373520805245218
ACH-000887,-0.7040119650959614
ACH-000889,-0.439085670504117
ACH-000896,-0.7819864024020033
ACH-000898,-0.8299686151309902
ACH-000900,-0.692685126730074
ACH-000901,-0.6471035897856081
ACH-000905,-0.8132070855647172
ACH-000906,-0.7744730696239354
ACH-000907,-0.9402074462971112
ACH-000910,-0.5315540404882482
ACH-000911,-0.7815095434290483
ACH-000912,-0.8277678337878641
ACH-000913,-0.6401650612173214
ACH-000915,-0.9786604004270794
ACH-000916,-0.4370578873680171
ACH-000917,-0.8167199923738359
ACH-000920,-0.6590577495527921
ACH-000921,-0.7118294210186557
ACH-000924,-0.6676783104912789
ACH-000926,-0.746868628874229
ACH-000928,-0.5984279974989549
ACH-000929,-0.8077776349077536
ACH-000932,-0.6426269234554646
ACH-000935,-0.6959310240602408
ACH-000936,-0.7702423707657836
ACH-000937,-0.4926590296083948
ACH-000938,-0.7514543148347188
ACH-000939,-0.8745459207456626
ACH-000941,-0.6252332379380312
ACH-000943,-0.6963720967563837
ACH-000946,-0.6255674036134409
ACH-000947,-0.8480602827397685
ACH-000948,-0.9777790982130248
ACH-000950,-0.8265366508348143
ACH-000953,-0.6201761418162743
ACH-000954,-0.8916899640218109
ACH-000957,-0.9551851229577788
ACH-000958,-0.8284489167621655
ACH-000960,-0.6872779536038655
ACH-000963,-0.5674545925112155
ACH-000968,-0.7873937201075005
ACH-000969,-0.6635908794837094
ACH-000972,-0.874142651403252
ACH-000973,-0.8071961192426444
ACH-000974,-0.5493113571339129
ACH-000978,-0.6510481647648036
ACH-000984,-0.7185063231453733
ACH-000986,-0.5874184928971379
ACH-000988,-0.7837062744885107
ACH-000993,-0.9410962264940268
ACH-000994,-0.7724290638121397
ACH-000996,-0.6342101863831819
ACH-001001,-0.3673053580407845
ACH-001020,-0.8358593783274401
ACH-001028,-0.5046654480345026
ACH-001031,-0.8351274217122211
ACH-001038,-0.42029149291997536
ACH-001048,-0.7946546807723293
ACH-001050,-0.7905580409342183
ACH-001053,-0.5494781384014772
ACH-001054,-0.5706519677460972
ACH-001061,-0.7559154642854244
ACH-001067,-0.5435304755981284
ACH-001075,-1.0396488819341203
ACH-001096,-0.650340197146293
ACH-001111,-0.5851472452435988
ACH-001119,-0.5803157054024889
ACH-001128,-0.9914334345727404
ACH-001134,-0.6370505187476414
ACH-001151,-0.7023265038536876
ACH-001163,-0.58850634588268
ACH-001164,-0.8914292362651279
ACH-001183,-0.6796048012532444
ACH-001192,-0.7240302033467723
ACH-001193,-0.7717196812461651
ACH-001196,-1.0622639368720956
ACH-001197,-0.7841674463595021
ACH-001205,-0.5408313982656753
ACH-001211,-0.69547775487123
ACH-001212,-0.4001040840324162
ACH-001228,-0.7133674681540376
ACH-001232,-0.735271881890876
ACH-001239,-0.7102925110857014
ACH-001270,-1.0242248922625847
ACH-001274,-0.5107539616037273
ACH-001275,-1.1239843977154282
ACH-001277,-0.8142197836867151
ACH-001278,-0.7674680662791631
ACH-001280,-0.9092546678688588
ACH-001283,-0.658788824241968
ACH-001289,-0.6422570765211713
ACH-001300,-0.8023448987306776
ACH-001301,-0.7037569705925426
ACH-001302,-0.5756524013778932
ACH-001306,-0.6221736912011552
ACH-001318,-0.6184316351514776
ACH-001322,-0.7850697226887827
ACH-001328,-0.5360965181298895
ACH-001332,-0.7077019466970124
ACH-001336,-0.8566857914092583
ACH-001346,-0.8137849050005173
ACH-001353,-0.8815747197796497
ACH-001354,-0.4490825013282995
ACH-001367,-0.7725426959610515
ACH-001368,-0.6438341196580761
ACH-001374,-0.7449320516758482
ACH-001377,-0.5828947352764812
ACH-001380,-0.7580410898872698
ACH-001391,-0.4692860317474585
ACH-001408,-0.9292626548105264
ACH-001430,-0.5905351908454098
ACH-001431,-0.6375935885682656
ACH-001450,-0.9324090588772804
ACH-001496,-0.7006269232847285
ACH-001500,-0.7932554259447118
ACH-001523,-0.7950931317696482
ACH-001532,-0.6424325096980655
ACH-001550,-0.7142368992903865
ACH-001552,-0.7131069624453433
ACH-001554,-0.6990829577184927
ACH-001654,-0.8386213602414918
ACH-001735,-0.6279389339551903
ACH-001736,-0.4857538930386226
ACH-001737,-0.8487871253808958
ACH-001740,-0.5936852060074771
ACH-001745,-0.6408089184188404
ACH-001765,-0.8068290187444437
