,TRIM16L (147166)
ACH-000004,0.022623468797793943
ACH-000005,0.0647597909673643
ACH-000007,0.06797676217815951
ACH-000009,-0.06488559093935183
ACH-000011,-0.17180808615069626
ACH-000012,0.03537817706982627
ACH-000013,-0.1775166383629187
ACH-000014,0.03954410689989907
ACH-000015,-0.11898310133407106
ACH-000017,-0.05605723743339903
ACH-000018,-0.0033106237257937428
ACH-000019,0.06770248883500564
ACH-000021,-0.0108098544588304
ACH-000022,-0.17141790249531982
ACH-000025,-0.11049222794814667
ACH-000028,0.013138906505859143
ACH-000030,0.10383173044091218
ACH-000035,-0.015517912512082491
ACH-000036,0.07615601243319174
ACH-000037,0.02460234317142948
ACH-000039,0.08640862346709383
ACH-000040,-0.061614794776313674
ACH-000041,-0.11037916673687537
ACH-000042,-0.029966001416747524
ACH-000045,0.0825339666759469
ACH-000047,-0.023929748532979942
ACH-000052,-0.009524594958720413
ACH-000053,0.011828530853154716
ACH-000054,-0.05112191167698777
ACH-000055,0.047254114769948286
ACH-000060,-0.051480557026130636
ACH-000067,-0.08179068079535191
ACH-000070,0.1875778849740376
ACH-000075,0.009130597774041222
ACH-000078,0.08346907055108083
ACH-000082,-0.1150772492512973
ACH-000085,-0.13832663015494812
ACH-000086,0.12494756960420582
ACH-000087,0.019301754035687645
ACH-000092,0.03241048903958524
ACH-000095,-0.01529775026963881
ACH-000097,-0.050335853187809705
ACH-000098,-0.006184529078156018
ACH-000099,-0.025287866834778332
ACH-000108,0.050869566341125834
ACH-000113,0.12755713557587084
ACH-000116,0.03290581765629371
ACH-000118,0.06289193210665714
ACH-000120,-0.02748154630601556
ACH-000123,-0.024547401844196785
ACH-000127,0.08082154160210524
ACH-000128,-0.0590989440322846
ACH-000132,-0.06336628114183493
ACH-000133,0.02869574991697737
ACH-000137,-0.06742295301899873
ACH-000138,0.031106495937360118
ACH-000142,-0.1561497971939898
ACH-000143,0.007972010855953253
ACH-000146,0.1078326260069199
ACH-000148,-0.002188978731558903
ACH-000150,-0.2063158388861226
ACH-000152,-0.11327930294388218
ACH-000153,-0.4460760756970908
ACH-000159,-0.0006229455394608624
ACH-000160,-0.038701026774283484
ACH-000163,0.008769430282441273
ACH-000167,-0.14188208954165427
ACH-000168,-0.025783561861938083
ACH-000169,0.056519356641832885
ACH-000178,-0.010230331531145812
ACH-000183,0.09456136086815747
ACH-000188,-0.14650104390843874
ACH-000189,-0.015840073325117585
ACH-000190,0.034428239603525916
ACH-000198,0.026929847111598883
ACH-000203,0.030487347306942393
ACH-000204,-0.06478222650905699
ACH-000206,-0.0037015543352088725
ACH-000207,0.0396099190715527
ACH-000208,0.012313822916821914
ACH-000210,0.15991849097714034
ACH-000211,0.06692884189022545
ACH-000215,-0.03029925019472532
ACH-000221,0.1136459489341894
ACH-000222,-9.91498867558528e-05
ACH-000223,0.021029780323129663
ACH-000226,-0.05338732576800242
ACH-000227,-0.05216066506622922
ACH-000228,0.11606674862474475
ACH-000231,-0.01139856533303518
ACH-000232,0.0915015051165613
ACH-000233,-0.021198726018182887
ACH-000234,-0.06356704609861202
ACH-000235,-0.05773374081918153
ACH-000237,-0.05869478653203395
ACH-000238,-0.12582697112198485
ACH-000242,0.033761922094948944
ACH-000243,0.026073091218184425
ACH-000244,-0.14736027436519614
ACH-000246,0.06282632740893232
ACH-000248,0.0701602602857322
ACH-000250,-0.03217064238546828
ACH-000251,0.06311560170813442
ACH-000252,-0.07227114375009093
ACH-000253,0.10149459318624936
ACH-000255,-0.050889854419777635
ACH-000256,-0.0071175140397730045
ACH-000257,0.08922473666865012
ACH-000258,0.03363790926645785
ACH-000259,-0.042535871827752016
