,FOXG1 (2290)
ACH-000004,0.039699402596850085
ACH-000005,-0.15483796127553134
ACH-000007,-0.0008983956430138062
ACH-000009,0.1732486668614376
ACH-000011,-0.04874441171259166
ACH-000012,0.03614684321190505
ACH-000013,-0.08377427834480221
ACH-000014,0.08477875348152289
ACH-000015,0.00289359486061793
ACH-000017,0.008941177494278757
ACH-000018,-0.1386233983406238
ACH-000019,0.17672814764270256
ACH-000021,-0.003827782837755919
ACH-000022,-0.03052706750184161
ACH-000025,0.13945927056785806
ACH-000028,-0.005902694399060305
ACH-000030,-0.03217129350734576
ACH-000035,0.011081542966431436
ACH-000036,-0.28140075643859713
ACH-000037,0.00196204030077057
ACH-000039,0.1106777637236194
ACH-000040,-0.0434648115975829
ACH-000041,0.1939730584654411
ACH-000042,0.15286201598789778
ACH-000045,0.045268760443695176
ACH-000047,0.06030624825018074
ACH-000052,0.07844315062124023
ACH-000053,0.047831640762942114
ACH-000054,0.06382688339145437
ACH-000055,-0.5360212231041428
ACH-000060,-0.17508446200191558
ACH-000067,0.13250306506044052
ACH-000070,0.12675175332458927
ACH-000075,-0.08220745606981869
ACH-000078,0.11004936338381402
ACH-000082,-0.11712690340930562
ACH-000085,0.15673043389871416
ACH-000086,0.005198928708380987
ACH-000087,0.13104047303708172
ACH-000092,-0.0421667753171557
ACH-000095,-0.20241141591706355
ACH-000097,-0.10316564514815202
ACH-000098,-0.11407250771060523
ACH-000099,0.1513720750092992
ACH-000108,0.030285775490314044
ACH-000113,-0.04254789816070796
ACH-000116,0.043582299993783616
ACH-000118,0.07698715388120947
ACH-000120,0.06985461151290437
ACH-000123,-0.06741050363062473
ACH-000127,0.01922418789889812
ACH-000128,-0.3775539569455925
ACH-000132,0.12044611669017205
ACH-000133,-0.00032618938654982823
ACH-000137,-0.11336888956943575
ACH-000138,0.09807425489671087
ACH-000142,0.04883856110753562
ACH-000143,-0.10762746400077987
ACH-000146,0.030945067611346237
ACH-000148,0.06953019132579688
ACH-000150,0.21549701945130592
ACH-000152,-0.1346433777705473
ACH-000153,0.031550460544749526
ACH-000159,0.02404049238159776
ACH-000160,0.07982963498022902
ACH-000163,-0.08324381345746708
ACH-000167,-0.03983503219539637
ACH-000168,0.0314135280432634
ACH-000169,-0.022089073898354628
ACH-000178,0.017180869288562384
ACH-000183,-0.01106539047305773
ACH-000188,-0.05040455912153577
ACH-000189,-0.24821092812104115
ACH-000190,-0.04030191629959309
ACH-000198,0.09111040837328743
ACH-000203,-0.0627260748182182
ACH-000204,-0.29799179415260896
ACH-000206,-0.0025255083728689984
ACH-000207,0.09699142016225754
ACH-000208,-0.14078667673913806
ACH-000210,-0.016654764124342962
ACH-000211,0.057336145517728025
ACH-000215,0.09398109906694592
ACH-000221,-0.2989715853274356
ACH-000222,-0.18354415426063736
ACH-000223,0.013742527528410814
ACH-000226,-0.038480203011190164
ACH-000227,0.2927616729480127
