,HUS1 (3364)
ACH-000823,-0.4805655767602282
ACH-000824,-0.2431674991270369
ACH-000827,-0.5520545839654135
ACH-000829,-0.4616375510922828
ACH-000831,-0.6374156695145419
ACH-000832,-0.45016219377064337
ACH-000833,-0.3169441807255085
ACH-000834,-0.5904669474033023
ACH-000835,-0.7313848691757925
ACH-000836,-0.3460743731634289
ACH-000837,-0.7177358453256641
ACH-000838,-0.2827819386357914
ACH-000839,-0.4905597922475506
ACH-000840,-0.3957452291608839
ACH-000841,-0.430842510571484
ACH-000843,-0.8638954474603472
ACH-000846,-0.3371460608869608
ACH-000847,-0.6106932183436161
ACH-000848,-0.4947621682864844
ACH-000849,-0.5913114683243997
ACH-000851,-0.21313109946623826
ACH-000855,-0.7099717086253481
ACH-000856,-0.6526983296732991
ACH-000858,-0.4727848125729576
ACH-000859,-0.5802748876466177
ACH-000861,-0.4926134876374976
ACH-000862,-0.33531481083462433
ACH-000865,-0.2136604083461348
ACH-000866,-0.5224686436887325
ACH-000867,-0.3021311632007743
ACH-000869,-0.7812592639804795
ACH-000872,-0.6050612998581969
ACH-000873,-0.5320307991975516
ACH-000876,-0.3030370003076318
ACH-000878,-0.6343191230313754
ACH-000880,-0.7110041436375449
ACH-000881,-0.18163906172548094
ACH-000882,-0.5440765373160312
ACH-000884,-0.18691171672494972
ACH-000885,-0.7542537104211061
ACH-000887,-0.2946891554244186
ACH-000889,-0.3745213865808951
ACH-000896,-0.33557391711336504
ACH-000898,-0.4963575562283688
ACH-000900,-0.4374996991681255
ACH-000901,-0.4652692446587338
ACH-000905,-0.5954217339388708
ACH-000906,-0.5712980436470504
ACH-000907,-0.6697206963117655
ACH-000910,-0.3952352857762949
ACH-000911,-0.5047112992707051
ACH-000912,-0.5624081486969483
ACH-000913,-0.50693394270877
ACH-000915,-0.4848304111628565
ACH-000916,-0.7943362677035427
ACH-000917,-0.3384334174333293
ACH-000920,-0.37662534847770895
ACH-000921,-0.5350358329535285
ACH-000924,-0.35207943325894303
ACH-000926,-0.2502383478742272
ACH-000928,-0.6229963263688826
ACH-000929,-0.3581623644765155
ACH-000932,-0.11523674987928698
ACH-000935,-0.4425967653421816
ACH-000936,-0.4743964803400227
ACH-000937,-0.24403469937278305
ACH-000938,-0.5586032510488554
ACH-000939,-0.4458317721621637
ACH-000941,-0.5154358795242595
ACH-000943,-0.6083386064828593
ACH-000946,-0.5987968243546066
ACH-000947,-0.35565010422717336
ACH-000948,-0.5537398595581938
ACH-000950,-0.40966628322792176
ACH-000953,-0.2442185377376111
ACH-000954,-0.4529950831681344
ACH-000957,-0.664705863743672
ACH-000958,-0.435067560483125
ACH-000960,-0.2168650936321181
ACH-000963,-0.5381645653875173
ACH-000968,-0.12286271744284345
ACH-000969,-0.4915004575379434
ACH-000972,-0.39455679351722395
ACH-000973,-0.4413248018667895
ACH-000974,-0.5639938763404596
ACH-000978,-1.0133932822514038
ACH-000984,-0.4284364340554905
ACH-000986,-0.4292212240824361
ACH-000988,-0.301682789613611
ACH-000993,-0.5572567136312354
ACH-000994,-0.1842330931291306
ACH-000996,-0.3516265507570672
ACH-001001,-0.2261031087597433
ACH-001020,-0.32586115590802217
ACH-001028,-0.19593320919659415
ACH-001031,-0.4549555416021467
ACH-001038,-0.4439203728792905
ACH-001048,-0.4026493807047178
ACH-001050,-0.569924863234718
ACH-001053,-0.6955311196223191
ACH-001054,-0.6037566527381188
ACH-001061,-0.342821378635716
ACH-001067,-0.4599398947902159
ACH-001075,-0.575781788286973
ACH-001096,-0.3774546939058615
ACH-001111,-0.5000317764888667
ACH-001119,-0.34217382014021097
ACH-001128,-0.5837854908130375
ACH-001134,-0.5354281541623288
ACH-001151,-0.5466553417349727
ACH-001163,-0.2760653864495585
ACH-001164,-0.7633959115688044
ACH-001183,-0.6764107436987241
ACH-001192,-0.6502333065892416
ACH-001193,-0.4537010741566023
ACH-001196,-0.5574036097326974
ACH-001197,-0.2763968664847635
ACH-001205,-0.33560907483913177
ACH-001211,-0.5179824305847973
ACH-001212,-0.5631826733478618
ACH-001228,-0.559182113999922
ACH-001232,-0.5232255631017121
ACH-001239,-0.2282300439701331
ACH-001270,-0.1892867081149361
ACH-001274,-0.5330398458866947
ACH-001275,-0.4670863556760508
ACH-001277,-0.5986211642598603
ACH-001278,-0.502291704008017
ACH-001280,-0.31631679581667266
ACH-001283,-0.8560008437822137
ACH-001289,-0.18271108467736566
ACH-001300,0.04064154101577396
ACH-001301,-0.6776780129980546
ACH-001302,-0.5393791409847772
ACH-001306,-0.5829658407938783
ACH-001318,-0.6212038582796173
ACH-001322,-0.5105054826445661
ACH-001328,-0.7106012872538
ACH-001332,-0.5163951808147732
ACH-001336,-0.4915657391029043
ACH-001346,-0.5512594273749387
ACH-001353,-0.5700694882821539
ACH-001354,-0.34870246285845696
ACH-001367,-0.3273815609543121
ACH-001368,-0.5925827319043144
ACH-001374,-0.4589661813590308
ACH-001377,-0.6430915200882266
ACH-001380,-0.3677244621719499
ACH-001391,-0.5759157279654725
ACH-001408,-0.5099012113592324
ACH-001430,-0.0954785696426497
ACH-001431,-0.3757575262701455
ACH-001450,-0.7277090554527961
ACH-001496,-0.4867241281983296
ACH-001500,-0.3511501344675444
ACH-001523,-0.27511227594822696
ACH-001532,-0.4329284015091769
ACH-001550,-0.5413778168471934
ACH-001552,-0.35741922019468186
ACH-001554,-0.3977015560798881
ACH-001654,-0.4403255538107717
ACH-001735,-0.789372764217258
ACH-001736,-0.542872281289575
ACH-001737,0.22186505441312174
ACH-001740,-0.9405540019366144
ACH-001745,-0.6447883798299621
ACH-001765,-0.5204042422891502
