,CRYBA1 (1411)
ACH-000004,-0.16743324559044234
ACH-000005,-0.18050746070778767
ACH-000007,-0.12661133274622866
ACH-000009,-0.25081657925619044
ACH-000011,-0.1305766884736259
ACH-000012,-0.14941293502517594
ACH-000013,-0.20063604395618154
ACH-000014,-0.042904452694049335
ACH-000015,-0.035378078352936826
ACH-000017,-0.2299425417918489
ACH-000018,-0.14436535906881773
ACH-000019,-0.17617280285517498
ACH-000021,-0.09416154895432506
ACH-000022,-0.2497830746496263
ACH-000025,-0.056377745645230064
ACH-000028,-0.1370384499539755
ACH-000030,-0.18096096787640575
ACH-000035,-0.4220263713748282
ACH-000036,-0.1884130885695961
ACH-000037,-0.11119972723438803
ACH-000039,-0.2036302639555212
ACH-000040,-0.15757073470811134
ACH-000041,-0.18386536355626912
ACH-000042,-0.044293670387014566
ACH-000045,-0.15468406782166882
ACH-000047,-0.08412533931579942
ACH-000052,-0.15521684570351732
ACH-000053,-0.2662452810216826
ACH-000054,-0.1417492771143641
ACH-000055,0.04078603967465914
ACH-000060,-0.0852840050366506
ACH-000067,-0.1351785658560753
ACH-000070,-0.2004634678321326
ACH-000075,-0.10925437289872256
ACH-000078,-0.08441813736244554
ACH-000082,-0.15660829590795047
ACH-000085,-0.3722305408037827
ACH-000086,-0.2576645293361413
ACH-000087,-0.1542641457543934
ACH-000092,0.028809205899205676
ACH-000095,-0.04453446983513447
ACH-000097,-0.12987879542283515
ACH-000098,-0.20167978652594912
ACH-000099,-0.11809179039124384
ACH-000108,-0.22843251207711834
ACH-000113,-0.08021576166677834
ACH-000116,-0.07891386079435622
ACH-000118,-0.056861119546020585
ACH-000120,-0.15689793416228026
ACH-000123,-0.04471586253151853
ACH-000127,-0.08743294310334274
ACH-000128,-0.05741019674822705
ACH-000132,-0.04960197430683752
ACH-000133,-0.11913388722987142
ACH-000137,-0.23635549399417655
ACH-000138,-0.03688788214629949
ACH-000142,-0.19820623150985908
ACH-000143,-0.11781657659254907
ACH-000146,-0.17763512432337175
ACH-000148,-0.07984756305618408
ACH-000150,-0.19814459043156749
ACH-000152,-0.26898156146129065
ACH-000153,-0.044352949971417914
ACH-000159,-0.14833473417286694
ACH-000160,-0.20863054922661964
ACH-000163,-0.3214940265229727
ACH-000167,-0.11655221431077847
ACH-000168,-0.2158448497321478
ACH-000169,-0.14954069849431484
ACH-000178,-0.12833710405225673
ACH-000183,-0.19296116285023315
ACH-000188,-0.2879805907118554
ACH-000189,-0.3245420257704336
ACH-000190,-0.3185841860668043
ACH-000198,-0.1593447763144371
ACH-000203,-0.3861510306160331
ACH-000204,-0.3773200873064431
ACH-000206,-0.15401898573386846
ACH-000207,-0.2104899286590775
ACH-000208,-0.10773077905683053
ACH-000210,-0.1485690444646917
ACH-000211,-0.2301733972531632
ACH-000215,-0.1225007001531055
ACH-000221,-0.16790580066819968
ACH-000222,-0.1796944087475872
ACH-000223,-0.1407386069546204
ACH-000226,-0.010493064776640356
ACH-000227,-0.0591049273086039
ACH-000228,-0.255966786482072
ACH-000231,-0.11493916583394627
ACH-000232,0.0058097307892892355
ACH-000233,-0.14635086054514784
ACH-000234,-0.16438989082617947
ACH-000235,-0.2172361901871026
ACH-000237,-0.13394594346110386
ACH-000238,-0.10521432443891936
ACH-000242,-0.07462951477578288
ACH-000243,-0.22205664721055365
ACH-000244,-0.14031557641948944
ACH-000246,-0.13275978949075296
ACH-000248,-0.4014672371450912
ACH-000250,-0.20032590330385994
ACH-000251,-0.11944275547200972
ACH-000252,-0.04587895281681646
ACH-000253,-0.02709312150317304
ACH-000255,-0.16682982755208853
ACH-000256,-0.07050578598463955
ACH-000257,0.045353662501856115
ACH-000258,0.05770299829526801
ACH-000259,-0.15548746209837608
ACH-000260,-0.03189582287702256
ACH-000261,-0.10267960993445514
ACH-000262,-0.25399201758341666
ACH-000263,0.0504421735473844
ACH-000264,-0.17931093480907753
ACH-000265,-0.1832348247646328
ACH-000266,-0.1407811980602356
ACH-000272,-0.11809827453002715
ACH-000274,-0.16350067973136595
ACH-000277,-0.2257477362960404
ACH-000278,-0.02622365589858404
ACH-000279,-0.1472152280158543
ACH-000280,-0.2559940267216901
ACH-000281,-0.09070393654207763
ACH-000288,-0.2839421998895334
ACH-000291,-0.21685460912689355
ACH-000293,-0.14277214859762646
ACH-000294,-0.034271384776974015
ACH-000295,-0.2901084135801133
ACH-000296,-0.18244990847021586
ACH-000302,-0.24141514034944805
ACH-000304,0.055141885704547734
ACH-000307,-0.09987466991990962
ACH-000308,-0.16908947286485684
ACH-000310,-0.019815018468009583
ACH-000311,-0.2054134727348031
ACH-000312,-0.2435985048291581
ACH-000315,-0.286363468093575
ACH-000316,-0.14905443157948484
ACH-000317,-0.2808756786515171
ACH-000318,-0.017454191104125463
ACH-000319,-0.19700302121777946
ACH-000320,-0.11324116796040612
ACH-000322,-0.1508264962681172
ACH-000323,-0.15463680225384815
ACH-000324,-0.06868355435613963
ACH-000329,-0.18765883551238366
ACH-000330,-0.2509323324674002
ACH-000331,-0.1818649869013137
ACH-000332,-0.11775038166647304
ACH-000334,-0.05020701666670222
ACH-000335,-0.2558929757507914
ACH-000336,-0.0038375159554985827
ACH-000337,-0.3759469774366511
ACH-000338,0.07713817316167453
ACH-000339,-0.10872224058262962
ACH-000341,-0.08194361023498156
ACH-000348,-0.19882961330159046
ACH-000350,-0.02323101341611349
ACH-000352,-0.15631657112205566
ACH-000356,-0.3853598720430461
ACH-000361,-0.08370150698103256
ACH-000362,-0.0648818324345381
ACH-000363,-0.1491711207375065
ACH-000364,-0.217578564034896
ACH-000365,-0.19749140776809915
ACH-000366,-0.1816227054668547
ACH-000368,-0.03987025150121267
ACH-000374,-0.2240755144691987
ACH-000375,-0.19830112841228775
ACH-000376,-0.028876948339728082
ACH-000381,0.01815476422039614
ACH-000383,-0.26108022147866033
ACH-000387,-0.17802059357010386
ACH-000389,0.17984841192857073
ACH-000390,-0.3011231890516196
ACH-000393,-0.10535437359196828
ACH-000395,-0.08527098291680453
ACH-000396,0.1883339709097793
ACH-000397,-0.09588679742917057
ACH-000401,0.07779695136158503
ACH-000402,-0.2437551899907528
ACH-000403,-0.20408005984578295
ACH-000404,-0.06858266260020393
ACH-000406,-0.17996032570710302
ACH-000407,-0.06406266533820727
ACH-000408,-0.26016912355553273
ACH-000410,-0.2332585524504484
ACH-000411,-0.05221825305867428
ACH-000414,-0.147414910595324
ACH-000415,-0.3852858726389854
ACH-000416,-0.17686001392851652
ACH-000420,-0.11231190687483618
ACH-000421,-0.2495907002204793
ACH-000424,-0.028787135725003618
ACH-000425,-0.1222609179331996
ACH-000426,-0.3504757566177099
ACH-000427,-0.2262547095839757
ACH-000433,-0.17670387087259729
ACH-000435,-0.3236623826216016
