,AP3D1 (8943)
ACH-000004,-0.09674825699659867
ACH-000005,-0.12526412617101473
ACH-000007,-0.05546550067741753
ACH-000009,-0.11628626112681785
ACH-000011,0.10977990030335742
ACH-000012,0.09909199310247258
ACH-000013,-0.1415618551626259
ACH-000014,0.03728538627136325
ACH-000015,-0.1860292621437198
ACH-000017,-0.3174662439554413
ACH-000018,0.06217376908063329
ACH-000019,-0.014749866592302862
ACH-000021,-0.005194839050366854
ACH-000022,-0.15953062875203838
ACH-000025,-0.019801213595758115
ACH-000028,0.13227021517372234
ACH-000030,-0.0287430109550391
ACH-000035,-0.2471832263196408
ACH-000036,0.007457579870636046
ACH-000037,-0.28477651307898405
ACH-000039,0.18348240183615236
ACH-000040,0.20636304659255186
ACH-000041,-0.02799187408645557
ACH-000042,-0.1211521655592284
ACH-000045,0.13482697975361968
ACH-000047,0.059998880446487615
ACH-000052,0.007947765338601169
ACH-000053,0.06711498876295463
ACH-000054,0.19185921565360248
ACH-000055,0.03106572463431433
ACH-000060,-0.014619229830347275
ACH-000067,0.018948481588557102
ACH-000070,0.07985931140121477
ACH-000075,-0.09193505616351597
ACH-000078,0.07043515368312664
ACH-000082,-0.03672687631793077
ACH-000085,-0.0200169445385277
ACH-000086,-0.16268837181903492
ACH-000087,0.08904057940394328
ACH-000092,-0.04340056633685212
ACH-000095,-0.0792495421869267
ACH-000097,0.08613568858150407
ACH-000098,-0.04069206428099511
ACH-000099,0.013474044556278505
ACH-000108,-0.06382416341571362
ACH-000113,-0.022821200428969502
ACH-000116,-0.07716823426468564
ACH-000118,-0.00936469165302969
ACH-000120,-0.06512686978814912
ACH-000123,-0.13524641143769278
ACH-000127,-0.13330488790467954
ACH-000128,-0.06278738283518008
ACH-000132,0.1155515603843001
ACH-000133,0.09085643319577157
ACH-000137,0.014057113537829609
ACH-000138,-0.06293561268791223
ACH-000142,-0.09686744924340222
ACH-000143,0.02663181325641112
ACH-000146,-0.048534998147942716
ACH-000148,-0.05610946943628448
ACH-000150,0.012741118398230536
ACH-000152,-0.12753232753127258
ACH-000153,0.15241655674864846
ACH-000159,-0.07421028039167678
ACH-000160,0.044469718326447666
ACH-000163,-0.21092853281962154
ACH-000167,-0.16502261005480362
ACH-000168,0.2975579358581269
ACH-000169,-0.15817012273117867
ACH-000178,-0.02874427666749322
ACH-000183,-0.2673874831401044
ACH-000188,0.017957246604597046
ACH-000189,0.07834376453820982
ACH-000190,-0.06077817188868461
ACH-000198,-0.04508715070147079
ACH-000203,0.032506723516266565
ACH-000204,-0.2663913912904445
ACH-000206,-0.06317343217752287
ACH-000207,0.2223729650628904
ACH-000208,0.02143401674169134
ACH-000210,0.1410445550803365
ACH-000211,-0.02331855624157826
ACH-000215,0.07103804068099975
ACH-000221,0.026457981465115483
ACH-000222,-0.16362261378268356
ACH-000223,0.0669477957498994
ACH-000226,0.007574365181355513
ACH-000227,-0.051174666376473006
ACH-000228,0.1417728418134006
ACH-000231,-0.04905377534379303
ACH-000232,0.11283389028737364
ACH-000233,0.047162564249801815
ACH-000234,0.024194409421824284
ACH-000235,-0.13798193360723796
ACH-000237,-0.14718391282991214
