,RASGEF1A (221002)
ACH-000004,-0.023380426151425212
ACH-000005,0.2130978565844448
ACH-000007,-0.10208305405311993
ACH-000009,-0.02002420928726408
ACH-000011,-0.09044691281904972
ACH-000012,-0.14887082680573427
ACH-000013,0.08997522525762168
ACH-000014,0.015667231002787017
ACH-000015,-0.08483195411063718
ACH-000017,-0.15234892522206486
ACH-000018,-0.1298217723298596
ACH-000019,-0.09816606267073053
ACH-000021,0.06277721050007674
ACH-000022,-0.05028059964284237
ACH-000025,-0.2037203786844132
ACH-000028,-0.11810112857995245
ACH-000030,-0.2615065599190629
ACH-000035,-0.23386161009000264
ACH-000036,-0.0719217322716921
ACH-000037,-0.21595141853480432
ACH-000039,-0.02337812974878404
ACH-000040,0.06846424782976032
ACH-000041,0.03124907904514601
ACH-000042,-0.08462362145115315
ACH-000045,-0.010923555869666556
ACH-000047,-0.0899155291058547
ACH-000052,-0.13541601505813866
ACH-000053,-0.15312371638780278
ACH-000054,-0.016897339279605624
ACH-000055,0.04428327923551259
ACH-000060,-0.14440216122299107
ACH-000067,-0.1730960289970389
ACH-000070,0.15475998101804558
ACH-000075,-0.020507785206575573
ACH-000078,0.021121146991113636
ACH-000082,0.00593010141583827
ACH-000085,-0.11019337925422384
ACH-000086,0.004423783914299251
ACH-000087,-0.2275668344842402
ACH-000092,-0.13442659392933207
ACH-000095,0.02194452115185221
ACH-000097,-0.0792150486650705
ACH-000098,-0.10000064019764708
ACH-000099,-0.08672337655110486
ACH-000108,-0.1837031466637161
ACH-000113,-0.07927420769857328
ACH-000116,0.08779740318467857
ACH-000118,-0.0758843071332481
ACH-000120,-0.17927239397854175
ACH-000123,-0.12135823964381574
ACH-000127,-0.2407144405095695
ACH-000128,-0.10439834823991673
ACH-000132,-0.12718812520830075
ACH-000133,-0.021137074585626813
ACH-000137,0.09053494724204006
ACH-000138,0.039214380420240134
ACH-000142,-0.07010129367509417
ACH-000143,-0.046993526221537886
ACH-000146,-0.0718636691740233
ACH-000148,-0.15712152809943178
ACH-000150,-0.06738342855484906
ACH-000152,-0.20889295178164652
ACH-000153,-0.12356335695219982
ACH-000159,0.04493645029071399
ACH-000160,-0.05084428661723245
ACH-000163,0.054862620990620316
ACH-000167,0.252456297557971
ACH-000168,0.10624400630371712
ACH-000169,-0.03166536892154738
ACH-000178,-0.01864074173055688
ACH-000183,-0.02957209168323264
ACH-000188,0.014212525623525972
ACH-000189,-0.4372061451557187
ACH-000190,-0.065254183273455
ACH-000198,-0.004175703077209139
ACH-000203,-0.03956780965484959
ACH-000204,0.04407267761607043
ACH-000206,-0.24958212103053
ACH-000207,-0.22700235980097186
ACH-000208,-0.31626155088178065
ACH-000210,-0.023810952594122747
ACH-000211,-0.11848265279597812
ACH-000215,-0.1367148495802378
ACH-000221,0.025348105447150642
ACH-000222,-0.08153948618708996
ACH-000223,-0.2402116302262401
ACH-000226,-0.24175453407937594
ACH-000227,-0.17188227072053255
ACH-000228,-0.12243046265061665
ACH-000231,-0.1660799183773092
ACH-000232,-0.0728212348484449
ACH-000233,-0.2345527030251291
ACH-000234,-0.021281040287897474
ACH-000235,-0.06508129033404454
ACH-000237,-0.09273563840578353
ACH-000238,0.019567260127497425
ACH-000242,-0.18751162899690005
ACH-000243,-0.12245080789719097
ACH-000244,-0.09725322599513156
ACH-000246,-0.13004595849751546
ACH-000248,-0.14921660671677994
ACH-000250,-0.07605934798092852
ACH-000251,-0.16639332265771506
ACH-000252,-0.28000306996148777
ACH-000253,-0.08561630710103026
ACH-000255,-0.11166373602521942
ACH-000256,-0.017192470462634824
ACH-000257,0.08961175086524202
ACH-000258,-0.17906012149365075
ACH-000259,-0.07120873948186343
ACH-000260,-0.15245861892881046
ACH-000261,-0.07247479650090508
ACH-000262,-0.1159295151723347
ACH-000263,-0.3748643552081326
ACH-000264,-0.0855655994435746
ACH-000265,-0.09866332840164492
ACH-000266,-0.015534119994013287
ACH-000272,0.007006288287344966
ACH-000274,-0.02773240357251012
ACH-000277,0.031967093051256834
ACH-000278,-0.11661374213496215
ACH-000279,0.028254180270811002
